N	4gram	Vygotskiy_	StatiiOP
1	заключается в том что	10	6
2	в то время как	4	5
3	в том что в	2	4
4	на то что в	1	4
5	той мере в какой	2	3
6	в том смысле что	1	3
7	это не значит что	1	3
8	в той мере в	3	3
9	не говоря уже о	1	3
10	если принять во внимание	2	3
11	в том что он	3	3
12	состоит в том что	7	2
13	совершенно так же как	1	2
14	сомневаться в том что	1	2
15	на вопрос о том	3	2
16	в том числе и	2	2
17	внимание на то что	1	2
18	и вместе с тем	1	2
19	в этой области не	1	2
20	все более и более	3	2
21	бы то ни было	1	2
22	но вместе с тем	3	2
23	и в конце концов	1	2
24	вопрос о том в	1	1
25	у нас нет никаких	1	1
26	одни и те же	1	1
27	нас нет никаких оснований	1	1
28	до самого последнего времени	1	1
29	в собственном смысле этого	1	1
30	ответа на вопрос о	1	1
31	вообще не существует все	1	1
32	а с другой стороны	2	1
33	в той же мере	1	1
34	не отделены друг от	1	1
35	обратил внимание на то	1	1
36	с тем что мы	2	1
37	не может не быть	1	1
38	на вопрос что такое	1	1
39	себе отчета в том	1	1
40	в известном смысле является	1	1
41	надо сказать что в	1	1
42	но в высшей степени	1	1
43	с этой точки зрения	7	1
44	можно было бы подумать	1	1
45	потому что он был	1	1
46	в связи с этим	1	1
47	это находит свое выражение	1	1
48	мере в какой они	1	1
49	только в том что	2	1
50	то время как в	1	1
51	но и это не	1	1
52	само собой разумеется что	1	1
53	с точки зрения задач	1	1
54	мы до сих пор	1	1
55	не сказал бы что	1	1
56	но на самом деле	1	1
57	в этом случае и	1	1
58	одной и той же	3	1
59	дело только в том	1	1
60	и по отношению к	1	1
61	ответ на этот вопрос	2	1
62	вопрос о том что	1	1
63	отделены друг от друга	1	1
64	одно и то же	1	1
65	что он не сумел	1	1
66	свидетельствуют о том что	1	1
67	на то что эти	1	1
68	как мы видели уже	1	1
69	принять во внимание что	1	1
70	в прямом смысле этого	1	1
71	той и другой стороны	1	1
72	одному и тому же	2	1
73	так же как и	2	1
74	мы имеем дело с	1	1
