N	2gram	Losev_Prob	Komedia
1	и в	64	77
2	в комедии	2	58
3	и не	63	47
4	в том	19	44
5	том что	26	42
6	о том	25	33
7	т е	2	33
8	едва ли	10	32
9	но и	23	32
10	может быть	29	30
11	из них	3	29
12	таким образом	9	29
13	в то	7	28
14	и его	3	28
15	в этом	30	27
16	потому что	24	27
17	что он	11	26
18	к тому	5	26
19	тому же	1	25
20	не только	37	25
21	вместе с	4	25
22	так как	16	24
23	как и	7	23
24	ни в	13	23
25	что в	21	23
26	в самом	10	22
27	что и	2	22
28	если бы	8	22
29	то же	10	21
30	ясно что	7	21
31	в конце	13	21
32	так и	17	21
33	а в	7	21
34	в его	12	20
35	к этому	1	19
36	во время	1	19
37	по адресу	1	19
38	со стороны	2	19
39	молодой человек	1	18
40	в этой	14	18
41	тем что	10	17
42	в нем	14	17
43	и здесь	8	17
44	и т	13	17
45	еще не	18	17
46	при этом	8	16
47	все же	7	16
48	не менее	26	16
49	сих пор	6	16
50	он не	5	16
51	действующих лиц	2	16
52	и сам	3	16
53	до сих	6	16
54	тот же	4	16
55	не в	6	15
56	в своем	7	15
57	точки зрения	5	15
58	его в	9	15
59	в которой	2	15
60	на себя	2	15
61	между тем	3	15
62	один из	7	15
63	и на	11	15
64	было бы	16	15
65	прежде всего	17	15
66	и с	12	14
67	на протяжении	1	14
68	столь же	1	14
69	к нему	5	14
70	iii в	1	14
71	все это	11	14
72	об этом	10	14
73	только что	2	13
74	самом деле	10	13
75	о чем	11	13
76	в них	8	13
77	что она	8	13
78	того же	3	13
79	как раз	20	13
80	мы можем	8	13
81	так что	12	13
82	то что	72	13
83	того чтобы	10	13
84	но в	19	13
85	в котором	5	12
86	для того	10	12
87	так же	12	12
88	с другой	8	12
89	несмотря на	6	12
90	хотя и	8	12
91	в качестве	3	12
92	как это	7	12
93	т п	1	12
94	из которых	2	12
95	как в	5	12
96	уже в	6	12
97	в истории	6	12
98	нового времени	1	12
99	в начале	1	12
100	не может	18	12
101	но не	13	12
102	и даже	19	11
103	с тем	6	11
104	наряду с	1	11
105	что его	4	11
106	с ним	4	11
107	то время	2	11
108	должны были	3	11
109	речь идет	2	11
110	как мы	10	11
111	на этот	3	11
112	и для	10	11
113	в их	7	11
114	в частности	5	11
115	к ней	1	11
116	одного из	2	11
117	с этим	7	10
118	сразу же	2	10
119	он был	2	10
120	тут же	3	10
121	с одной	4	10
122	в чем	3	10
123	как бы	18	10
124	и что	21	10
125	ничуть не	1	10
126	в отношении	7	10
127	и все	9	10
128	одной из	1	10
