N	2gram	Tiupa_Hudo	Analitik
1	не только	22	71
2	тогда как	10	67
3	и в	34	66
4	в качестве	13	61
5	литературного произведения	1	58
6	но и	13	57
7	в том	24	52
8	может быть	12	52
9	в этом	22	51
10	в частности	10	51
11	как и	16	50
12	и не	15	48
13	а не	23	42
14	в тексте	8	42
15	художественной реальности	3	41
16	при этом	21	40
17	том что	31	40
18	то есть	1	35
19	так и	19	35
20	художественного впечатления	1	34
21	в мире	10	31
22	представляет собой	1	30
23	своего рода	19	30
24	состоит в	8	30
25	отнюдь не	4	29
26	как бы	11	29
27	не может	10	29
28	а в	11	28
29	в его	17	27
30	и его	8	27
31	не в	16	26
32	но не	7	26
33	текста в	1	26
34	всего лишь	7	24
35	в себе	19	24
36	не случайно	14	24
37	художественного целого	8	24
38	иначе говоря	2	23
39	что в	8	22
40	и даже	4	22
41	к тому	11	22
42	в этой	11	22
43	лишь в	5	21
44	о том	21	20
45	и т.п	2	20
46	я в	2	20
47	в самом	7	19
48	то же	14	19
49	в своей	15	19
50	по отношению	15	19
51	с его	9	19
52	но в	6	19
53	в данном	3	18
54	в то	12	18
55	отношению к	15	18
56	тем самым	2	17
57	с другой	4	17
58	только в	8	17
59	со стороны	6	17
60	такого рода	4	17
61	или иной	2	17
62	в целом	2	17
63	повестей белкина	1	16
64	что и	3	16
65	могут быть	1	16
66	то что	13	16
67	в пределах	4	16
68	и на	6	15
69	между тем	14	15
70	уже не	12	15
71	прежде всего	12	15
72	в сущности	2	15
73	в их	2	15
74	в рамках	2	15
75	в принципе	1	14
76	не менее	9	14
77	себя в	11	14
78	я и	7	14
79	в себя	3	14
80	той или	1	14
81	мы имеем	1	14
82	же время	11	14
83	в отличие	1	14
84	данном случае	3	14
85	факторов художественного	1	14
86	столь же	6	14
87	отличие от	1	14
88	далеко не	1	14
89	по себе	3	13
90	точки зрения	7	13
91	как правило	6	13
92	он не	8	13
93	ничего не	11	13
94	как раз	7	13
95	для него	15	13
96	а также	4	13
97	произведение искусства	1	13
98	в начале	3	13
99	на уровне	1	13
100	и к	6	12
101	и сам	3	12
102	никогда не	8	12
103	как это	8	12
104	в первой	6	12
105	сводится к	7	12
106	как в	11	12
107	еще не	10	12
108	в конечном	5	12
109	даже в	4	11
110	конечном счете	4	11
111	наш взгляд	6	11
112	имеем дело	1	11
113	по своей	5	11
114	на наш	6	11
115	в свою	1	11
116	той же	3	11
117	это не	12	11
118	можно сказать	9	11
119	и как	1	11
120	во второй	7	11
121	не с	2	11
122	не следует	2	11
123	нуждается в	2	11
124	именно в	9	10
125	все же	5	10
126	едва ли	6	10
127	с одной	4	10
128	в произведении	1	10
129	в конце	5	10
130	было бы	8	10
131	однако в	4	10
132	в миропорядке	4	10
133	подобно тому	4	10
134	текста и	1	10
135	и одновременно	1	10
136	отношения к	1	10
137	перед лицом	1	10
138	здесь не	2	10
139	со своей	3	10
140	особенно в	3	10
141	того или	4	10
142	и самого	1	10
143	один из	6	10
144	на себя	3	10
145	говорить о	4	9
146	говорит о	4	9
147	не столько	4	9
148	в результате	2	9
149	другой стороны	1	9
150	на фоне	5	9
151	художественного восприятия	2	9
152	и того	1	9
153	одной стороны	4	9
154	свою очередь	1	9
155	том чтобы	2	9
156	в своем	9	9
157	по поводу	3	9
158	во всех	2	9
159	в русской	4	9
160	или иного	4	9
161	только не	3	9
162	уединенного сознания	5	9
163	вместе с	2	9
164	автора и	4	9
165	вступает в	2	9
166	присутствия в	1	9
167	тому как	4	9
168	того что	5	9
169	как уже	3	9
170	что касается	1	9
171	личности в	9	9
172	организации текста	1	9
173	дело с	2	8
174	о чем	9	8
175	роль в	2	8
176	воспринимающего сознания	2	8
177	не всегда	1	8
178	я с	2	8
179	одной из	5	8
180	в контексте	2	8
181	художественности в	4	8
182	внутреннего я	3	8
183	уже говорилось	3	8
184	в сторону	2	8
185	как известно	1	8
186	о его	2	8
187	с ним	6	8
188	если бы	7	8
189	и все	10	8
190	что он	14	8
191	перед нами	13	8
192	не является	1	8
193	в основе	3	8
194	с точки	5	8
195	хотя и	3	8
196	этом отношении	4	8
197	человеческого я	7	8
198	времени и	2	8
199	дело не	2	8
200	целого в	1	8
201	он и	2	8
202	одного из	1	8
203	в ходе	4	8
204	в финале	5	7
205	восходящая к	1	7
206	во всяком	1	7
207	в другом	3	7
208	в одном	3	7
209	как мы	5	7
210	в нашем	2	7
211	который в	2	7
212	одна из	4	7
213	от себя	3	7
214	не мог	1	7
215	по преимуществу	6	7
216	как нам	3	7
217	внимание на	3	7
218	несмотря на	7	7
219	в ее	16	7
220	у него	13	7
221	в таком	3	7
222	жизненной позиции	2	7
223	модус художественности	1	7
224	героя и	5	7
225	картины мира	4	7
226	личности и	3	7
227	и тем	2	7
228	организации художественного	1	7
229	в свое	1	7
230	приводит к	5	7
231	свое время	2	7
232	художественной целостности	1	7
233	притча о	4	7
234	в глазах	11	7
235	в соответствии	1	7
236	всяком случае	1	7
237	и для	5	7
238	жизни но	1	7
239	в литературе	3	7
240	все это	2	7
241	со своим	5	7
242	таком случае	1	7
243	однако не	1	7
244	на его	2	7
245	или иначе	3	7
