N	3gram	Vygotskiy_	Istorich
1	в этих случаях	1	47
2	с другой стороны	8	46
3	мы видим что	2	30
4	до сих пор	3	30
5	в этом случае	5	29
6	с одной стороны	10	28
7	так же как	9	27
8	мы знаем что	2	26
9	в том что	33	25
10	не может быть	4	24
11	вместе с тем	4	23
12	но все же	2	23
13	тем не менее	1	23
14	о том что	7	22
15	мы имеем в	1	19
16	не только в	1	19
17	в связи с	6	17
18	мы видели что	2	16
19	о том как	3	15
20	в данном случае	3	15
21	после того как	1	15
22	по отношению к	19	14
23	на то что	5	14
24	в то время	4	13
25	таким образом мы	2	13
26	мы увидим что	1	13
27	то время как	4	13
28	но и в	1	12
29	как мы видели	4	12
30	в тех случаях	1	11
31	не что иное	2	11
32	что иное как	2	11
33	можно было бы	8	10
34	тех случаях когда	1	10
35	что и в	1	10
36	друг с другом	10	9
37	как мы увидим	1	9
38	более или менее	1	9
39	же как и	2	9
40	и вместе с	1	9
41	совершенно так же	1	8
42	надо сказать что	1	8
43	образом мы видим	1	8
44	то же самое	7	8
45	таким образом и	1	8
46	с того что	2	8
47	приводит нас к	3	8
48	на этот вопрос	5	8
49	и то что	6	8
50	но вместе с	3	8
51	подобно тому как	6	8
52	в зависимости от	2	8
53	смысле этого слова	2	7
54	начинается с того	2	7
55	то что в	1	7
56	с тем что	3	7
57	во всяком случае	2	7
58	что он не	3	7
59	потому что он	7	7
60	на том что	1	6
61	к тому же	1	6
62	это значит что	4	6
63	так как в	1	6
64	этой точки зрения	7	6
65	с этой точки	7	6
66	мы должны будем	1	6
67	с самого начала	8	6
68	мы не можем	2	6
69	то что он	3	5
70	том что в	2	5
71	для того чтобы	20	5
72	знаем что в	1	5
73	в отличие от	3	5
74	так как это	3	5
75	мы видим в	2	5
76	в том чтобы	3	5
77	в том числе	2	5
78	совершенно то же	1	5
79	есть не что	2	5
80	в другом месте	4	5
81	это приводит нас	1	5
82	так и в	1	5
83	уже очень рано	1	5
84	на самом деле	3	5
85	чем перейти к	2	4
86	происходит потому что	1	4
87	влечет за собой	1	4
88	они должны были	1	4
89	в этой связи	1	4
90	же самое что	2	4
91	и может быть	1	4
92	только то что	2	4
93	с точки зрения	12	4
94	независимо от того	2	4
95	состоит в том	7	4
96	что наряду с	1	4
97	вопрос о том	4	4
98	оно может быть	1	4
99	мы должны были	1	4
100	тот момент когда	4	4
101	что мы знаем	1	4
102	друг на друга	2	4
103	то что она	1	4
104	то же что	1	4
105	связи с изучением	1	4
106	сами по себе	1	4
107	в тот момент	4	4
108	не совсем так	1	4
109	можно сказать что	7	4
110	мы до сих	1	4
111	это происходит потому	1	4
112	он должен был	1	3
113	одной стороны и	2	3
114	в этом направлении	1	3
115	как один из	1	3
116	никак не может	2	3
117	и многие другие	1	3
118	один из них	2	3
119	и то же	1	3
120	не только не	7	3
121	в обоих случаях	2	3
122	что в этом	1	3
123	и тем самым	3	3
124	этом случае мы	1	3
125	к тому что	5	3
126	это не так	1	3
127	один и тот	5	3
128	мы нашли что	2	3
129	если бы она	1	3
130	не только по	1	3
131	что мы имеем	1	3
132	на передний план	1	3
133	мы уже говорили	2	3
134	в другом случае	2	3
135	потому что я	1	3
136	и тот же	5	3
137	а не на	2	3
138	видим что в	1	3
139	знает что он	2	3
140	по сравнению с	9	3
141	но и на	1	3
142	но мы знаем	1	3
143	как уже указано	1	3
144	я не знаю	1	3
145	это происходит в	1	3
146	мы можем установить	1	3
147	само по себе	2	3
148	не могло быть	1	3
149	это означает что	1	3
150	то ни было	1	3
151	мы хотели бы	1	3
152	мы видели также	1	3
153	бы то ни	1	3
154	только в связи	1	3
155	только тогда когда	2	3
156	говорит об этом	1	3
157	но он не	5	3
158	таким образом в	2	3
159	в противоречие с	1	3
160	в том смысле	1	3
161	не в состоянии	6	3
162	внимание на то	1	3
163	и не только	1	3
164	и в области	2	3
165	она никогда не	1	2
166	это не значит	1	2
167	но и по	1	2
168	а тем самым	1	2
169	приводят нас к	2	2
170	в себя и	1	2
171	на одной и	1	2
172	в прямом смысле	1	2
173	в самом деле	6	2
174	и тем более	2	2
175	и из его	1	2
176	друг от друга	5	2
177	что для того	1	2
178	но этим дело	1	2
179	эту точку зрения	1	2
180	сам по себе	1	2
181	видим таким образом	1	2
182	сказать что в	1	2
183	ничего общего с	3	2
184	но как это	1	2
185	к которому они	1	2
186	том числе и	2	2
187	между этими двумя	2	2
188	и таким образом	1	2
189	что во всех	1	2
190	означало бы что	1	2
191	то и другое	2	2
192	что это не	1	2
193	это означало бы	1	2
194	сама по себе	4	2
195	из того что	4	2
196	а не только	1	2
197	принадлежит к тому	1	2
198	мы имеем дело	2	2
199	вопрос почему в	1	2
200	в ней нет	1	2
201	и потому что	1	2
202	если верно что	3	2
203	вопрос можно дать	1	2
204	что не только	1	2
205	на первый план	2	2
206	может быть в	1	2
207	на вопрос почему	1	2
208	не говорит о	1	2
209	к тому чтобы	4	2
210	только в том	2	2
211	в этом и	2	2
212	есть частный случай	1	2
213	в меньшей мере	1	2
214	может оказаться что	1	2
215	прямом смысле этого	1	2
216	это мы видим	1	2
217	вместо того чтобы	5	2
218	не могут быть	3	2
219	в связь с	1	2
220	знаем что это	1	2
221	как составные части	1	2
222	его в качестве	1	2
223	хотя бы гипотетически	1	2
224	и другие авторы	1	2
225	для этой цели	1	2
226	и должен быть	1	2
227	не значит что	1	2
228	в чем состоит	1	2
229	это не может	2	2
230	на вопрос о	4	2
231	но и то	1	2
232	совершенно очевидно что	1	2
233	так и с	1	2
234	и в конце	1	2
235	хотя бы в	2	2
236	как мы видим	1	2
237	между собой и	2	2
238	не только для	1	2
239	что они не	1	2
240	показывает что в	3	2
241	то здесь мы	1	2
242	и те же	1	2
243	и не может	3	2
244	ответить на вопрос	2	2
245	в свою очередь	4	2
246	равно как и	1	2
247	связаны между собой	3	2
248	тем что в	1	2
249	и той же	3	2
250	ничего не говорит	1	2
251	чтобы ответить на	1	2
252	что уже очень	1	2
253	тем что они	1	2
254	к этой группе	2	2
255	того как он	2	2
256	есть одно и	1	2
257	ответ на этот	2	2
258	одно и то	1	2
259	одной и той	3	2
260	и ничего не	1	2
261	таким образом что	2	2
262	том что он	3	2
263	мы видим таким	1	2
264	то обстоятельство что	5	2
265	по этому вопросу	1	2
266	в этих целях	1	2
267	новые и новые	1	2
268	имеем дело с	1	2
269	это было бы	1	2
270	и в какой	1	2
271	лежит в основе	2	2
272	к выводу что	3	1
273	до того как	2	1
274	но то же	1	1
275	может быть объяснена	1	1
276	потому что оно	1	1
277	только частный случай	1	1
278	так как нам	1	1
279	он говорит что	1	1
280	ту же функцию	1	1
281	тесно связана с	1	1
282	такое объяснение не	1	1
283	он не должен	1	1
284	такое же значение	1	1
285	по одному этому	3	1
286	имеют ничего общего	2	1
287	этот вопрос так	1	1
288	будет видно из	1	1
289	можно дать только	1	1
290	а не как	2	1
291	и в другом	3	1
292	одни и те	1	1
293	не говорит об	1	1
294	в первый раз	1	1
295	говоря уже о	1	1
296	представляют собой не	1	1
297	таким образом на	1	1
298	то что обычно	1	1
299	в свете теории	1	1
300	того что такое	1	1
301	в какой степени	2	1
302	как только они	1	1
303	становится понятным почему	2	1
304	она представляет собой	1	1
305	самое что он	1	1
306	но и с	1	1
307	как мы уже	2	1
308	эти представления о	1	1
309	можем заключить что	1	1
310	подлежит никакому сомнению	1	1
311	кроме того что	2	1
312	как это мы	2	1
313	сводится к тому	1	1
314	с этим можно	1	1
315	но при этом	2	1
316	именно в этой	1	1
317	никогда не делались	1	1
318	что он в	1	1
319	не делает никаких	2	1
320	речь идет о	1	1
321	мы никогда не	1	1
322	и подымает его	1	1
323	что мы назвали	1	1
324	состоят в том	1	1
325	по аналогии с	2	1
326	исходя из этого	1	1
327	как производное от	1	1
328	на этом а	1	1
329	сказывается в том	1	1
330	мы узнаем что	1	1
331	несколько иной вид	1	1
332	тем самым и	1	1
333	являются с одной	1	1
334	не имеет никаких	1	1
335	что все эти	1	1
336	он находит в	1	1
337	по данному вопросу	1	1
338	ничего не может	1	1
339	но в этом	2	1
340	одновременно с этим	1	1
341	было бы назвать	1	1
342	это даже не	1	1
343	что в действительности	2	1
344	к вопросу о	1	1
345	нам понятно почему	1	1
346	одной из важнейших	1	1
347	с тем мы	1	1
348	здесь в качестве	1	1
349	быть правильно поставлена	1	1
350	в нашем исследовании	1	1
351	оно совершается в	1	1
352	в этом убеждает	1	1
353	того что он	3	1
354	то же о	1	1
355	к тем же	1	1
356	в самых общих	2	1
357	первый и основной	2	1
358	тому же кругу	1	1
359	выводам что и	1	1
360	нигде прямо не	1	1
361	говорит он что	2	1
362	но не может	1	1
363	не может удовлетворить	1	1
364	но как правило	1	1
365	как указано в	1	1
366	нее что он	1	1
367	но и это	1	1
368	не имеют ничего	2	1
369	не только это	1	1
370	теперь мы можем	1	1
371	не имеет никакого	1	1
372	в развитии этого	1	1
373	может быть даже	1	1
374	в другом отношении	1	1
375	которые господствуют над	1	1
376	в его развитии	2	1
377	тот же процесс	2	1
378	случае мы имеем	1	1
379	связь этих двух	1	1
380	в себе и	1	1
381	в этом смысле	5	1
382	они попадают в	1	1
383	и относится к	1	1
384	состоит не в	1	1
385	отличаются друг от	1	1
386	в свое время	2	1
387	другой стороны мы	1	1
388	и состоит в	1	1
389	связи с этим	1	1
390	что он должен	2	1
391	несмотря на то	2	1
392	нас до сих	1	1
393	того что происходит	1	1
394	становится ясным что	1	1
395	с другом что	1	1
396	тому как в	3	1
397	это вопрос о	1	1
398	и в частности	3	1
399	бы допустить что	1	1
400	все эти вопросы	1	1
401	мы только что	1	1
402	мы будем иметь	2	1
403	с ним но	2	1
404	как и его	1	1
405	когда он говорит	1	1
406	раньше чем он	2	1
407	заключить что в	1	1
408	что с ним	1	1
409	но мы видели	1	1
410	и это не	1	1
411	будем иметь случай	1	1
412	того как они	1	1
413	тесно связанного с	1	1
414	этого слова а	1	1
415	его функции в	1	1
416	и что в	2	1
417	двух совершенно различных	1	1
