N	2gram	Voloshinov	Analitik
1	не только	4	71
2	и в	12	66
3	в качестве	1	61
4	но и	3	57
5	в том	6	52
6	может быть	14	52
7	в этом	4	51
8	в частности	1	51
9	как и	5	50
10	и не	10	48
11	а не	5	42
12	при этом	6	40
13	том что	5	40
14	то есть	1	35
15	так и	4	35
16	отнюдь не	5	29
17	как бы	13	29
18	не может	16	29
19	в его	2	27
20	и его	13	27
21	не в	4	26
22	но не	2	26
23	в себе	3	24
24	что в	2	22
25	к тому	1	22
26	о том	3	20
27	и т.п	1	20
28	в самом	4	19
29	то же	5	19
30	в своей	3	19
31	по отношению	11	19
32	с его	2	19
33	но в	5	19
34	в данном	2	18
35	произведения в	1	18
36	в то	2	18
37	отношению к	11	18
38	с другой	4	17
39	только в	6	17
40	в целом	1	17
41	что и	2	16
42	могут быть	2	16
43	то что	5	16
44	в пределах	3	16
45	и на	4	15
46	не есть	2	15
47	между тем	3	15
48	уже не	4	15
49	прежде всего	8	15
50	не менее	3	14
51	себя в	1	14
52	я и	1	14
53	в себя	2	14
54	мы имеем	2	14
55	же время	1	14
56	данном случае	2	14
57	столь же	1	14
58	далеко не	1	14
59	по себе	3	13
60	точки зрения	14	13
61	тому же	2	13
62	он не	2	13
63	ничего не	2	13
64	для него	3	13
65	и к	4	12
66	никогда не	5	12
67	внутренней речи	3	12
68	как это	2	12
69	сводится к	1	12
70	как в	5	12
71	еще не	3	12
72	в конечном	1	12
73	конечном счете	1	11
74	имеем дело	1	11
75	по своей	1	11
76	художественного смысла	1	11
77	в свою	1	11
78	это не	2	11
79	можно сказать	5	11
80	нуждается в	3	11
81	именно в	1	10
82	все же	4	10
83	едва ли	2	10
84	с одной	2	10
85	в произведении	1	10
86	было бы	1	10
87	подобно тому	1	10
88	совпадает с	2	10
89	здесь не	3	10
90	на себя	1	10
91	говорит о	1	9
92	в результате	1	9
93	другой стороны	2	9
94	художественного восприятия	1	9
95	и того	1	9
96	одной стороны	2	9
97	свою очередь	1	9
98	в своем	2	9
99	крайней мере	1	9
100	таким образом	12	9
101	во всех	1	9
102	в русской	1	9
103	за пределы	4	9
104	или иного	1	9
105	имеет место	2	9
106	особого рода	1	9
107	вместе с	2	9
108	по крайней	1	9
109	автора и	2	9
110	вступает в	1	9
111	тому как	1	9
112	того что	3	9
113	как уже	2	9
114	дело с	2	8
115	о чем	1	8
116	не всегда	1	8
117	с ним	3	8
118	нашего времени	1	8
119	если бы	9	8
120	и все	2	8
121	перед нами	1	8
122	не является	1	8
123	в основе	1	8
124	с точки	2	8
125	хотя и	1	8
126	этом отношении	1	8
127	во всяком	1	7
128	в другом	1	7
129	в одном	1	7
130	как мы	1	7
131	в нашем	11	7
132	по природе	2	7
133	по преимуществу	1	7
134	несмотря на	1	7
135	в ее	1	7
136	у него	1	7
137	в таком	1	7
138	героя и	5	7
139	и тем	1	7
140	и является	4	7
141	всяком случае	1	7
142	и для	3	7
143	в литературе	4	7
144	все это	3	7
145	во времени	1	7
146	художественного произведения	7	7
147	себя и	2	7
148	место в	2	7
149	как будто	1	7
150	русской литературе	1	6
151	те же	2	6
152	художественное произведение	3	6
153	хотя бы	5	6
154	вовсе не	1	6
155	то в	1	6
156	тем не	3	6
157	не знает	1	6
158	что не	4	6
159	его как	2	6
160	в нем	6	6
