N	3gram	Losev_Prob	RusskieA
1	в том что	13	49
2	состоит в том	1	29
3	и т д	1	21
4	тем не менее	8	14
5	в xix в	1	13
6	вместе с тем	5	11
7	в других местах	1	10
8	о том что	14	10
9	том что в	1	9
10	в том чтобы	2	9
11	для того чтобы	3	8
12	в данном случае	5	8
13	но это не	1	8
14	в настоящее время	7	7
15	как мы увидим	1	7
16	не может быть	2	6
17	по этому поводу	4	6
18	в это время	3	6
19	как мы видели	1	6
20	после того как	3	6
21	в связи с	11	5
22	к тому что	1	5
23	не что иное	3	4
24	как мы уже	1	4
25	бросается в глаза	2	4
26	только тогда когда	3	4
27	что иное как	3	4
28	в то время	4	4
29	можно было бы	2	4
30	во всяком случае	6	4
31	мы не будем	3	4
32	по отношению к	2	3
33	еще далеко не	1	3
34	в какой степени	1	3
35	более или менее	1	3
36	до сих пор	3	3
37	до некоторой степени	4	3
38	в своей книге	1	3
39	и в том	1	3
40	в свою очередь	2	3
41	и потому что	2	3
42	на то что	2	3
43	с точки зрения	13	3
44	к выводу что	1	3
45	здесь мы имеем	1	3
46	все же не	3	3
47	далеко не все	1	3
48	мы уже видели	1	3
49	и а н	1	3
50	друг к другу	1	3
51	это не значит	1	2
52	в настоящей работе	2	2
53	ничего общего не	1	2
54	о том как	1	2
55	в большинстве случаев	1	2
56	и т п	1	2
57	мы увидим ниже	1	2
58	не значит что	1	2
59	может быть только	6	2
60	ничего общего с	2	2
61	можно судить по	1	2
62	и с ней	1	2
63	потому что он	2	2
64	в россии в	1	2
65	но все же	2	2
66	с другой стороны	7	2
67	но так как	1	2
68	не только по	1	2
69	по домам и	1	2
70	равно как и	2	2
71	для нас не	2	2
72	из земли и	2	2
73	отношению к людям	1	2
74	ту или иную	1	2
75	а именно в	3	2
76	могут рассматриваться как	1	2
77	можно сказать что	4	2
78	вопрос о том	1	2
79	во всем этом	1	2
80	на самом деле	2	2
81	не только в	5	2
82	и в этом	1	2
83	но тем не	1	2
84	всяком случае не	1	2
85	в таком виде	1	2
86	по его мнению	1	2
87	не будем здесь	1	2
88	с одной стороны	5	2
89	в этом отношении	4	2
90	не только как	1	2
91	это таким образом	1	1
92	имеет ничего общего	2	1
93	а может быть	2	1
94	в одном и	1	1
95	в том же	1	1
96	и как бы	2	1
97	как будто бы	3	1
98	а как раз	1	1
99	с тем он	1	1
100	всего дома и	1	1
101	говорится о том	1	1
102	никак не может	2	1
103	только о том	2	1
104	как и вообще	1	1
105	древней греции и	1	1
106	мы приведем только	1	1
107	тем более они	1	1
108	своей книге о	1	1
109	человека а не	1	1
110	они все же	1	1
111	у нас в	1	1
112	xix в и	1	1
113	огонь путем трения	1	1
114	это для нас	1	1
115	о любви и	1	1
116	жизни в этом	1	1
117	далеко не всегда	3	1
118	потому что она	1	1
119	только потому что	1	1
120	перед тем как	1	1
121	как бы с	1	1
122	только тем что	1	1
123	которые как бы	1	1
124	в таком случае	2	1
125	по своему содержанию	1	1
126	что от них	1	1
127	сам по себе	3	1
128	эти и подобные	1	1
129	все же в	1	1
130	и то и	1	1
131	но не только	1	1
132	приходит к выводу	1	1
133	можно заключить что	1	1
134	в такой же	1	1
135	здесь не в	3	1
136	между тем как	1	1
137	той и другой	1	1
138	и на земле	1	1
139	по аналогии с	1	1
140	точно так же	4	1
141	земли и глины	2	1
142	и таким образом	1	1
143	здесь говорится о	2	1
144	россии в начале	1	1
145	а в других	1	1
146	точки зрения в	1	1
147	в древней греции	1	1
148	увидим ниже в	1	1
149	к тому же	5	1
150	не имеет ничего	2	1
151	вот что пишет	2	1
152	в природе и	1	1
153	вся его жизнь	1	1
154	то же самое	2	1
155	не входит в	1	1
156	сама по себе	2	1
157	несмотря ни на	1	1
158	несмотря на все	1	1
159	то что и	2	1
160	же говорит и	1	1
161	одном и том	1	1
162	имея в виду	1	1
163	отсюда видно что	1	1
164	о том чтобы	1	1
165	одновременно является и	1	1
166	которую мы сейчас	1	1
167	прежде всего как	1	1
168	тому что в	1	1
169	в одном из	1	1
170	указать еще на	1	1
171	не только для	2	1
172	и том же	1	1
173	поступать так как	2	1
174	еще в середине	1	1
175	в москве и	1	1
176	а вместе с	1	1
177	одним из самых	1	1
178	но и в	2	1
179	к другому и	2	1
180	и в дальнейшем	1	1
181	дело здесь не	1	1
182	не потому что	1	1
183	на плечи две	1	1
184	то что в	2	1
185	жизни то что	1	1
186	сказать что в	1	1
187	только в том	2	1
188	христианского учения о	1	1
189	что они были	1	1
190	отношение и к	1	1
191	сливаются в одно	1	1
192	об этом мы	1	1
193	это не имеет	2	1
194	хотя и не	3	1
195	что представление о	1	1
196	дома и хозяйства	1	1
197	хотя бы на	2	1
198	те или другие	1	1
199	дело в том	4	1
200	и до сих	1	1
201	об этом можно	1	1
202	как и все	1	1
203	это и не	2	1
204	по содержанию и	1	1
205	не имеет с	1	1
206	с места и	1	1
207	к себе на	1	1
208	думается что для	1	1
209	но в ее	1	1
210	на земле все	1	1
211	том чтобы при	1	1
212	не всегда отличаются	1	1
213	в первую очередь	1	1
214	у него нет	1	1
215	ни в одном	1	1
216	что здесь нет	1	1
217	интересно не только	1	1
218	так что в	1	1
219	в новое время	3	1
220	на первый взгляд	1	1
221	были у нас	1	1
222	а так как	1	1
223	содержанию и по	1	1
224	то здесь мы	1	1
225	в новой и	1	1
226	и подобные им	1	1
227	потому что они	2	1
228	ничем не может	1	1
229	общего не имеет	1	1
230	это и есть	2	1
231	то время как	4	1
232	настоящей работе мы	2	1
233	не мог быть	2	1
234	между прочим так	1	1
235	можно установить что	1	1
