N	4gram	Tiupa_Hudo	Literetu
1	в то же время	11	21
2	состоит в том что	3	8
3	с этой точки зрения	1	5
4	в полном соответствии с	1	3
5	с одной стороны и	1	3
6	между я и ты	1	3
7	в том числе и	1	3
8	стать самим собою без	1	3
9	но с другой стороны	1	3
10	самим собою без другого	1	3
11	в другом найдя другого	1	2
12	могу стать самим собою	1	2
13	другого не могу стать	1	2
14	только в том что	3	2
15	не могу обойтись без	1	2
16	другого в себе во	1	2
17	без другого я должен	1	2
18	я не могу обойтись	1	2
19	во взаимоотражении во взаимоприятии	1	2
20	дело в том что	1	2
21	себе во взаимоотражении во	1	2
22	обойтись без другого не	1	2
23	я должен найти себя	1	2
24	я не байрон я	1	2
25	без другого не могу	1	2
26	и в самом деле	4	2
27	не могу стать самим	1	2
28	найти себя в другом	1	2
29	не только в том	2	2
30	факторов художественного впечатления бахтин	1	2
31	нет я не байрон	1	2
32	другом найдя другого в	1	2
33	себя в другом найдя	1	2
34	дело не только в	2	2
35	другого я должен найти	1	2
36	в себе во взаимоотражении	1	2
37	должен найти себя в	1	2
38	найдя другого в себе	1	2
39	то же время не	1	2
40	могу обойтись без другого	1	2
41	собою без другого я	1	2
42	дело разумеется не в	1	2
43	не байрон я другой	1	2
44	к себе самому и	1	1
45	для себя а для	1	1
46	себя в другом и	1	1
47	речь в данном случае	1	1
48	вненаходимости по отношению к	1	1
49	опере но бросил имеет	1	1
50	объясняется на наш взгляд	1	1
51	существование держится на тайне	1	1
52	прежде всего в том	1	1
53	готовился когда-то петь в	1	1
54	как раз в том	1	1
55	в одной из работ	1	1
56	автора и читателя в	1	1
57	все более и более	1	1
58	петь в частной опере	1	1
59	в том что в	1	1
60	частной опере но бросил	1	1
61	состоит как раз в	1	1
62	в москве два дома	1	1
63	но бросил имеет в	1	1
64	имеет в москве два	1	1
65	и в то же	2	1
66	по образованию филолог но	1	1
67	одних и тех же	2	1
68	не для себя а	1	1
69	всего в том что	1	1
70	в такой же мере	2	1
71	личное существование держится на	1	1
72	в частной опере но	1	1
73	когда-то петь в частной	1	1
74	при таком взгляде на	1	1
75	в конечном счете в	1	1
76	так или иначе в	1	1
77	в том что он	1	1
78	ту или иную концепцию	1	1
79	но служит в банке	1	1
80	не имеет ничего общего	1	1
81	не несет в себе	1	1
82	имеет ничего общего с	1	1
83	к жизни в целом	1	1
84	каждое личное существование держится	1	1
85	автора героя и читателя	2	1
86	в первую очередь на	1	1
87	но в то же	3	1
88	приводит к тому что	2	1
89	филолог но служит в	1	1
90	бросил имеет в москве	1	1
91	мы имеем дело с	1	1
92	образованию филолог но служит	1	1
