N	4gram	Voloshinov	Istorich
1	не что иное как	1	11
2	мы уже знаем что	1	9
3	но тем не менее	1	6
4	есть не что иное	1	5
5	мы знаем что в	1	4
6	и тем не менее	2	4
7	но в отличие от	1	3
8	один и тот же	3	3
9	до сих пор не	1	3
10	но мы знаем что	2	3
11	бы то ни было	2	3
12	это не совсем так	1	3
13	в том что он	2	2
14	в данном случае в	1	2
15	одной и той же	3	2
16	мы должны прежде всего	2	2
17	все больше и больше	1	2
18	одно и то же	1	2
19	ответ на этот вопрос	1	2
20	на самом же деле	2	2
21	что в данном случае	1	2
22	дело в том что	1	2
23	много лет тому назад	1	2
24	и не может быть	3	2
25	мы знаем что он	1	2
26	видим таким образом что	1	2
27	мы знаем что это	1	2
28	мы видим таким образом	1	2
29	в самое последнее время	1	1
30	от того в какой	1	1
31	уже не может быть	1	1
32	мы увидим что и	1	1
33	во всяком случае не	1	1
34	сводится к тому чтобы	1	1
35	вступивший в противоречие с	1	1
36	заранее обречены на неудачу	1	1
37	в том что в	1	1
38	по сравнению с ними	1	1
39	не представляет собой нечто	1	1
40	ничего общего с этим	1	1
41	подводя итоги мы можем	1	1
42	мы увидим что в	1	1
43	как мы уже знаем	1	1
44	заключается в том что	2	1
45	в свою противоположность и	1	1
46	от начала до конца	1	1
47	не имеющие отношения к	1	1
48	не дает нам никакого	1	1
49	во всяком случае в	1	1
50	же мы имеем в	1	1
51	на первый план выдвигается	1	1
52	друг с другом и	1	1
53	нуждается ни в каких	1	1
54	мы видели что он	1	1
55	одни и те же	1	1
56	в том что она	2	1
57	этого не делает он	1	1
58	мы можем сказать что	5	1
59	мы останавливаться не будем	1	1
60	однако мы знаем что	1	1
61	то это означает что	1	1
62	но в чем состоит	1	1
63	ответить на этот вопрос	1	1
64	тем не менее он	1	1
65	мотив вступивший в противоречие	1	1
66	в другом месте см	1	1
67	говорит о том что	1	1
68	в более позднее время	1	1
69	что мы знаем о	1	1
70	чтобы ответить на этот	1	1
71	не чем иным как	2	1
72	в зависимости от того	2	1
73	но этим дело не	1	1
74	они не могут быть	1	1
75	мы остановимся только на	1	1
76	не нуждается ни в	1	1
77	в то же время	6	1
78	что же это за	1	1
