N	2gram	Propp_Isto	Problemy
1	и в	41	106
2	и не	12	90
3	как бы	8	70
4	может быть	19	66
5	т е	34	59
6	в его	4	56
7	в этом	19	52
8	в нем	12	51
9	не может	19	49
10	как и	8	44
11	что он	29	44
12	точки зрения	4	40
13	но и	20	40
14	и его	11	39
15	а не	9	38
16	то же	12	36
17	не только	30	36
18	то что	12	33
19	но в	7	33
20	прежде всего	6	32
21	он не	8	29
22	в то	6	29
23	все это	9	29
24	и все	6	28
25	в одном	2	27
26	не в	12	27
27	к другому	2	27
28	к себе	4	26
29	в самом	2	25
30	и с	4	25
31	к нему	8	25
32	с точки	1	25
33	и т	29	25
34	не как	1	24
35	вовсе не	6	24
36	героя и	5	24
37	самом деле	1	24
38	рядом с	1	23
39	и на	12	23
40	по себе	2	22
41	в каждом	1	22
42	что я	2	22
43	таким образом	15	22
44	там где	7	21
45	как мы	6	21
46	все же	14	20
47	никогда не	16	20
48	только в	10	20
49	потому что	13	20
50	что же	2	19
51	что в	21	19
52	с его	4	19
53	отношению к	3	19
54	уже не	8	18
55	по отношению	3	18
56	т п	1	18
57	в себе	3	18
58	еще не	13	18
59	но не	8	18
60	все эти	8	18
61	и к	1	17
62	с ним	9	17
63	а в	12	17
64	в том	14	17
65	это не	14	17
66	так и	8	17
67	так же	6	16
68	если бы	3	16
69	в своей	4	16
70	в другом	2	16
71	о мире	1	15
72	у него	16	15
73	и наконец	6	15
74	и сам	3	14
75	в своем	3	14
76	в конце	4	14
77	а как	2	14
78	так как	21	14
79	я не	1	14
80	он и	3	14
81	с другим	1	14
82	но все	5	13
83	на него	3	13
84	его в	7	13
85	большинстве случаев	1	13
86	и это	9	13
87	героя в	3	13
88	себя и	1	13
89	перед нами	4	13
90	в большинстве	1	13
91	в целом	2	13
92	при этом	7	12
93	даже в	2	12
94	и как	3	12
95	и даже	3	12
96	к тому	4	12
97	во всяком	3	12
98	в котором	3	12
99	что и	13	12
100	не знает	2	12
101	себе и	3	12
102	так что	6	12
103	и что	15	12
104	было бы	4	12
105	как в	17	12
106	том что	18	12
107	у меня	1	12
108	но это	5	12
109	ничего не	7	12
110	в одной	3	12
111	тем что	11	11
112	их в	3	11
113	входит в	1	11
114	с другой	20	11
115	должно быть	1	11
116	бы в	1	11
117	мы уже	10	11
118	в форме	4	11
119	не могут	3	11
120	самого героя	1	11
121	этого слова	1	11
122	своему предмету	1	11
123	она не	3	11
124	или как	1	11
125	как будто	4	11
126	а я	2	11
127	говорит он	1	10
