N	2gram	Propp_Isto	Problema
1	и в	40	182
2	и не	19	152
3	вовсе не	3	145
4	то что	17	144
5	не есть	2	113
6	не только	28	104
7	потому что	12	89
8	в этом	13	88
9	может быть	37	82
10	в том	12	81
11	том что	11	81
12	не просто	5	80
13	только в	16	73
14	сказать что	7	72
15	но и	21	70
16	в виде	2	69
17	у нас	1	68
18	также и	3	68
19	и даже	4	66
20	по себе	4	64
21	не менее	7	58
22	о том	12	57
23	тем не	7	56
24	а не	18	56
25	так и	13	56
26	но в	13	55
27	так что	9	52
28	ни в	2	51
29	для нас	17	50
30	в себе	6	48
31	отнюдь не	2	48
32	при помощи	2	47
33	было бы	11	46
34	прежде всего	15	45
35	в своей	2	45
36	что в	19	44
37	в его	10	44
38	не в	11	43
39	все эти	6	43
40	то же	21	42
41	а именно	5	42
42	как раз	2	42
43	таким образом	13	42
44	если мы	4	42
45	и что	14	40
46	и то	3	40
47	что он	32	40
48	так как	20	40
49	что мы	9	40
50	во всяком	1	39
51	не может	19	39
52	такого рода	1	39
53	и тем	2	39
54	в этой	9	39
55	как бы	6	39
56	хотя бы	5	37
57	никак не	1	37
58	в нем	8	37
59	того что	6	37
60	есть нечто	1	36
61	еще не	14	36
62	и все	1	36
63	когда мы	4	35
64	и т	39	35
65	в виду	2	34
66	уже не	3	34
67	и с	5	34
68	как и	5	34
69	указывает на	2	34
70	же самое	3	33
71	в таком	1	33
72	т д	35	33
73	здесь не	5	32
74	в то	4	32
75	но не	7	32
76	едва ли	2	32
77	так же	18	31
78	в своем	5	31
79	связи с	10	31
80	что такое	3	31
81	в конце	1	31
82	но это	8	31
83	все это	6	31
84	ясно что	2	30
85	подобного рода	2	30
86	и для	5	30
87	с другой	8	30
88	в связи	7	29
89	все же	17	29
90	перед нами	5	29
91	как мы	3	29
92	об этом	11	29
93	что же	4	28
94	мы не	12	28
95	а в	15	28
96	есть только	3	28
97	и о	1	28
98	и это	2	27
99	и как	3	27
100	хотя и	1	27
101	ничего не	6	27
102	в результате	2	26
103	другой стороны	7	26
104	да и	3	26
105	как будто	7	26
106	вместе с	13	26
107	еще и	2	26
108	это не	8	26
109	и его	5	26
110	мы можем	7	25
111	и на	6	25
112	тем самым	2	25
113	с тем	13	24
114	на самом	3	24
115	в нашем	1	24
116	и вполне	2	24
117	содержит в	1	23
118	по своему	1	23
119	на то	6	23
120	при этом	6	23
121	тут же	2	23
122	в качестве	8	23
123	и притом	1	23
124	а только	3	23
125	то и	2	23
126	есть не	2	23
127	и к	1	22
128	раз и	3	22
129	только на	2	22
130	можно ли	1	22
131	никогда не	25	22
132	всех этих	4	22
133	тоже не	2	22
134	нет ничего	2	22
135	значит что	2	22
136	сам по	1	22
137	его в	15	22
138	и от	2	22
139	и есть	5	22
140	и если	4	22
141	что и	9	22
142	другими словами	8	22
143	мы должны	17	21
144	и ее	3	21
145	говорить о	1	21
146	а также	2	21
147	и только	4	21
148	именно в	5	20
149	для того	1	20
150	но как	2	20
151	можно было	8	20
152	и потому	3	20
153	о чем	1	20
154	тем что	7	20
155	мифа о	1	20
156	несмотря на	1	20
157	как о	2	20
158	или в	6	20
159	это значит	1	19
160	кроме того	3	19
161	в них	2	19
162	с ним	3	19
163	самом деле	2	19
164	в каком	2	19
165	но если	4	19
166	того или	1	19
167	есть знак	1	19
168	то это	9	19
169	уже в	2	19
170	то в	1	19
171	в отношении	1	19
172	этом смысле	1	19
173	он не	10	19
174	если бы	8	19
175	как в	7	19
176	в этих	17	18
177	не было	3	18
178	не будет	1	18
179	не существует	2	18
180	в ее	2	18
181	того чтобы	3	18
182	в ней	10	18
183	что они	13	17
184	во всех	3	17
185	значение и	2	17
186	но уже	3	17
187	и здесь	15	17
188	пока еще	1	17
189	гораздо более	1	17
190	мы уже	7	17
191	совсем не	1	17
192	в языке	1	17
193	что здесь	9	17
194	это и	1	17
195	совершенно не	1	17
196	тех или	1	17
197	точно так	8	16
198	что она	10	16
199	будто бы	4	16
200	как это	6	16
201	он и	3	16
202	художественного произведения	1	16
203	для этого	3	16
204	но все	9	16
205	в одно	1	16
206	к тому	6	16
207	но даже	1	16
208	между собою	1	16
209	далеко не	1	16
210	с этим	5	15
211	всякого рода	3	15
212	в той	1	15
213	у него	5	15
214	что не	2	15
215	и более	3	15
216	здесь в	4	15
217	в частности	3	15
218	с другими	2	14
219	сих пор	12	14
220	только о	2	14
221	не так	2	14
222	этом случае	3	14
223	нас не	3	14
224	а это	1	14
225	в котором	5	14
226	говорит о	2	14
227	нас в	2	14
228	до сих	11	14
229	в дальнейшем	6	14
230	не что	3	14
231	то ни	2	14
232	что иное	3	14
233	нет никакой	1	14
234	иное как	3	14
235	же и	3	13
236	из них	5	13
237	тому что	1	13
238	из этого	3	13
239	сами по	1	13
240	только при	1	13
241	мы имеем	25	13
242	в их	6	13
243	всегда есть	2	13
244	или даже	3	13
245	здесь только	1	13
246	в области	2	13
247	который в	2	13
248	уже давно	1	13
249	в других	3	13
250	в целях	3	13
251	или иного	1	13
252	мы в	4	13
253	дело в	3	13
254	на земле	1	12
255	в другом	6	12
256	он сам	1	12
257	с одной	8	12
258	в которой	2	12
259	время как	3	12
260	в самой	1	12
261	для них	1	12
262	так или	1	12
263	то время	3	12
264	на первый	2	12
265	в начале	3	12
266	и очень	1	12
267	или по	1	12
268	что этот	5	12
269	что это	12	12
270	не будем	7	12
271	или иначе	1	12
272	нисколько не	3	12
273	не говоря	1	12
274	в целом	3	12
275	или иных	1	11
276	здесь перед	1	11
277	бы то	2	11
278	и следовательно	1	11
279	могли бы	3	11
280	нет никакого	1	11
281	свидетельствует о	1	11
282	тот же	3	11
283	в таких	4	11
284	и другое	2	11
285	одной стороны	7	11
286	оказывается что	1	11
287	к нему	3	11
288	только не	1	11
289	не могут	3	11
290	и у	1	11
291	в истории	2	11
292	и во	1	11
293	и их	4	11
294	в нашей	2	11
295	по этому	2	11
296	и тогда	3	11
297	более или	5	10
298	есть то	1	10
299	что у	3	10
300	на том	1	10
301	но он	5	10
302	есть отражение	1	10
303	что для	1	10
304	даже если	1	10
305	один из	10	10
306	от нас	1	10
307	бы не	1	10
308	что оно	1	10
309	однако это	3	10
310	все еще	3	10
311	очень много	10	10
312	в году	1	10
313	в одном	8	10
314	и которые	1	10
315	представление о	3	10
316	которые мы	1	10
317	не то	4	10
318	это будет	1	10
319	мы читаем	1	10
320	быть только	1	10
321	он в	5	10
322	однако в	2	10
323	из которых	3	10
324	состоит из	1	10
325	не имеют	1	10
326	относится к	2	10
327	внимание на	1	10
328	ни с	1	10
329	или менее	5	10
