N	2gram	Vygotskiy_	NovoeSre
1	а не	7	17
2	не может	11	16
3	и в	38	16
4	совсем не	1	12
5	и не	16	11
6	что в	31	9
7	в эпоху	1	9
8	в том	59	8
9	он не	6	8
10	в этом	35	7
11	может быть	25	7
12	не будет	2	7
13	это есть	1	7
14	как и	20	7
15	к новому	1	7
16	воля к	1	6
17	ни в	12	6
18	не знает	1	6
19	не в	10	6
20	высшей степени	11	6
21	с его	3	6
22	но это	7	6
23	в высшей	11	6
24	никогда не	11	6
25	и к	9	5
26	не только	16	5
27	в ней	3	5
28	все это	8	5
29	в жизни	3	5
30	в нем	4	5
31	с ее	5	5
32	должен быть	1	5
33	и потому	2	4
34	и мы	2	4
35	по своему	14	4
36	быть может	2	4
37	не во	2	4
38	должно быть	3	4
39	потому что	14	4
40	это не	5	4
41	прежде всего	6	4
42	в них	3	4
43	то что	27	4
44	и все	5	4
45	не менее	8	4
46	не имеет	3	4
47	значит что	6	4
48	и для	4	4
49	о том	6	4
50	во всех	3	3
51	вопрос о	2	3
52	не означает	2	3
53	в наши	2	3
54	она не	1	3
55	тому как	2	3
56	в ее	1	3
57	эти формы	2	3
58	смысле слова	5	3
59	что такое	1	3
60	за пределы	1	3
61	дня и	1	3
62	конечно не	1	3
63	подобно тому	1	3
64	в истории	9	3
65	не существует	1	3
66	в новое	2	3
67	с другой	11	3
68	в основе	32	3
69	сказать что	10	3
70	наряду с	3	3
71	с тем	18	3
72	к жизни	2	3
73	не есть	5	3
74	в своей	9	3
75	в мире	2	3
76	как в	14	3
77	но и	9	3
78	к ее	1	3
79	жизни не	1	3
80	к тому	8	3
81	человека и	6	3
82	еще не	6	3
83	с этим	6	2
84	все они	2	2
85	и от	5	2
86	еще до	1	2
87	и весь	1	2
88	это и	1	2
89	не хотим	2	2
90	и что	15	2
91	не могли	3	2
92	переходе от	1	2
93	что она	7	2
94	не имеют	2	2
95	и было	1	2
96	и заключается	2	2
97	самый процесс	2	2
98	с одной	8	2
99	хотя бы	2	2
100	такого рода	7	2
101	мы не	14	2
102	того чтобы	15	2
103	хотя и	2	2
104	переход к	1	2
105	ли есть	1	2
106	так и	11	2
107	как это	16	2
108	человека во	1	2
109	думать что	1	2
110	одной стороны	8	2
111	можно было	10	2
112	ни одна	1	2
113	другой стороны	5	2
114	с их	3	2
115	этом смысле	7	2
116	во вне	1	2
117	в русском	1	2
118	у него	3	2
119	место в	3	2
120	а в	7	2
121	все время	6	2
122	когда мы	2	2
123	и даже	4	2
124	не регулирует	1	2
125	и формы	1	2
126	и с	5	2
127	на уровне	1	2
128	мы говорим	1	2
129	вернуться к	1	2
130	связана с	3	2
131	по существу	4	2
132	для этого	3	2
133	нет и	1	2
134	и ночи	1	2
135	могут быть	9	2
136	в себе	9	2
137	том чтобы	2	2
138	и на	9	2
139	уже не	3	2
140	я не	1	2
141	что все	2	2
142	время как	5	2
143	все эти	9	2
144	есть в	1	2
145	же как	10	2
146	такой же	4	2
147	вместе с	18	2
148	который в	4	2
149	одна из	2	2
150	роль в	5	2
151	к образованию	9	2
152	но не	7	2
153	в то	5	2
154	том что	44	2
155	так же	26	2
156	для нового	1	2
157	и это	7	2
158	в смысле	9	2
159	но для	2	2
160	в одну	1	2
161	но в	4	2
162	и т.п	3	2
163	формы и	3	2
164	к более	1	2
165	связаны с	4	2
166	в той	2	1
167	вопрос об	2	1
168	к внутренней	2	1
169	путем это	1	1
170	в самом	8	1
171	ближе к	1	1
172	во всем	7	1
173	к одному	10	1
174	дальнейшее развитие	1	1
175	они являются	8	1
176	особенно для	1	1
177	получает свое	1	1
178	и пути	2	1
179	и того	5	1
180	от нее	4	1
181	до этого	1	1
182	слова применяя	1	1
183	может иметь	1	1
184	том случае	2	1
185	можно сказать	2	1
186	все что	4	1
187	человек как	1	1
188	возникают не	1	1
189	заложенных в	1	1
190	для всех	1	1
191	более высокой	1	1
192	до сих	3	1
193	и человека	1	1
194	образования и	1	1
195	бы к	2	1
196	как ни	1	1
197	и более	4	1
198	характерная для	1	1
199	и этот	1	1
200	он требует	1	1
201	в котором	3	1
202	по природе	1	1
203	по преимуществу	1	1
204	значение в	5	1
205	выходит за	1	1
206	ничем не	2	1
207	как другие	1	1
208	что этот	2	1
209	отличие от	8	1
210	рушится и	1	1
211	же и	2	1
212	отнести к	1	1
213	они не	4	1
214	из них	5	1
215	к ней	2	1
216	все еще	2	1
217	значение становится	1	1
218	она с	1	1
219	случае если	2	1
220	и сейчас	1	1
221	который не	3	1
222	свидетельствует о	1	1
223	мы уже	8	1
224	которая в	1	1
225	переходит в	1	1
226	своей природе	1	1
227	уже давно	1	1
228	уже в	10	1
229	будет принадлежать	1	1
230	эти слова	1	1
231	на ее	1	1
232	в свою	4	1
233	в значительной	1	1
234	в состоянии	1	1
235	для себя	2	1
236	из этих	5	1
237	во всяком	10	1
238	том числе	3	1
239	смысле в	1	1
240	своему строению	2	1
241	путь которым	1	1
242	в человеческом	2	1
243	для того	14	1
244	вопросу о	1	1
245	не по	2	1
246	быть не	2	1
247	не для	1	1
248	на всех	1	1
249	же мере	1	1
250	процесс возникновения	1	1
251	не воспринимаются	1	1
252	думаю что	1	1
253	своем развитии	3	1
254	это значит	6	1
255	не всегда	1	1
256	характерны для	1	1
257	в этот	1	1
258	имея в	1	1
259	что вся	2	1
260	или нет	2	1
261	было бы	15	1
262	мы должны	15	1
263	не стоят	2	1
264	и из	1	1
265	в сущности	3	1
266	этом он	1	1
267	вся полнота	1	1
268	в его	22	1
269	это показывает	1	1
270	значительной степени	1	1
271	соприкосновение и	1	1
272	человеческом обществе	1	1
273	народов и	1	1
274	мы в	3	1
275	но ведь	1	1
276	и вся	1	1
277	значение для	4	1
278	и через	1	1
279	и их	4	1
280	в которую	1	1
281	говорить о	1	1
282	вступает в	3	1
283	всего как	1	1
284	не были	1	1
285	есть и	2	1
286	не способен	1	1
287	как результат	1	1
288	этот переход	1	1
289	у нас	1	1
290	и когда	3	1
291	для них	3	1
292	своему типу	1	1
293	не столько	4	1
294	совершенно так	2	1
295	с другими	3	1
296	часто не	3	1
297	говорит что	1	1
298	они будут	1	1
299	существует наряду	1	1
300	в виду	4	1
301	или к	1	1
302	конечно огромное	1	1
303	не больше	2	1
304	еще в	2	1
305	в мир	1	1
306	они возникают	1	1
307	превращается в	1	1
308	и до	1	1
309	на решение	3	1
310	и развивается	2	1
311	и такое	1	1
312	только в	16	1
313	в древних	1	1
314	неизбежно будет	1	1
315	в переходе	1	1
316	не на	2	1
317	не могут	5	1
318	есть уже	1	1
319	под этим	3	1
320	по своей	12	1
321	от того	8	1
322	он есть	1	1
323	него как	1	1
324	от других	2	1
325	есть еще	2	1
326	она становится	1	1
327	в зависимости	6	1
328	к достижению	1	1
329	в большинстве	1	1
330	оно не	3	1
331	их не	1	1
332	мышления не	2	1
333	как например	2	1
334	основанная на	1	1
335	о природе	1	1
336	сами по	4	1
337	говорим о	1	1
338	или не	1	1
339	но он	1	1
340	значение и	1	1
341	в которой	4	1
342	употреблять слова	1	1
343	смысле как	1	1
344	не хотел	1	1
345	заключает в	3	1
346	в этой	7	1
347	а во-вторых	1	1
348	вот что	1	1
349	числе и	3	1
350	к чему	1	1
351	я думаю	1	1
352	а по	3	1
353	а также	6	1
354	как на	2	1
355	установить что	1	1
356	человеческого общества	1	1
357	в отличие	8	1
358	так называемый	1	1
359	он в	1	1
360	явление в	1	1
361	на путь	1	1
362	оно есть	1	1
363	переход от	5	1
364	из всех	2	1
365	менее всего	2	1
366	что не	1	1
367	но все	4	1
368	от непосредственных	1	1
369	во внешней	1	1
370	тем что	12	1
371	и во	4	1
372	необходимость и	1	1
373	социальные и	1	1
374	то время	5	1
375	более сложной	1	1
376	огромное значение	3	1
377	нет надобности	1	1
378	в конце	1	1
379	те формы	2	1
380	вообще не	3	1
381	или иная	3	1
382	в основу	5	1
383	так много	1	1
384	них не	1	1
385	логики и	1	1
386	так как	19	1
387	смысле и	2	1
388	самое явление	2	1
389	к которому	6	1
390	в своем	9	1
391	хотим сказать	1	1
392	мы конечно	1	1
393	давно уже	1	1
394	них нельзя	1	1
395	характер и	2	1
396	каким путем	1	1
397	лишь на	2	1
398	долгое время	2	1
399	находящийся в	1	1
400	нас к	2	1
401	сих пор	3	1
402	что он	13	1
403	на себя	2	1
404	бы сказать	5	1
405	известном смысле	2	1
406	самая постановка	1	1
407	учит нас	1	1
408	показал что	5	1
409	их в	6	1
410	в силу	9	1
411	и очень	1	1
412	он может	1	1
413	всей нашей	1	1
414	в атмосфере	1	1
415	и воля	1	1
416	процесс движения	1	1
417	которые могут	3	1
418	показывает он	1	1
419	что мы	18	1
420	и вместе	2	1
421	истории человечества	1	1
422	и которые	5	1
423	в этих	4	1
424	для решения	2	1
425	том смысле	3	1
426	и отдельных	2	1
427	в истинном	1	1
428	но если	2	1
429	которым оно	2	1
430	человеческого но	1	1
431	по себе	11	1
432	приводит к	5	1
433	оно может	2	1
434	на место	2	1
435	в области	9	1
436	того и	2	1
437	внутри которого	1	1
438	к новой	1	1
439	в такой	3	1
440	все более	2	1
441	нуждается в	1	1
442	все другие	2	1
443	с ним	4	1
444	и только	4	1
445	от всех	2	1
446	существенным моментом	1	1
447	реакцией как	1	1
448	к той	2	1
449	к единству	1	1
450	всяком случае	10	1
451	это скорее	2	1
452	который можно	2	1
453	протекает и	1	1
454	и оно	1	1
455	зависимости от	7	1
456	во время	3	1
457	та или	3	1
458	друг друга	7	1
459	только потому	2	1
460	связанный с	1	1
461	к вопросу	1	1
462	распадается на	4	1
463	в это	1	1
464	того же	12	1
465	в известном	6	1
466	знает что	1	1
467	характерным для	1	1
468	во времени	1	1
469	не случайно	1	1
470	в чем	2	1
471	в каком	3	1
472	дальше и	1	1
473	есть своя	1	1
474	и его	5	1
475	в эту	3	1
476	что вообще	1	1
477	и особенно	4	1
478	более элементарным	1	1
479	слова в	8	1
480	основе их	7	1
481	и у	7	1
482	одного и	5	1
483	на это	1	1
484	но до	1	1
485	но сама	1	1
486	себе и	2	1
487	жизни с	1	1
488	жизнью и	1	1
489	раньше чем	3	1
490	человека не	1	1
491	лишь по	1	1
492	совершается в	1	1
493	связано с	2	1
494	от этого	6	1
495	обратиться к	1	1
496	силу присущей	1	1
497	к нему	1	1
498	чтобы понять	1	1
499	очень сложное	1	1
500	ему не	1	1
