N	2gram	Bakhtin_Fr	Stilisti
1	и в	68	42
2	как бы	7	30
3	не только	21	28
4	и т.п	17	25
5	прежде всего	23	22
6	хотя бы	2	18
7	то же	14	16
8	но и	17	16
9	и не	25	14
10	может быть	10	13
11	не может	5	13
12	как и	17	12
13	что мы	1	11
14	мы уже	19	11
15	точки зрения	8	11
16	в этом	28	10
17	в себе	5	10
18	и как	5	10
19	как мы	18	10
20	отнюдь не	1	10
21	мы не	3	9
22	при этом	5	9
23	все же	6	9
24	язык и	2	9
25	эти слова	1	9
26	то что	11	9
27	для того	5	9
28	в то	14	9
29	таким образом	22	8
30	так как	7	8
31	с тем	1	8
32	и это	5	8
33	в ней	6	8
34	тем самым	1	8
35	с его	6	8
36	ничего не	4	8
37	и на	16	7
38	так и	8	7
39	слов и	4	7
40	только в	9	7
41	в которой	6	7
42	и его	26	7
43	потому что	3	7
44	того чтобы	6	7
45	другими словами	4	7
46	и тем	1	7
47	же время	13	7
48	было бы	4	7
49	и той	2	7
50	той же	9	7
51	и от	4	7
52	а не	6	7
53	никогда не	2	7
54	во всех	8	6
55	в его	21	6
56	не в	2	6
57	в нем	12	6
58	в конце	8	6
59	но ведь	3	6
60	и так	5	6
61	на его	4	6
62	в свою	3	6
63	жестов и	1	6
64	речи и	2	6
65	с помощью	5	6
66	одно и	1	6
67	в форме	3	6
68	в этой	15	6
69	точку зрения	1	6
70	слова в	3	6
71	или иной	2	6
72	язык в	1	6
73	в области	5	6
74	в той	7	5
75	в самом	6	5
76	так далее	1	5
77	связанных с	1	5
78	то есть	31	5
79	уже в	4	5
80	и их	5	5
81	с точки	4	5
82	те же	6	5
83	в живом	1	5
84	все время	3	5
85	самом деле	5	5
86	но все	5	5
87	и с	15	5
88	но в	20	5
89	тому что	1	5
90	вместе с	4	5
91	точек зрения	1	5
92	своей жизни	3	5
93	мы увидим	3	5
94	и следовательно	3	5
95	слова и	3	5
96	как это	1	5
97	а в	3	5
98	у которого	1	5
99	в нашем	5	5
100	художественного творчества	1	5
101	и то	2	5
102	и наконец	5	5
103	мы видели	6	5
104	одной и	2	4
105	всего в	1	4
106	были бы	1	4
107	и к	4	4
108	мы видим	9	4
109	один из	9	4
110	всех своих	2	4
111	что это	4	4
112	на него	1	4
113	что такое	1	4
114	все это	6	4
115	в качестве	2	4
116	в одном	7	4
117	влияние на	2	4
118	его в	7	4
119	если бы	3	4
120	и все	16	4
121	с самого	1	4
122	в слове	2	4
123	так сказать	7	4
124	к своему	1	4
125	у нас	4	4
126	в словах	1	4
127	да и	2	4
128	уже не	2	4
129	о том	5	4
130	связаны с	6	4
131	той или	2	4
132	самого начала	1	4
133	к данной	1	4
134	можно сказать	2	4
135	языка и	1	4
136	было в	2	4
137	о своей	1	4
138	так называемые	2	4
139	не что	1	4
140	можно было	3	4
141	свою очередь	2	4
142	так же	3	4
143	лишь в	3	4
144	в целом	3	4
145	себя в	2	4
146	тем же	2	4
147	не знаем	1	4
148	тех или	2	4
149	само собой	1	4
150	которой мы	1	4
151	того что	3	4
152	не к	2	4
153	какую роль	1	3
154	что было	3	3
155	не так	3	3
156	этом случае	1	3
157	видели что	1	3
158	что оно	1	3
159	общества и	2	3
160	и здесь	5	3
161	что у	2	3
162	зрения на	1	3
163	что эти	1	3
164	совершенно не	1	3
165	если он	1	3
166	для нас	1	3
167	и вот	4	3
168	иметь дело	1	3
169	в том	12	3
170	или иных	2	3
171	отношения к	2	3
172	теперь в	1	3
173	несмотря на	1	3
174	для него	7	3
175	хотя и	2	3
176	в разных	3	3
177	в ее	5	3
178	из которых	1	3
179	мы в	1	3
180	этих слов	1	3
181	в социальной	1	3
182	на самом	7	3
183	и уже	1	3
184	что и	3	3
185	в виду	8	3
186	быть может	2	3
187	долгое время	1	3
188	между ними	4	3
189	но что	1	3
190	только он	1	3
191	связи с	8	3
192	и даже	7	3
193	здесь мы	3	3
194	в основе	7	3
195	жизни это	1	3
196	но вот	1	3
197	но для	1	3
198	чрезвычайно важно	1	3
199	вряд ли	3	3
200	все эти	16	3
201	как в	4	3
202	по своему	3	3
203	том что	6	3
204	бы мы	1	3
205	вследствие этого	2	3
206	роль в	7	3
207	об этом	3	3
208	конце концов	3	3
209	перед нами	4	3
210	еще не	3	3
211	до того	2	3
212	его и	1	3
213	то он	1	3
214	нуждается в	4	3
215	выражение в	2	3
216	в котором	3	3
217	т.п и	1	3
218	связь и	2	3
219	как предмет	1	3
220	между тем	3	3
221	во второй	2	3
222	не знает	1	3
223	в частности	4	3
224	только на	4	3
225	не с	1	3
226	в тех	1	3
227	связь между	3	3
228	о своем	2	3
229	в начале	5	3
230	и слово	2	3
231	конечно не	4	3
232	от того	1	3
233	их в	7	3
234	заметить что	1	3
235	нет и	1	3
236	сказать что	3	3
237	главным образом	3	3
238	в голову	1	3
239	жизни и	6	3
240	слово и	1	3
241	этого слова	3	3
242	и эта	1	3
243	у них	1	3
244	не мог	1	3
245	и для	6	3
246	это не	5	3
247	из них	8	3
248	он должен	1	3
249	и всего	2	2
250	был и	1	2
251	выражение лица	1	2
252	для всех	1	2
253	нашего исследования	1	2
254	и он	2	2
255	и этот	2	2
256	точном смысле	2	2
257	ничем не	1	2
258	познакомиться и	1	2
259	на эти	1	2
260	что иное	1	2
261	речи но	1	2
262	должно быть	1	2
263	нас не	1	2
264	в языке	2	2
265	был бы	1	2
266	и при	2	2
267	и потому	6	2
268	каждый из	2	2
269	мы имеем	2	2
270	еще более	5	2
271	ни к	1	2
272	человек с	1	2
273	этом отношении	4	2
274	с ним	3	2
275	кроме того	5	2
276	о чем	3	2
277	но как	5	2
278	для них	1	2
279	в отношении	3	2
280	с другими	1	2
281	собой разумеется	1	2
282	о происхождении	1	2
283	смысле этого	2	2
284	как нечто	3	2
285	но это	5	2
286	слова не	1	2
287	в их	6	2
288	слова мы	1	2
289	о них	1	2
290	связь с	6	2
291	в своих	7	2
292	не было	7	2
293	на этот	1	2
294	материал для	1	2
295	все то	2	2
296	из героев	1	2
297	или в	3	2
298	том же	4	2
299	в наших	2	2
300	прежде чем	2	2
301	равно как	2	2
302	но эта	1	2
303	но не	4	2
304	тем что	6	2
305	он говорит	6	2
306	слово в	3	2
307	это выражение	2	2
308	в жизни	1	2
309	т.е от	1	2
310	в связи	7	2
311	эти три	2	2
312	что он	7	2
313	быть понято	1	2
314	для каждого	1	2
315	или даже	1	2
316	понимания и	1	2
317	в своей	11	2
318	в мире	6	2
319	бы нам	1	2
320	на эту	2	2
321	в этих	8	2
322	это же	1	2
323	понимание и	2	2
324	на одном	1	2
325	и сам	5	2
326	связанные с	4	2
327	на минуту	1	2
328	и жизнь	1	2
329	существенным моментом	1	2
330	по своей	4	2
331	которое не	1	2
332	себе и	1	2
333	но мы	1	2
334	на первый	1	2
335	сих пор	6	2
336	и вообще	3	2
337	связано с	1	2
338	в дальнейшем	4	2
339	с этим	2	2
340	несколько дальше	1	2
341	нет ничего	1	2
342	к этому	6	2
343	бы не	1	2
344	еще и	6	2
345	вошел в	1	2
346	которого и	1	2
347	бы и	1	2
348	между собой	1	2
349	понято и	1	2
350	видим что	2	2
351	со всех	1	2
352	мы говорили	2	2
353	слово это	1	2
354	даже и	3	2
355	от лица	2	2
356	творчество и	1	2
357	в значительной	3	2
358	из этих	2	2
359	относится к	2	2
360	также и	6	2
361	представляет собой	1	2
362	его речь	1	2
363	не всегда	1	2
364	оно является	1	2
365	человека все	1	2
366	он не	11	2
367	этот процесс	4	2
368	только тогда	1	2
369	в него	1	2
370	за ними	2	2
371	для этого	3	2
372	этими словами	1	2
373	ее с	1	2
374	в нашей	2	2
375	по отношению	3	2
376	времени и	5	2
377	в пределах	1	2
378	значительной степени	2	2
379	о языке	1	2
380	и те	1	2
381	а этот	1	2
382	т.п но	1	2
383	но даже	2	2
384	с кем	1	2
385	при всем	1	2
386	такие как	1	2
387	и несколько	2	2
388	отношение к	11	2
389	в беседе	1	2
390	имели в	1	2
