N	2gram	Losev_Vlad	Mirosoze
1	и в	56	97
2	у достоевского	2	94
3	может быть	12	64
4	не только	35	63
5	в этом	30	55
6	но и	26	54
7	он не	13	53
8	а не	5	53
9	в нем	7	49
10	не может	12	49
11	у него	28	47
12	и не	33	39
13	во имя	1	39
14	никогда не	15	38
15	человеческого духа	1	38
16	в ней	5	37
17	потому что	16	37
18	не было	12	36
19	не в	12	34
20	и есть	2	33
21	для него	16	31
22	не есть	4	30
23	но он	7	30
24	человека в	1	30
25	человеческой природы	1	30
26	как и	7	29
27	прежде всего	5	29
28	и он	7	27
29	но в	19	27
30	о человеке	1	26
31	в своей	7	25
32	он был	20	25
33	и это	4	25
34	и все	8	24
35	у нас	11	24
36	в своем	10	23
37	что в	24	23
38	что он	22	22
39	в самом	3	21
40	бога и	3	20
41	в себе	5	20
42	в бога	1	20
43	отношение к	7	20
44	в россии	7	19
45	как бы	5	19
46	до конца	8	19
47	человек не	1	19
48	в его	18	18
49	любви к	2	17
50	того что	6	17
51	и потому	8	17
52	том что	22	16
53	в том	26	16
54	на земле	2	16
55	то что	30	16
56	было бы	7	16
57	и его	12	16
58	быть может	1	15
59	в котором	10	15
60	не был	6	15
61	зла и	1	15
62	в этой	4	15
63	в конце	22	14
64	она не	3	14
65	нет ничего	1	14
66	так как	11	14
67	та же	1	13
68	и на	7	13
69	друг друга	3	13
70	и вот	5	13
71	в русском	2	13
72	в них	5	12
73	он сам	3	12
74	к нему	6	12
75	и у	4	12
76	но не	5	12
77	это не	3	12
78	все это	7	12
79	и к	10	11
80	любовь к	1	11
81	с тем	4	11
82	уже не	6	11
83	хотя бы	5	11
84	духа и	1	11
85	в которой	8	11
86	достоевского но	2	11
87	в русской	1	11
88	только в	11	11
89	как в	6	11
90	но это	6	11
91	и для	4	11
92	менее всего	2	11
93	свобода и	1	11
94	жизни и	8	11
95	то же	10	10
96	его духа	1	10
97	так же	4	10
98	чем у	2	10
99	о боге	1	10
100	всю жизнь	4	10
101	один из	4	10
102	не могут	2	10
103	не имеет	2	10
104	это и	2	10
105	в самой	1	10
106	есть не	1	10
107	все что	2	9
108	в бесах	1	9
109	к тому	5	9
110	не мог	10	9
111	должно быть	1	9
112	что и	6	9
113	человек и	1	9
114	я не	8	9
115	не будет	1	9
116	он уже	7	9
117	то есть	5	9
118	с ним	10	9
119	вместе с	9	9
120	в свою	3	9
121	и во	3	9
122	бы и	1	9
123	есть и	1	9
124	а в	20	9
125	лишь в	3	9
126	от него	3	8
127	в этих	5	8
128	и с	27	8
129	тем что	2	8
130	о том	13	8
131	вопрос о	1	8
132	себя в	6	8
133	христа и	1	8
134	что не	3	8
135	человеке и	1	8
136	человека он	1	8
137	за пределы	3	8
138	жизнь в	2	8
139	не так	1	8
140	в отношении	5	8
141	еще в	5	8
142	не знал	1	8
143	русской истории	2	8
144	бог и	2	8
145	того чтобы	4	8
146	во власти	1	8
147	отношении к	2	8
148	нет и	2	8
149	с его	15	8
150	ничего не	4	8
151	они не	1	8
152	уже в	9	8
153	мира и	1	8
154	для того	4	8
155	во всем	4	7
156	что человек	1	7
157	если он	1	7
158	не существует	1	7
159	в нашем	5	7
160	что все	2	7
161	точки зрения	4	7
162	она есть	1	7
163	все в	1	7
164	те же	2	7
165	чем в	2	7
166	бога не	1	7
167	что она	2	7
168	на этом	3	7
169	от нее	3	7
170	в жизни	4	7
171	отношения к	4	7
172	жизни в	3	7
173	себя и	1	7
174	более чем	1	7
175	он в	4	7
176	но если	1	7
177	высшей степени	1	7
178	в высшей	2	7
179	не могу	2	7
180	также и	13	7
181	как он	4	7
182	не хотел	1	7
183	все еще	1	7
184	же и	1	6
185	самого себя	1	6
186	с этой	4	6
187	не как	1	6
188	к концу	7	6
189	было в	1	6
190	на пути	1	6
191	и те	1	6
192	когда человек	1	6
193	что у	4	6
194	его в	3	6
195	к чему	1	6
196	веру в	1	6
197	тогда только	1	6
198	у них	2	6
199	совсем не	7	6
200	личности и	2	6
201	по своей	4	6
202	вера в	4	6
203	в глубину	1	6
204	и от	6	6
205	и здесь	3	6
206	что это	2	6
207	его на	4	6
208	если бы	2	6
209	в которых	1	6
210	к людям	1	6
211	того как	2	6
212	не способен	1	6
213	должен был	3	6
214	и более	1	6
215	на все	3	6
216	жизнь и	3	6
