N	2gram	Vygotskiy_	Russkaja
1	не может	31	22
2	и не	18	19
3	в этом	43	17
4	в том	44	17
5	с другом	10	14
6	и в	33	14
7	друг с	10	14
8	то что	48	13
9	таким образом	30	11
10	то же	12	11
11	точки зрения	27	11
12	но и	14	10
13	в то	5	10
14	не только	28	9
15	с точки	12	9
16	том что	41	9
17	во всяком	4	9
18	может быть	15	9
19	в себе	4	9
20	прежде всего	5	8
21	того чтобы	26	8
22	как на	4	8
23	самом деле	9	7
24	к тому	14	7
25	о том	13	7
26	самого себя	1	7
27	в данном	4	7
28	мы должны	13	7
29	и с	7	7
30	отнюдь не	2	7
31	и к	7	6
32	для всех	2	6
33	если в	4	6
34	и при	4	6
35	для него	9	6
36	признать что	1	6
37	все это	2	6
38	на самом	3	6
39	в своих	5	6
40	если бы	13	6
41	и для	3	6
42	с тем	9	6
43	что он	40	6
44	для того	20	6
45	в своем	11	6
46	всяком случае	2	6
47	а потому	3	5
48	до сих	3	5
49	и на	11	5
50	из которых	3	5
51	только в	21	5
52	или иной	1	5
53	по существу	5	5
54	в своей	5	5
55	в последние	1	5
56	себя и	2	5
57	между собой	17	5
58	во всех	3	5
59	сих пор	3	5
60	и только	4	5
61	вопрос о	15	5
62	хотя бы	5	5
63	потому что	40	5
64	в нем	10	5
65	между тем	5	5
66	он не	13	5
67	а между	1	5
68	а в	5	5
69	при этом	9	5
70	было бы	18	5
71	на то	6	5
72	он должен	9	5
73	никогда не	10	5
74	что в	33	4
75	во всем	2	4
76	бы то	2	4
77	и то	9	4
78	все что	2	4
79	когда они	1	4
80	так как	20	4
81	к этой	3	4
82	тогда когда	10	4
83	в его	15	4
84	тому чтобы	4	4
85	не могут	7	4
86	его в	6	4
87	более или	1	4
88	не в	10	4
89	в корне	2	4
90	вместе с	9	4
91	как и	13	4
92	все же	5	4
93	приводит к	10	4
94	в их	4	4
95	к вопросу	1	4
96	со стороны	3	4
97	себе и	1	4
98	или менее	1	4
99	которой он	1	4
100	то ни	1	4
101	можно было	11	4
102	что же	2	4
103	в совершенно	2	4
104	от того	8	4
105	идет речь	1	4
106	и т.д	6	4
107	как бы	11	4
108	путь к	1	4
109	в этой	8	4
110	себя в	4	4
111	жизни и	2	4
112	но не	13	4
113	точку зрения	1	4
114	в самом	10	3
115	то в	7	3
116	что они	8	3
117	этом случае	5	3
118	что оно	9	3
119	собой и	3	3
120	может не	3	3
121	данном случае	3	3
122	должно быть	10	3
123	несмотря на	3	3
124	вопросу о	2	3
125	что это	1	3
126	в качестве	13	3
127	что и	11	3
128	сводится к	1	3
129	находят себе	1	3
130	в виде	3	3
131	в будущем	1	3
132	не было	1	3
133	связи с	9	3
134	или в	1	3
135	ни одна	1	3
136	тем что	12	3
137	именно в	8	3
138	в конце	3	3
139	и как	7	3
140	может только	1	3
141	да и	1	3
142	о которых	2	3
143	о котором	1	3
144	не есть	4	3
145	но если	7	3
146	но мы	7	3
147	той или	1	3
148	еще не	11	3
149	и потому	3	3
150	только к	4	3
151	то это	2	3
152	ко всем	1	3
153	в лучшем	3	3
154	мы говорили	5	3
155	на том	4	3
156	так чтобы	1	3
157	в другом	7	3
158	с виду	1	3
159	лучшем случае	4	3
160	говорить о	3	3
161	приходит к	6	3
162	знаем что	2	3
163	точке зрения	1	3
164	лишь в	1	3
165	что для	2	3
166	главным образом	1	3
167	и во	2	3
168	при котором	1	3
169	том чтобы	3	3
170	одной из	5	3
171	тем чтобы	1	3
172	что все	9	3
173	в сознании	5	3
174	из этого	3	3
175	он сам	2	3
176	и по	5	3
177	конце концов	2	3
178	друг друга	1	3
179	из этих	2	3
180	для этого	3	3
181	всех этих	1	3
182	таким же	3	3
183	из них	6	3
184	того что	34	3
185	были бы	1	2
186	представить себе	2	2
187	не так	1	2
188	от него	3	2
189	что с	7	2
190	ничего другого	2	2
191	именно на	1	2
192	что такое	6	2
193	зависит от	4	2
194	должна быть	7	2
195	совершенно очевидно	2	2
196	сама по	4	2
197	для себя	1	2
198	каждого отдельного	3	2
199	будет не	1	2
200	говорили в	1	2
201	естественно что	4	2
202	от нас	1	2
203	с ним	6	2
204	эти самые	1	2
205	для нас	1	2
206	на которой	1	2
207	ни в	1	2
208	в результате	9	2
209	это есть	5	2
210	противоречие с	1	2
211	том и	1	2
212	в этих	7	2
213	у него	8	2
214	по себе	8	2
215	их не	1	2
216	и даже	3	2
217	если не	3	2
218	бы для	1	2
219	от друга	5	2
220	ее в	3	2
221	себя на	1	2
222	но совершенно	1	2
223	этом направлении	1	2
224	все эти	9	2
225	раз навсегда	2	2
226	но для	3	2
227	том же	1	2
228	указывает на	3	2
229	отношения к	2	2
230	тому что	14	2
231	речь шла	1	2
232	ясно что	2	2
233	не подлежит	2	2
234	их в	3	2
235	является не	2	2
236	и вместе	1	2
237	на эту	1	2
238	только для	2	2
239	отличается от	2	2
240	нисколько не	2	2
241	по самому	1	2
242	ведь в	1	2
243	так же	22	2
244	друг от	5	2
245	тогда как	3	2
246	в других	2	2
247	если же	1	2
248	в меру	4	2
249	к той	1	2
250	деятельности и	1	2
251	чтобы понять	2	2
252	другом случае	2	2
253	с этим	9	2
254	остается в	1	2
255	его и	4	2
256	того или	1	2
257	совершенно не	5	2
258	мы можем	15	2
259	а с	3	2
260	больше чем	6	2
261	и более	8	2
262	всю свою	1	2
263	в котором	2	2
264	и состоит	1	2
265	лежит не	1	2
266	мы уже	4	2
267	считает себя	1	2
268	она не	2	2
269	вне всякой	1	2
270	при отсутствии	1	2
271	в течение	1	2
272	в ней	2	2
273	и тогда	1	2
274	и тем	5	2
275	в частности	9	2
276	а не	14	2
277	но она	1	2
278	только на	3	2
279	отношении к	2	2
280	в противоречие	1	2
281	речь идет	1	2
282	в силу	14	2
283	и является	6	2
284	и что	18	2
285	не должен	1	2
286	чтобы она	1	2
287	к данному	2	2
288	и тот	5	2
289	на основании	2	2
290	этого не	1	2
291	в начале	2	2
292	говоря о	2	2
293	факт что	1	2
294	по отношению	19	2
295	целый ряд	5	2
296	даже не	1	2
297	тем самым	13	2
298	и те	2	2
299	чтобы их	1	2
300	этот вопрос	8	2
301	состоит в	11	2
302	к единой	1	2
303	свое учение	1	2
304	настоящее время	2	2
305	только с	1	2
306	друг другу	2	2
307	этот человек	1	2
308	приводят к	4	2
309	благодаря этому	2	2
310	этом и	2	2
311	что только	3	2
312	стоит только	2	2
313	и от	2	2
314	но в	9	2
315	и есть	8	2
316	по этому	1	2
317	место в	2	2
318	так что	8	2
319	принадлежность к	1	2
320	и о	1	2
321	как будто	2	2
322	в области	19	2
323	это в	2	2
324	или иного	1	2
325	но это	4	2
326	во время	1	2
327	в настоящее	2	2
328	сделать это	2	2
329	не можем	2	2
330	и наконец	3	2
331	понять что	2	2
332	эта работа	2	2
333	разумеется что	1	2
334	вся эта	1	2
335	к нему	4	2
336	от всякого	2	1
337	и ту	1	1
338	в советской	1	1
339	когда он	3	1
340	тем не	1	1
341	всего в	1	1
342	то этим	1	1
343	иначе говоря	2	1
344	которую можно	1	1
345	связан с	1	1
346	в житейских	2	1
347	однако и	1	1
348	рабочих и	1	1
349	только не	7	1
350	из отдельных	1	1
351	как это	11	1
352	что его	2	1
353	поэтому что	1	1
354	этой внутренней	1	1
355	первый и	2	1
356	и многие	1	1
357	этой задачи	1	1
358	один из	4	1
359	что у	4	1
360	за ним	1	1
361	признание того	3	1
362	если его	1	1
363	сейчас в	1	1
364	друг к	3	1
365	на эти	1	1
366	есть единственное	1	1
367	они не	7	1
368	практически не	1	1
369	вообще не	5	1
370	прибегнуть к	1	1
371	но из	1	1
372	а по	1	1
373	это будет	2	1
374	которые не	5	1
375	нас не	1	1
376	которая в	3	1
377	отношению к	19	1
378	эгоцентризме а	1	1
379	собой в	2	1
380	они имеют	1	1
381	том числе	2	1
382	которых мы	1	1
383	мы не	6	1
384	это особенно	1	1
385	вмешательства в	1	1
386	от которых	1	1
387	этой общей	1	1
388	что значит	3	1
389	в состоянии	6	1
390	не идет	1	1
391	связи между	1	1
392	с этой	8	1
393	это не	8	1
394	для всякого	1	1
395	мы знаем	5	1
396	в себя	4	1
397	при переходе	2	1
398	начале этой	1	1
399	в применении	1	1
400	принципом является	1	1
401	до самого	2	1
402	даже в	1	1
403	была бы	1	1
404	прийти к	1	1
405	этот принцип	1	1
406	ним в	1	1
407	от которого	1	1
408	сильнее чем	1	1
409	переносится в	1	1
410	ни было	1	1
411	всех остальных	1	1
412	ничего кроме	3	1
413	как путь	1	1
414	что первое	2	1
415	которых как	1	1
416	на деле	1	1
417	совершенно различных	1	1
418	подлежит никакому	1	1
419	а это	3	1
420	этом отношении	7	1
421	внутренней и	1	1
422	что при	4	1
