N	2gram	Vygotskiy_	Komedia
1	и в	33	77
2	и не	18	47
3	в том	44	44
4	том что	41	42
5	о том	13	33
6	едва ли	2	32
7	но и	14	32
8	может быть	15	30
9	из них	6	29
10	таким образом	30	29
11	в то	5	28
12	и его	6	28
13	в этом	43	27
14	потому что	40	27
15	что он	40	26
16	к тому	14	26
17	тому же	3	25
18	не только	28	25
19	вместе с	9	25
20	так как	20	24
21	как и	13	23
22	ни в	1	23
23	что в	33	23
24	в самом	10	22
25	что и	11	22
26	если бы	13	22
27	то же	12	21
28	ясно что	2	21
29	в конце	3	21
30	так и	8	21
31	а в	5	21
32	в его	15	20
33	к этому	7	19
34	во время	1	19
35	со стороны	3	19
36	в этой	8	18
37	тем что	12	17
38	в нем	10	17
39	и здесь	2	17
40	еще не	11	17
41	при этом	9	16
42	все же	5	16
43	не менее	4	16
44	у него	8	16
45	сих пор	3	16
46	он не	13	16
47	и сам	1	16
48	до сих	3	16
49	тот же	7	16
50	не в	10	15
51	в своем	11	15
52	точки зрения	27	15
53	его в	6	15
54	в которой	8	15
55	между тем	5	15
56	один из	4	15
57	и на	11	15
58	было бы	18	15
59	прежде всего	5	15
60	и с	7	14
61	на протяжении	2	14
62	столь же	5	14
63	к нему	4	14
64	в свою	5	14
65	все это	2	14
66	ли не	2	14
67	об этом	1	14
68	только что	6	13
69	самом деле	9	13
70	о чем	3	13
71	в них	3	13
72	в одном	3	13
73	что она	3	13
74	того же	13	13
75	как раз	5	13
76	мы можем	15	13
77	в двух	1	13
78	так что	8	13
79	то что	48	13
80	того чтобы	26	13
81	но в	9	13
82	в котором	2	12
83	для того	20	12
84	так же	22	12
85	с другой	11	12
86	несмотря на	3	12
87	хотя и	1	12
88	в качестве	13	12
89	как это	11	12
90	из которых	3	12
91	как в	7	12
92	уже в	4	12
93	в истории	3	12
94	не по	1	12
95	в начале	2	12
96	не может	31	12
97	но не	13	12
98	и даже	3	11
99	с тем	9	11
100	по отношению	19	11
101	наряду с	3	11
102	что его	2	11
103	с ним	6	11
104	то время	4	11
105	должны были	3	11
106	речь идет	1	11
107	как мы	20	11
108	на этот	9	11
109	и для	3	11
110	в их	4	11
111	в частности	9	11
112	к ней	1	11
113	одного из	1	11
114	с этим	9	10
115	он был	1	10
116	свою очередь	4	10
117	с одной	10	10
118	в чем	10	10
119	как бы	11	10
120	и что	18	10
121	в отношении	18	10
122	и все	2	10
123	более чем	1	10
124	на основании	2	10
125	одной из	5	10
126	с его	3	10
127	ничего не	6	10
128	мы не	6	10
129	на его	4	10
130	тем более	5	10
131	что касается	1	10
132	еще в	3	10
133	отношение к	12	10
134	же в	2	10
135	в целом	8	10
136	все что	2	9
137	но все	2	9
138	в своей	5	9
139	больше чем	6	9
140	одной стороны	10	9
141	говорить о	3	9
142	тому что	14	9
143	время как	4	9
144	только в	21	9
145	друг друга	1	9
146	в тех	2	9
147	даже не	1	9
148	и по	5	9
149	независимо от	3	9
150	из его	2	9
151	однако в	1	9
152	ответ на	3	9
153	того как	6	9
154	вовсе не	2	9
155	отличие от	3	9
156	в ней	2	9
157	отношению к	19	9
158	с этой	8	8
159	другой стороны	9	8
160	что ни	1	8
161	то это	2	8
162	по поводу	3	8
163	что у	4	8
164	такого рода	1	8
165	не было	1	8
166	не знает	6	8
167	бы в	6	8
168	во всех	3	8
169	то ни	1	8
170	можно было	11	8
171	что для	2	8
172	первую очередь	4	8
173	если не	3	8
174	в которых	2	8
175	да и	1	8
176	в течение	1	8
177	связи с	9	8
178	по своему	4	8
179	и других	7	8
180	с самого	8	8
181	как он	7	8
182	идет о	1	8
183	и ее	2	8
184	место в	2	8
185	и к	7	7
186	мы найдем	1	7
187	дело с	2	7
188	в результате	9	7
189	в этих	7	7
190	равно как	1	7
191	если в	4	7
192	во всяком	4	7
193	в первую	4	7
194	вопрос о	15	7
195	хотя бы	5	7
196	в другом	7	7
197	в руках	1	7
198	самого начала	8	7
199	по которым	1	7
200	бы то	2	7
201	что они	8	7
202	ни было	1	7
203	в связи	6	7
204	и это	3	7
205	в других	2	7
206	и тот	5	7
207	и хотя	2	7
208	в себе	4	7
209	и у	1	7
210	к его	4	7
211	не имеет	7	7
212	не является	7	7
213	из этих	2	7
214	и поэтому	2	7
215	мы знаем	5	7
216	целый ряд	5	7
217	и во	2	7
218	до конца	3	7
219	но если	7	7
220	всяком случае	2	7
221	для нас	1	7
222	должен был	3	7
223	или иначе	1	7
224	этот раз	1	7
225	само собой	3	7
226	отнюдь не	2	7
227	тех же	1	7
228	ситуация в	2	7
229	и о	1	7
230	конце концов	2	7
231	говоря уже	1	6
232	еще более	5	6
233	даже в	1	6
234	в виду	4	6
235	в своих	5	6
236	в наиболее	1	6
237	до того	4	6
238	представляет собой	11	6
239	уже о	2	6
240	как правило	1	6
241	не мог	1	6
242	и он	3	6
243	после того	2	6
244	с точки	12	6
245	что не	2	6
246	о которых	2	6
247	на этом	8	6
248	не дает	2	6
249	и тем	5	6
250	не приходится	1	6
251	могут быть	7	6
252	в силу	14	6
253	всего в	1	6
254	мы встречаем	2	6
255	в сущности	17	6
256	в другой	1	6
257	никто не	2	6
258	между и	1	6
259	как из	2	6
260	в середине	1	6
261	а не	14	6
262	и гг	1	6
263	которую он	1	6
264	в отличие	3	6
265	главным образом	1	6
266	в области	19	6
267	тем не	1	6
268	на вопрос	7	6
269	том числе	2	6
270	здесь в	1	6
271	когда же	1	6
272	или в	1	6
273	что к	2	6
274	в какой	8	6
275	и как	7	6
276	на то	6	6
277	это было	1	6
278	не говоря	1	6
279	на которые	3	6
280	во второй	4	6
281	когда он	3	6
282	а по	1	6
283	как будто	2	6
284	не удалось	1	6
285	больше того	3	6
286	для всех	2	5
287	в первом	4	5
288	из двух	2	5
289	за ним	1	5
290	именно в	8	5
291	его на	2	5
292	в действительности	6	5
293	с помощью	32	5
294	а на	1	5
295	к ним	2	5
296	сказать что	18	5
297	все время	3	5
298	который в	2	5
299	тем же	1	5
300	себя в	4	5
301	никогда не	10	5
302	представить себе	2	5
303	в ее	1	5
304	после этого	1	5
305	чем в	6	5
306	но он	8	5
307	одним из	4	5
308	между собой	17	5
309	что их	2	5
310	в каждом	1	5
311	действия в	2	5
312	все остальные	1	5
313	в развитии	45	5
314	друг другу	2	5
315	в первой	2	5
316	и от	2	5
317	от нее	1	5
318	не так	1	5
319	представление о	2	5
320	известно что	2	5
321	что это	1	5
322	вывод что	2	5
323	из того	12	5
324	за пределы	4	5
325	приводит к	10	5
326	том как	3	5
327	признать что	1	5
328	только один	4	5
329	совпадают с	1	5
330	вслед за	3	5
331	в обоих	2	5
332	же самое	7	5
333	той же	7	5
334	что я	4	5
335	в сознании	5	5
336	здесь и	1	5
337	этом отношении	7	5
338	и после	1	5
339	это не	8	5
340	мы имеем	4	5
341	он и	1	5
342	по существу	5	5
343	в следующем	1	5
344	раз в	4	5
345	от того	8	5
346	что из	1	5
347	жизни и	2	5
348	в период	1	5
349	для этого	3	5
350	что на	2	5
351	в той	8	4
352	к числу	1	4
353	в пользу	1	4
354	требует от	6	4
355	не столько	3	4
356	собой разумеется	1	4
357	в духе	1	4
358	из самых	1	4
359	например в	1	4
360	видно из	1	4
361	их в	3	4
362	обоих случаях	2	4
363	из других	1	4
364	из себя	1	4
365	перед ним	1	4
366	в глаза	1	4
367	самом начале	2	4
368	его не	1	4
369	с ребенком	1	4
370	к этим	2	4
371	он так	1	4
372	все его	1	4
373	том чтобы	3	4
374	к их	2	4
375	в состоянии	6	4
376	к которому	7	4
377	это обстоятельство	1	4
378	аналогии с	2	4
379	и этим	1	4
380	это слово	3	4
381	прежде чем	2	4
382	как его	2	4
383	не остается	1	4
384	силу этого	1	4
385	в последние	1	4
386	я не	6	4
387	как видим	1	4
388	между ними	5	4
389	же как	9	4
390	в себя	4	4
391	для ее	1	4
392	именно потому	3	4
393	и речи	1	4
394	здесь мы	1	4
395	что эта	7	4
396	один раз	3	4
397	сомневаться в	1	4
398	по своей	7	4
399	как известно	7	4
400	в достаточной	1	4
401	и почему	1	4
402	с которым	2	4
403	образом в	2	4
404	из этого	3	4
405	которые он	1	4
406	не на	5	4
407	одновременно с	4	4
408	стороны и	3	4
409	бы не	1	4
410	сравнению с	9	4
411	нет ничего	1	4
412	что мы	11	4
413	то и	2	4
414	по сравнению	9	4
415	каждый из	1	4
416	что же	2	4
417	и там	1	4
418	чуть ли	1	4
419	к началу	5	4
420	по мнению	2	4
421	в более	2	4
