N	2gram	Vygotskiy_	UchenyiS
1	и в	37	14
2	не только	29	10
3	а не	5	10
4	и не	15	8
5	прежде всего	12	8
6	то что	32	7
7	вот почему	5	7
8	в этом	32	7
9	не может	16	7
10	может быть	19	6
11	перестает быть	1	5
12	хотя бы	7	5
13	то же	12	5
14	и только	2	5
15	все это	9	5
16	в конечном	4	4
17	с другой	16	4
18	в этой	13	4
19	конечном счете	4	4
20	конечно не	1	4
21	что такое	1	4
22	но и	23	4
23	в их	5	4
24	к сожалению	2	3
25	бы то	1	3
26	было бы	12	3
27	и то	3	3
28	по нашему	2	3
29	только к	1	3
30	как такового	2	3
31	и т.д	15	3
32	этой области	1	3
33	для этого	7	3
34	очевидно что	4	3
35	это не	5	3
36	как и	20	3
37	то ни	1	3
38	для него	5	3
39	формы в	1	3
40	в своей	7	3
41	все же	6	3
42	ни было	1	3
43	в области	4	3
44	в частности	8	3
45	в то	7	3
46	у нас	1	3
47	другой стороны	10	3
48	не следует	1	3
49	но в	9	3
50	же время	2	3
51	нашему мнению	1	3
52	и основного	1	2
53	таким образом	39	2
54	в самом	16	2
55	если не	3	2
56	материал для	1	2
57	должна была	2	2
58	могли бы	10	2
59	если бы	10	2
60	самом деле	8	2
61	могут быть	5	2
62	является в	1	2
63	не в	9	2
64	это было	1	2
65	бы и	4	2
66	для всех	8	2
67	и с	10	2
68	в противовес	1	2
69	до сих	4	2
70	же самое	4	2
71	думается что	7	2
72	одним из	1	2
73	крайней мере	1	2
74	как таковой	2	2
75	но не	6	2
76	по существу	8	2
77	мы и	3	2
78	тем что	7	2
79	в себе	8	2
80	в его	16	2
81	в конце	2	2
82	т.е в	1	2
83	мы не	13	2
84	и роль	1	2
85	именно как	1	2
86	ничего не	6	2
87	всех этих	2	2
88	материала и	1	2
89	между тем	10	2
90	что она	6	2
91	не есть	1	2
92	что он	16	2
93	на каждом	2	2
94	конце концов	1	2
95	на эту	2	2
96	вся работа	1	2
97	этом отношении	6	2
98	о чем	2	2
99	фактов и	5	2
100	как раз	8	2
101	каждом шагу	2	2
102	в некоторых	1	2
103	не могут	1	2
104	что мы	9	2
105	сводится к	1	2
106	в том	47	2
107	представляется нам	1	2
108	том что	42	2
109	нас в	2	2
110	метода как	1	2
