N	2gram	Bakhtin_Fr	Problema
1	и в	73	182
2	то есть	36	165
3	и не	13	152
4	вовсе не	11	145
5	то что	12	144
6	не есть	2	113
7	не только	11	104
8	потому что	9	89
9	в этом	21	88
10	может быть	5	82
11	в том	13	81
12	том что	8	81
13	не просто	3	80
14	только в	7	73
15	сказать что	4	72
16	но и	15	70
17	в виде	2	69
18	у нас	4	68
19	также и	6	68
20	и даже	4	66
21	по себе	2	64
22	даже и	1	63
23	о том	13	57
24	а не	2	56
25	так и	13	56
26	но в	12	55
27	так что	2	52
28	ни в	7	51
29	для нас	2	50
30	в себе	16	48
31	и вообще	3	48
32	при помощи	1	47
33	было бы	5	46
34	прежде всего	18	45
35	в своей	4	45
36	что в	14	44
37	в его	18	44
38	не в	12	43
39	все эти	24	43
40	то же	16	42
41	а именно	2	42
42	как раз	3	42
43	таким образом	34	42
44	если мы	2	42
45	и что	5	40
46	и то	3	40
47	что он	8	40
48	так как	9	40
49	что мы	2	40
50	во всяком	2	39
51	не может	4	39
52	такого рода	1	39
53	и тем	3	39
54	в этой	18	39
55	как бы	15	39
56	той или	1	38
57	в данном	3	38
58	никак не	1	37
59	в нем	18	37
60	того что	5	37
61	точки зрения	6	36
62	есть нечто	1	36
63	еще не	3	36
64	и все	19	36
65	в виду	4	34
66	уже не	2	34
67	и с	17	34
68	как и	19	34
69	указывает на	1	34
70	же самое	1	33
71	в таком	1	33
72	не является	1	33
73	или иной	1	33
74	здесь не	2	32
75	в то	14	32
76	но не	1	32
77	едва ли	1	32
78	так же	11	31
79	в своем	13	31
80	связи с	5	31
81	в конце	9	31
82	но это	3	31
83	все это	19	31
84	подобного рода	1	30
85	и для	8	30
86	с другой	3	30
87	настоящее время	1	30
88	в настоящее	1	30
89	в связи	3	29
90	все же	2	29
91	перед нами	5	29
92	художественный образ	1	29
93	как мы	19	29
94	об этом	2	29
95	что же	1	28
96	данном случае	1	28
97	мы не	2	28
98	а в	10	28
99	есть только	3	28
100	и о	2	28
101	и это	6	27
102	и как	5	27
103	хотя и	5	27
104	ничего общего	1	27
105	ничего не	4	27
106	в результате	7	26
107	другой стороны	2	26
108	да и	1	26
109	как будто	1	26
110	вместе с	9	26
111	еще и	2	26
112	это не	7	26
113	и его	18	26
114	мы можем	1	25
115	и на	12	25
116	тем самым	3	25
117	с точки	4	25
118	всяком случае	1	25
119	с тем	2	24
120	на самом	2	24
121	тем более	1	24
122	в нашем	2	24
123	и вполне	1	24
124	не имеет	4	24
125	содержит в	1	23
126	по своему	3	23
127	только и	2	23
128	при этом	5	23
129	в качестве	11	23
130	конце концов	5	23
131	а только	2	23
132	мы находим	3	23
133	есть не	2	23
134	и к	6	22
135	только на	2	22
136	никогда не	6	22
137	всех этих	2	22
138	нет ничего	1	22
139	есть в	9	22
140	сам по	2	22
141	его в	3	22
142	и от	10	22
143	и есть	3	22
144	и если	1	22
145	что и	6	22
146	другими словами	2	22
147	в самом	9	21
148	и ее	2	21
149	а также	8	21
150	и без	1	21
151	именно в	4	20
152	можно было	4	20
153	и потому	6	20
154	о чем	2	20
155	тем что	8	20
156	мифа о	1	20
157	несмотря на	3	20
158	как о	5	20
159	или в	5	20
160	кроме того	6	19
161	в них	14	19
162	с ним	6	19
163	самом деле	4	19
164	в каком	1	19
165	но если	1	19
166	то это	1	19
167	уже в	9	19
168	в отношении	6	19
169	но только	2	19
170	этом смысле	1	19
171	он не	4	19
172	это есть	1	19
173	как в	9	19
174	как нечто	2	19
175	жизни и	6	19
176	в этих	6	18
177	того же	7	18
178	не было	4	18
179	не будет	1	18
180	не существует	1	18
181	в ее	6	18
182	того чтобы	2	18
183	в ней	10	18
184	что они	2	17
185	во всех	13	17
186	значение и	1	17
187	но уже	3	17
188	и здесь	5	17
189	есть именно	1	17
190	мы уже	25	17
191	совсем не	3	17
192	в языке	1	17
193	это и	1	17
194	как это	2	16
195	он и	2	16
196	же в	2	16
197	для этого	2	16
198	но все	5	16
199	в одно	1	16
200	к тому	2	16
201	но даже	1	16
202	между собою	3	16
203	далеко не	2	16
204	и сам	2	15
205	с этим	4	15
206	в чем	3	15
207	всякого рода	1	15
208	в той	8	15
209	у него	13	15
210	общего с	1	15
211	и более	1	15
212	здесь в	9	15
213	в частности	2	15
214	об его	1	14
215	людей и	3	14
216	уже и	1	14
217	что все	3	14
218	сих пор	3	14
219	не так	1	14
220	нас не	5	14
221	в котором	4	14
222	говорит о	2	14
223	нас в	3	14
224	до сих	3	14
225	в дальнейшем	3	14
226	не что	1	14
227	за пределы	1	14
228	что иное	1	14
229	нет никакой	2	14
230	иное как	1	14
231	из них	6	13
232	из этого	2	13
233	мы имеем	2	13
234	в их	5	13
235	или даже	2	13
236	здесь только	3	13
237	в области	3	13
238	который в	1	13
239	в других	2	13
240	в целях	2	13
241	иной раз	2	13
242	учение о	2	13
243	мы в	2	13
244	дело в	2	13
245	на земле	5	12
246	в другом	4	12
247	он сам	4	12
248	с одной	3	12
249	в которой	3	12
250	время как	1	12
251	для них	1	12
252	то время	1	12
253	на первый	2	12
254	в литературе	5	12
255	каждый раз	3	12
256	в начале	4	12
257	и очень	2	12
258	или по	1	12
259	не являются	1	12
260	значения и	1	12
261	что это	9	12
262	но именно	3	12
263	не будем	2	12
264	в целом	1	12
265	свидетельствует о	3	11
266	тот же	3	11
267	в таких	2	11
268	одной стороны	3	11
269	оказывается что	3	11
270	том или	2	11
271	по поводу	1	11
272	к нему	7	11
273	что его	2	11
274	без всякой	1	11
275	не могут	3	11
276	и у	7	11
277	мы говорим	2	11
278	заключается в	1	11
279	в истории	3	11
280	и во	4	11
281	и самого	2	11
282	вообще не	1	11
283	и их	5	11
284	по этому	4	11
285	и тогда	1	11
286	более или	3	10
287	есть то	2	10
288	что у	3	10
289	на том	2	10
290	но он	8	10
291	что для	1	10
292	один из	5	10
293	со всеми	4	10
294	бы не	1	10
295	и всякий	2	10
296	очень много	1	10
297	в году	12	10
298	в одном	5	10
299	и которые	1	10
300	представление о	3	10
301	все время	4	10
302	в заключение	2	10
303	и сама	2	10
304	он в	2	10
305	из которых	2	10
306	состоит из	1	10
307	внимание на	2	10
308	ни с	1	10
309	общего и	1	10
310	или менее	3	10
311	слова и	2	10
312	и другие	3	9
313	что если	2	9
314	с собой	2	9
315	в своих	1	9
316	их в	5	9
317	здесь как	2	9
318	имеет ничего	1	9
319	в тех	1	9
320	в которых	3	9
321	о котором	5	9
322	то он	2	9
323	того как	7	9
324	однако не	1	9
325	но эта	2	9
326	она не	1	9
327	или как	1	9
328	этому поводу	1	9
329	которые в	2	9
330	само собой	1	9
331	находим в	2	9
332	в жизни	1	9
333	правда в	1	9
334	только для	1	9
335	не вполне	1	9
336	в буквальном	1	9
337	между прочим	2	9
338	же касается	1	9
339	бы в	3	9
340	не был	2	9
341	мы говорили	1	9
342	литературы и	1	9
343	был бы	1	9
344	поэтому и	5	9
345	с ней	1	9
346	чем же	2	9
347	и до	14	9
348	в условиях	1	9
349	это было	4	9
350	жизнь и	3	9
351	и наконец	6	9
352	во всем	5	8
353	с этой	4	8
354	является для	1	8
355	и образ	6	8
356	говорится о	1	8
357	он был	7	8
358	нас и	1	8
359	конечно не	2	8
360	во всей	2	8
361	тем же	1	8
362	от этого	3	8
363	между собой	2	8
364	и по	4	8
365	с ее	3	8
366	и самый	2	8
367	к сожалению	1	8
368	и при	1	8
369	к его	2	8
370	никто не	11	8
371	из этих	1	8
372	и больше	1	8
373	только с	2	8
374	значение в	2	8
375	мы будем	1	8
376	на его	1	8
377	еще в	4	8
378	мы сейчас	2	8
379	в период	1	8
