N	2gram	Bakhtin_Fr	DiskursI
1	в качестве	1	72
2	а не	1	60
3	может быть	11	56
4	не только	24	49
5	и в	105	49
6	как и	15	47
7	при этом	10	46
8	и не	34	44
9	в том	17	44
10	то есть	71	41
11	том что	9	40
12	в этом	22	38
13	в себе	7	37
14	в частности	6	36
15	но и	20	35
16	и т.п	26	32
17	своего рода	2	32
18	но не	7	31
19	отличие от	5	28
20	со стороны	1	28
21	но в	16	28
22	так и	16	28
23	в отличие	4	27
24	не может	9	27
25	по своей	3	26
26	как в	6	25
27	еще не	8	23
28	в своей	8	19
29	все же	10	19
30	в нем	16	19
31	прежде всего	26	19
32	далеко не	6	18
33	в основе	8	18
34	то же	6	17
35	с другой	3	17
36	в мире	1	17
37	по отношению	2	17
38	отношению к	2	17
39	точки зрения	10	16
40	только в	16	16
41	о том	5	15
42	то что	7	15
43	роль в	6	15
44	в его	24	15
45	не менее	2	14
46	можно сказать	4	14
47	одной стороны	2	14
48	с одной	2	14
49	не в	4	14
50	ни к	2	14
51	не является	4	14
52	это не	4	14
53	или иной	5	14
54	речевого общения	3	13
55	как бы	33	13
56	для него	12	13
57	в целом	3	13
58	в своих	8	12
59	при всей	2	12
60	в своем	11	12
61	того же	1	12
62	и на	25	12
63	и все	7	12
64	по мысли	2	11
65	не было	3	11
66	что в	4	11
67	с его	9	11
68	и как	2	11
69	не столько	1	10
70	той или	5	10
71	для себя	1	10
72	а в	4	10
73	же время	5	10
74	речевого жанра	1	10
75	также и	3	10
76	и т.д	2	10
77	в них	13	9
78	уже не	3	9
79	пока еще	1	9
80	между тем	5	9
81	в силу	1	9
82	в то	5	9
83	сводится к	1	9
84	еще в	3	9
85	тем самым	1	9
86	в этих	6	8
87	и даже	10	8
88	к тому	3	8
89	в котором	1	8
90	в противоположность	3	8
91	в творчестве	2	8
92	в одном	8	8
93	из них	7	8
94	хотя и	4	8
95	в себя	9	8
96	он не	3	8
97	не на	2	8
98	жизни в	8	8
99	совпадает с	1	8
100	потому что	6	8
101	этом отношении	5	8
102	человека в	1	8
103	как уже	1	8
104	и о	4	8
105	о чем	3	7
106	другой стороны	1	7
107	на сцене	1	7
108	таким образом	5	7
109	одной из	3	7
110	что и	2	7
111	тому же	1	7
112	его в	7	7
113	к этому	2	7
114	в этой	11	7
115	могут быть	4	7
116	например в	3	7
117	ни в	1	7
118	в процессе	2	7
119	приводит к	2	7
120	перед нами	1	7
121	ни для	1	7
122	той же	1	7
123	но это	5	7
124	и для	3	7
125	основе своей	2	7
126	нового времени	17	7
127	в пределах	3	7
128	лишь в	4	7
129	и ее	1	7
130	и его	24	7
131	мира в	3	7
132	одно из	7	6
133	в строгом	1	6
134	именно в	6	6
135	в противовес	1	6
136	времени в	1	6
137	в контексте	1	6
138	одна из	5	6
139	никогда не	11	6
140	с точки	6	6
141	в ее	5	6
142	не знает	6	6
143	во всех	13	6
144	в особенности	7	6
145	в сущности	20	6
146	имеет место	2	6
147	разумеется не	1	6
148	и одновременно	6	6
149	что он	5	6
150	в которых	1	6
151	в истории	5	6
152	здесь не	3	6
153	одновременно и	3	6
154	дело в	2	6
155	в эпоху	17	6
156	времени и	9	6
157	в одной	1	6
158	тому как	2	6
159	речевые жанры	1	6
160	и может	1	6
161	отношение к	9	6
162	одного из	1	6
163	в той	5	5
164	можно говорить	3	5
165	зрения на	3	5
166	строго говоря	1	5
167	в виду	5	5
168	по стилю	1	5
169	по своим	1	5
170	в ряду	3	5
171	в первую	1	5
172	было в	1	5
173	своей природе	1	5
174	как жанр	1	5
175	в другом	2	5
176	не всегда	1	5
177	но они	4	5
178	говорить о	1	5
179	значительной степени	4	5
180	не вполне	3	5
181	к ним	1	5
182	сказать что	12	5
183	на протяжении	9	5
184	к себе	3	5
185	несмотря на	5	5
186	проявляется в	1	5
187	как раз	3	5
188	для своего	2	5
189	так сказать	5	5
190	на этом	2	5
191	но при	2	5
192	с ее	3	5
193	тем что	5	5
194	во второй	2	5
195	первую очередь	1	5
196	но одновременно	3	5
197	один из	5	5
198	жанра и	1	5
199	подобно тому	2	5
200	за пределы	10	5
201	оно не	2	5
202	в значительной	9	5
203	известной степени	2	5
204	принадлежит к	1	5
205	ничего не	3	5
206	того что	3	5
207	в литературе	9	5
208	того как	1	5
209	о нем	4	5
210	здесь в	14	5
211	по словам	1	5
212	в ней	7	5
213	мира и	4	5
214	в их	6	5
215	и потому	14	5
216	из этих	7	5
217	что касается	3	5
218	но она	1	5
219	становления и	1	5
220	не к	2	5
221	существенную роль	3	4
222	в самом	7	4
223	и к	7	4
224	человеческой жизни	1	4
225	говорит о	2	4
226	в году	13	4
227	в результате	1	4
228	по мере	1	4
229	и само	2	4
230	или на	1	4
231	и до	6	4
232	в жизни	7	4
233	его на	2	4
234	отличается от	1	4
235	во всяком	2	4
236	между двумя	1	4
237	только на	3	4
238	точка зрения	3	4
239	что они	2	4
240	по преимуществу	3	4
241	в произведении	1	4
242	к жизни	2	4
243	связи с	5	4
244	не о	2	4
245	будто бы	1	4
246	одним из	4	4
247	что не	3	4
248	я не	1	4
249	не есть	1	4
250	человеческого существования	2	4
251	одном из	1	4
252	по себе	1	4
253	и это	3	4
254	частной жизни	1	4
255	в наше	1	4
256	и весьма	1	4
257	как это	1	4
258	это в	5	4
259	или иного	1	4
260	наше время	1	4
261	однако и	1	4
262	с ним	6	4
263	не могут	4	4
264	особого рода	1	4
265	не более	1	4
266	с ней	2	4
267	свое время	5	4
268	традиции в	1	4
269	в современном	1	4
270	подобного рода	1	4
271	на примере	1	4
272	в данной	1	4
273	и во	6	4
274	до конца	4	4
275	мире в	2	4
276	до известной	2	4
277	неотделимо от	1	4
278	этом случае	1	4
279	в свое	6	4
280	мы имеем	1	4
281	не для	2	4
282	во внешнем	1	4
283	есть в	6	4
284	и др	32	4
285	со своим	1	4
286	или в	2	4
287	в какой	2	4
288	однако это	1	4
289	по своему	9	4
290	но уже	1	4
291	на его	4	4
292	а на	1	4
293	того или	1	4
294	одну из	2	4
295	а по	1	4
296	т.п но	1	4
297	человеческого сознания	1	4
298	для обозначения	1	4
299	и прежде	4	4
300	настоящего времени	1	4
301	или напротив	1	4
302	более того	3	4
303	таковы например	4	3
304	к числу	2	3
305	характер и	4	3
306	на смену	1	3
307	но все	5	3
308	и сам	2	3
309	там же	2	3
310	их в	3	3
311	направлен на	4	3
312	на первый	1	3
313	с этим	1	3
314	в пределе	1	3
315	входит в	4	3
316	имея в	1	3
317	различия между	2	3
318	на рубеже	1	3
319	как на	4	3
320	момент в	1	3
321	это прежде	1	3
322	ближе к	1	3
323	и он	3	3
324	вплоть до	2	3
325	к которому	2	3
326	опираясь на	1	3
327	стремится к	1	3
328	в которой	1	3
329	к чему	1	3
330	в области	10	3
331	здесь как	1	3
332	но как	3	3
333	начало в	5	3
334	в тех	5	3
335	в форме	6	3
336	героя как	1	3
337	не просто	3	3
338	было бы	4	3
339	его как	1	3
340	о его	1	3
341	и от	3	3
342	жанр и	1	3
343	ней в	1	3
344	бы быть	2	3
345	и по	3	3
346	художественной литературе	1	3
347	этого термина	1	3
348	мире и	3	3
349	они и	1	3
350	них в	1	3
351	принадлежат к	1	3
352	должна быть	1	3
353	с миром	3	3
354	но также	1	3
355	содержит в	2	3
356	речи как	1	3
357	текста и	1	3
358	в романе	8	3
359	отношения к	5	3
360	присутствует в	1	3
361	как не	1	3
362	вместе с	1	3
363	перед лицом	2	3
364	да и	5	3
365	жанров и	1	3
366	всей своей	1	3
367	он мог	1	3
368	но оно	1	3
369	это и	3	3
370	и более	4	3
371	языка и	1	3
372	это мир	1	3
373	но здесь	4	3
374	автора и	2	3
375	слова и	1	3
376	теории в	1	3
377	значение для	2	3
378	тем же	1	3
379	как мы	12	3
380	их с	2	3
381	то она	1	3
382	к миру	2	3
383	легенды и	1	3
384	всяком случае	2	3
385	рассказчика в	1	3
386	жизни но	2	3
387	на языке	2	3
388	мог быть	1	3
389	они не	1	3
390	том числе	10	3
391	уже в	5	3
392	мы не	1	3
393	еще и	6	3
394	внешнем мире	1	3
395	в формах	3	3
396	в полном	1	3
397	с их	7	3
398	место в	4	3
399	однако не	1	3
400	а о	2	3
401	в литературу	1	3
402	в сферу	1	3
403	и без	4	3
404	не подлежит	3	3
405	все эти	15	3
406	или даже	2	3
407	ли не	1	3
408	не столь	1	3
409	об этом	2	3
410	особенно в	2	3
411	бы это	1	3
412	он говорит	1	3
413	а его	2	3
414	она не	2	3
415	хотя бы	2	3
416	в начале	4	3
417	при всем	1	3
418	в большинстве	2	3
419	с человеком	1	3
420	в организации	1	3
421	числе и	7	3
422	к ней	2	3
423	жизни и	14	3
424	себе самому	2	3
425	бытия в	1	3
426	для этого	1	3
427	героического эпоса	1	3
428	и наконец	2	3
429	что на	1	3
430	и иные	1	3
431	мира с	1	3
432	на большую	1	2
433	что было	1	2
434	во всем	5	2
435	мы можем	2	2
436	для всех	1	2
437	в настоящем	1	2
438	эти жанры	3	2
439	т.е в	1	2
440	научной литературе	1	2
441	он всегда	2	2
442	с этой	1	2
443	еще более	6	2
444	характер как	1	2
445	мысли и	4	2
446	в некоторых	2	2
447	можно определить	1	2
448	те же	1	2
449	нас в	1	2
450	этого момента	2	2
451	или во	1	2
452	и с	8	2
453	о мире	8	2
454	жизнь в	1	2
455	за ним	2	2
456	от всего	3	2
457	представление о	2	2
458	из той	1	2
459	без учета	2	2
460	в собственном	4	2
461	всегда в	3	2
462	понимания и	4	2
463	собой не	1	2
464	большей или	7	2
465	речь идет	1	2
466	различные формы	2	2
467	так например	3	2
468	в честь	1	2
469	требует для	1	2
470	некоторые из	3	2
471	не могли	1	2
472	отсюда и	1	2
473	представления о	3	2
474	о которых	2	2
475	для того	2	2
476	сознания в	1	2
477	одной и	1	2
478	с помощью	1	2
479	а между	1	2
480	уже как	1	2
481	дистанция между	1	2
482	человеком и	1	2
483	жизни как	3	2
484	тех случаях	1	2
485	с диалогической	1	2
486	том чтобы	1	2
487	все то	1	2
488	в нашем	3	2
489	на него	2	2
490	под названием	3	2
491	не ограничивает	1	2
492	для понимания	1	2
493	который в	1	2
494	в литературоведении	1	2
495	по поводу	2	2
496	от ее	1	2
497	своего развития	3	2
498	к нему	5	2
499	всего в	1	2
500	этих двух	2	2
501	мышления и	1	2
502	на язык	2	2
503	время в	3	2
504	при переходе	1	2
505	не стремится	1	2
506	т.п то	1	2
507	человек как	1	2
508	претендуя на	1	2
509	картине мира	3	2
510	природу и	2	2
511	у него	2	2
512	и развития	1	2
513	распространяется на	1	2
514	в разные	1	2
515	всем что	2	2
516	но для	3	2
517	книги или	1	2
518	из уст	1	2
519	период своего	1	2
520	его понимании	1	2
521	человек в	2	2
522	большинстве случаев	2	2
523	должно было	2	2
524	себе и	2	2
525	в чем	2	2
526	что как	1	2
527	и понимание	1	2
528	рассказы и	2	2
529	не был	1	2
530	остается в	1	2
531	точкой зрения	1	2
532	лица и	1	2
533	вообще в	1	2
534	до нас	11	2
535	времени но	1	2
536	речи и	2	2
537	но зато	1	2
538	также не	1	2
539	в новое	5	2
540	могла бы	2	2
541	для литературы	1	2
542	или меньшей	7	2
543	вторая часть	1	2
544	жизнь как	1	2
545	только с	3	2
546	что может	1	2
547	теми же	1	2
548	необходимо чтобы	1	2
549	в смене	1	2
550	на ранних	2	2
551	они были	6	2
552	его к	2	2
553	а как	1	2
554	развития в	2	2
555	в трактовке	1	2
556	в него	2	2
557	мы видели	3	2
558	на деле	1	2
559	а потому	1	2
560	в чужой	2	2
561	как с	1	2
562	его из	1	2
563	в основном	4	2
564	как к	3	2
565	в языке	1	2
566	на ее	1	2
567	и при	1	2
568	лично для	1	2
569	чтобы стать	1	2
570	нашего времени	1	2
571	из которых	2	2
572	поэтому в	3	2
573	интерес к	2	2
574	разного рода	3	2
575	в отношении	7	2
576	к читателю	1	2
577	и строго	1	2
578	сами по	1	2
579	если бы	1	2
580	самом деле	3	2
581	самим собой	1	2
582	от своего	2	2
583	не делает	1	2
584	оказываются не	1	2
585	и они	1	2
586	в xix	2	2
587	себя и	2	2
588	говорили о	1	2
589	древних греков	1	2
590	ключом к	1	2
591	в стихах	1	2
592	в любой	1	2
593	которых можно	1	2
594	мира здесь	1	2
595	тех же	3	2
596	до настоящего	1	2
597	на основе	1	2
598	и теперь	1	2
599	народа и	1	2
600	со всей	1	2
601	и вся	2	2
602	вступает в	1	2
603	отношении к	1	2
604	и ему	1	2
605	новое время	4	2
606	целый ряд	2	2
607	на их	1	2
608	он есть	1	2
609	жанровой памяти	1	2
610	и возможность	1	2
611	литературы в	4	2
612	и той	1	2
613	есть его	2	2
614	из наиболее	2	2
615	к однозначности	1	2
616	зрителей он	1	2
617	имеет своим	1	2
618	народного творчества	3	2
619	по ходу	3	2
620	на этот	3	2
621	есть к	1	2
622	друг друга	3	2
623	во времени	1	2
624	в самой	5	2
625	события и	2	2
626	но на	3	2
627	это делает	1	2
628	значение в	1	2
629	выходит за	5	2
630	ни с	3	2
631	все это	16	2
632	в художественной	1	2
633	он как	2	2
634	начала жизни	1	2
635	себя самого	1	2
636	что с	1	2
637	ее в	2	2
638	видеть в	2	2
639	в г	3	2
640	это всегда	2	2
641	просто как	1	2
642	наших дней	1	2
643	за этим	1	2
644	что будет	1	2
645	по существу	2	2
646	литературы нового	1	2
647	свидетельствуют о	1	2
648	случаях когда	1	2
649	лежит на	1	2
650	является не	1	2
651	так в	4	2
652	на фоне	4	2
653	к концу	1	2
654	к своему	1	2
655	со своей	1	2
656	по его	3	2
657	это было	2	2
658	говорит об	1	2
659	вовсе не	25	2
660	и вообще	5	2
661	в меру	1	2
662	связаны с	5	2
663	ему не	1	2
664	ожидания и	1	2
665	с самого	1	2
666	же к	1	2
667	для кого	1	2
668	мы должны	2	2
669	и их	3	2
670	в науке	1	2
671	только то	1	2
672	человека с	1	2
673	в книге	3	2
674	такой же	1	2
675	направленность на	1	2
676	на то	2	2
677	включает в	3	2
678	заявляет что	1	2
679	и только	1	2
680	определить как	1	2
681	же это	1	2
682	эпохи и	1	2
683	не могло	1	2
684	за счет	1	2
685	есть не	1	2
686	жизнью и	1	2
687	в готовом	1	2
688	и второго	1	2
689	илиада и	1	1
690	поскольку о	1	1
691	с которыми	1	1
692	уже во	1	1
693	новое и	3	1
694	и другие	10	1
695	можно сопоставить	1	1
696	и морального	1	1
697	мы и	4	1
698	мир как	1	1
699	здесь же	3	1
700	всего на	3	1
701	же и	1	1
702	когда она	1	1
703	типа как	1	1
704	и объяснять	1	1
705	индивидуальной жизни	1	1
706	как явления	1	1
707	жизни этот	1	1
708	и самому	1	1
709	часто оказывается	1	1
710	и имеет	1	1
711	в применении	3	1
712	даже в	6	1
713	помимо воли	1	1
714	жизни во	1	1
715	на границах	2	1
716	в разных	2	1
717	линии развития	2	1
718	кроме того	2	1
719	в большей	8	1
720	литературу но	1	1
721	поэтому они	1	1
722	зиждется на	1	1
723	которую нельзя	1	1
724	которые по	1	1
725	представлений о	1	1
726	свое произведение	1	1
727	сквозь призму	3	1
728	его от	2	1
729	включиться в	1	1
730	литературы для	1	1
731	как она	1	1
732	к историческому	1	1
733	художественной литературы	2	1
734	жизненной формы	1	1
735	он имеет	1	1
736	одновременно это	1	1
737	характера но	1	1
738	на мир	7	1
739	иных отношениях	2	1
740	которого можно	1	1
741	по их	1	1
742	доверии к	1	1
743	все моменты	2	1
744	образов в	4	1
745	всей их	4	1
746	свое наиболее	2	1
747	значении и	1	1
748	и полное	1	1
749	а иногда	2	1
750	на земле	3	1
751	сущности не	1	1
752	особое отношение	1	1
753	глубинную сущность	1	1
754	где происходит	1	1
755	высокое и	1	1
756	отношением к	1	1
757	юридические тексты	1	1
758	и другим	1	1
759	разрыв с	1	1
760	с тем	1	1
761	в наиболее	2	1
762	включал в	1	1
763	целое и	1	1
764	этого типа	1	1
765	и низа	3	1
766	в быт	1	1
767	к самому	1	1
768	в цепи	1	1
769	с еще	1	1
770	народа в	1	1
771	смерть в	2	1
772	при таком	2	1
773	он описывает	1	1
774	другой жизни	1	1
775	и молитвы	1	1
776	и служило	1	1
777	ранних стадиях	1	1
778	до самых	1	1
779	целым рядом	1	1
780	в это	2	1
781	мир и	3	1
782	своего существования	2	1
783	культуры в	4	1
784	нем нет	1	1
785	и смерть	1	1
786	светского содержания	1	1
787	на материале	3	1
788	на все	5	1
789	и смерти	6	1
790	описывает в	1	1
791	и образ	1	1
792	вступая в	1	1
793	и краткую	1	1
794	действительности в	1	1
795	тем в	1	1
796	значительную роль	1	1
797	только благодаря	1	1
798	в такой	1	1
799	оно имеет	1	1
800	которые не	1	1
801	в жизнь	1	1
802	в бытовом	1	1
803	во все	2	1
804	не существует	1	1
805	для внешнего	1	1
806	же более	2	1
807	она же	1	1
808	к становлению	1	1
809	видно что	1	1
810	с конца	3	1
811	были с	1	1
812	применении к	3	1
813	раз и	2	1
814	он был	3	1
815	нем слышатся	1	1
816	даже и	5	1
817	человека были	1	1
818	время от	1	1
819	имеет в	1	1
820	сохраняет свое	1	1
821	но даже	2	1
822	уже у	1	1
823	но эти	1	1
824	искусства и	6	1
825	и своим	1	1
826	в знаменитых	1	1
827	с властью	1	1
828	в этот	1	1
829	что вся	1	1
830	для возрождения	1	1
831	т.п в	2	1
832	с самой	1	1
833	же большинство	1	1
834	она еще	1	1
835	средних веков	5	1
836	античная традиция	2	1
837	быть названо	1	1
838	всего как	1	1
839	предисловии к	2	1
840	и была	1	1
841	европейских литератур	2	1
842	превращается в	6	1
843	дошли до	1	1
844	несколько позже	2	1
845	в смысле	2	1
846	в небытие	1	1
847	и оценен	1	1
848	от своей	1	1
849	так же	2	1
850	отметить что	2	1
851	природы но	1	1
852	и сложными	1	1
853	приводила к	2	1
854	большую или	1	1
855	в фаусте	1	1
856	в глаза	1	1
857	необходимо понять	1	1
858	всего что	2	1
859	смерти а	1	1
860	чистом так	1	1
861	в пятом	1	1
862	его собственной	1	1
863	с некоторой	1	1
864	от рождения	1	1
865	место но	1	1
866	слов о	2	1
867	сопоставить с	1	1
868	и еще	5	1
869	не становится	1	1
870	как некую	1	1
871	если это	1	1
872	всех областях	1	1
873	с самим	1	1
874	ней и	1	1
875	здесь пока	1	1
876	вернуться к	1	1
877	и надежды	1	1
878	на романтический	1	1
879	этих последних	3	1
880	наряду с	2	1
881	ключ к	1	1
882	признания и	1	1
883	и оценки	5	1
884	места для	1	1
885	сохраняется в	2	1
886	вторая правда	1	1
887	находится в	1	1
888	как я	1	1
889	разрушило бы	1	1
890	есть по	1	1
891	не одно	1	1
892	оно представляет	1	1
893	всегда включает	1	1
894	в особой	2	1
895	от них	1	1
896	пародия на	3	1
897	были в	4	1
898	как такое	1	1
899	даже у	1	1
900	на котором	3	1
901	к этим	2	1
902	в системе	3	1
903	ощущение и	1	1
904	от античности	1	1
905	время этого	1	1
906	и выражения	2	1
907	в заключение	2	1
908	на них	3	1
909	внутренней жизни	1	1
910	только не	1	1
911	не зная	1	1
912	и страха	3	1
913	ранних этапах	1	1
914	основе его	2	1
915	то оно	1	1
916	занимательные и	1	1
917	она и	1	1
918	канона в	1	1
919	но из	1	1
920	миропорядка и	1	1
921	до минимума	2	1
922	тенденции к	1	1
923	такова была	2	1
924	фамильярного контакта	2	1
925	но еще	1	1
926	в состоянии	3	1
927	верха и	3	1
928	в совершенно	2	1
929	ним в	1	1
930	но от	1	1
931	обычно не	1	1
932	подчеркнуть что	2	1
933	в последующие	3	1
934	которого он	1	1
935	очищенного от	1	1
936	и существенное	1	1
937	они в	2	1
938	отказывается от	1	1
939	xix века	6	1
940	смысла в	1	1
941	умения отрешиться	1	1
942	есть с	1	1
943	в уста	1	1
944	лежит в	1	1
945	входят в	1	1
946	не была	2	1
947	пародией на	1	1
948	не совпадают	1	1
949	в собственно	1	1
950	лирики то	1	1
951	является и	1	1
952	правильного понимания	1	1
953	такое понимание	1	1
954	в литературоведческой	1	1
955	и принципиальная	1	1
956	всех его	3	1
957	сущности только	1	1
958	и чисто	5	1
959	которое в	2	1
960	преимущественно на	1	1
961	мира или	1	1
962	здравого смысла	2	1
963	быть только	3	1
964	в конце	3	1
965	в таком	2	1
966	и во-вторых	1	1
967	не остается	1	1
968	этих так	1	1
969	исторического развития	2	1
970	и настоящего	1	1
971	необходимости и	1	1
972	литературе и	3	1
973	учение о	2	1
974	в связи	2	1
975	лишь на	1	1
976	между ними	4	1
977	и именно	2	1
978	всем своем	1	1
979	они как	1	1
980	от этого	1	1
981	быть ничего	1	1
982	уже давно	1	1
983	всю художественную	1	1
984	за маской	2	1
985	и следовательно	3	1
986	но исключительно	1	1
987	выходящее за	1	1
988	точек зрения	1	1
989	из одного	1	1
990	с назидательной	1	1
991	в других	3	1
992	сих пор	7	1
993	жизнью народа	1	1
994	как сказано	1	1
995	бы в	2	1
996	контакт между	2	1
997	в индивидуальном	1	1
998	и мир	1	1
999	описания и	1	1
1000	следует однако	1	1
1001	должен был	2	1
1002	только от	1	1
1003	именно как	1	1
1004	внешней и	1	1
1005	грани между	1	1
1006	что такое	1	1
1007	если оно	1	1
1008	это были	2	1
1009	и осмысления	1	1
1010	ведь в	1	1
1011	делает его	1	1
1012	за границы	1	1
1013	все остальные	1	1
1014	аспекте в	2	1
1015	еще только	2	1
1016	жанровые формы	1	1
1017	в работе	1	1
1018	комедии и	1	1
1019	прошлого и	1	1
1020	так называемые	2	1
1021	он стал	1	1
1022	исполнения на	1	1
1023	с героями	1	1
1024	это по	2	1
1025	в развитии	1	1
1026	не мог	1	1
1027	времени при	1	1
1028	как под	1	1
1029	речевом жанре	1	1
1030	всех других	2	1
1031	погружен в	1	1
1032	самый момент	1	1
1033	в приведенном	1	1
1034	проникнуть в	3	1
1035	не место	1	1
1036	существенное отличие	1	1
1037	и страдания	1	1
1038	и образов	4	1
1039	то или	1	1
1040	он пишет	2	1
1041	должны были	1	1
1042	или иное	1	1
1043	была уже	1	1
1044	мы еще	1	1
1045	самых ранних	1	1
1046	он еще	3	1
1047	как известно	2	1
1048	занимает в	1	1
1049	своего значения	1	1
1050	мир на	1	1
1051	так называемого	1	1
1052	исключительно в	1	1
1053	и глубоко	3	1
1054	стороны он	1	1
1055	оценки но	1	1
1056	к литературе	1	1
1057	и далеко	1	1
1058	функций и	1	1
1059	человеческих отношений	2	1
1060	и возрождения	4	1
1061	его однако	1	1
1062	известном смысле	1	1
1063	образ смерти	1	1
1064	году в	3	1
1065	мы называем	1	1
1066	формы речевого	1	1
1067	это приводит	1	1
