N	2gram	Vygotskiy_	Dialekti
1	не есть	1	181
2	и не	20	120
3	и т	19	82
4	по себе	5	79
5	а не	11	78
6	и в	65	77
7	т д	6	75
8	точки зрения	19	72
9	может быть	33	71
10	не только	16	66
11	значит что	2	61
12	то что	61	59
13	и есть	3	55
14	это значит	4	54
15	ничего не	4	54
16	не может	17	53
17	и даже	4	47
18	с точки	11	46
19	что это	19	46
20	так как	13	46
21	потому что	26	45
22	не просто	7	44
23	как бы	29	43
24	и что	29	42
25	ни в	6	42
26	не имеет	8	41
27	вовсе не	11	41
28	в том	46	40
29	в этом	37	39
30	то же	17	39
31	что такое	2	39
32	что она	34	38
33	это есть	3	38
34	в себе	9	38
35	что он	23	37
36	том что	28	37
37	прежде всего	2	37
38	так что	10	36
39	это не	7	36
40	что в	36	34
41	в нем	8	34
42	и все	14	33
43	того что	9	33
44	но и	6	32
45	ясно что	11	31
46	все это	12	31
47	сказать что	14	30
48	отнюдь не	2	30
49	и как	10	30
50	было бы	22	29
51	так и	3	29
52	как и	12	28
53	никогда не	9	27
54	в виду	6	26
55	не в	12	26
56	есть и	1	26
57	говорить о	3	25
58	и то	10	25
59	есть только	3	25
60	есть не	2	25
61	но это	6	24
62	если бы	22	24
63	таким образом	21	23
64	в то	5	23
65	это и	4	23
66	что оно	5	23
67	и вот	6	23
68	но что	3	22
69	или от	2	22
70	я не	9	22
71	что не	5	21
72	в чем	3	21
73	должна быть	5	21
74	допустим что	1	21
75	она не	10	21
76	и с	4	20
77	о том	17	20
78	что и	7	20
79	что все	10	20
80	в таком	6	20
81	только в	9	20
82	в каком	8	20
83	совершенно не	8	20
84	уже не	2	20
85	как раз	14	20
86	и вообще	1	20
87	в самом	41	19
88	не менее	1	19
89	в своем	8	19
90	как же	2	19
91	и притом	1	19
92	и это	13	19
93	как это	13	19
94	тогда когда	2	19
95	что мы	6	19
96	и его	8	19
97	хотя бы	3	18
98	не что	1	18
99	с другой	8	18
100	что иное	1	18
101	ни на	1	18
102	что же	3	18
103	жизни и	6	18
104	иное как	1	18
105	можно сказать	2	17
106	в сущности	16	17
107	должно быть	1	17
108	в основе	5	17
109	но если	6	17
110	кроме того	2	16
111	то это	5	16
112	одно и	4	16
113	к нему	2	16
114	только не	3	16
115	или не	3	16
116	сам по	2	16
117	в своей	6	16
118	да и	1	16
119	нет ничего	1	16
120	конечно не	6	16
121	утверждаю что	1	16
122	мы не	7	16
123	об этом	4	16
124	другими словами	1	16
125	же и	1	15
126	только что	10	15
127	ровно ничего	1	15
128	все же	10	15
129	так же	12	15
130	то в	1	15
131	и мы	19	15
132	несмотря на	7	15
133	мы уже	12	15
134	но только	10	15
135	самом деле	33	15
136	хотя и	1	15
137	в виде	5	15
138	также и	1	15
139	быть и	1	15
140	и о	6	15
141	на то	25	15
142	или нет	1	14
143	а именно	1	14
144	с ним	6	14
145	что тут	1	14
146	не было	4	14
147	и ее	4	14
148	таком случае	1	14
149	жизнь и	2	14
150	на свете	2	14
151	и потому	1	14
152	и только	8	14
153	и к	5	13
154	говорит о	6	13
155	другой стороны	5	13
156	отличается от	2	13
157	что именно	3	13
158	не то	7	13
159	что они	9	13
160	время как	6	13
161	и следовательно	2	13
162	в смысле	1	13
163	он не	11	13
164	и та	3	13
165	в силу	2	13
166	с ее	5	13
167	ни о	1	13
168	но в	5	13
169	мы находим	1	13
170	не могу	3	13
171	в ней	23	13
172	собственно говоря	1	13
173	именно в	3	12
174	с этим	11	12
175	не говорит	1	12
176	нет никакого	2	12
177	но как	3	12
178	но не	3	12
179	даже не	1	12
180	никак не	12	12
181	не могут	2	12
182	перед нами	12	12
183	еще не	3	12
184	и если	13	12
185	и тогда	1	12
186	и тут	2	12
187	все равно	1	12
188	все эти	7	12
189	тем более	2	12
190	и ни	1	12
191	и может	5	12
192	а в	9	12
193	что если	6	11
