N	2gram	Trubetskoy	Narrotol
1	не только	10	62
2	и не	8	50
3	при этом	3	47
4	но и	9	45
5	а не	5	38
6	в качестве	3	35
7	может быть	10	30
8	и в	26	30
9	в том	11	29
10	в этом	15	28
11	тогда как	1	28
12	том что	7	28
13	а в	4	27
14	представляет собой	3	25
15	только в	4	25
16	состоит в	2	25
17	в данном	1	24
18	как и	1	24
19	не в	2	23
20	то что	7	23
21	то есть	4	22
22	не может	4	20
23	в себе	6	17
24	данном случае	1	17
25	так и	6	17
26	а также	2	17
27	в его	5	16
28	к тому	6	15
29	можно сказать	3	15
30	но в	7	15
31	в жизни	1	14
32	картина мира	1	14
33	и его	1	14
34	то же	4	13
35	в своей	1	13
36	уже не	3	13
37	о том	6	13
38	в своем	3	13
39	у него	1	13
40	все же	6	12
41	как в	1	12
42	как бы	12	12
43	прежде всего	2	12
44	по отношению	1	11
45	в мире	5	11
46	если бы	3	11
47	в этой	4	11
48	в нем	4	11
49	в отличие	1	11
50	отличие от	1	11
51	отношению к	3	11
52	один из	2	10
53	никогда не	5	10
54	тому же	5	10
55	точки зрения	13	10
56	между тем	2	10
57	в то	4	10
58	и все	2	10
59	не является	1	10
60	жизни и	2	10
61	с его	2	10
62	ничего не	1	10
63	того что	3	10
64	но не	8	10
65	и т.д	6	10
66	в соответствии	1	9
67	как раз	1	9
68	тем не	3	9
69	той или	2	9
70	что в	9	9
71	с ним	1	9
72	что он	4	9
73	еще не	2	9
74	потому что	7	9
75	для него	3	9
76	далеко не	4	9
77	в рамках	3	9
78	в той	1	8
79	и к	5	8
80	в самом	4	8
81	в таком	3	8
82	о чем	1	8
83	не менее	3	8
84	он не	4	8
85	самом деле	1	8
86	того чтобы	5	8
87	мы имеем	2	8
88	же время	2	8
89	соответствии с	1	8
90	и для	5	8
91	этом отношении	2	8
92	у нас	1	8
93	но при	2	8
94	или иной	2	8
95	мира в	1	8
96	в котором	4	7
97	с другой	8	7
98	в ее	1	7
99	в конце	6	7
100	в чем	1	7
101	в силу	5	7
102	и на	2	7
103	же в	1	7
104	и состоит	1	7
105	в свою	2	7
106	это не	1	7
107	вслед за	2	7
108	в глазах	2	7
109	в ней	1	7
110	одного из	1	7
