N	4gram	Bakhtin_Pr	Hudozhes
1	в то же время	10	7
2	мы имеем в виду	2	3
3	одного и того же	1	3
4	в том числе и	1	2
5	в том что он	4	2
6	бы то ни было	2	2
7	в той или иной	2	2
8	с этой точки зрения	1	2
9	по отношению к герою	4	2
10	и в то же	3	2
11	той мере в какой	1	1
12	только то что может	1	1
13	в точке этого несовпадения	1	1
14	собою в точке выхода	1	1
15	в том отношении что	1	1
16	заключается в том что	1	1
17	подлинная жизнь личности совершается	1	1
18	жизнь личности совершается как	1	1
19	в той мере в	1	1
20	как более или менее	1	1
21	и по отношению к	1	1
22	в точке выхода его	1	1
23	личности совершается как бы	1	1
24	человека с самим собою	1	1
25	несовпадения человека с самим	1	1
26	подсмотреть определить и предсказать	1	1
27	точке выхода его за	1	1
28	как бы в точке	1	1
29	можно даже сказать что	1	1
30	как это происходит в	1	1
31	с самим собою в	1	1
32	по отношению к нему	1	1
33	определить и предсказать помимо	1	1
34	точке этого несовпадения человека	1	1
35	а в то же	2	1
36	по себе еще не	2	1
37	самим собою в точке	1	1
38	по отношению к автору	1	1
39	бы в точке этого	1	1
40	предсказать помимо его воли	1	1
41	в преступлении и наказании	2	1
42	то же время оно	1	1
43	но в то же	5	1
44	этого несовпадения человека с	1	1
45	какой бы то ни	1	1
46	позицию по отношению к	2	1
47	за пределы всего что	1	1
48	выхода его за пределы	1	1
49	и предсказать помимо его	1	1
50	совершается как бы в	1	1
51	искусства и в частности	1	1
52	его за пределы всего	1	1
53	можно сказать что для	1	1
54	можно подсмотреть определить и	1	1
