N	4gram	Vygotskiy_	Vladivir
1	в том что в	3	5
2	в то время как	5	5
3	не что иное как	2	4
4	и вместе с тем	2	4
5	и в этом смысле	1	4
6	не содержит в себе	1	4
7	в своем учении о	1	3
8	как мы видели выше	1	3
9	в том что он	1	3
10	заключается в том что	16	3
11	мы должны сказать что	2	2
12	и в том что	1	2
13	совершенно так же как	1	2
14	на то что в	1	2
15	но на этот раз	1	2
16	один и тот же	6	2
17	как мы увидим ниже	1	2
18	с одной стороны и	1	2
19	одно и то же	6	2
20	в связи с этим	2	2
21	бы то ни было	1	2
22	в том случае если	2	2
23	не подлежит никакому сомнению	2	2
24	и на этот раз	1	2
25	есть не что иное	1	2
26	само по себе не	1	1
27	с этой точки зрения	4	1
28	мы и в сфере	1	1
29	в свое время был	1	1
30	ни в каком случае	1	1
31	состоит в том что	4	1
32	сам по себе как	1	1
33	том виде в каком	1	1
34	на одной и той	1	1
35	от низшего к высшему	1	1
36	в том что она	1	1
37	уже содержит в себе	1	1
38	том смысле как мы	1	1
39	не выходит за пределы	1	1
40	в том смысле как	1	1
41	но тем не менее	1	1
42	но это нисколько не	1	1
43	вместе с тем и	4	1
44	и во всяком случае	2	1
45	указывает на то что	1	1
46	в том что с	1	1
47	в дальнейшем мы будем	1	1
48	с целым рядом других	1	1
49	одной и той же	5	1
50	в том что эта	1	1
51	в том виде в	1	1
52	в собственном смысле слова	3	1
53	в том что это	1	1
54	в такой же мере	1	1
55	с другой стороны мы	1	1
56	а вместе с тем	1	1
57	как мы сейчас увидим	1	1
58	факт что уже в	1	1
59	том что он не	1	1
60	все больше и больше	1	1
61	в этом смысле в	1	1
62	не чем иным как	1	1
63	развитие от низшего к	1	1
64	тем не менее не	1	1
65	или как он говорит	1	1
66	и в связи с	1	1
67	с самого начала в	1	1
68	этом мы будем говорить	1	1
69	заключается в том чтобы	2	1
70	с того с чего	1	1
71	так же как и	6	1
72	в самом деле если	1	1
73	в буквальном смысле слова	1	1
74	которые можно было бы	1	1
75	к выводу что и	1	1
76	то что в основе	2	1
