N	3gram	Potebnia_M	Istorich
1	и т д	6	142
2	с другой стороны	7	46
3	до сих пор	5	30
4	с одной стороны	6	28
5	так же как	1	27
6	мы знаем что	1	26
7	в том что	18	25
8	не может быть	11	24
9	вместе с тем	1	23
10	но все же	2	23
11	тем не менее	10	23
12	точно так же	1	22
13	о том что	1	22
14	не только в	3	19
15	в связи с	2	17
16	мы видели что	2	16
17	о том как	1	15
18	после того как	3	15
19	по отношению к	13	14
20	на то что	3	14
21	в некоторых случаях	2	14
22	в то время	3	13
23	таким образом мы	1	13
24	мы увидим что	3	13
25	то время как	1	13
26	но и в	4	12
27	как мы видели	1	12
28	не что иное	2	11
29	выше мы видели	1	11
30	во всех этих	1	11
31	что иное как	2	11
32	как и в	3	10
33	можно было бы	1	10
34	что и в	4	10
35	но так как	1	9
36	более или менее	6	9
37	на этот вопрос	2	8
38	что у него	1	8
39	мере того как	6	8
40	по мере того	6	8
41	подобно тому как	7	8
42	в большинстве случаев	1	7
43	с этой стороны	1	7
44	смысле этого слова	3	7
45	в одном случае	1	7
46	то что в	2	7
47	с тем что	4	7
48	во всяком случае	7	7
49	если бы мы	1	7
50	на том что	1	6
51	и в других	1	6
52	это значит что	1	6
53	но это не	2	6
54	так как в	2	6
55	этой точки зрения	1	6
56	все же не	1	6
57	с этой точки	2	6
58	но тем не	6	6
59	с самого начала	5	6
60	мы не можем	2	6
61	то что он	1	5
62	на задний план	1	5
63	для того чтобы	4	5
64	в отличие от	1	5
65	т д то	1	5
66	только после того	1	5
67	т д и	1	5
68	другой стороны и	1	5
69	так и в	5	5
70	т д в	1	5
71	на самом деле	2	5
72	чем перейти к	1	4
73	не только на	1	4
74	только в одном	1	4
75	и может быть	4	4
76	только то что	1	4
77	с точки зрения	3	4
78	там где нет	1	4
79	вопрос о том	1	4
80	друг на друга	2	4
81	по себе не	3	4
82	и тем не	1	4
83	сами по себе	8	4
84	мы до сих	1	4
85	одной стороны и	2	3
86	все то что	2	3
87	можно бы думать	1	3
88	не только не	2	3
89	и тем самым	2	3
90	может быть понят	1	3
91	до того что	1	3
92	к тому что	2	3
93	в одном из	2	3
94	это не так	2	3
95	один и тот	1	3
96	мы видели выше	1	3
97	не только по	2	3
98	что мы имеем	1	3
99	дело в том	3	3
100	она может быть	1	3
101	на первых порах	1	3
102	а так как	3	3
103	но и для	2	3
104	случаев в которых	1	3
105	потому что я	1	3
106	и тот же	1	3
107	а не на	1	3
108	то же в	2	3
109	по сравнению с	1	3
110	в ответ на	1	3
111	не в том	6	3
112	должны быть признаны	1	3
113	то чего не	1	3
114	само по себе	6	3
115	то ни было	1	3
116	между человеком и	3	3
117	бы то ни	2	3
118	только тогда когда	5	3
119	таким образом в	3	3
120	для нас не	1	3
121	в том смысле	7	3
122	каждый из этих	1	3
123	не в состоянии	2	3
124	что в некоторых	1	3
125	что в нем	1	3
126	по его мнению	4	3
127	и не только	1	3
128	себя в его	1	2
129	но то что	1	2
130	так например если	1	2
131	может быть назван	1	2
132	но и по	2	2
133	по себе а	1	2
134	в том как	4	2
135	и т п	4	2
136	и тем более	1	2
137	указывает на то	1	2
138	быть не может	2	2
139	друг от друга	3	2
140	она не может	1	2
141	что в них	1	2
142	в таком случае	4	2
143	сам по себе	5	2
144	ничего общего с	1	2
145	представляют для нас	1	2
146	в жизни народа	1	2
147	именно так как	1	2
148	между этими двумя	1	2
149	и таким образом	1	2
150	во многих случаях	2	2
151	а в том	4	2
152	что во всех	2	2
153	но в чем	1	2
154	как если бы	1	2
155	то и другое	6	2
156	что это не	1	2
157	сказать чтобы все	1	2
158	сама по себе	4	2
159	а не с	1	2
160	не знаю что	1	2
161	на мысль что	1	2
162	из того что	2	2
163	человеком и животным	1	2
164	то что происходит	1	2
165	нельзя сказать чтобы	1	2
166	и потому что	2	2
167	покажет нам что	1	2
168	образом мы можем	1	2
169	в одно время	3	2
170	что не только	3	2
171	только в том	7	2
172	что они были	1	2
173	во всех случаях	1	2
174	в них не	2	2
175	известно что в	1	2
176	главным образом в	1	2
177	могли бы быть	1	2
178	и не могут	1	2
179	не могут быть	5	2
180	легко может быть	1	2
181	бы думать что	1	2
182	д то это	1	2
183	и связанные с	1	2
184	но все эти	1	2
185	но если это	1	2
186	что в одном	1	2
187	уже с самого	2	2
188	в чем состоит	1	2
189	на вопрос о	1	2
190	только тем что	1	2
