N	2gram	Losev_Dial	DiskursI
1	в качестве	1	72
2	а не	39	60
3	может быть	30	56
4	не только	35	49
5	и в	34	49
6	как и	14	47
7	тогда как	1	47
8	при этом	7	46
9	и не	50	44
10	в том	17	44
11	то есть	1	41
12	том что	18	40
13	в этом	14	38
14	в себе	8	37
15	в частности	3	36
16	но и	14	35
17	но не	3	31
18	отличие от	2	28
19	со стороны	5	28
20	но в	3	28
21	так и	11	28
22	в отличие	1	27
23	не может	29	27
24	по своей	1	26
25	как в	2	25
26	отнюдь не	16	23
27	еще не	7	23
28	в своей	4	19
29	все же	4	19
30	в нем	7	19
31	прежде всего	20	19
32	далеко не	1	18
33	в основе	6	18
34	то же	9	17
35	в данном	6	17
36	с другой	5	17
37	в мире	2	17
38	точки зрения	43	16
39	только в	10	16
40	о том	11	15
41	то что	25	15
42	в его	6	15
43	не менее	11	14
44	можно сказать	5	14
45	одной стороны	3	14
46	с одной	4	14
47	не в	11	14
48	ни к	3	14
49	не является	1	14
50	это не	13	14
51	или иной	4	14
52	как бы	19	13
53	для него	4	13
54	в своих	3	12
55	ведет к	1	12
56	при всей	1	12
57	в своем	7	12
58	природе своей	1	12
59	и на	6	12
60	и все	17	12
61	данном случае	3	12
62	по природе	1	11
63	не было	6	11
64	не сводится	1	11
65	что в	12	11
66	с его	7	11
67	и как	13	11
68	той или	3	10
69	для себя	2	10
70	а в	3	10
71	же время	5	10
72	также и	6	10
73	в них	6	9
74	уже не	9	9
75	себя в	3	9
76	внимание на	1	9
77	в силу	5	9
78	в то	9	9
79	тем самым	3	9
80	в этих	3	8
81	и даже	21	8
82	к тому	4	8
83	в котором	2	8
84	в противоположность	3	8
85	в одном	3	8
86	из них	4	8
87	хотя и	9	8
88	в себя	4	8
89	он не	8	8
90	не на	7	8
91	жизни в	1	8
92	совпадает с	2	8
93	потому что	21	8
94	этом отношении	2	8
95	не с	1	8
96	и о	9	8
97	о чем	2	7
98	другой стороны	4	7
99	таким образом	14	7
100	одной из	3	7
101	что и	8	7
102	тому же	2	7
103	его в	2	7
104	к этому	3	7
105	в этой	3	7
106	могут быть	5	7
107	например в	3	7
108	ни в	20	7
109	в процессе	2	7
110	перед нами	5	7
111	той же	6	7
112	но это	10	7
113	и для	5	7
114	основе своей	1	7
115	нового времени	2	7
116	в пределах	1	7
117	и ее	8	7
118	и его	8	7
119	мира в	1	7
120	не как	1	6
121	одно из	8	6
122	именно в	5	6
123	конечном счете	1	6
124	в контексте	1	6
125	одна из	4	6
126	крайней мере	10	6
127	никогда не	9	6
128	то в	5	6
129	сказать и	1	6
130	с точки	25	6
131	в ее	5	6
132	в конечном	1	6
133	не знает	4	6
134	во всех	2	6
135	однако в	1	6
136	в особенности	9	6
137	в сущности	10	6
138	и то	7	6
139	имеет место	1	6
140	что он	18	6
141	в которых	1	6
142	по крайней	10	6
143	в истории	7	6
144	что же	12	6
145	здесь не	2	6
146	одновременно и	1	6
147	в одной	4	6
148	тому как	5	6
149	и может	2	6
150	отношение к	1	6
151	можно говорить	2	5
152	строго говоря	2	5
153	общения с	2	5
154	в виду	12	5
155	из двух	4	5
156	к своим	1	5
157	было в	2	5
158	своей природе	1	5
159	не всегда	3	5
160	но они	3	5
161	говорить о	13	5
162	не вполне	2	5
163	перед ним	1	5
164	к ним	1	5
165	сказать что	7	5
166	к себе	1	5
167	несмотря на	2	5
168	как раз	11	5
169	для своего	1	5
170	я и	2	5
171	в сторону	1	5
172	опыта в	1	5
173	на этом	3	5
174	но при	1	5
175	с ее	10	5
176	тем что	5	5
177	одного и	1	5
178	во втором	1	5
179	подобно тому	5	5
180	себе не	3	5
181	за пределы	3	5
182	оно не	7	5
183	претендует на	2	5
184	переход от	1	5
185	ничего не	29	5
186	того что	22	5
187	того как	2	5
188	о нем	6	5
189	здесь в	1	5
190	в ней	4	5
191	не предполагает	2	5
192	мира и	3	5
193	в их	2	5
194	и потому	6	5
195	из этих	5	5
196	но она	4	5
197	стороны и	1	5
198	же самое	1	5
199	становления и	3	5
200	как будто	3	5
201	не к	1	5
202	в самом	9	4
203	и к	5	4
204	говорит о	5	4
205	в результате	7	4
206	и само	3	4
207	в первом	2	4
208	ни одна	1	4
209	или на	2	4
210	в жизни	4	4
211	его на	3	4
212	отличается от	9	4
213	во всяком	5	4
214	из жизни	1	4
215	чего не	7	4
216	только на	8	4
217	точка зрения	5	4
218	бытия а	1	4
219	что они	2	4
220	по преимуществу	2	4
221	указать на	1	4
222	тем не	10	4
223	связи с	3	4
224	не о	6	4
225	будто бы	1	4
226	что не	8	4
227	я не	11	4
228	не есть	95	4
229	одном из	1	4
230	по себе	31	4
231	и это	12	4
232	и тем	3	4
233	как это	8	4
234	должны быть	7	4
235	о событиях	1	4
236	и есть	24	4
237	или иного	3	4
238	в культуре	1	4
239	однако и	1	4
240	опирается на	1	4
241	с ним	3	4
