N	3gram	Bakhtin_Fr	Stilisti
1	в то же	5	9
2	для того чтобы	2	7
3	то же время	5	7
4	того или иного	1	5
5	с точки зрения	6	5
6	той или иной	5	4
7	то или иное	1	4
8	и той же	1	4
9	одной и той	1	4
10	то что мы	1	4
11	прежде всего в	1	4
12	что мы называем	1	3
13	но и в	5	3
14	как мы уже	8	3
15	на самом деле	2	3
16	в конце концов	1	3
17	как мы видели	2	3
18	тех или иных	1	3
19	не только в	5	3
20	в этом случае	1	3
21	но все же	3	3
22	как бы в	1	3
23	мы видели что	1	2
24	в самом деле	1	2
25	все то что	1	2
26	чуть ли не	1	2
27	художественное творчество и	1	2
28	в так называемой	1	2
29	мы видим что	1	2
30	не может быть	5	2
31	по отношению к	2	2
32	о том что	3	2
33	можно сказать что	3	2
34	мы будем говорить	1	2
35	но при этом	1	2
36	но в то	2	2
37	у себя дома	1	2
38	только потому что	1	2
39	и в то	2	2
40	тех случаях когда	1	2
41	в связи с	1	2
42	и т.п но	1	2
43	в этом отношении	5	2
44	и не только	1	2
45	в значительной степени	4	2
46	и в области	1	2
47	или хотя бы	1	2
48	в тех случаях	1	2
49	в том что	6	1
50	в дальнейшем мы	1	1
51	в одном из	1	1
52	тех явлений которые	1	1
53	и в романе	1	1
54	так и всего	1	1
55	о которой мы	1	1
56	это как бы	2	1
57	мы наблюдаем в	1	1
58	были связаны с	3	1
59	и в наши	1	1
60	являются как бы	1	1
61	и перестает быть	1	1
62	в большинстве случаев	2	1
63	ни на кого	1	1
64	жизни и это	1	1
65	и ни к	1	1
66	его особую художественную	1	1
67	и в особенности	1	1
68	себя дома в	1	1
69	их как бы	1	1
70	в другом месте	2	1
71	в собственном смысле	3	1
72	до наших дней	1	1
73	в себе и	2	1
74	как и в	1	1
75	был связан с	1	1
76	на то или	1	1
77	и во всех	2	1
78	еще раз что	1	1
79	здесь же мы	1	1
80	в своем развитии	1	1
81	и т.п подобные	2	1
82	по ту сторону	1	1
83	уже говорили в	1	1
84	с целым рядом	1	1
85	всякой связи с	1	1
86	по сравнению с	2	1
87	таким образом в	1	1
88	но даже и	2	1
89	они как бы	1	1
90	на этот вопрос	2	1
91	и та же	1	1
92	роль в его	1	1
93	все эти новые	1	1
94	находит свое отражение	1	1
95	даже в области	1	1
96	но не только	2	1
97	одной из тех	1	1
98	до сих пор	7	1
99	же мы должны	1	1
100	именно потому что	1	1
101	и здесь мы	1	1
102	воли и сознания	1	1
103	свое выражение в	1	1
104	содержит в себе	2	1
105	влияние на развитие	1	1
106	бросается в глаза	1	1
107	чтобы убедиться в	1	1
108	точкой зрения на	1	1
109	вполне понятно что	2	1
110	мы будем называть	1	1
111	в наши дни	1	1
112	мы имеем в	1	1
113	даже и в	4	1
114	должно было быть	1	1
115	сознание отдельного человека	1	1
116	этом случае происходит	1	1
117	и вообще не	1	1
118	только на его	1	1
119	а затем и	1	1
120	и как мы	1	1
121	не только на	1	1
122	не только не	1	1
123	вне всякой связи	1	1
124	влияние и на	1	1
125	в те времена	1	1
126	несмотря на это	1	1
127	связанных с ними	1	1
128	одна и та	1	1
129	же время эти	1	1
130	как раз и	2	1
131	между тем в	1	1
132	вовсе не является	3	1
133	поэтому было бы	1	1
134	не нуждается в	1	1
135	с другой стороны	1	1
136	то есть к	1	1
137	сказать что вся	1	1
138	в виду прежде	1	1
139	и этот момент	1	1
140	это прежде всего	1	1
141	виду прежде всего	1	1
142	нет и не	1	1
143	вовсе и не	1	1
144	т.п то есть	1	1
145	нужно отметить что	2	1
146	всего того что	2	1
147	и т.п то	1	1
148	теми или иными	1	1
149	и не может	2	1
150	прежде всего на	3	1
151	лежит в основе	1	1
152	до того времени	1	1
153	на этом мы	2	1
