N	3gram	Bakhtin_Pr	Myshleni
1	в том что	6	133
2	с точки зрения	21	89
3	для того чтобы	1	78
4	заключается в том	1	51
5	по сравнению с	1	45
6	по отношению к	12	42
7	так же как	1	39
8	с одной стороны	1	39
9	с самого начала	1	36
10	друг с другом	3	35
11	то же самое	1	31
12	в этом отношении	3	30
13	можно было бы	3	28
14	в этом случае	1	27
15	в собственном смысле	1	26
16	с другой стороны	6	26
17	на то что	2	25
18	о том что	2	25
19	не может быть	8	23
20	смысле этого слова	1	22
21	в то время	2	22
22	к тому что	1	22
23	в высшей степени	1	22
24	в зависимости от	5	22
25	не только не	2	21
26	можно сказать что	2	21
27	то время как	2	20
28	в самом деле	6	19
29	в отличие от	4	18
30	во всяком случае	4	18
31	в этом смысле	12	18
32	до сих пор	9	17
33	этой точки зрения	2	17
34	как мы видели	1	17
35	в связи с	1	17
36	же как и	2	17
37	в данном случае	2	15
38	в известном смысле	1	15
39	друг от друга	1	14
40	на этот вопрос	2	14
41	мы уже говорили	3	14
42	от мысли к	1	14
43	потому что он	1	14
44	в свою очередь	1	14
45	подобно тому как	3	14
46	точно так же	1	13
47	в другом месте	1	13
48	то и другое	1	13
49	тем не менее	2	12
50	как мы уже	2	11
51	одной стороны и	1	10
52	том числе и	1	10
53	то что в	1	10
54	в том числе	1	10
55	друг на друга	2	10
56	вместо того чтобы	1	10
57	сама по себе	5	9
58	собственном смысле слова	1	9
59	как и в	3	9
60	более или менее	4	9
61	на самом деле	4	9
62	том что он	5	9
63	само по себе	4	9
64	друг к другу	1	9
65	то что он	1	8
66	сам по себе	2	8
67	той или иной	1	8
68	независимо от того	1	8
69	не могут быть	1	8
70	что он не	1	8
71	в том же	1	8
72	в основе этого	1	8
73	что и в	1	8
74	с таким же	1	8
75	слова и его	1	7
76	в первом случае	1	7
77	и в частности	1	6
78	именно потому что	2	6
79	в лучшем случае	2	6
80	только то что	2	6
81	и не может	6	6
82	в том и	2	6
83	иное отношение к	1	5
84	мы думаем что	1	5
85	есть прежде всего	1	5
86	не совпадает с	1	5
87	говорит он что	1	5
88	мы должны были	1	5
89	мысли и слова	1	5
90	как если бы	3	5
91	но все же	3	5
92	так как в	1	5
93	того что он	1	5
94	того и другого	2	5
95	тому что он	1	5
96	и что в	1	5
97	как мы увидим	3	5
98	прежде всего в	1	5
99	в той же	3	5
100	сами по себе	4	5
101	в конце концов	7	5
102	что все эти	1	5
103	в этом пункте	1	5
104	не может не	1	5
105	и в этом	5	5
106	но он не	1	5
107	и ту же	1	5
108	в то же	13	5
109	благодаря этому возникает	1	5
110	не только в	2	5
111	тем что оно	1	5
112	между этими двумя	1	5
113	о которых мы	1	4
114	так и в	2	4
115	не потому что	1	4
116	между тем как	5	4
117	одну и ту	1	4
118	таким образом и	2	4
119	лежащие в основе	2	4
120	и во всяком	1	4
121	что с точки	1	4
122	но и в	1	4
123	в себе и	2	4
124	мы и в	1	4
125	таким образом в	1	4
126	речи и в	1	4
127	как и все	4	4
128	далеко за пределы	1	4
129	потому что у	1	4
130	если бы он	1	4
131	так что в	1	4
132	не знает что	1	4
133	как более или	1	4
134	то же что	3	4
135	в значительной степени	1	4
136	мы увидим что	1	4
137	если бы оно	1	4
138	тому как в	1	4
139	после того как	1	4
140	на первом месте	1	4
141	до самого последнего	1	3
142	то ни было	2	3
143	и в другом	1	3
144	хотя бы и	3	3
145	том и другом	1	3
146	она не может	1	3
147	но при этом	2	3
148	слово потому что	1	3
149	к тому же	2	3
150	то же время	13	3
151	и только в	1	3
152	в целом ряде	2	3
153	но и не	2	3
154	между отдельными элементами	1	3
155	дело в том	1	3
156	того или иного	1	3
157	мы имеем в	1	3
158	и не могут	1	3
159	с другом но	1	3
160	является одним из	1	3
161	оно может быть	2	3
162	не только как	1	3
163	неизбежно приводит к	1	3
164	уже говорили что	1	3
165	а не на	1	3
166	самого последнего времени	1	3
167	от того как	1	3
168	то к чему	1	3
169	и во всех	1	3
170	перед нами в	2	3
171	его к тому	1	3
172	один из этих	1	3
173	тех или иных	1	3
174	как мы это	1	3
175	по ту сторону	2	3
176	на котором мы	1	3
177	на одно из	1	3
178	поэтому мы и	1	3
179	как раз и	5	3
180	бы то ни	3	3
181	говорит об этом	1	3
182	не мог бы	1	3
183	та или иная	1	3
184	а не как	5	3
185	а следовательно и	2	3
186	в настоящее время	3	3
187	первостепенное значение для	1	3
188	я не могу	1	3
189	имеем в виду	1	3
190	то что для	1	3
191	но не для	1	3
192	что должно быть	1	3
193	в той или	1	2
194	точки зрения того	1	2
195	что она не	3	2
196	том что это	1	2
197	как в этом	1	2
198	в противоположных направлениях	1	2
199	не могло бы	1	2
200	рядом друг с	1	2
201	в сущности ничего	1	2
202	в нашем анализе	1	2
203	то что обычно	1	2
204	со всей отчетливостью	1	2
205	исключающих друг друга	1	2
206	своего пути и	1	2
207	потому что она	3	2
208	и его значение	1	2
209	он говорит сам	1	2
210	что было бы	1	2
211	как бы не	1	2
212	образом как и	1	2
213	и по отношению	1	2
214	дело идет о	4	2
215	чтобы убедиться в	1	2
216	но только в	1	2
217	сущности ничего не	1	2
218	но в этом	1	2
219	не входит в	4	2
220	между ними не	1	2
221	и в речи	1	2
222	в одном из	2	2
223	никогда не бывает	1	2
224	не в его	1	2
225	таким образом все	2	2
226	не только к	1	2
227	остается тем же	1	2
228	другой стороны мы	1	2
229	же самое слово	1	2
230	все же не	3	2
231	мы будем говорить	1	2
232	таким же успехом	1	2
233	не опирается на	1	2
234	что оно есть	1	2
235	но на самом	1	2
236	тем или иным	1	2
237	выходит за пределы	1	2
238	никогда не может	2	2
239	что может быть	3	2
240	мы увидим в	1	2
241	как бы в	6	2
242	в этом последнем	1	2
243	раз и навсегда	1	2
244	новые и новые	1	2
245	в себе в	1	2
246	до известной степени	1	2
247	в одном слове	3	2
248	он не может	1	2
249	не отличается от	1	2
250	своего выражения в	1	2
251	до некоторой степени	1	2
252	слова с точки	1	2
253	в его сознании	1	2
254	же что и	1	2
255	и никогда не	1	2
256	по себе не	1	2
257	другом месте и	1	2
258	в своей книге	1	2
259	по этому пути	1	2
260	в большинстве случаев	10	2
261	от нее в	1	2
262	в результате такого	2	2
263	в этих случаях	2	2
264	так как если	1	2
265	тем что в	1	2
266	он должен быть	1	2
267	не столько в	1	2
268	мы не знаем	1	2
269	лежащей в основе	1	2
270	и именно в	1	2
271	может быть понято	1	2
272	только и могут	1	2
273	на ту же	1	2
274	и в их	1	2
275	только на то	1	2
276	не тем что	1	2
277	только в этой	2	2
278	зависимости от того	1	2
279	таким образом как	1	2
280	благоприятные условия для	1	2
281	в их основе	2	2
282	как одна из	1	2
283	но тем не	1	2
284	к той же	1	2
285	они ни были	1	2
286	в свете этого	1	2
287	тот же самый	1	2
288	и до конца	2	2
289	то что я	1	2
290	в другом случае	1	2
291	точки зрения и	1	2
292	пробным камнем для	1	2
293	с ними все	1	1
294	в него как	2	1
295	обстоит дело в	1	1
296	вот что говорит	1	1
297	все то что	3	1
298	а с помощью	1	1
299	речь а не	1	1
300	же время не	3	1
301	разнородные явления как	1	1
302	прежде всего чисто	1	1
303	по себе но	1	1
304	по себе а	1	1
305	так сказать по	1	1
306	и если не	1	1
307	в свете нашего	1	1
308	всего того что	1	1
309	в известной степени	1	1
310	он сам по	1	1
311	той же плоскости	1	1
