N	2gram	Vygotskiy_	Formalny
1	и в	47	95
2	и не	27	78
3	может быть	20	66
4	в этом	47	61
5	не может	23	57
6	и пр	1	53
7	вовсе не	3	53
8	таким образом	38	52
9	и его	14	51
10	так и	8	50
11	точки зрения	39	47
12	в нем	6	42
13	в его	7	42
14	прежде всего	9	41
15	с точки	31	40
16	как и	19	39
17	и т	1	37
18	в самом	15	35
19	не в	7	35
20	а не	7	34
21	в процессе	12	34
22	но и	19	33
23	то же	16	32
24	самом деле	6	32
25	не только	36	30
26	в пределах	3	28
27	в том	38	26
28	отнюдь не	2	26
29	если бы	8	26
30	то что	40	25
31	при этом	4	24
32	в своей	4	24
33	лишь в	3	24
34	на самом	3	24
35	с помощью	18	23
36	было бы	12	23
37	связи с	4	23
38	в ней	5	23
39	в то	10	22
40	и ее	3	22
41	и с	5	21
42	что в	23	21
43	в истории	1	21
44	как бы	13	21
45	между ними	8	20
46	с тем	8	20
47	не менее	6	20
48	входит в	3	20
49	как мы	24	20
50	и от	6	20
51	же время	1	20
52	место в	1	20
53	в их	4	20
54	по себе	5	19
55	не могут	9	19
56	все это	5	19
57	все же	7	18
58	в связи	1	18
59	только в	24	18
60	и все	5	18
61	с его	1	18
62	все эти	7	18
63	и их	7	18
64	как раз	6	17
65	как в	7	17
66	более того	2	17
67	во всяком	2	16
68	с другой	7	16
69	так же	26	16
70	всяком случае	1	16
71	совершенно не	2	16
72	потому что	26	16
73	именно в	9	15
74	все время	3	15
75	должно быть	3	15
76	с другими	5	15
77	его в	7	15
78	бы в	7	15
79	во всех	9	15
80	и на	4	15
81	так как	25	15
82	но в	9	15
83	в литературе	1	15
84	только на	5	14
85	в своем	3	14
86	в ее	7	14
87	в этой	7	14
88	что он	13	14
89	вместе с	19	14
90	еще не	5	14
91	языка и	6	14
92	если мы	6	14
93	и потому	3	14
94	в целом	7	14
95	в результате	3	13
96	тем что	14	13
97	настоящее время	1	13
98	языка как	1	13
99	что и	4	13
100	ни в	3	13
101	как его	1	13
102	могут быть	7	13
103	независимо от	1	13
104	как таковой	1	13
105	для них	1	13
106	что же	3	13
107	до конца	8	13
108	в настоящее	1	13
109	того что	27	13
110	она не	7	13
111	а в	3	13
112	там где	7	12
113	уже не	1	12
114	к тому	13	12
115	в действительности	3	12
116	по отношению	10	12
117	как это	7	12
118	и здесь	5	12
119	оно не	3	12
120	того чтобы	26	12
121	и для	5	12
122	отношению к	9	12
123	никогда не	7	11
124	что они	11	11
125	так сказать	1	11
126	между тем	2	11
127	зависимости от	6	11
128	они не	2	11
129	это и	7	11
130	для него	6	11
131	этом отношении	7	11
132	в основе	5	11
133	но не	13	11
134	в большинстве	2	11
135	слова и	10	11
136	не как	1	10
137	язык как	1	10
138	другой стороны	3	10
139	в своих	2	10
140	в первом	6	10
141	раз и	1	10
142	конечно не	2	10
143	в зависимости	6	10
144	не было	1	10
145	большинстве случаев	2	10
146	не есть	4	10
147	действительности и	1	10
148	он не	5	10
149	если же	2	10
150	главным образом	1	10
151	с ее	2	10
152	мы видели	10	10
153	в слове	11	10
154	дело идет	1	10
155	не является	4	10
156	и теперь	1	10
157	тем же	8	10
158	друг друга	9	10
159	формы и	1	10
160	и др	1	10
161	мы не	10	10
162	по существу	2	10
163	и как	7	10
164	на фоне	3	10
165	еще более	1	9
166	и даже	3	9
167	языка в	2	9
168	говорить о	1	9
169	не могло	3	9
170	мы знаем	5	9
171	но ведь	1	9
172	в каждом	3	9
173	совсем не	2	9
174	одним словом	2	9
175	отношения к	5	9
176	в свою	3	9
177	и до	3	9
178	здесь не	1	9
179	но это	4	9
180	ничего не	2	9
181	менее всего	3	9
182	является лишь	1	9
183	у нас	3	9
184	и может	2	9
185	и к	11	8
186	в них	3	8
187	и те	1	8
188	в данном	7	8
189	одной стороны	7	8
190	всего этого	1	8
191	мы ни	2	8
192	была бы	3	8
193	как такового	2	8
194	с одной	7	8
195	ясно что	4	8
196	же как	14	8
197	между собой	15	8
198	в сторону	1	8
199	в других	2	8
200	сих пор	6	8
201	и речи	19	8
202	и является	5	8
203	из этого	4	8
204	всех этих	1	8
205	до сих	6	8
206	и должно	1	8
207	что это	7	8
208	с этим	5	8
209	в конкретном	1	8
210	на основе	5	8
211	это не	6	8
212	должен быть	1	8
213	для того	24	8
214	в области	5	8
215	для этого	4	8
216	в той	7	7
217	можно говорить	2	7
218	его от	2	7
219	но все	2	7
220	становится в	1	7
221	мы увидим	1	7
222	свою очередь	3	7
223	сказать что	18	7
224	к этому	2	7
225	в сущности	16	7
226	из них	2	7
227	время в	3	7
228	следовательно и	1	7
229	от этого	3	7
230	совершается в	5	7
231	языке как	1	7
232	значение и	2	7
233	в систему	1	7
234	в себе	14	7
235	столь же	2	7
236	во втором	5	7
237	том что	28	7
238	чем же	1	7
239	известной степени	2	7
240	высшей степени	1	7
241	форм и	5	7
242	ничем не	1	7
243	он и	1	7
244	и более	2	7
245	в какой	6	7
246	и понимания	2	7
247	только и	5	7
248	в одной	6	7
249	стороны и	6	7
250	в понимании	2	7
251	как к	4	7
252	в высшей	3	7
253	как таковое	2	7
254	и только	7	7
255	за счет	4	7
256	и наконец	4	7
257	к действительности	2	6
258	кроме того	1	6
259	те же	1	6
260	в живом	3	6
261	в этих	2	6
262	как она	6	6
263	например в	5	6
264	их в	2	6
265	при таком	2	6
266	отличается от	6	6
267	о том	5	6
268	действительности в	3	6
269	мы полагаем	1	6
270	жизнь и	1	6
271	только не	14	6
272	от его	2	6
273	и других	5	6
274	в которой	16	6
275	но для	2	6
276	в конце	5	6
277	учение о	3	6
278	и это	2	6
279	в смысле	9	6
280	на этом	4	6
281	и тем	10	6
282	должны быть	5	6
283	за пределы	2	6
284	от нее	3	6
285	один из	3	6
286	они и	2	6
287	его с	3	6
288	на ее	2	6
289	с ним	5	6
290	сам по	2	6
291	к его	3	6
292	его и	2	6
293	же правом	2	6
294	из этих	6	6
295	и лишь	1	6
296	в направлении	6	6
297	нет и	4	6
298	той же	13	6
299	этого слова	5	6
300	у них	2	6
301	не из	2	6
302	данном случае	5	6
303	уже в	3	6
304	ее в	11	6
305	смысле этого	4	6
306	не по	7	6
307	в частности	4	6
308	тем самым	14	6
309	отношение к	8	6
310	такой же	4	6
311	нового направления	1	6
312	тому что	14	6
313	случае в	4	5
314	с этой	5	5
315	даже в	2	5
316	с необходимостью	2	5
317	какой бы	1	5
318	от этих	1	5
319	в виду	5	5
320	в рамки	1	5
321	как они	2	5
322	значительной степени	1	5
323	правда в	1	5
324	так например	1	5
325	перестает быть	1	5
326	можно сказать	9	5
327	восприятия и	3	5
328	в котором	6	5
329	вопрос о	9	5
330	должно было	2	5
331	направлении к	3	5
332	связь между	10	5
333	как на	8	5
334	в нашем	6	5
335	к которому	3	5
336	она есть	2	5
337	к нему	5	5
338	всего в	2	5
339	то в	4	5
340	время и	1	5
341	хотя и	4	5
342	что не	2	5
343	учения о	4	5
344	а только	2	5
345	высказывание не	1	5
346	мы можем	7	5
347	мы уже	5	5
348	не приходится	1	5
349	и что	14	5
350	не могла	2	5
351	этом смысле	2	5
352	целом и	1	5
353	его как	1	5
354	друг другу	5	5
355	и по	6	5
356	а как	1	5
357	не так	1	5
358	и свою	1	5
359	если в	6	5
360	эти определения	1	5
361	в основном	4	5
362	в отношении	9	5
363	функции в	2	5
364	должен был	2	5
365	что оно	9	5
366	между которыми	2	5
367	ни о	1	5
368	показать что	8	5
369	может стать	2	5
370	приводит к	10	5
371	не имеет	6	5
372	роли в	1	5
373	то и	5	5
374	в значительной	3	5
375	слов и	6	5
376	как например	1	5
377	о языке	1	5
378	в отличие	4	5
379	одной из	4	5
380	языка а	1	5
381	до известной	2	5
382	к предмету	6	5
383	в самой	3	5
384	и то	10	5
385	значение в	3	5
386	для нас	4	5
387	однако не	2	5
388	а о	1	5
389	на все	1	5
390	в такой	6	5
391	в условиях	1	5
392	без всякой	1	5
393	отличие от	4	5
394	она должна	2	5
395	тому как	2	5
396	обстоит дело	2	5
397	мы должны	7	5
398	таким же	3	5
399	еще в	3	5
400	от того	6	5
401	одного из	2	5
402	по аналогии	1	5
403	слова в	7	5
404	же в	1	5
405	все более	2	5
406	может и	3	5
407	не можем	4	5
408	что было	2	4
409	и другие	1	4
410	является в	7	4
411	мы и	5	4
412	к этой	2	4
413	не являются	1	4
414	этой последней	2	4
415	основная тенденция	1	4
416	от одного	3	4
417	все дело	1	4
418	или на	1	4
419	к другим	11	4
420	исходить из	2	4
421	специфические особенности	2	4
422	является не	4	4
423	имеет место	4	4
424	к самому	2	4
425	при определенных	1	4
426	эта связь	2	4
427	только как	2	4
428	но даже	2	4
429	в каких	1	4
430	должна была	1	4
431	между двумя	5	4
432	для данного	3	4
433	самого начала	13	4
434	себе в	5	4
435	чтобы показать	1	4
436	это единство	2	4
437	в основу	1	4
438	на него	1	4
439	во всей	3	4
440	связи со	1	4
441	одна из	2	4
442	на котором	4	4
443	того же	7	4
444	едва ли	5	4
445	своего развития	4	4
446	тем не	4	4
447	что такое	2	4
448	нового и	1	4
449	очевидно что	6	4
450	в таком	2	4
451	конце концов	1	4
452	между этими	3	4
453	тогда когда	12	4
454	и следовательно	8	4
455	под влиянием	1	4
456	понятий и	11	4
457	от других	1	4
458	в целях	1	4
459	в лучшем	3	4
460	нужно было	4	4
461	в учении	6	4
462	этот вопрос	2	4
463	должны были	2	4
464	он в	1	4
465	что для	3	4
466	этой действительности	1	4
467	языка у	2	4
468	слова как	5	4
469	и сами	1	4
470	нам важно	1	4
471	та же	2	4
472	оно было	1	4
473	по принципу	3	4
474	в работах	2	4
475	подобно тому	2	4
476	как не	1	4
477	вместо того	2	4
478	это положение	4	4
479	мы говорим	2	4
480	ближайшим образом	1	4
481	значения и	3	4
482	направление в	1	4
483	к другому	5	4
484	аналогии с	1	4
485	думать что	1	4
486	этом пункте	1	4
487	совпадает с	5	4
488	идет о	3	4
489	наконец в	3	4
490	каждой из	5	4
491	отношении к	4	4
492	целый ряд	6	4
493	знаем что	3	4
494	им в	1	4
495	являются только	1	4
496	между людьми	1	4
497	и во	5	4
498	но именно	3	4
499	только при	1	4
500	для всего	2	4
501	и о	4	4
502	но если	5	4
503	они были	1	4
504	он должен	1	4
505	этот процесс	1	4
506	зависит от	3	4
507	одной плоскости	2	4
508	не для	2	4
509	о нем	1	4
510	здесь в	2	4
511	в ином	3	4
512	все остальное	1	4
513	и непосредственно	3	4
514	или в	2	4
515	но эта	2	4
516	сама по	1	4
517	а к	1	4
518	с самого	13	4
519	и притом	4	4
520	но при	1	4
521	как он	1	4
522	к ней	2	4
523	правом можно	1	4
524	одним из	3	4
525	и тогда	3	4
526	лучшем случае	3	4
527	не к	1	4
528	во всем	4	3
529	пределах одного	1	3
530	его элементы	1	3
531	к сожалению	1	3
532	для всех	2	3
533	и очень	1	3
534	этого направления	3	3
535	дело с	3	3
536	это значит	1	3
537	остановиться на	4	3
538	самом же	1	3
539	в одном	4	3
540	из ее	3	3
541	исторического развития	3	3
542	но что	2	3
543	в предыдущей	1	3
544	значения в	2	3
545	от общих	1	3
546	она является	2	3
547	из всего	1	3
548	и должен	1	3
549	всех тех	1	3
550	притом в	1	3
551	а именно	1	3
552	предмета и	3	3
553	в это	1	3
554	поставить вопрос	1	3
555	на первый	1	3
556	связано с	4	3
557	в пределе	3	3
558	это последнее	1	3
559	убедиться в	1	3
560	не должен	1	3
561	язык в	2	3
562	это было	2	3
563	но они	1	3
564	исследования и	6	3
565	не об	1	3
566	ни одного	1	3
567	уже как	1	3
568	особенно отчетливо	1	3
569	новых форм	1	3
570	всех областях	1	3
571	они должны	1	3
572	том чтобы	1	3
573	друг с	6	3
574	эта тенденция	1	3
575	к этим	1	3
576	в системе	3	3
577	точка зрения	2	3
578	и иной	2	3
579	образом на	1	3
580	и значением	6	3
581	лишь тогда	1	3
582	или наоборот	1	3
583	мы видим	10	3
584	и функции	2	3
585	внимание на	4	3
586	нашей работы	3	3
587	начала и	1	3
588	а и	2	3
589	что при	4	3
590	в качестве	9	3
591	и через	1	3
592	зрения самого	2	3
593	но как	3	3
594	и развитие	1	3
595	процессе их	1	3
596	но он	3	3
597	вещей и	1	3
598	и именно	1	3
599	из одного	2	3
600	в чем	5	3
601	что как	2	3
602	внутренней речи	78	3
603	вопроса о	2	3
604	от них	1	3
605	и самые	2	3
606	перехода от	10	3
607	ту же	4	3
608	в работе	1	3
609	не связанных	1	3
610	так что	8	3
611	речи и	36	3
612	в развитии	27	3
613	что эта	7	3
614	всех других	1	3
615	все те	2	3
616	и тот	1	3
617	в форме	1	3
618	тем и	2	3
619	не просто	1	3
620	в нее	1	3
621	приходим к	1	3
622	это приводит	1	3
