N	3gram	Vygotskiy_	Vvedenie
1	для того чтобы	20	22
2	в том что	33	15
3	о том что	7	13
4	не может быть	4	10
5	в этом смысле	5	10
6	тем не менее	1	9
7	в широком смысле	1	7
8	до сих пор	3	7
9	мере в какой	3	6
10	в применении к	1	6
11	в той мере	3	6
12	в самом деле	6	6
13	к выводу что	3	6
14	в то же	1	6
15	в этом случае	5	6
16	той мере в	3	6
17	в том чтобы	3	5
18	на этот вопрос	5	5
19	не что иное	2	5
20	что иное как	2	5
21	с другой стороны	8	5
22	во всяком случае	2	5
23	вопрос о том	4	5
24	по отношению к	19	4
25	с точки зрения	12	4
26	по сравнению с	9	4
27	в прямом смысле	1	4
28	на вопрос о	4	4
29	само по себе	2	4
30	можно было бы	8	4
31	не только в	1	4
32	в данном случае	3	4
33	в отличие от	3	4
34	но все же	2	4
35	с одной стороны	10	4
36	в этом отношении	7	4
37	одной стороны и	2	3
38	той или иной	1	3
39	вместе с тем	4	3
40	чтобы понять что	1	3
41	заключается в том	12	3
42	в собственном смысле	2	3
43	в свое время	2	3
44	можно сказать что	7	3
45	того чтобы понять	1	3
46	именно в этом	3	3
47	как мы видели	4	3
48	в зависимости от	2	3
49	тех или иных	2	3
50	и то что	6	3
51	есть не что	2	3
52	с тем что	3	3
53	то же самое	7	3
54	сама по себе	4	3
55	что представляет собой	3	3
56	в известном смысле	7	3
57	в том виде	1	3
58	в целом ряде	1	2
59	в этих случаях	1	2
60	в свою очередь	4	2
61	и потому что	1	2
62	этом смысле нельзя	1	2
63	но вместе с	3	2
64	но не может	1	2
65	на том что	1	2
66	по своему значению	2	2
67	не до конца	2	2
68	и со стороны	1	2
69	этой точки зрения	7	2
70	с этой точки	7	2
71	может быть в	1	2
72	только в том	2	2
73	и той же	3	2
74	в известной мере	1	2
75	и что следовательно	2	2
76	и то же	1	2
77	как мы уже	2	2
78	того чтобы он	1	2
79	состоит в том	7	2
80	не говоря уже	1	2
81	сам по себе	1	2
82	вообще не может	2	2
83	смысле этого слова	2	2
84	в первом случае	2	2
85	в конце концов	2	2
86	потому что он	7	2
87	ответ на этот	2	2
88	одно и то	1	2
89	самой своей природе	2	2
90	самом деле как	1	2
91	одной и той	3	2
92	могут быть названы	1	2
93	тем или иным	2	2
94	что в этом	1	2
95	в большей мере	1	2
96	и того же	8	2
97	принять во внимание	3	2
98	подобно тому как	6	2
99	не могут быть	3	2
100	имеет дело с	1	2
101	же самое что	2	2
102	в связи с	6	2
103	во второй половине	1	2
104	влечет за собой	1	2
105	в другом месте	4	2
106	чтобы можно было	1	2
107	одного и того	8	2
108	по самой своей	2	2
109	после того как	1	2
110	при исследовании каждой	1	1
111	самое существенное в	1	1
112	и т.д и	2	1
113	не только по	1	1
114	что оно имеет	1	1
115	собственном смысле слова	1	1
116	внимание на то	1	1
117	таким образом мы	2	1
118	том виде как	1	1
119	в одном и	1	1
120	что остается еще	1	1
121	в том же	1	1
122	что идет от	2	1
123	чтобы выяснить как	1	1
124	о котором мы	1	1
125	того обстоятельства что	1	1
126	не могли не	1	1
127	логической точки зрения	1	1
128	вообще не существует	1	1
129	развития тем более	1	1
130	на вопрос что	1	1
131	никак не может	2	1
132	тем что в	1	1
133	значение только в	1	1
134	учение о формальной	2	1
135	что обе эти	2	1
136	одним из самых	1	1
137	но и в	1	1
138	бы сказать что	3	1
139	от того что	6	1
140	в известных пределах	1	1
141	из наиболее важных	1	1
142	в том смысле	1	1
143	и тогда когда	1	1
144	вопрос что такое	1	1
145	на самом деле	3	1
146	которые осуществляются в	1	1
147	а для второго	1	1
148	мы говорим о	2	1
149	в гораздо большей	1	1
150	большая или меньшая	1	1
151	с каждым новым	1	1
152	было бы сказать	1	1
153	что не только	1	1
154	представляют собой не	1	1
155	его отношение к	3	1
156	не одного а	1	1
157	язык и т.д	1	1
158	вообще в этом	2	1
159	приходит к выводу	1	1
160	как один из	1	1
161	ответить на этот	1	1
162	не может ли	1	1
163	в том числе	2	1
164	которая лежит в	1	1
165	он мог бы	1	1
166	имеет еще и	1	1
167	не значит что	1	1
168	но если мы	2	1
169	когда мы говорим	2	1
170	связи с этим	1	1
171	если бы оно	3	1
172	из которых в	1	1
173	если же мы	1	1
174	более или менее	1	1
175	в лучшем случае	3	1
176	в достаточной мере	1	1
177	что на этот	1	1
178	того или иного	1	1
179	различие между ними	1	1
180	этот вопрос был	1	1
181	если принять во	2	1
182	и как они	2	1
183	говоря уже о	1	1
184	так как она	2	1
185	потому что и	2	1
186	знаний и сведений	1	1
187	находит свое выражение	1	1
188	не было бы	1	1
189	именно в этой	1	1
190	сказать что они	1	1
191	потому что она	1	1
192	и в конце	1	1
193	совершенно то же	1	1
194	о том насколько	1	1
195	потому что в	4	1
196	по данному предмету	1	1
197	именно потому что	3	1
198	которая существует между	1	1
199	сказать что в	1	1
200	вся эта работа	1	1
201	в настоящее время	2	1
202	в его смысле	1	1
203	в какой они	1	1
204	в обоих случаях	2	1
205	чем та которая	1	1
206	в их развитии	1	1
207	как мы видим	1	1
208	в этом пункте	1	1
209	и составляет содержание	1	1
210	оказываются двумя сторонами	1	1
211	как раз в	1	1
212	сомневаться в том	1	1
213	то положение что	1	1
214	дело заключается в	1	1
215	но как мы	1	1
216	так же как	9	1
217	не иначе как	3	1
218	имеем в виду	1	1
219	так как вообще	1	1
220	мы имеем в	1	1
221	том что в	2	1
222	языка не могут	1	1
223	рядом с понятием	1	1
224	а потому что	2	1
225	и никогда не	1	1
226	но в силу	1	1
227	что наряду с	1	1
228	тогда когда оно	1	1
229	к образованию понятий	1	1
230	с самого начала	8	1
231	но во всяком	1	1
232	того о чем	1	1
233	том что он	3	1
234	точки зрения совершенно	1	1
235	того чтобы сделать	2	1
236	одной из основных	2	1
237	то ни было	1	1
238	не может не	3	1
239	по глубине и	1	1
240	ничего не может	1	1
241	иначе как через	2	1
242	но в этом	2	1
243	представление о том	1	1
