N	2gram	Tiupa_Anal	Literetu
1	уединенного сознания	1	70
2	а не	16	50
3	и не	14	47
4	не только	40	46
5	и в	36	44
6	может быть	19	43
7	при этом	19	41
8	но и	26	41
9	тогда как	37	40
10	в том	16	39
11	в этом	19	38
12	своего рода	17	37
13	хх века	1	32
14	том что	19	32
15	такого рода	11	30
16	в частности	19	30
17	то что	5	29
18	в мире	17	28
19	в качестве	22	27
20	то же	7	26
21	в году	5	26
22	состоит в	14	26
23	как и	27	23
24	в стихотворении	4	23
25	в то	8	23
26	себя в	6	22
27	не в	9	22
28	того что	4	22
29	так и	19	22
30	не может	3	22
31	я и	6	21
32	х годов	1	21
33	же время	7	21
34	и т.п	7	20
35	в себе	7	20
36	я в	15	19
37	прежде всего	7	19
38	эстетического субъекта	1	19
39	лирический герой	4	19
40	художественной культуры	1	18
41	как бы	14	18
42	с другой	10	17
43	точки зрения	3	17
44	то есть	15	17
45	в его	12	17
46	в жизни	2	16
47	в этой	10	16
48	не менее	9	15
49	я не	3	15
50	в русской	9	15
51	только в	9	15
52	в стихах	2	15
53	произведение искусства	4	15
54	со стороны	12	15
55	тем самым	8	15
56	в целом	8	15
57	и даже	12	14
58	по отношению	9	14
59	однако в	6	14
60	что он	5	14
61	в рамках	10	14
62	коммуникативного события	14	14
63	эстетического объекта	6	13
64	уже не	9	13
65	в своем	7	13
66	с одной	3	13
67	как это	7	13
68	в тексте	16	13
69	но не	13	13
70	и его	18	13
71	в своей	12	12
72	о том	9	12
73	в данном	12	12
74	одной стороны	3	12
75	художественного письма	1	12
76	к себе	1	12
77	одним из	1	12
78	парадигмы художественности	1	12
79	всего лишь	13	12
80	еще не	7	12
81	отношению к	9	12
82	а также	5	12
83	не столько	4	11
84	в другом	3	11
85	никогда не	7	11
86	в конечном	5	11
87	коммуникативное событие	2	11
88	причастности к	2	11
89	и сам	8	11
90	столь же	7	11
91	лирического героя	6	11
92	вместе с	3	11
93	как в	9	11
94	в основе	2	11
95	в отличие	5	11
96	с его	15	11
97	данном случае	11	11
98	это не	4	11
99	отличие от	5	11
100	или иначе	5	11
101	а в	17	11
102	даже в	6	10
103	в принципе	3	10
104	русской поэзии	2	10
105	по мысли	1	10
106	конечном счете	5	10
107	в противовес	2	10
108	из них	4	10
109	своего другого	1	10
110	в ее	5	10
111	не случайно	13	10
112	что в	15	10
113	и на	5	10
114	для себя	2	10
115	так или	5	10
116	жизни в	4	10
117	причастность к	1	10
118	потому что	1	10
119	этом отношении	3	10
120	жизни и	2	10
121	отнюдь не	7	10
122	с этой	1	9
123	мыслится как	2	9
124	на смену	5	9
125	эстетической деятельности	2	9
126	наш взгляд	5	9
127	к тому	10	9
128	представляет собой	7	9
129	искусства и	1	9
130	русской классической	1	9
131	связи с	1	9
132	один из	6	9
133	на наш	5	9
134	одно из	3	9
135	в начале	10	9
136	и т.д	3	9
137	лишь в	9	9
138	же в	5	9
139	говоря уже	1	8
140	быть может	1	8
141	в своих	3	8
142	тем что	3	8
143	все же	6	8
144	исходит из	2	8
145	одна из	6	8
146	того же	7	8
147	едва ли	6	8
148	ли не	5	8
149	с точки	2	8
150	как раз	8	8
151	на себя	5	8
152	что не	3	8
153	в конце	6	8
154	о себе	4	8
155	и ты	1	8
156	а именно	1	8
157	слова и	1	8
158	присутствия в	5	8
159	соответствии с	3	8
160	той же	7	8
161	в глазах	6	8
162	но в	8	8
163	уже в	5	8
164	для него	8	8
165	по существу	1	8
166	и как	5	8
167	и я	3	8
168	не говоря	1	8
169	субъекта и	3	8
170	в искусстве	3	8
171	вплоть до	5	8
172	мира в	1	8
173	в самом	7	7
174	русской литературе	6	7
175	в одном	4	7
176	другой стороны	7	7
177	для всех	5	7
178	на свою	3	7
179	именно в	4	7
180	ведет к	2	7
181	в художественном	1	7
182	на фоне	4	7
183	для этого	1	7
184	в противоположность	3	7
185	как правило	6	7
186	по преимуществу	3	7
187	не как	3	7
188	говоря словами	3	7
189	тому же	7	7
190	в случае	6	7
191	он не	9	7
192	и тем	3	7
193	и с	1	7
194	в нем	3	7
195	из того	1	7
196	и адресата	3	7
197	по своей	5	7
198	наконец в	3	7
199	и для	4	7
200	он и	4	7
201	у нас	1	7
202	в их	7	7
203	так в	4	7
204	человека в	3	7
205	личности в	5	7
206	и других	1	7
207	тому как	3	7
208	а затем	2	6
209	в виду	1	6
210	например в	2	6
211	казалось бы	4	6
212	при всей	2	6
213	уже о	2	6
214	лирическое я	3	6
215	как на	1	6
216	и он	4	6
217	в ситуации	1	6
218	у него	2	6
219	его в	4	6
220	не было	3	6
221	эстетический объект	2	6
222	во всех	4	6
223	в каждом	4	6
224	рефлективного традиционализма	1	6
225	перед лицом	4	6
226	было бы	6	6
227	подобно тому	4	6
228	с ее	3	6
229	в культуре	2	6
230	но одновременно	1	6
231	то в	4	6
232	самом деле	2	6
233	самим собой	3	6
234	как о	3	6
235	в слове	5	6
236	еще и	4	6
237	тем же	1	6
238	одного из	4	6
239	и др	1	6
240	и то	2	6
241	произведения искусства	1	6
242	в ней	2	6
243	далеко не	8	6
244	как будто	1	6
245	право на	1	6
246	и только	1	6
247	и наконец	1	6
248	и к	7	5
249	самого себя	1	5
250	к этой	2	5
251	я как	1	5
252	по выражению	1	5
253	в связи	1	5
254	личности с	1	5
255	в соответствии	5	5
256	хотя бы	1	5
257	читателя зрителя	1	5
258	жизни как	4	5
259	в нашем	4	5
260	как я	1	5
261	он сам	2	5
262	от себя	3	5
263	том чтобы	2	5
264	должно быть	1	5
265	несмотря на	2	5
266	тем не	3	5
267	к жизни	5	5
268	не знает	2	5
269	одном из	1	5
270	в себя	6	5
271	этом как	2	5
272	между тем	8	5
273	так что	2	5
274	все более	1	5
275	в чужом	2	5
276	я это	1	5
277	в силу	2	5
278	обращается к	1	5
279	во втором	4	5
280	в сущности	5	5
281	литературного произведения	8	5
282	как писал	1	5
283	и одновременно	6	5
284	в романе	3	5
285	в словах	1	5
286	себя и	2	5
287	следует признать	3	5
288	не с	3	5
289	идет о	2	5
290	и если	2	5
291	автора и	5	5
292	вслед за	1	5
293	мы не	4	5
294	в художественной	1	5
295	в литературе	3	5
296	как у	3	5
297	что и	10	5
298	читателя в	3	5
299	но с	3	5
300	в равной	2	5
301	но уже	1	5
302	однако не	2	5
303	этого текста	4	5
304	место в	4	5
305	или иной	9	5
306	в уме	1	5
307	все еще	2	5
308	что было	1	4
309	которая в	2	4
310	оказывается не	1	4
311	не бывает	1	4
312	и само	1	4
313	в них	4	4
314	читателя и	2	4
315	из стихотворений	1	4
316	с тем	2	4
317	жизни на	1	4
318	во всяком	6	4
319	однако его	1	4
320	входит в	4	4
321	не должен	2	4
322	для того	1	4
323	не всегда	4	4
324	только на	1	4
325	перед ним	2	4
326	как мы	4	4
327	я с	7	4
328	под названием	1	4
329	во всей	1	4
330	к этому	3	4
331	не мог	4	4
332	это точка	1	4
333	мышления и	1	4
334	личностного я	2	4
335	в повестях	11	4
336	хотя и	4	4
337	для своего	3	4
338	сознания к	2	4
339	доверие к	1	4
340	очевидно что	2	4
341	в сторону	2	4
342	искусство не	1	4
343	десятилетий хх	1	4
344	здесь как	2	4
345	могли бы	2	4
346	на этом	2	4
347	с творческой	1	4
348	то ни	1	4
349	и что	2	4
350	за пределы	3	4
351	но без	2	4
352	к своему	1	4
353	могут быть	4	4
354	силу своей	1	4
355	и есть	1	4
356	можно сказать	5	4
357	из этого	1	4
358	самим собою	3	4
359	на жизнь	2	4
360	а потому	1	4
361	от жизни	2	4
362	жизни а	1	4
363	о которой	2	4
364	сводится к	5	4
365	со всеми	2	4
366	от своего	3	4
367	и все	3	4
368	в пределах	5	4
369	отношения к	6	4
370	по собственному	1	4
371	приводит к	5	4
372	бы не	1	4
373	внутренней свободы	2	4
374	в лирике	3	4
375	все они	2	4
376	художественного мира	3	4
377	ни к	3	4
378	совершенно не	3	4
379	не является	5	4
380	тех же	2	4
381	более чем	2	4
382	в свою	9	4
383	но лишь	2	4
384	со всей	1	4
385	каждый из	2	4
386	быть это	1	4
387	художественное произведение	1	4
388	при котором	1	4
389	одной из	6	4
390	по этой	1	4
391	но это	3	4
392	таким образом	4	4
393	жизни не	1	4
394	нас самих	1	4
395	как к	2	4
396	первых десятилетий	1	4
397	и вот	2	4
398	художественного целого	9	4
399	для нас	1	4
400	в г	1	4
401	объекта и	3	4
402	и прежде	2	4
403	на его	3	4
404	для которого	1	4
405	в каждой	1	4
406	вовсе не	2	4
407	ко всему	2	4
408	стать самим	2	4
409	жизненный путь	1	4
410	но при	1	4
411	по рассуждению	1	4
412	во второй	8	4
413	а по	1	4
414	по сути	2	4
415	эстетического отношения	6	4
416	лирического я	2	4
417	такой же	2	4
418	и читателя	2	4
419	на то	1	4
420	себе самому	2	4
421	нуждается в	2	4
422	зрителя слушателя	1	4
423	все что	2	3
424	художественном мире	2	3
425	мы и	1	3
426	в.т не	1	3
427	о чем	5	3
428	мысли и	1	3
429	же году	1	3
430	в этих	2	3
431	по себе	6	3
432	с действительностью	3	3
433	к тебе	1	3
434	одновременно не	1	3
435	в первом	2	3
436	мысль о	3	3
437	от всего	2	3
438	нет в	1	3
439	мира и	2	3
440	речь идет	3	3
441	системе ценностей	3	3
442	нам представляется	2	3
443	и того	4	3
444	со своей	8	3
445	вопрос о	1	3
446	восходит к	4	3
447	он был	3	3
448	классического реализма	2	3
449	во многих	2	3
450	времени в	3	3
451	особое место	1	3
452	превращается в	3	3
453	так же	1	3
454	себе в	1	3
455	свою очередь	7	3
456	было сказано	2	3
457	обратим внимание	2	3
458	и еще	1	3
459	не становится	1	3
460	живой жизни	1	3
461	из трех	2	3
462	который в	4	3
463	не удивительно	2	3
464	с ним	2	3
465	крайней мере	5	3
466	к общему	1	3
467	точка безумия	1	3
468	говорить о	6	3
469	поскольку в	1	3
470	после чего	2	3
471	сознания с	1	3
472	к сотворчеству	1	3
473	автора героя	1	3
474	восходящая к	4	3
475	что такое	1	3
476	полном соответствии	1	3
477	духовной культуры	1	3
478	а с	2	3
479	свободы и	1	3
480	а за	1	3
481	с появлением	2	3
482	докторе живаго	1	3
483	художественной практики	1	3
484	не есть	6	3
485	герой в	1	3
486	это путь	1	3
487	в чем	2	3
488	а для	3	3
489	той или	6	3
