N	4gram	Potebnia_M	Istorich
1	в то время как	1	13
2	не что иное как	2	11
3	по мере того как	6	8
4	выше мы видели что	1	7
5	но тем не менее	6	6
6	с этой точки зрения	1	6
7	точно так же как	1	6
8	и т д в	1	5
9	с другой стороны и	1	5
10	только после того как	1	5
11	и т д то	1	5
12	и т д и	1	5
13	мы до сих пор	1	4
14	один и тот же	1	3
15	с одной стороны и	2	3
16	бы то ни было	1	3
17	в том что он	1	2
18	уже с самого начала	2	2
19	можно бы думать что	1	2
20	одной и той же	3	2
21	что в некоторых случаях	1	2
22	и то и другое	2	2
23	т д то это	1	2
24	нельзя сказать чтобы все	1	2
25	с другой стороны он	1	2
26	дело в том что	3	2
27	указывает на то что	1	2
28	между человеком и животным	1	2
29	само по себе не	1	1
30	узнает что у него	1	1
31	во всяком случае не	1	1
32	в том смысле как	1	1
33	друг на друга и	1	1
34	равно как если бы	1	1
35	в том смысле в	4	1
36	сами по себе а	1	1
37	сказать что и в	1	1
38	и с этой стороны	1	1
39	тем не менее если	1	1
40	то это было бы	1	1
41	связь с тем что	1	1
42	сама по себе не	1	1
43	заключается в том что	1	1
44	переходят друг в друга	1	1
45	тем не менее они	1	1
46	в чем бы ни	1	1
47	все равно как если	1	1
48	тем не менее и	1	1
49	начнем с указания на	2	1
50	не может быть названо	2	1
51	не только в том	1	1
52	в более или менее	1	1
53	в том смысле что	2	1
54	сам по себе не	1	1
55	смысле этого слова при	1	1
56	которые не могут быть	2	1
57	видно из того что	1	1
58	говоря уже о том	1	1
59	а в том что	2	1
60	уже о том что	1	1
61	тем не менее он	1	1
62	это будет видно из	1	1
63	не говоря уже о	1	1
64	тем не менее в	2	1
65	только в том что	5	1
66	более или менее ясно	1	1
67	сами по себе они	1	1
68	но с другой стороны	2	1
69	бы не в состоянии	1	1
70	том смысле в каком	4	1
71	и в этом смысле	3	1
72	не менее и они	1	1
73	д и т д	1	1
74	подобно тому как в	1	1
75	кого мы до сих	1	1
76	в то же время	3	1
