N	2gram	Bakhtin_Pr	Tragedij
1	и в	83	18
2	петра верховенского	1	17
3	и оскорбленных	2	17
4	униженных и	2	16
5	в романе	9	10
6	в этом	24	9
7	в бесах	3	9
8	в году	2	9
9	не только	14	8
10	и на	27	7
11	достоевский в	3	7
12	и не	41	7
13	может быть	23	7
14	и с	10	7
15	как бы	27	7
16	петр верховенский	1	7
17	он сам	5	7
18	нелли в	1	7
19	что он	6	6
20	у него	5	6
21	в униженных	1	6
22	же время	8	6
23	в образе	3	6
24	но в	12	6
25	и его	13	6
26	это не	10	5
27	несмотря на	3	5
28	что это	2	5
29	так и	9	5
30	к жизни	2	5
31	это очень	5	5
32	все же	3	5
33	у достоевского	30	5
34	в дальнейшем	8	5
35	то же	10	5
36	как и	13	5
37	не может	18	5
38	в то	8	5
39	а я	3	5
40	что в	5	4
41	в себе	10	4
42	и даже	5	4
43	эжена сю	1	4
44	все это	11	4
45	прежде всего	20	4
46	и все	14	4
47	достоевский не	1	4
48	я не	6	4
49	этот образ	2	4
50	об этом	3	4
51	еще не	10	4
52	но и	16	4
53	том что	9	4
54	но достоевский	1	4
55	и что	3	4
56	так же	4	4
57	то что	14	4
58	в этой	3	4
59	что я	2	4
60	в нем	21	4
61	но это	7	4
62	что достоевский	2	4
63	в целом	3	4
64	своего рода	7	3
65	и он	5	3
66	что с	1	3
67	один из	7	3
68	достоевского в	12	3
69	записках из	1	3
70	должно быть	4	3
71	в основном	1	3
72	уже в	3	3
73	в его	15	3
74	для него	1	3
75	в своем	2	3
76	романа и	4	3
77	с ним	3	3
78	о чем	2	3
79	что вы	1	3
80	и сам	1	3
81	что за	1	3
82	романе идиот	1	3
83	в конце	5	3
84	и как	1	3
85	в мире	8	3
86	как в	10	3
87	никто не	1	3
88	своего отца	1	3
89	что образ	1	3
90	то есть	86	3
91	при этом	6	3
92	жизнь и	3	3
93	как это	2	3
94	тем самым	2	3
95	с ее	3	3
96	но главное	2	3
97	мог бы	1	3
98	как будто	3	3
99	все эти	9	3
100	к нему	3	3
101	о жизни	1	2
102	в самом	7	2
103	в преступлении	4	2
104	и то	2	2
105	автора но	1	2
106	в душе	1	2
107	еще раз	6	2
108	xix веке	3	2
109	и здесь	4	2
110	данном случае	1	2
111	это был	2	2
112	в том	22	2
113	ивана карамазова	4	2
114	это уже	2	2
115	он и	2	2
116	в ее	3	2
117	по мнению	1	2
118	говорит о	2	2
119	как у	5	2
120	романах достоевского	7	2
121	князь мышкин	1	2
122	и наказании	4	2
123	что и	4	2
124	из своих	3	2
125	ни в	4	2
126	бы и	3	2
127	но при	2	2
128	я все	1	2
129	к области	2	2
130	роман достоевского	2	2
131	что все	3	2
132	не могут	4	2
133	его в	4	2
134	по контрасту	1	2
135	не в	10	2
136	но все	1	2
137	но эта	2	2
138	из самых	3	2
139	еще в	1	2
140	в таком	3	2
141	между этими	2	2
142	ничем не	3	2
143	преступлении и	4	2
144	одном из	1	2
145	вопрос о	1	2
146	вряд ли	2	2
147	этого романа	3	2
148	знает что	2	2
149	и это	3	2
150	очень важно	1	2
151	во сне	7	2
152	под влиянием	1	2
153	уже не	5	2
154	к тому	2	2
155	о том	3	2
156	перед нами	17	2
157	в записках	1	2
158	не был	3	2
159	не имеет	1	2
160	в данном	1	2
161	только к	1	2
162	отличие от	1	2
163	степана трофимовича	2	2
164	она должна	1	2
165	раз и	2	2
166	он был	1	2
167	которую вы	1	2
168	потому что	9	2
169	я к	1	2
170	личности и	2	2
171	так что	1	2
172	в рассказе	2	2
173	он не	5	2
174	для достоевского	5	2
175	если б	7	2
176	в частности	1	2
177	на меня	1	2
178	и детей	1	2
179	но они	5	2
180	в одном	4	2
181	в письмах	1	2
182	и до	6	2
183	мертвого дома	1	2
184	романа достоевского	1	2
185	в отличие	1	2
186	отношение к	14	2
187	в самую	1	2
188	не за	3	2
189	о его	1	2
190	до конца	3	2
191	в глазах	1	2
192	человек идеи	1	2
193	настасья филипповна	4	2
194	столь же	1	2
195	что она	2	2
196	одна из	9	2
197	с его	4	2
198	а как	4	2
199	тут же	1	2
200	тем что	2	2
201	не просто	1	2
202	только о	1	2
203	и ее	8	2
204	никогда не	10	2
205	в известной	3	2
206	ничего не	8	2
207	друг друга	7	2
208	в той	2	1
209	в лицо	1	1
210	в особенности	2	1
211	все в	3	1
212	x это	4	1
213	во всем	5	1
