N	3gram	Tiupa_Teor	Mirosoze
1	не может быть	5	28
2	в том что	10	9
3	но он не	2	9
4	это и есть	1	9
5	для того чтобы	5	7
6	и в этой	1	6
7	о том что	1	6
8	в отношении к	2	5
9	на этом пути	1	5
10	может быть и	2	5
11	что он не	1	4
12	по отношению к	10	4
13	заключает в себе	1	4
14	– один из	1	4
15	добро и зло	1	4
16	и в самом	2	4
17	в то время	1	4
18	не что иное	1	4
19	что иное как	1	4
20	– все это	1	3
21	для него не	1	3
22	как бы не	1	3
23	может быть назван	1	3
24	том что он	2	3
25	есть не что	1	3
26	к тому что	2	3
27	а не только	1	3
28	так же как	1	3
29	в значительной степени	2	3
30	я никогда не	1	3
31	как и в	2	3
32	может быть постигнут	1	2
33	в е годы	1	2
34	именно потому что	1	2
35	том что в	1	2
36	и для него	1	2
37	никогда не бывает	1	2
38	не для себя	1	2
39	для себя а	1	2
40	он не только	1	2
41	так и не	5	2
42	себя а для	1	2
43	в себе и	1	2
44	ивана карамазова в	1	2
45	с самим собою	1	2
46	в каждом человеке	1	2
47	подобно тому как	3	2
48	не могут быть	2	2
49	по своей природе	3	2
50	как бы в	1	2
51	точки зрения у	1	1
52	в самом начале	2	1
53	мере в какой	1	1
54	сойти с ума	1	1
55	но во всех	2	1
56	в той мере	1	1
57	этого слова как	1	1
58	только о том	1	1
59	не менее чем	1	1
60	он мог бы	1	1
61	к нему как	1	1
62	он ни был	1	1
63	в xix веке	1	1
64	жизни не в	1	1
65	в самом деле	2	1
66	в русской поэзии	2	1
67	который может быть	1	1
68	в этом втором	1	1
69	не несет в	1	1
70	остается в тени	1	1
71	не знает личности	1	1
72	каждый человек в	1	1
73	в том случае	1	1
74	в себе самом	1	1
75	а также в	1	1
76	а между тем	1	1
77	не сама по	1	1
78	и состоит чтобы	1	1
79	свободного выбора в	1	1
80	речь идет о	1	1
81	ибо и в	1	1
82	в зависимости от	1	1
83	того что составляет	1	1
84	от свободы и	1	1
85	в этом мире	2	1
86	и тем самым	2	1
87	по ту сторону	1	1
88	в отличие от	7	1
89	точки зрения в	1	1
90	той мере в	1	1
91	красота – это	1	1
92	и по отношению	1	1
93	что в основе	2	1
94	но не в	1	1
95	если бы для	1	1
96	с другой стороны	6	1
97	на земле ты	1	1
98	со своей стороны	1	1
99	могли бы быть	1	1
100	но я никогда	1	1
101	это ведет к	1	1
102	и глубже чем	1	1
103	в чистом виде	1	1
104	и не быть	1	1
105	не мыслится как	1	1
106	в другом и	1	1
107	он не принадлежит	1	1
108	не все человеческие	1	1
109	лишь для того	1	1
110	той или иной	3	1
111	и как бы	1	1
112	не могли быть	1	1
113	мы видим в	1	1
114	с точки зрения	3	1
115	в иной в	1	1
116	имеем в виду	3	1
117	своем отношении к	1	1
118	в иных случаях	1	1
119	в то же	8	1
120	отношению к нему	1	1
121	в своем сознании	1	1
122	то же время	8	1
123	знает личности как	1	1
124	у нее нет	1	1
125	искусство никогда не	1	1
126	но в действительности	1	1
127	от всех и	1	1
128	мы имеем в	3	1
129	несет в себе	3	1
130	если он не	1	1
131	жизни а не	1	1
132	между тем в	1	1
133	том случае если	1	1
134	та или иная	1	1
135	с одной стороны	3	1
136	в узком и	1	1
137	сама по себе	2	1
138	может быть названо	2	1
139	– как будто	1	1
140	это было бы	1	1
141	в своей собственной	1	1
