N	3gram	Tiupa_Lite	DiskursI
1	в том что	15	28
2	в отличие от	6	26
3	по отношению к	4	17
4	с одной стороны	8	14
5	не может быть	5	12
6	в данном случае	6	12
7	то же время	12	10
8	той или иной	1	10
9	о том что	3	9
10	в то же	12	8
11	состоит в том	8	8
12	в этом отношении	5	8
13	тогда как в	1	7
14	в конечном счете	8	6
15	не сводится к	3	6
16	в соответствии с	2	6
17	к тому же	1	6
18	по крайней мере	2	6
19	с точки зрения	4	6
20	в основе своей	1	6
21	одной стороны и	1	5
22	несет в себе	2	5
23	но при этом	2	5
24	с другой стороны	5	5
25	в значительной степени	1	5
26	присутствия в мире	1	5
27	в свою очередь	2	5
28	по сути своей	1	5
29	в русской литературе	5	5
30	дело в том	2	5
31	не только в	4	5
32	на мой взгляд	1	5
33	подобно тому как	4	5
34	тем не менее	4	4
35	в силу своей	3	4
36	в частности в	1	4
37	одного и того	1	4
38	в полной мере	1	4
39	и прежде всего	4	4
40	а с другой	2	4
41	и того же	1	4
42	не более чем	1	4
43	и не может	1	4
44	в наше время	1	4
45	в свое время	1	4
46	и мн др	1	4
47	в этом случае	2	4
48	тот или иной	1	4
49	говоря уже о	2	3
50	во внешнем мире	1	3
51	в том числе	2	3
52	как и всякое	1	3
53	при этом в	3	3
54	и то же	1	3
55	по аналогии с	3	3
56	при всей своей	2	3
57	в равной степени	2	3
58	на первый взгляд	1	3
59	пока еще не	1	3
60	но не менее	1	3
61	а не в	1	3
62	мы имеем дело	2	3
63	по этой причине	2	3
64	то есть в	1	3
65	в борисе годунове	1	3
66	ивана петровича белкина	1	3
67	в повестях белкина	2	3
68	не говоря уже	3	3
69	в одной из	1	3
70	и в частности	1	3
71	одно и то	1	3
72	в себе не	1	3
73	том что в	1	3
74	во всяком случае	2	3
75	это прежде всего	1	3
76	как уже говорилось	1	3
77	бы то ни	1	2
78	все то что	1	2
79	не приводит к	1	2
80	в той мере	1	2
81	в большинстве случаев	1	2
82	решающую роль в	1	2
83	на том что	1	2
84	субъекта объекта и	1	2
85	объекта и адресата	2	2
86	того же автора	1	2
87	он не может	1	2
88	в е годы	3	2
89	уже не является	1	2
90	и представляет собой	1	2
91	если бы я	1	2
92	далеко не всегда	1	2
93	речь идет о	3	2
94	и в то	1	2
95	для своего времени	2	2
96	оказывается своего рода	1	2
97	то ни было	1	2
98	при этом как	3	2
99	а не только	1	2
100	в одном из	1	2
101	и тем же	1	2
102	своего и чужого	1	2
103	одного из канонических	1	2
104	не могли быть	1	2
105	не столько в	1	2
106	к хх веку	1	2
107	для себя а	1	2
108	в том чтобы	1	2
109	в этом своем	1	2
110	а не как	1	2
111	так и не	1	2
112	только то что	2	2
113	здесь как и	1	2
114	по большей части	1	2
115	только в том	2	2
116	одним и тем	1	2
117	я в мире	3	2
118	это еще не	1	2
