N	2gram	Vygotskiy_	Myslijsy
1	потому что	27	182
2	то есть	44	142
3	и в	55	121
4	может быть	35	107
5	в том	55	103
6	то что	47	83
7	в слове	3	78
8	для нас	5	75
9	что в	39	73
10	и не	24	73
11	только в	18	72
12	не только	25	67
13	а не	18	67
14	таким образом	38	64
15	в языке	3	60
16	в этом	21	59
17	но и	12	59
18	том что	30	59
19	так как	28	59
20	то же	17	56
21	не в	19	54
22	если бы	10	53
23	в себе	6	53
24	по себе	21	52
25	не может	30	52
26	того что	15	47
27	в сознании	6	46
28	было бы	14	45
29	и проч	1	45
30	в нем	5	45
31	не есть	4	42
32	как и	25	42
33	так что	8	39
34	вместе с	10	39
35	что и	27	38
36	мы не	15	38
37	при этом	28	37
38	как в	17	37
39	так и	6	37
40	тогда когда	7	36
41	чувственный образ	2	36
42	что мы	9	36
43	точно так	6	35
44	тем что	7	33
45	и что	28	32
46	внутренней формы	3	31
47	а в	10	30
48	что не	2	29
49	между тем	6	29
50	но не	5	29
51	вовсе не	7	28
52	мы можем	6	28
53	для него	1	28
54	есть только	7	28
55	с этим	7	27
56	могут быть	15	27
57	не было	5	26
58	независимо от	3	26
59	и т	36	26
60	то и	2	26
61	языка и	1	25
62	душевной жизни	2	25
63	этого слова	5	25
64	между собою	1	24
65	в то	8	24
66	с тем	11	23
67	как бы	11	23
68	того как	5	23
69	от того	6	23
70	а потому	5	22
71	то это	3	22
72	с другой	7	22
73	чувства и	4	22
74	не имеет	3	22
75	только тогда	8	22
76	но в	5	22
77	и потому	2	21
78	внутренняя форма	6	21
79	не менее	9	21
80	мысль о	1	20
81	в одном	4	20
82	это не	1	20
83	в ней	3	20
84	мысли и	2	19
85	и как	9	19
86	но это	3	19
87	в сознание	2	19
88	сказать что	12	19
89	с ним	2	19
90	того же	3	19
91	тем не	6	19
92	что это	12	19
93	и то	4	19
94	из этих	6	19
95	о том	11	19
96	заключает в	3	19
97	тем самым	2	19
98	должно быть	2	19
99	есть не	6	19
100	в самом	18	18
101	в таком	5	18
102	там же	2	18
103	для того	12	18
104	по поводу	3	18
105	не могут	6	18
106	очевидно что	7	18
107	бы не	1	18
108	в каком	3	18
109	для меня	1	18
110	тогда как	1	18
111	что я	4	18
112	еще не	2	18
113	точки зрения	32	17
114	крайней мере	1	17
115	со стороны	5	17
116	по крайней	1	17
117	слова и	1	17
118	заметить что	3	17
119	что оно	4	17
120	уже в	3	17
121	в его	8	17
122	во всяком	9	17
123	слова в	5	17
124	не можем	3	17
125	только что	3	16
126	и на	6	16
127	к тому	8	16
128	так же	29	16
129	в своем	3	16
130	в которой	6	16
131	а только	4	16
132	в них	4	16
133	или же	2	16
134	есть нечто	4	16
135	что если	7	16
136	и наоборот	2	16
137	же с	1	16
138	на то	17	16
139	быть может	2	15
140	в этих	6	15
141	уже не	3	15
142	только как	3	15
143	с одной	6	15
144	с другими	2	15
145	и тем	5	15
146	в нас	3	15
147	и по	7	15
148	что он	17	15
149	стало быть	3	15
150	в свою	3	15
151	т д	10	15
152	прежде всего	5	15
153	думать что	3	15
154	тому как	10	15
155	на деле	11	14
156	все же	9	14
157	в котором	5	14
158	в действительности	4	14
159	свою очередь	3	14
160	то в	2	14
161	связи с	2	14
162	во всех	4	14
163	внешняя форма	2	14
164	когда мы	4	14
165	столь же	6	14
166	бы ни	2	14
167	там где	5	14
168	должны быть	6	14
169	сам по	4	14
170	же время	2	14
171	и без	3	14
172	мысли в	3	14
173	мы должны	4	14
174	само по	8	14
175	те же	9	13
176	например в	5	13
177	а между	1	13
178	как на	6	13
179	из них	4	13
180	что все	10	13
181	в смысле	3	13
182	т п	24	13
183	есть для	2	13
184	и все	8	13
185	не следует	1	13
186	том смысле	1	13
187	зависит от	2	13
188	смысле этого	2	13
189	образом в	3	13
190	и может	3	13
191	значение слова	1	13
192	и его	14	13
193	поэтического произведения	3	12
194	от него	2	12
195	одно из	2	12
196	другой стороны	7	12
197	до сих	8	12
198	более или	3	12
199	не то	2	12
200	никогда не	13	12
201	и при	3	12
202	хотя и	3	12
203	быть только	1	12
204	и вместе	2	12
205	в чем	5	12
206	под влиянием	4	12
207	сих пор	8	12
208	в каждом	5	12
209	оно не	2	12
210	всяком случае	7	12
211	что же	4	12
212	себе представить	2	12
213	относится к	4	12
214	только потому	2	12
215	что такое	2	12
216	все это	11	12
217	внутреннюю форму	3	12
218	есть в	7	12
219	или менее	3	12
220	человека и	3	12
221	как мы	2	12
222	что на	4	12
223	все что	4	11
224	и если	4	11
225	что человек	1	11
226	в первом	1	11
227	которые мы	4	11
228	только на	7	11
229	и это	6	11
230	к нему	3	11
231	в состоянии	4	11
232	его в	3	11
233	подобно тому	7	11
234	для человека	1	11
235	в силу	4	11
236	речи и	1	11
237	мы видели	2	11
238	сами по	4	11
239	сравнительно с	1	11
240	того чтобы	13	11
241	быть не	1	11
242	народной поэзии	1	11
243	той же	9	11
244	что для	5	11
245	и вообще	3	11
246	к одному	5	11
247	и только	5	11
248	и их	4	11
249	же что	2	11
250	указывает на	6	11
251	же в	1	11
252	и с	5	10
253	хотя бы	4	10
254	одной стороны	7	10
255	одной и	6	10
256	духа и	1	10
257	что мысль	1	10
258	находится в	1	10
259	представить себе	5	10
260	мы видим	8	10
261	и мы	6	10
262	а и	1	10
263	что при	8	10
264	это слово	1	10
265	и следовательно	4	10
266	что как	1	10
267	в других	3	10
268	бы в	3	10
269	мысль что	5	10
270	если же	3	10
271	тем и	2	10
272	что только	3	10
273	и от	4	10
274	и есть	5	10
275	он не	8	10
276	то время	6	10
277	такой степени	2	10
278	мы говорим	2	10
279	том как	2	10
280	тех пор	2	10
281	слово с	1	10
282	если мы	21	10
283	тем же	4	10
284	и для	9	10
285	образ и	2	10
286	слово в	1	10
287	слова есть	2	10
288	согласно с	1	10
289	так в	1	10
290	тому что	7	10
291	и того	1	9
292	есть средство	1	9
293	то не	1	9
294	ко всем	1	9
295	и даже	11	9
296	а вместе	1	9
297	вопрос о	3	9
298	во многих	1	9
299	об отношении	1	9
300	связь между	1	9
301	с в	4	9
302	на него	2	9
303	что она	11	9
304	на язык	1	9
305	зрения и	2	9
306	поэзии и	8	9
307	только от	1	9
308	могли бы	3	9
309	о происхождении	1	9
310	в нее	2	9
311	одного и	2	9
312	для самого	2	9
313	не будет	4	9
314	один из	6	9
315	себе не	4	9
316	самом деле	19	9
317	звук и	1	9
318	чувство и	1	9
319	никто не	1	9
320	с точки	12	9
321	таком случае	3	9
322	мысли а	2	9
323	это было	1	9
324	разница между	3	9
325	и других	4	9
326	до тех	3	9
327	далеко не	7	9
328	но вместе	1	9
329	в целом	8	9
330	и о	4	9
331	можно сказать	2	9
332	таким же	1	9
333	во всем	5	8
334	по тому	4	8
335	которые не	3	8
336	до такой	1	8
337	не как	3	8
338	но все	1	8
339	вслед за	10	8
340	от одного	1	8
341	мы называем	1	8
342	именно в	1	8
343	что по	5	8
344	их в	4	8
345	в более	1	8
346	художественное произведение	16	8
347	так например	1	8
348	была бы	2	8
349	что даже	3	8
350	что они	7	8
351	только не	4	8
352	мы в	3	8
353	одним словом	1	8
354	одно и	1	8
355	что есть	3	8
356	не так	2	8
357	с и	17	8
358	с ними	2	8
359	в которых	5	8
360	между ними	2	8
361	и тогда	3	8
362	при помощи	27	8
363	и той	5	8
364	удовольствия и	2	8
365	в глазах	1	8
366	в самой	2	8
367	тот же	8	8
368	на вопрос	4	8
369	говоря о	2	8
