N	4gram	Bakhtin_Fr	Marksizm
1	в то же время	12	15
2	одного и того же	1	9
3	но в то же	3	9
4	на самом же деле	1	5
5	и до настоящего времени	1	3
6	с одной стороны и	1	3
7	в том числе и	2	3
8	в неразрывной связи с	1	3
9	в той или иной	1	3
10	одним и тем же	1	3
11	в том или ином	2	2
12	одного поколения к другому	1	2
13	от одного поколения к	1	2
14	не что иное как	1	1
15	и прежде всего в	1	1
16	есть и еще один	1	1
17	плоти и кровь от	1	1
18	как мы уже сказали	1	1
19	в более или менее	2	1
20	и это не совсем	1	1
21	глубокий и тонкий анализ	1	1
22	в гораздо большей степени	1	1
23	будем говорить в следующей	1	1
24	дело в том что	2	1
25	в большей или меньшей	1	1
26	от плоти и кровь	1	1
27	и по отношению к	2	1
28	как мы увидим дальше	1	1
29	мы уже говорили что	3	1
30	бы оно ни было	2	1
31	как в своем родном	1	1
32	можно прямо сказать что	1	1
33	то же время это	1	1
34	мы увидим в следующей	1	1
35	плоть от плоти и	1	1
36	рядом с этим не	1	1
37	и кровь от крови	1	1
38	как бы оно ни	1	1
39	которые с точки зрения	1	1
40	увидим в следующей главе	1	1
41	но есть и еще	1	1
42	мы уже указывали что	2	1
43	говорить в следующей главе	1	1
44	то же время они	1	1
