N	3gram	Bakhtin_Fr	Analitik
1	в том что	4	25
2	по отношению к	3	18
3	в то же	12	16
4	о том что	4	15
5	в данном случае	1	14
6	то же время	12	14
7	той или иной	1	14
8	к тому же	1	13
9	с другой стороны	2	9
10	в свою очередь	3	9
11	с одной стороны	3	9
12	с точки зрения	4	8
13	как и в	2	8
14	не только в	1	8
15	в этом отношении	3	8
16	в свое время	2	7
17	во всяком случае	1	7
18	что иное как	1	7
19	одного и того	1	6
20	и того же	1	6
21	не что иное	1	6
22	в той или	1	5
23	есть не что	1	5
24	но и в	2	5
25	том или ином	2	5
26	до известной степени	1	4
27	в том или	2	4
28	в самом деле	3	4
29	в силу своей	1	4
30	и тем самым	1	4
31	и в этом	1	4
32	большей или меньшей	2	4
33	и не в	1	4
34	в этом смысле	1	4
35	из того что	1	4
36	в значительной степени	3	4
37	том что он	1	4
38	в основе своей	1	4
39	и то что	1	3
40	в том числе	4	3
41	сам по себе	2	3
42	в первом случае	1	3
43	речь идет о	1	3
44	в связи с	2	3
45	то же самое	1	3
46	то есть в	6	3
47	дело не с	1	3
48	тогда как в	1	3
49	и в самом	1	3
50	дело в том	2	3
51	содержит в себе	1	3
52	в применении к	1	2
53	в себя момент	1	2
54	более или менее	3	2
55	можно было бы	2	2
56	в широком смысле	1	2
57	до сих пор	3	2
58	смысле этого слова	1	2
59	в особенности же	1	2
60	и прежде всего	2	2
61	а с другой	1	2
62	это своего рода	1	2
63	же время они	1	2
64	и в сущности	1	2
65	в том и	1	2
66	вместе с ним	1	2
67	что в конце	1	2
68	заключается в том	1	2
69	здесь как и	1	2
70	не в состоянии	1	2
71	тем более что	1	2
72	на этот вопрос	1	2
73	со всех сторон	2	2
74	в одной из	1	2
75	но в то	3	2
76	в отрыве от	2	2
77	по своей природе	1	2
78	с самим собой	1	2
79	же время в	1	2
80	что же касается	1	2
81	прежде всего в	4	2
82	в целом ряде	1	1
83	не могла не	2	1
84	как и во	1	1
85	в частности к	1	1
86	из настоящего в	1	1
87	бы в точке	1	1
88	в центре этой	1	1
89	с ним как	1	1
90	в себе в	1	1
91	не подлежит никакому	1	1
92	носит ярко выраженный	1	1
93	и на все	1	1
94	о том как	3	1
95	в той же	5	1
96	мы видим что	2	1
97	в себе все	2	1
98	как и вообще	1	1
99	во всех этих	1	1
100	в самом центре	1	1
101	как и его	1	1
102	есть как бы	1	1
103	есть не только	1	1
104	или иной мере	1	1
105	в том же	1	1
106	не могут иметь	1	1
107	здесь далеко не	1	1
108	именно к этому	1	1
109	и многих других	1	1
110	в новом свете	1	1
111	с ним в	1	1
112	не он сам	1	1
113	друг от друга	1	1
114	свидетельствует о том	2	1
115	не совпадает с	1	1
116	не имеющие никакого	1	1
117	в них и	1	1
118	центральное место в	1	1
119	они как бы	1	1
120	в его лице	1	1
121	что у него	2	1
122	а скорее в	1	1
123	начало и конец	1	1
124	из них в	1	1
125	еще и до	1	1
126	именно потому что	1	1
127	хотя и в	2	1
128	о том какое	3	1
129	в конце концов	5	1
130	между собой и	1	1
131	в этой плоскости	1	1
132	лишь в одном	1	1
133	как и всякий	1	1
134	не только для	1	1
135	слава богу не	1	1
136	именно здесь в	1	1
137	человека и его	1	1
138	в этом мире	1	1
139	по ту сторону	1	1
140	таким образом в	2	1
141	был в значительной	1	1
142	в этой роли	2	1
143	тем самым и	1	1
144	и тем же	1	1
145	что в этом	1	1
146	и т.п и	1	1
147	имеет дело с	1	1
148	выходит за пределы	1	1
149	мы видим как	1	1
150	оно и не	2	1
151	не только во	2	1
152	я не мог	1	1
153	на самом же	1	1
154	его то есть	2	1
155	уже говорили о	2	1
156	и т.п все	1	1
157	не должно быть	2	1
158	и в том	1	1
159	и т.п в	2	1
160	ведь это не	1	1
161	внешних и внутренних	1	1
162	и в этой	2	1
163	божественной комедии и	1	1
164	может и не	1	1
165	жизнью и смертью	1	1
166	до того что	1	1
167	в одном из	2	1
168	так и самого	1	1
169	и ничему не	1	1
170	в ту эпоху	1	1
171	но он не	1	1
172	не приходится однако	1	1
173	не могли не	1	1
174	писал в письме	1	1
175	самом же деле	1	1
176	видим что в	1	1
177	в большинстве случаев	9	1
178	одной стороны с	1	1
179	и может быть	1	1
180	в своей ограниченности	1	1
181	с жизнью и	1	1
182	имеем в виду	2	1
183	что одна из	1	1
184	в правой руке	1	1
185	картина мира где	1	1
186	в течение двадцати	1	1
187	и в особенности	1	1
188	существенно связаны с	1	1
189	говорить не приходится	1	1
190	оно ни было	2	1
191	в особенности с	1	1
192	было бы сказать	1	1
193	как это было	1	1
194	как один из	2	1
195	в себе самом	1	1
196	сказать что в	1	1
197	существенное значение в	1	1
198	в то время	1	1
199	до некоторой степени	1	1
200	в большей или	2	1
201	отношения к самому	1	1
202	жизни и смерти	3	1
203	свое отражение в	1	1
204	то есть от	1	1
205	мы уже отмечали	2	1
206	нашли свое отражение	1	1
207	смерти то есть	1	1
208	в нашем контексте	1	1
209	на самом деле	1	1
210	но уже в	2	1
211	а в ее	1	1
212	одним и тем	1	1
213	хотя и несколько	1	1
214	и во всем	1	1
215	течение двадцати лет	1	1
216	мы узнаем из	1	1
217	как раз в	1	1
218	и все его	1	1
219	и в божественной	1	1
220	нового времени в	1	1
221	или меньшей степени	1	1
222	мы имеем в	2	1
223	оно далеко не	1	1
224	прежде всего с	1	1
225	и в словах	1	1
226	содержат в себе	1	1
227	лишь тем что	1	1
228	и не могут	1	1
229	как мы увидим	2	1
230	так и в	3	1
231	во второй половине	1	1
232	о себе самом	1	1
233	пространственных и временных	1	1
234	как бы в	1	1
235	более того в	1	1
236	мы уже говорили	12	1
237	по аналогии с	1	1
238	бы оно ни	2	1
239	том числе и	2	1
240	что и в	1	1
241	но и для	2	1
242	после того как	6	1
243	в этот день	1	1
