N	2gram	Propp_Isto	formyVre
1	и в	43	148
2	в этом	25	73
3	в нем	11	51
4	прежде всего	3	46
5	и т	33	40
6	и не	16	37
7	в его	7	36
8	и его	10	36
9	вовсе не	3	35
10	но и	24	33
11	то же	11	32
12	не только	28	32
13	но в	15	31
14	жизни и	2	31
15	в греческом	1	29
16	так и	6	29
17	времени в	1	27
18	может быть	22	27
19	не в	9	26
20	как мы	11	26
21	как и	9	25
22	как бы	5	25
23	человеческой жизни	1	24
24	точки зрения	3	24
25	мы уже	9	24
26	только в	8	23
27	в то	2	23
28	человека в	2	23
29	в том	13	22
30	то что	20	22
31	связи с	9	21
32	во всех	1	21
33	все эти	8	21
34	в своем	2	19
35	и др	4	19
36	и на	7	19
37	в основном	1	19
38	и для	3	19
39	таким образом	15	18
40	у него	4	18
41	и все	4	18
42	еще не	15	18
43	по существу	3	18
44	при этом	4	17
45	те же	2	17
46	с этим	13	17
47	в особенности	3	17
48	так как	13	17
49	в пределах	5	17
50	человека и	1	17
51	все же	13	16
52	в связи	5	16
53	и во	1	16
54	и их	4	16
55	не может	8	16
56	в разных	1	15
57	в одном	9	15
58	в них	6	15
59	в дальнейшем	8	15
60	никогда не	9	15
61	с точки	1	15
62	с его	1	15
63	вместе с	12	15
64	и как	6	14
65	и с	10	14
66	так же	16	14
67	всех этих	3	14
68	а не	13	14
69	как раз	1	14
70	все это	4	14
71	в самом	1	13
72	в котором	5	13
73	друг с	2	13
74	во время	8	13
75	человеческого тела	2	13
76	с ним	1	13
77	как в	6	13
78	роль в	2	13
79	здесь в	2	13
80	с другом	2	13
81	в частности	6	13
82	а в	13	13
83	же в	6	13
84	и до	1	12
85	конечно не	3	12
86	не было	2	12
87	он не	11	12
88	отнюдь не	1	12
89	что в	29	12
90	потому что	8	12
91	ничего не	12	12
92	но не	10	12
93	и наконец	1	12
94	из них	7	11
95	хотя и	4	11
96	его в	7	11
97	между ними	1	11
98	и у	6	11
99	ни в	2	11
100	в образе	2	11
101	смерть и	2	11
102	уже в	1	11
103	смерти в	3	11
104	в ней	3	11
105	и другие	6	10
106	кроме того	1	10
107	уже не	11	10
108	входит в	1	10
109	в ее	1	10
110	сих пор	7	10
111	также и	1	10
112	до сих	7	10
113	уже говорили	1	10
114	на основе	1	10
115	здесь не	6	10
116	тот же	2	10
117	в большинстве	2	10
118	и даже	4	9
119	но все	5	9
120	их в	6	9
121	на этой	2	9
122	с другой	10	9
123	наряду с	4	9
124	к себе	3	9
125	и следовательно	1	9
126	и это	5	9
127	в других	6	9
128	могут быть	9	9
129	том что	12	9
130	жизнь и	1	9
131	и других	1	9
132	и к	4	8
133	в виду	2	8
134	в этих	18	8
135	время как	2	8
136	к тому	9	8
137	но эти	1	8
138	в этот	6	8
139	в некоторых	9	8
140	все его	1	8
141	с одной	2	8
142	что и	17	8
143	в мире	1	8
144	героя и	1	8
145	здесь мы	6	8
146	здесь на	3	8
147	и по	6	8
148	один из	7	8
149	в жизни	3	8
150	у апулея	1	8
151	со всеми	1	8
152	если бы	7	8
153	большинстве случаев	3	8
154	здесь и	2	8
155	мы еще	3	8
156	и то	4	8
157	том числе	1	8
158	во всяком	2	8
159	это не	10	8
160	и прежде	1	8
161	а также	5	8
162	на фоне	1	8
163	и потому	2	8
164	отношение к	4	8
165	отношению к	2	8
166	здесь они	2	8
167	в целом	4	8
168	для всех	1	7
169	еще более	3	7
170	не как	1	7
171	между собой	2	7
172	связанных с	4	7
173	этого мира	1	7
174	к ним	1	7
175	к этому	10	7
176	из этих	5	7
177	в себе	2	7
178	но он	8	7
179	не знает	2	7
180	в которой	1	7
181	в себя	3	7
182	в форме	1	7
183	с ее	2	7
184	героев и	1	7
185	например в	3	7
186	и он	2	7
187	то время	2	7
188	себя и	1	7
189	здесь еще	1	7
190	нет ничего	3	7
191	в главе	2	7
192	было бы	5	7
193	не могло	1	7
194	т д	30	7
195	у них	1	7
196	того что	8	7
197	этот процесс	1	7
198	ее в	3	7
199	за счет	2	7
200	что было	3	6
201	все что	4	6
202	именно в	1	6
203	уже на	3	6
204	с тем	3	6
205	только для	1	6
206	о том	4	6
207	с помощью	1	6
208	между двумя	6	6
209	в различных	1	6
210	сказать что	5	6
211	входят в	1	6
212	характерно что	1	6
213	в качестве	4	6
214	в таком	1	6
215	мы можем	10	6
216	ту же	2	6
217	одной стороны	2	6
218	а как	2	6
219	и ее	3	6
220	мы видим	15	6
221	в которых	7	6
222	друг от	1	6
223	своей жизни	1	6
224	тех же	2	6
225	в совершенно	1	6
226	имеем в	6	6
227	нет и	1	6
228	одной из	1	6
229	все они	1	6
230	мы не	3	6
231	мы находим	1	6
232	от друга	1	6
233	но эта	2	6
234	превращения в	1	6
235	здесь все	2	6
236	в эпоху	1	6
237	особенно в	2	6
238	есть и	7	6
239	в начале	2	6
240	могло быть	3	6
241	есть не	2	6
242	мы и	1	5
243	вообще не	2	5
244	с этой	3	5
245	о чем	1	5
246	одно из	2	5
247	тем что	8	5
248	в порядке	1	5
249	в своей	4	5
250	в это	1	5
251	во все	4	5
252	отсюда и	1	5
253	хотя бы	3	5
254	только на	2	5
255	но они	2	5
256	в средние	2	5
257	на свет	1	5
258	и через	1	5
259	xix века	1	5
260	с другими	1	5
261	от этого	1	5
262	так что	8	5
263	не были	1	5
264	и является	1	5
265	по своей	1	5
266	в этой	7	5
267	и от	3	5
268	мы будем	1	5
269	там где	8	5
270	здесь же	1	5
271	в него	3	5
272	на дороге	3	5
273	был бы	1	5
274	что они	14	5
275	не на	2	5
276	тела и	1	5
277	и они	4	5
278	с ними	5	5
279	далеко не	3	5
280	они не	4	5
281	не имеет	3	5
282	да и	2	5
283	не имеют	2	5
284	но здесь	2	5
285	и уже	2	5
286	той же	3	5
287	он должен	3	5
288	ничем не	2	5
289	мы имеем	24	5
290	но на	1	5
291	или в	14	5
292	об этом	8	5
293	здесь это	1	5
294	стороны и	3	5
295	бы он	1	5
296	и только	6	5
297	во всем	3	4
298	от него	3	4
299	же и	1	4
300	только что	3	4
301	по всему	2	4
302	даже в	4	4
303	связи в	3	4
304	а затем	6	4
305	его от	3	4
306	другой стороны	10	4
307	как если	1	4
308	по себе	3	4
309	в своих	1	4
310	равно как	3	4
311	или на	1	4
312	в корне	1	4
313	его на	6	4
314	при всей	1	4
315	в данном	7	4
316	на острове	5	4
317	он был	1	4
318	в другом	11	4
319	по отношению	2	4
320	они с	1	4
321	и те	1	4
322	в глаза	2	4
323	на ней	5	4
324	и становится	2	4
325	смерти с	1	4
326	жизни так	2	4
327	несмотря на	1	4
328	к жизни	2	4
329	чем в	1	4
330	что не	3	4
331	к вопросу	1	4
332	себе и	2	4
333	в чем	4	4
334	дана в	1	4
335	средние века	2	4
336	в быту	1	4
337	друг другу	2	4
338	в один	1	4
339	и вот	3	4
340	по всем	1	4
341	которых мы	1	4
342	и при	2	4
343	большую роль	1	4
344	мы здесь	7	4
345	из того	2	4
346	для них	3	4
347	с мотивом	8	4
348	их и	4	4
349	что он	17	4
350	отчасти и	1	4
351	перед нами	4	4
352	это и	4	4
353	наконец и	1	4
354	и более	3	4
355	сливается с	1	4
356	в фольклоре	2	4
357	же самое	1	4
358	по линии	2	4
359	принадлежит к	4	4
360	всяком случае	2	4
361	друг друга	6	4
362	формы и	1	4
363	они были	1	4
364	связан с	5	4
365	этом случае	8	4
366	находятся в	1	4
367	и было	2	4
368	не для	1	4
369	как у	2	4
370	у нас	7	4
371	все равно	3	4
372	как она	2	4
373	так в	8	4
374	со своей	2	4
375	войти в	1	4
376	на его	5	4
377	в одной	4	4
378	тем более	1	4
379	связаны с	1	4
380	и тех	1	4
381	мы должны	9	4
382	быть и	3	4
383	как он	1	4
384	на смерть	3	4
385	в тексте	1	4
386	и вне	1	4
387	и о	2	4
388	и совершенно	1	4
389	в лице	2	4
390	в центре	1	3
391	тому что	1	3
392	другой пример	1	3
393	из всех	1	3
394	это значит	1	3
395	нас в	1	3
396	по мере	2	3
397	отношений в	1	3
398	и которые	1	3
399	в борьбе	1	3
400	жизнь в	1	3
401	из нее	1	3
402	амуре и	2	3
403	смерть как	1	3
404	в соответствии	1	3
405	другом месте	1	3
406	в более	1	3
407	герой в	6	3
408	веков и	1	3
409	но мы	1	3
410	на материале	1	3
411	в человека	2	3
412	здесь конечно	1	3
413	не могли	1	3
414	вопрос о	4	3
415	которой он	3	3
416	мы увидим	6	3
417	вот почему	3	3
418	форма в	1	3
419	самого начала	1	3
420	для превращения	1	3
421	как на	1	3
422	находится в	4	3
423	в зависимости	1	3
424	все время	2	3
425	и вступает	1	3
426	в царстве	1	3
427	не мог	2	3
428	человек не	1	3
429	нам важно	3	3
430	и весь	1	3
431	узком смысле	1	3
432	с ростом	1	3
433	имеется и	1	3
434	как нет	2	3
435	как можно	1	3
436	дано в	1	3
437	об амуре	1	3
438	же как	8	3
439	на земле	2	3
440	одна из	2	3
441	под влиянием	2	3
442	бы в	1	3
443	связь с	12	3
444	очень часто	4	3
445	на этом	5	3
446	сюда же	2	3
447	нет но	1	3
448	как это	5	3
449	в тех	3	3
450	миру и	1	3
451	и несколько	1	3
452	главным образом	3	3
453	не могла	3	3
454	нашей точки	1	3
455	и есть	3	3
456	здесь также	1	3
457	его к	5	3
458	и ничего	1	3
459	таков например	1	3
460	над ними	2	3
461	и здесь	8	3
462	те моменты	1	3
463	и дает	1	3
464	это уже	3	3
465	брак в	1	3
466	нет никакого	1	3
467	сами по	1	3
468	если не	2	3
469	почти всегда	2	3
470	очень важный	1	3
471	и затем	2	3
472	и так	3	3
473	по разным	1	3
474	правда не	1	3
475	бы не	1	3
476	сравнению с	2	3
477	зависимости от	1	3
478	к другому	1	3
479	не входит	1	3
480	времени он	1	3
481	его и	6	3
482	что мы	5	3
483	и между	1	3
484	в течение	6	3
485	в свою	5	3
486	жизнь с	1	3
487	вступает в	4	3
488	не будем	6	3
489	на землю	2	3
490	целый ряд	3	3
491	через него	1	3
492	он весь	2	3
493	что здесь	8	3
494	без всякого	1	3
495	событий в	1	3
496	они еще	1	3
497	неотделимо от	1	3
498	но это	5	3
499	что есть	1	3
500	которые в	1	3
501	то они	1	3
502	ему в	2	3
503	и также	1	3
504	нет ни	1	3
505	ни с	1	3
506	он как	1	3
507	или с	1	3
508	в определенном	1	3
509	с нашей	1	3
510	совершенно не	2	3
511	на одной	4	3
512	силу и	2	3
513	как нечто	3	3
514	них и	1	3
515	однако не	2	3
516	а на	5	3
517	в таких	3	3
518	от всех	1	3
519	есть только	4	3
520	по своему	1	3
521	не столько	1	3
522	в новом	1	3
523	это было	1	3
524	ему как	3	3
525	но конечно	2	3
526	и эти	5	3
527	только к	1	3
528	с самого	1	3
529	она не	4	3
530	ни один	2	3
531	здесь только	1	3
532	для чего	1	3
533	но она	2	3
534	по сравнению	2	3
535	вступают в	4	3
536	к ней	4	3
537	можно сказать	3	3
538	вплоть до	2	3
539	происходит в	4	3
540	которой мы	1	3
541	они приобретают	2	3
542	дело здесь	1	3
543	что на	6	3
544	нас это	1	3
545	не к	1	3
546	они имеют	2	2
