N	3gram	Voloshinov	VeschiIm
1	не может быть	3	24
2	бы то ни	1	12
3	не что иное	1	12
4	то ни было	1	12
5	что иное как	1	12
6	по крайней мере	3	10
7	в том что	1	9
8	в самом деле	2	7
9	по сравнению с	3	7
10	с точки зрения	6	6
11	может быть только	1	6
12	подобно тому как	1	5
13	этой точки зрения	1	4
14	с этой точки	1	4
15	есть прежде всего	1	4
16	дело в том	1	4
17	о том что	2	4
18	это и есть	1	4
19	вместе с тем	1	3
20	уже не может	1	3
21	можно сказать что	3	3
22	мы не можем	1	3
23	можно было бы	1	3
24	с одной стороны	1	3
25	так же как	2	2
26	нечто третье что	1	2
27	все то что	2	2
28	в применении к	1	2
29	в данном случае	1	2
30	в свое время	1	2
31	в этом смысле	3	2
32	для того чтобы	1	2
33	мы еще не	1	2
34	что есть в	1	2
35	друг с другом	1	2
36	что это именно	1	2
37	все что угодно	1	2
38	в нем нет	2	2
39	и таким образом	1	2
40	но даже и	1	2
41	в связи с	1	2
42	она может быть	1	2
43	то что я	1	2
44	во всяком случае	3	2
45	в этом отношении	1	2
46	и в этом	2	2
47	в этом и	1	2
48	быть не может	1	1
49	что я в	1	1
50	и прежде всего	1	1
51	прежде всего на	1	1
52	существует только в	1	1
53	только одна из	1	1
54	и может быть	2	1
55	в жизни мы	1	1
56	место их в	1	1
57	может быть речи	1	1
58	в этом своем	1	1
59	как мы знаем	1	1
60	в том смысле	1	1
61	как это было	1	1
62	на все лады	1	1
63	ничего не говорит	1	1
64	ними уже не	1	1
65	самом деле в	1	1
66	этого метода в	1	1
67	один из моментов	1	1
68	хотя в данном	1	1
69	не есть ведь	1	1
70	в коем случае	1	1
71	есть в сущности	1	1
72	даже не пытается	1	1
73	и в чем	1	1
74	на вопрос о	1	1
75	не нуждается в	2	1
76	и пр и	3	1
77	случае не может	1	1
78	ее не только	1	1
79	то что можно	1	1
80	до сих пор	3	1
81	может быть совершенно	1	1
82	на основе этих	1	1
83	одного и того	1	1
84	каких бы то	1	1
85	и быть не	1	1
86	таким образом и	1	1
87	ни в коем	1	1
88	прежде всего к	1	1
89	с нею и	1	1
90	и того же	1	1
91	что между ними	1	1
92	в науке не	1	1
93	понятия и термины	1	1
94	быть может наиболее	1	1
95	и еще одно	1	1
96	для него только	1	1
97	и представить ее	1	1
98	сделать это в	1	1
99	с ним и	1	1
100	то же самое	1	1
101	и говорить о	1	1
102	что может быть	1	1
103	и что он	1	1
104	свой смысл и	1	1
105	на первый план	1	1
106	и пр это	1	1
107	тому как мы	1	1
108	перевести на язык	1	1
109	по его мнению	1	1
110	который только и	1	1
111	между ними уже	1	1
112	себя с другими	1	1
