N	4gram	Propp_Isto	Freidism
1	мы можем сказать что	1	5
2	один и тот же	2	3
3	не чем иным как	1	2
4	в том что он	1	2
5	мы должны прежде всего	1	2
6	и тем не менее	2	2
7	бы то ни было	2	2
8	на самом же деле	1	2
9	но тем не менее	1	1
10	в самое последнее время	1	1
11	но этим дело не	1	1
12	уже не может быть	1	1
13	мы увидим что и	1	1
14	этого не делает он	1	1
15	сводится к тому чтобы	1	1
16	но в отличие от	3	1
17	они не могут быть	1	1
18	мы уже знаем что	2	1
19	мы знаем что в	2	1
20	дело в том что	2	1
21	это не совсем так	1	1
22	от начала до конца	1	1
23	мы знаем что он	2	1
24	не что иное как	3	1
25	ответ на этот вопрос	1	1
26	в другом месте см	1	1
27	мы останавливаться не будем	1	1
28	есть не что иное	2	1
