N	3gram	Vygotskiy_	VeschiIm
1	это значит что	1	25
2	не может быть	6	24
3	не что иное	1	12
4	что иное как	1	12
5	тем не менее	4	11
6	содержит в себе	4	11
7	в том что	24	9
8	а и в	1	9
9	есть не что	1	8
10	в самом деле	4	7
11	на то что	5	7
12	по сравнению с	20	7
13	с другими вещами	1	7
14	сама по себе	1	7
15	с точки зрения	31	6
16	то и другое	4	6
17	в свою очередь	3	5
18	в то же	2	5
19	и то же	3	5
20	и то что	5	5
21	не потому что	1	5
22	одно и то	3	5
23	подобно тому как	2	5
24	не только в	2	5
25	в себе в	2	4
26	о том как	1	4
27	то время как	7	4
28	от того что	2	4
29	то что является	1	4
30	этой точки зрения	4	4
31	с этой точки	4	4
32	есть прежде всего	1	4
33	в то время	8	4
34	сам по себе	2	4
35	не только не	11	4
36	о том что	4	4
37	это и есть	1	4
38	само по себе	1	4
39	это и значит	1	4
40	есть то что	1	4
41	то же время	1	4
42	потому что они	2	4
43	мы видели что	3	3
44	но то что	2	3
45	вместе с тем	6	3
46	но если это	1	3
47	заключается в том	9	3
48	можно сказать что	7	3
49	из того что	5	3
50	она не может	1	3
51	мы не можем	3	3
52	можно было бы	5	3
53	так что в	2	3
54	в собственном смысле	4	3
55	не может не	1	3
56	что она есть	1	3
57	с одной стороны	7	3
58	то что мы	3	3
59	с другой стороны	3	3
60	так же как	13	2
61	в определенном направлении	1	2
62	то что он	1	2
63	то что эта	1	2
64	того что она	1	2
65	не только к	1	2
66	мы находим в	2	2
67	бы сказать что	4	2
68	в данном случае	5	2
69	в том чтобы	1	2
70	том или другом	1	2
71	так как мы	2	2
72	невозможно было бы	1	2
73	у нас в	1	2
74	нельзя было бы	1	2
75	в этом смысле	2	2
76	а следовательно и	1	2
77	только о том	1	2
78	для того чтобы	24	2
79	не есть то	1	2
80	есть вещь и	1	2
81	и есть то	1	2
82	друг с другом	6	2
83	и в конце	2	2
84	том что он	2	2
85	сказать что оно	1	2
86	нужно было бы	2	2
87	в том или	1	2
88	в первом случае	5	2
89	как раз в	3	2
90	в конце концов	1	2
91	той и другой	3	2
92	нельзя сказать что	1	2
93	и таким образом	1	2
94	в уме в	1	2
95	в отдельности и	1	2
96	если это так	1	2
97	к тому что	10	2
98	и с другой	1	2
99	но все же	1	2
100	что то же	1	2
101	во всяком случае	1	2
102	в этом отношении	7	2
103	вопрос о том	1	2
104	и в этом	2	2
105	только тогда когда	1	2
106	как раз и	1	2
107	в этом и	2	2
108	и в и	1	2
109	мы имеем дело	2	2
110	которое и есть	1	1
111	не просто как	1	1
112	есть все же	1	1
113	зрения приводит к	1	1
114	что он не	1	1
115	у нее нет	2	1
116	психологической точки зрения	1	1
117	одним из основных	1	1
118	ответ на вопрос	1	1
119	в самом начале	5	1
120	как она может	1	1
121	находятся в разных	1	1
122	в одинаковой мере	1	1
123	одной стороны и	4	1
124	самих по себе	1	1
125	она есть то	1	1
126	видно уже из	1	1
127	с тем же	1	1
128	том как эта	1	1
129	кроме того что	1	1
130	стороны и с	1	1
131	все дело заключается	1	1
132	что она не	1	1
133	и том же	3	1
134	том что это	1	1
135	существует не только	1	1
136	именно в смысле	1	1
137	же самое время	1	1
138	по себе но	1	1
139	и должно быть	1	1
140	представим себе что	1	1
141	и во всяком	1	1
142	только не мешает	1	1
143	никак не может	1	1
144	том смысле что	2	1
145	в той же	2	1
146	прежде всего на	1	1
147	все что мы	3	1
148	качестве одного из	1	1
149	в смысле полного	1	1
150	но только с	1	1
151	и может быть	1	1
152	но и в	1	1
153	так как по	1	1
154	вещи от ее	1	1
155	одна из основных	1	1
156	в действительности же	1	1
157	как мы знаем	1	1
158	я не хочу	1	1
159	не содержит в	2	1
160	в том смысле	2	1
161	на отдельные звуки	1	1
162	ту же самую	1	1
163	было бы вообще	1	1
164	к действительности и	1	1
165	не в состоянии	1	1
166	что оно не	1	1
167	ничего иного кроме	1	1
168	ни в какой	2	1
169	еще один шаг	1	1
170	тем же правом	1	1
171	эта точка зрения	1	1
172	здесь как и	1	1
173	должно было бы	1	1
174	один из моментов	1	1
175	было сказано что	1	1
176	но не просто	1	1
177	это есть именно	1	1
178	то что в	1	1
179	точка зрения приводит	1	1
180	того метода который	1	1
181	для себя и	2	1
182	и во всех	2	1
183	не может уже	1	1
184	только не есть	1	1
185	по сравнению со	3	1
186	что все это	1	1
187	исходить из того	1	1
188	на этой стадии	2	1
189	есть в сущности	2	1
190	только в том	2	1
191	прежде всего не	1	1
192	но мы не	1	1
193	того что мы	1	1
194	что и в	1	1
195	была бы совершенно	1	1
196	на вопрос о	1	1
197	этим последним термином	1	1
198	независимо от того	1	1
199	иначе как в	1	1
200	не может существовать	2	1
201	во втором случае	5	1
202	что у него	1	1
203	случае не может	1	1
204	так как она	4	1
205	и то и	1	1
206	внутренней и внешней	1	1
207	реальными вещами и	1	1
208	ряд структурных образований	1	1
209	видим таким образом	1	1
210	до сих пор	6	1
211	этого расхождения и	1	1
212	именно потому что	1	1
213	одно из самых	1	1
214	этом и заключается	1	1
215	одного и того	3	1
216	то в чем	2	1
217	а только в	1	1
218	к мысли и	2	1
219	только на то	1	1
220	мы можем установить	1	1
221	по своей структуре	2	1
222	смысле этого слова	4	1
223	потому что он	4	1
224	таким образом что	1	1
225	что все эти	1	1
226	речь идет о	1	1
227	она все же	1	1
228	тем же самым	2	1
229	прежде мы должны	1	1
230	по своей природе	4	1
231	самое большее что	1	1
232	не вещь а	1	1
233	и ничего не	1	1
234	и вместе с	2	1
235	но только в	1	1
236	прежде всего оно	1	1
237	что все что	1	1
238	не иначе как	6	1
239	между ними существует	2	1
240	только потому что	3	1
241	в целом однако	2	1
242	от того и	1	1
243	имеют в виду	1	1
244	остановиться на одной	1	1
245	с полной ясностью	1	1
246	и того же	3	1
247	но также и	1	1
248	а потому что	1	1
249	в этом случае	15	1
250	в качестве одного	1	1
251	в таком понимании	1	1
252	мы видим таким	1	1
253	что между ними	1	1
254	уже это одно	1	1
255	содержат в себе	4	1
256	каждой из них	1	1
257	сравнить ее с	1	1
258	по самому своему	1	1
259	что как бы	1	1
260	в зависимости от	6	1
261	сих пор мы	1	1
262	того что к	1	1
263	по себе и	1	1
264	имеет дело с	1	1
265	тем что она	1	1
266	то что для	2	1
267	с тем что	1	1
268	и значения эти	1	1
269	них мы не	1	1
270	слово и что	1	1
271	того что есть	1	1
272	каждой из этих	2	1
273	то же самое	11	1
274	к самому себе	1	1
275	и речи она	1	1
276	потому что у	4	1
277	самом же деле	1	1
