N	2gram	Propp_Isto	Analitik
1	не только	28	71
2	тогда как	6	67
3	и в	43	66
4	в качестве	4	61
5	но и	24	57
6	в том	13	52
7	может быть	22	52
8	в этом	25	51
9	в частности	6	51
10	как и	9	50
11	и не	16	48
12	а не	13	42
13	в тексте	1	42
14	при этом	4	40
15	том что	12	40
16	так и	6	35
17	в мире	1	31
18	представляет собой	6	30
19	своего рода	1	30
20	состоит в	4	30
21	отнюдь не	1	29
22	как бы	5	29
23	не может	8	29
24	а в	13	28
25	в его	7	27
26	и его	10	27
27	не в	9	26
28	но не	10	26
29	в себе	2	24
30	не случайно	2	24
31	что в	29	22
32	и даже	4	22
33	к тому	9	22
34	в этой	7	22
35	о том	4	20
36	в самом	1	19
37	то же	11	19
38	в своей	4	19
39	по отношению	2	19
40	с его	1	19
41	но в	15	19
42	в данном	7	18
43	в то	2	18
44	отношению к	2	18
45	с другой	10	17
46	только в	8	17
47	со стороны	3	17
48	такого рода	1	17
49	в целом	4	17
50	что и	17	16
51	могут быть	9	16
52	то что	20	16
53	в пределах	5	16
54	и на	7	15
55	не есть	3	15
56	между тем	2	15
57	уже не	11	15
58	прежде всего	3	15
59	не менее	6	14
60	себя в	2	14
61	в себя	3	14
62	мы имеем	24	14
63	данном случае	6	14
64	столь же	1	14
65	далеко не	3	14
66	по себе	3	13
67	точки зрения	3	13
68	как правило	3	13
69	тому же	4	13
70	он не	11	13
71	этого слова	3	13
72	ничего не	12	13
73	как раз	1	13
74	а также	5	13
75	в начале	2	13
76	и к	4	12
77	и сам	1	12
78	никогда не	9	12
79	как это	5	12
80	сводится к	1	12
81	как в	6	12
82	еще не	15	12
83	есть не	2	12
84	даже в	4	11
85	имеем дело	1	11
86	по своей	1	11
87	в свою	5	11
88	той же	3	11
89	это не	10	11
90	можно сказать	3	11
91	и как	6	11
92	во второй	2	11
93	не с	2	11
94	не следует	2	11
95	именно в	1	10
96	все же	13	10
97	с одной	2	10
98	было бы	5	10
99	однако в	1	10
100	подобно тому	3	10
101	совпадает с	1	10
102	здесь не	6	10
103	со своей	2	10
104	особенно в	2	10
105	и самого	1	10
