N	2gram	Vygotskiy_	PoTuStor
1	может быть	20	17
2	и в	47	16
3	и пр	1	12
4	таким образом	38	9
5	в этом	47	9
6	прежде всего	9	9
7	мы можем	7	9
8	и только	7	9
9	совершенно не	2	8
10	точки зрения	39	8
11	и с	5	8
12	не может	23	8
13	и его	14	8
14	не только	36	7
15	сказать что	18	7
16	с его	1	7
17	и к	11	6
18	при этом	4	6
19	для него	6	6
20	самом деле	6	6
21	и это	2	6
22	конечно не	2	6
23	с точки	31	6
24	что такое	2	5
25	ни в	3	5
26	все эти	7	5
27	только для	1	5
28	в чем	5	5
29	еще не	5	5
30	как бы	13	5
31	ту сторону	1	5
32	отношение к	8	5
33	нуждается в	5	5
34	а потому	1	4
35	все что	7	4
36	для всех	2	4
37	и на	4	4
38	так как	25	4
39	все это	5	4
40	в его	7	4
41	мысли и	13	4
42	так и	8	4
43	на самом	3	4
44	по ту	1	4
45	его в	7	4
46	и даже	3	4
47	и все	5	4
48	только в	24	4
49	и не	27	4
50	но мы	5	4
51	можно сказать	9	4
52	с самого	13	4
53	но и	19	4
54	и может	2	4
55	и их	7	4
56	самого начала	13	4
57	в этой	7	4
58	как мы	24	4
59	отнюдь не	2	4
60	в нем	6	4
61	с ее	2	4
62	в один	1	4
63	и ее	3	4
64	и наконец	4	4
65	но в	9	4
66	и вот	1	3
67	если б	1	3
68	ребенка и	10	3
69	до сих	6	3
70	в основном	4	3
71	в том	38	3
72	мы знаем	5	3
73	те же	1	3
74	с другими	5	3
75	с их	2	3
76	представлений и	1	3
77	на этой	7	3
78	между ними	8	3
79	в конечном	2	3
80	ступенях развития	2	3
81	их в	2	3
82	отношения к	5	3
83	этом смысле	2	3
84	учение о	3	3
85	и как	7	3
86	что в	23	3
87	и она	2	3
88	том что	28	3
89	большинстве случаев	2	3
90	вместе с	19	3
91	на этом	4	3
92	в этих	2	3
93	сравнению с	21	3
94	и оно	1	3
95	во всех	9	3
96	но оно	1	3
97	во всяком	2	3
98	и потому	3	3
99	в основе	5	3
100	и притом	4	3
101	только как	2	3
102	по сравнению	23	3
103	сознательное и	1	3
104	и теперь	1	3
105	как это	7	3
106	только на	5	3
107	в одном	4	3
108	и значение	5	3
109	а в	3	3
110	в большинстве	2	3
111	то что	40	3
112	мы полагаем	1	3
113	и др	1	3
114	могут быть	7	3
115	и есть	4	3
116	сих пор	6	3
117	в области	5	3
118	всяком случае	1	3
119	во время	2	3
120	едва ли	5	3
121	в самом	15	2
122	мы видим	10	2
123	что оно	9	2
124	и этот	1	2
125	это делает	1	2
126	и мы	1	2
127	к другим	11	2
128	они не	2	2
129	почти не	1	2
130	на следующих	1	2
131	т.е в	1	2
132	возникает в	3	2
133	мы не	10	2
134	два полюса	1	2
135	с этой	5	2
136	что это	7	2
137	на этих	2	2
138	аналогии с	1	2
139	ее в	11	2
140	для нас	4	2
141	и через	1	2
142	но как	3	2
143	что и	4	2
144	этой ступени	1	2
145	быть может	1	2
146	у него	2	2
147	не могут	9	2
148	со всеми	2	2
149	в них	3	2
150	и других	5	2
151	все то	1	2
152	не знает	3	2
153	по аналогии	1	2
154	что не	2	2
155	конечном счете	2	2
156	вообще не	6	2
157	из тех	2	2
158	но ведь	1	2
159	как и	19	2
160	что он	13	2
161	есть в	5	2
162	же как	14	2
163	не есть	4	2
164	в переводе	1	2
165	в своей	4	2
166	в одно	1	2
167	связанные с	3	2
168	по своему	11	2
169	себя и	2	2
170	только и	5	2
171	знаем что	3	2
172	не менее	6	2
173	в каком	2	2
174	и таким	1	2
175	на первый	1	2
176	и вообще	3	2
177	не удается	1	2
178	на них	1	2
179	с этим	5	2
180	всей их	1	2
181	к этому	2	2
182	оно не	3	2
183	не существует	1	2
184	в детской	1	2
185	между собой	15	2
186	что мы	14	2
187	это последнее	1	2
188	мы уже	5	2
189	связанных с	2	2
190	другими словами	1	2
191	из этих	6	2
192	на друга	2	2
193	ту же	4	2
194	на основе	5	2
195	совсем не	2	2
196	на два	1	2
197	этих трех	1	2
198	в этот	3	2
199	он не	5	2
200	в развитии	27	2
201	с помощью	18	2
202	в частности	4	2
203	оно и	1	2
204	для меня	1	2
205	и лишь	1	2
206	но зато	1	2
207	говорить о	1	2
208	всех других	1	2
209	есть и	1	2
210	за пределы	2	2
211	в начале	6	2
212	но отнюдь	1	2
213	в пределах	3	2
214	почти совершенно	1	2
215	как не	1	2
216	так же	26	2
217	цели и	1	2
218	и всех	1	2
219	друг на	2	2
220	было бы	12	2
221	что можно	2	2
222	к ним	1	2
223	нет и	4	2
224	и о	4	2
225	если мы	6	2
226	в систему	1	2
227	находится в	3	2
228	что на	5	2
229	о том	5	2
230	во всей	3	2
231	момент в	3	2
232	один из	3	2
233	и по	6	2
234	с ним	5	2
235	но это	4	2
236	в глубину	1	2
237	и для	5	2
238	для этого	4	2
239	того же	7	2
240	можем теперь	1	2
241	понятия и	5	2
242	то же	16	2
243	не можем	4	2
244	за счет	4	2
245	представлениями и	1	2
246	никогда не	7	2
247	и ту	1	1
248	что было	2	1
249	к сожалению	1	1
250	с большими	1	1
251	во всем	4	1
252	они являются	1	1
253	об их	1	1
254	от нее	3	1
255	дает нам	1	1
256	жизни значение	1	1
257	что они	11	1
