N	2gram	Tiupa_Disk	Dialekti
1	не есть	3	181
2	и не	25	120
3	по себе	3	79
4	а не	35	78
5	и в	27	77
6	точки зрения	6	72
7	может быть	29	71
8	не только	36	66
9	то что	10	59
10	и есть	2	55
11	ничего не	1	54
12	не может	17	53
13	и даже	4	47
14	в мифе	1	47
15	с точки	3	46
16	что это	1	46
17	потому что	7	45
18	не просто	1	44
19	как бы	9	43
20	и что	2	42
21	ни в	7	42
22	не имеет	1	41
23	вовсе не	1	41
24	в том	29	40
25	в этом	29	39
26	то же	12	39
27	что такое	1	39
28	что она	1	38
29	в себе	22	38
30	что он	6	37
31	том что	27	37
32	прежде всего	17	37
33	так что	1	36
34	это не	5	36
35	что в	8	34
36	в нем	16	34
37	и все	5	33
38	того что	4	33
39	но и	22	32
40	все это	2	31
41	сказать что	4	30
42	отнюдь не	11	30
43	и как	9	30
44	было бы	1	29
45	так и	14	29
46	как и	27	28
47	никогда не	3	27
48	в виду	2	26
49	крайней мере	3	26
50	не в	8	26
51	по крайней	3	26
52	говорить о	3	25
53	учение о	1	25
54	и то	4	25
55	но это	3	24
56	если бы	1	24
57	таким образом	4	23
58	в то	8	23
59	это и	2	23
60	я не	1	22
61	что не	4	21
62	в чем	2	21
63	личности и	1	21
64	должна быть	2	21
65	она не	1	21
66	и с	2	20
67	о том	12	20
68	что и	5	20
69	в таком	1	20
70	только в	9	20
71	в каком	1	20
72	уже не	7	20
73	как раз	1	20
74	и вообще	2	20
75	в самом	4	19
76	не менее	6	19
77	не существует	1	19
78	в своем	11	19
79	и притом	1	19
80	и это	3	19
81	как это	2	19
82	и его	4	19
83	же время	9	18
84	хотя бы	3	18
85	с другой	14	18
86	что же	4	18
87	мифа и	1	18
88	жизни и	2	18
89	в особенности	5	17
90	можно сказать	7	17
91	в сущности	3	17
92	той или	6	17
93	должно быть	2	17
94	в основе	11	17
95	но если	1	17
96	одно и	2	16
97	к нему	1	16
98	тем не	1	16
99	или не	2	16
100	сам по	1	16
101	в своей	10	16
102	да и	2	16
103	утверждаю что	1	16
104	мы не	2	16
105	об этом	3	16
106	же и	1	15
107	все же	8	15
108	то в	1	15
109	и мы	1	15
110	несмотря на	1	15
111	но только	1	15
112	как таковой	1	15
113	самом деле	2	15
114	хотя и	3	15
115	в виде	1	15
116	личности в	3	15
117	также и	6	15
118	быть и	2	15
119	и о	4	15
120	на то	1	15
121	или нет	1	14
122	а именно	1	14
123	не было	9	14
124	и ее	5	14
125	таком случае	1	14
126	и потому	3	14
127	и только	1	14
128	и к	4	13
129	говорит о	1	13
130	другой стороны	5	13
131	отличается от	3	13
132	не то	2	13
133	что они	1	13
134	и следовательно	1	13
135	в смысле	1	13
136	он не	4	13
137	в силу	5	13
138	с ее	3	13
139	ни о	2	13
140	но в	15	13
141	не могу	1	13
142	в ней	2	13
143	именно в	5	12
144	и нет	1	12
145	с этим	3	12
146	вопрос о	2	12
147	но как	2	12
148	но не	17	12
149	даже не	1	12
150	могут быть	5	12
151	никак не	1	12
152	не могут	2	12
153	перед нами	4	12
154	еще не	20	12
155	все эти	2	12
156	тем более	1	12
157	и ни	1	12
158	и может	3	12
159	а в	5	12
160	в них	6	11
161	от всего	1	11
162	в данном	9	11
163	только на	2	11
164	быть в	1	11
165	не о	2	11
166	и тем	2	11
167	должны быть	3	11
168	из них	6	11
169	тех или	1	11
170	себе не	4	11
171	от того	1	11
172	ничем не	1	11
173	мы имеем	4	11
174	или в	2	11
175	есть в	3	11
176	его не	1	11
177	мы должны	1	11
178	только то	2	11
179	во всем	2	10
180	с этой	2	10
181	одно из	4	10
182	в результате	3	10
183	в жизни	2	10
184	к тому	6	10
185	во всяком	3	10
186	в меру	2	10
187	в ее	4	10
188	от этого	1	10
189	себе и	1	10
190	а потом	2	10
191	только потому	1	10
192	если же	1	10
193	чтобы не	2	10
194	содержит в	3	10
195	за пределы	2	10
196	оно не	2	10
197	то и	1	10
198	времени и	5	10
199	только о	2	10
200	в его	9	10
201	возможно только	2	10
202	в их	5	10
203	это было	2	10
204	в частности	18	10
205	как мы	2	10
206	бытия и	1	10
207	как будто	3	10
208	может и	4	10
209	мир как	1	9
210	или по	1	9
211	при этом	22	9
212	случае не	1	9
213	не как	5	9
214	в этих	4	9
215	и на	8	9
216	мир и	1	9
217	в котором	7	9
218	в противоположность	6	9
219	в одном	5	9
220	превращается в	1	9
221	точка зрения	3	9
222	и он	2	9
223	мы можем	1	9
224	же как	1	9
225	на этом	3	9
226	и по	2	9
227	утверждать что	1	9
228	подобно тому	4	9
229	с ними	1	9
230	как о	1	9
231	и более	1	9
232	той же	2	9
233	всех этих	1	9
234	и от	2	9
235	или иной	8	9
236	в истории	5	9
237	та или	1	9
238	тому как	5	9
239	даже в	1	8
240	в разных	1	8
241	но все	2	8
242	уже о	2	8
243	чего не	3	8
244	нет и	1	8
245	себя в	8	8
246	с одной	12	8
247	или иная	1	8
248	не будет	1	8
249	этом смысле	1	8
250	в этой	5	8
251	в одной	4	8
252	один из	3	8
253	не на	3	8
254	как не	3	8
255	когда мы	1	8
256	при помощи	1	8
257	на самом	1	8
258	бы и	1	8
259	как нечто	2	8
260	как таковая	1	8
261	и без	2	8
262	того или	3	8
263	но она	3	8
264	личность как	1	8
265	мы и	1	7
266	говоря уже	2	7
267	он всегда	2	7
268	как она	1	7
269	тем что	4	7
270	мира и	3	7
271	на первый	1	7
272	и образ	1	7
273	не всегда	2	7
274	как на	1	7
275	он сам	2	7
276	грань между	1	7
277	связи с	4	7
278	не знает	4	7
279	но для	2	7
280	в конце	1	7
281	в связи	1	7
282	в мире	9	7
283	а только	1	7
284	его как	3	7
285	даже если	1	7
286	его с	2	7
287	и при	1	7
288	становление и	1	7
289	из которых	1	7
290	сами по	2	7
291	заключается в	3	7
292	отношения к	2	7
293	как в	16	7
294	со стороны	17	7
295	что здесь	1	7
296	с его	9	7
297	он должен	1	7
298	и всякий	1	7
299	есть нарушение	1	7
300	на что	1	7
301	понимать как	1	7
302	что этот	1	7
303	эти две	1	7
304	не говоря	2	7
305	и их	1	7
306	из этих	3	7
307	тем самым	6	7
308	отождествляется с	1	7
309	мифа в	1	7
310	более не	1	6
311	о чем	4	6
312	у пушкина	1	6
313	более или	2	6
314	может существовать	1	6
315	уже в	2	6
316	нем нет	1	6
317	одной стороны	12	6
318	в другом	5	6
319	в себя	7	6
320	когда она	1	6
321	но они	3	6
322	одна из	1	6
323	тут же	3	6
324	во всех	6	6
325	она и	1	6
326	для своего	3	6
327	по своей	15	6
328	в которой	2	6
329	быть только	1	6
330	я и	3	6
331	себя как	1	6
332	с тем	1	6
333	и они	1	6
334	вместе с	3	6
335	себя и	2	6
336	о котором	2	6
337	еще и	1	6
338	ни к	11	6
339	не быть	1	6
340	никакого отношения	1	6
341	мог бы	1	6
342	всяком случае	2	6
343	для него	9	6
344	о нем	3	6
345	они не	2	6
346	того и	2	6
347	ее в	1	6
348	с их	3	6
349	но с	1	6
350	чтобы быть	1	6
351	по своему	3	6
352	его в	1	6
353	или менее	2	6
354	это как	1	6
355	дело не	3	6
356	не с	4	6
357	в науке	2	6
358	стороны и	3	6
359	и времени	1	6
360	при всем	1	6
361	и часто	1	6
362	отношение к	6	6
363	и прежде	2	6
364	для этого	1	6
365	в той	2	5
366	в сферу	3	5
367	до сих	1	5
368	в своих	6	5
369	именно о	1	5
370	или на	3	5
371	например в	4	5
372	их в	2	5
373	в одно	2	5
374	тем или	1	5
375	в это	1	5
376	речь идет	2	5
377	об ее	1	5
378	от личности	1	5
379	двух или	1	5
380	не обязательно	4	5
381	может ли	1	5
382	и еще	1	5
383	к этому	4	5
384	едва ли	2	5
385	в качестве	45	5
386	тому же	5	5
387	что его	1	5
388	есть само	1	5
389	в понятии	1	5
390	сих пор	1	5
391	на нем	1	5
392	также не	1	5
393	но тут	1	5
394	жизнь личности	1	5
395	чаще всего	1	5
396	внешнее и	1	5
397	независимо от	1	5
398	одного и	5	5
399	были бы	1	5
400	если в	2	5
401	от отца	1	5
402	из того	1	5
403	с целью	1	5
404	которая не	1	5
405	не является	5	5
406	это понятие	3	5
407	сознание и	1	5
408	во мне	4	5
409	со всей	1	5
410	отношении к	1	5
411	и во	2	5
412	обе стороны	1	5
413	зависит от	2	5
414	что с	2	5
415	становления и	4	5
416	виду что	2	5
417	с той	3	5
418	как целое	1	5
419	есть все	1	5
420	из этого	1	5
421	раз и	1	5
422	и другого	2	5
423	бы это	2	5
424	в области	3	5
425	когда он	3	5
426	просто как	2	5
427	и наконец	2	5
428	что на	3	5
429	вплоть до	2	5
430	объекта и	3	4
431	можно говорить	2	4
432	что всякая	1	4
433	что человек	1	4
434	общения с	4	4
435	нас в	2	4
436	и само	2	4
437	равно как	1	4
438	представление о	1	4
439	его на	1	4
440	в собственном	1	4
441	к мифу	1	4
442	говорить не	1	4
443	в этот	1	4
444	и должно	2	4
445	вообще но	1	4
446	видно что	1	4
447	с другим	1	4
448	к ним	3	4
449	есть по	1	4
450	что даже	2	4
451	о ней	2	4
452	не зная	1	4
453	время и	2	4
454	в состоянии	1	4
455	к чему	2	4
456	самого по	1	4
457	будто бы	3	4
458	на себя	2	4
459	из мифа	1	4
460	точек зрения	1	4
