N	4gram	Bakhtin_Pr	StatiiOP
1	дело в том что	1	9
2	в то же время	13	9
3	заключается в том что	1	6
4	и т п в	1	5
5	в то время как	2	5
6	о том что он	1	4
7	во всяком случае не	1	3
8	в том что он	4	3
9	в том числе и	1	2
10	и в то же	2	2
11	но в то же	7	2
12	уже после того как	1	2
13	но с другой стороны	2	2
14	бы то ни было	2	2
15	в той или иной	1	2
16	и в этом смысле	2	2
17	не в том что	1	2
18	и в этом отношении	2	2
19	том и другом случае	1	1
20	именно в том что	1	1
21	и т д как	1	1
22	с точки зрения его	1	1
23	до самого последнего времени	1	1
24	и в том и	1	1
25	и не может не	1	1
26	во что бы то	1	1
27	заставляя его служить своим	1	1
28	что с точки зрения	1	1
29	в критической литературе о	1	1
30	само по себе не	1	1
31	каких бы то ни	1	1
32	для своего времени и	1	1
33	ни на что другое	1	1
34	была бы совершенно иной	1	1
35	и во всяком случае	1	1
36	иначе и быть не	1	1
37	бы совершенно иной если	1	1
38	то же время оно	2	1
39	что бы то ни	1	1
40	то что он не	1	1
41	но это не значит	1	1
42	тем не менее в	1	1
43	нам кажется что в	1	1
44	иметь в виду что	1	1
45	независимо от того кто	1	1
46	но на самом деле	1	1
47	в другом месте и	1	1
48	в том и другом	1	1
49	в самом деле в	1	1
50	только и могут быть	1	1
51	и по отношению к	1	1
52	и в частности на	1	1
53	совершенно иной если бы	1	1
54	но в большинстве случаев	1	1
55	она была для него	1	1
56	с другой стороны и	3	1
57	то же время не	3	1
58	бы то ни стало	1	1
59	до сих пор не	1	1
60	не все в этой	1	1
61	с точки зрения своей	1	1
62	тем не менее и	1	1
63	в каждом из этих	1	1
64	так же как и	1	1
65	по мере того как	1	1
66	ни на минуту не	1	1
67	что же это за	1	1
