N	3gram	Losev_Prob	KFilosof
1	не может быть	5	11
2	с точки зрения	3	10
3	в его целом	1	10
4	может быть только	2	7
5	того или иного	6	3
6	и только в	2	3
7	в этом смысле	8	3
8	один и тот	1	3
9	в данный момент	1	3
10	не было бы	1	3
11	на самом деле	6	3
12	между тем как	1	3
13	и в своей	3	3
14	и тот же	1	3
15	и в этом	5	3
16	и не быть	1	2
17	в том что	7	2
18	той или иной	5	2
19	ни в каком	7	2
20	и может быть	1	2
21	то или иное	2	2
22	имеем в виду	1	2
23	во всех отношениях	1	2
24	вовсе не значит	1	2
25	тем не менее	25	2
26	и ни в	2	2
27	здесь мы имеем	1	2
28	в то же	4	2
29	он может быть	1	2
30	все это суть	1	2
31	вовсе не есть	12	2
32	во всех этих	2	2
33	во всей его	1	2
34	в целом и	1	2
35	а не в	1	2
36	бы то ни	2	2
37	вопрос о том	2	2
38	раз и навсегда	1	2
39	том случае когда	1	1
40	в виде определенной	1	1
41	с нашей точки	1	1
42	которой он не	1	1
43	мы здесь говорим	1	1
44	в истории философии	2	1
45	было и в	1	1
46	но можно ли	2	1
47	данный момент в	1	1
48	и все равно	1	1
49	и тем не	8	1
50	со всем его	1	1
51	и как бы	2	1
52	оставить в стороне	1	1
53	это не значит	1	1
54	а не просто	5	1
55	в данном контексте	1	1
56	в то или	1	1
57	это может быть	1	1
58	вместе с тем	2	1
59	признать что в	1	1
60	отношение к предмету	1	1
61	во всяком случае	11	1
62	а не к	1	1
63	при таком положении	1	1
64	ни о каких	1	1
65	является вовсе не	1	1
66	на то что	12	1
67	он должен быть	1	1
68	и во всех	1	1
69	в противоречие с	1	1
70	не только от	1	1
71	только в его	1	1
72	его построения и	1	1
73	на том что	3	1
74	здесь вовсе не	1	1
75	и в результате	1	1
76	то же самое	9	1
77	оно ни было	1	1
78	нашей точки зрения	1	1
79	ни на один	1	1
80	и свой смысл	1	1
81	хотя бы и	3	1
82	мы будем говорить	1	1
83	если мы возьмем	1	1
84	в том случае	2	1
85	он не может	1	1
86	самому своему смыслу	2	1
87	в том же	1	1
88	и этот акт	1	1
89	а следовательно и	1	1
90	для того чтобы	9	1
91	конечно уже не	1	1
92	только в том	4	1
93	не значит что	1	1
94	когда мы говорим	2	1
95	бы не было	3	1
96	рождение и смерть	1	1
97	человека но не	1	1
98	если бы оно	1	1
99	но для того	1	1
100	только в этом	2	1
101	в настоящее время	17	1
102	не совпадает с	2	1
103	вовсе не относятся	1	1
104	ввиду того что	1	1
105	едва ли кто-нибудь	3	1
106	можно сказать только	2	1
107	одного и того	2	1
108	несмотря на то	1	1
109	именно в этой	1	1
110	ли это что	1	1
111	до сих пор	6	1
112	не потому что	2	1
113	по самому своему	2	1
114	с тем или	1	1
115	а только в	1	1
116	того что в	1	1
117	бы оно было	1	1
118	не для того	1	1
119	дело в том	3	1
120	по своей структуре	1	1
121	со всеми своими	2	1
122	о том кто	1	1
123	и это понятие	1	1
124	но в то	1	1
125	мы никогда не	3	1
126	всех этих случаях	1	1
127	содержания только в	1	1
128	и в своем	1	1
129	а эта последняя	1	1
130	само по себе	1	1
131	и это будет	1	1
132	этот мир не	1	1
133	и не субъективно	1	1
134	и тем самым	4	1
135	и в то	1	1
136	но где же	1	1
137	ведь если бы	1	1
138	но отнюдь не	4	1
139	не было и	1	1
140	значит ли это	1	1
141	если он не	1	1
142	и есть его	1	1
143	к той же	1	1
144	и то что	9	1
145	действительности а не	2	1
146	время и в	1	1
147	мы ничего не	1	1
148	в зависимости от	1	1
149	и того же	2	1
150	не относятся к	1	1
151	не может не	1	1
152	нужно помнить что	1	1
153	не есть просто	2	1
154	никогда не может	2	1
155	стороне и в	1	1
156	к тому что	1	1
157	что может быть	3	1
158	не только обозначает	1	1
159	но уже не	2	1
160	а именно в	1	1
161	и в его	2	1
162	той или другой	5	1
163	эта последняя как	1	1
164	в известном смысле	1	1
165	все это в	1	1
166	все эти бесконечные	1	1
167	в этом последнем	1	1
168	бы оно ни	1	1
169	не является только	2	1
170	только тогда когда	4	1
171	и этот момент	1	1
172	но это не	1	1
173	это-то и есть	1	1
174	пока еще не	4	1
175	будет ли она	1	1
176	отнюдь еще не	1	1
177	в виду и	2	1
178	и не знает	1	1
179	его в его	1	1
180	ровно ничего не	1	1
181	свой смысл и	1	1
182	в другом случае	2	1
183	в основе своей	1	1
184	и в своих	1	1
185	если бы не	3	1
186	может быть и	5	1
