N	2gram	Vinokur_St	formyVre
1	и в	61	148
2	в этом	37	73
3	то есть	2	70
4	в романе	4	58
5	в нем	9	51
6	прежде всего	11	46
7	и т	36	40
8	и не	23	37
9	в его	19	36
10	и его	11	36
11	вовсе не	24	35
12	но и	28	33
13	то же	7	32
14	т п	11	32
15	не только	36	32
16	но в	16	31
17	жизни и	6	31
18	так и	15	29
19	времени в	1	27
20	может быть	16	27
21	не в	15	26
22	как мы	1	26
23	как и	11	25
24	как бы	8	25
25	точки зрения	16	24
26	только в	11	23
27	в то	10	23
28	времени и	4	23
29	в том	56	22
30	то что	27	22
31	связи с	3	21
32	во всех	8	21
33	же время	5	21
34	все эти	7	21
35	в своем	8	19
36	и др	1	19
37	и на	7	19
38	и для	4	19
39	таким образом	16	18
40	у него	3	18
41	и все	3	18
42	еще не	4	18
43	по существу	3	18
44	при этом	4	17
45	те же	1	17
46	с этим	6	17
47	в особенности	1	17
48	так как	7	17
49	в пределах	1	17
50	все же	12	16
51	в условиях	1	16
52	того же	4	16
53	в основе	4	16
54	и во	3	16
55	с рядом	1	16
56	и их	3	16
57	не может	10	16
58	в разных	1	15
59	в одном	7	15
60	в них	2	15
61	никогда не	7	15
62	с точки	10	15
63	с его	3	15
64	вместе с	5	15
65	лишь в	3	15
66	и как	2	14
67	и с	6	14
68	так же	7	14
69	в конце	5	14
70	его жизни	3	14
71	всех этих	2	14
72	а не	19	14
73	как раз	10	14
74	все это	13	14
75	в самом	14	13
76	в котором	11	13
77	для того	15	13
78	во время	5	13
79	как в	15	13
80	роль в	1	13
81	здесь в	1	13
82	в их	3	13
83	в частности	6	13
84	того чтобы	15	13
85	а в	18	13
86	же в	1	13
87	и до	2	12
88	конечно не	2	12
89	время в	1	12
90	не было	7	12
91	он не	11	12
92	что в	41	12
93	это время	3	12
94	потому что	13	12
95	в истории	5	12
96	ничего не	6	12
97	но не	5	12
98	из них	11	11
99	хотя и	4	11
100	его в	4	11
101	между ними	1	11
102	и у	2	11
103	романа в	1	11
104	ни в	5	11
105	в образе	3	11
106	уже в	3	11
107	в ней	9	11
108	и другие	3	10
109	кроме того	3	10
110	уже не	1	10
111	входит в	1	10
112	в ее	6	10
113	сих пор	12	10
114	также и	10	10
115	до сих	13	10
116	на основе	1	10
117	и проч	1	10
118	здесь не	1	10
119	тот же	2	10
120	и даже	8	9
121	но все	9	9
122	их в	2	9
123	с другой	11	9
124	на протяжении	1	9
125	здесь нет	1	9
126	и это	4	9
127	в других	2	9
128	могут быть	5	9
129	отношения к	2	9
130	оно не	3	9
131	том что	49	9
132	для него	10	9
133	есть в	2	9
134	и других	1	9
135	и к	5	8
136	в результате	5	8
137	в виду	6	8
138	в этих	5	8
139	время как	2	8
140	к тому	9	8
141	но эти	2	8
142	в некоторых	3	8
143	все его	1	8
144	с одной	3	8
145	что и	8	8
146	в роман	1	8
147	и по	6	8
148	один из	1	8
149	для себя	3	8
150	со всеми	2	8
151	если бы	11	8
152	связанные с	3	8
153	до конца	4	8
154	здесь и	1	8
155	и то	6	8
156	значение в	1	8
157	том числе	3	8
158	во всяком	8	8
159	это не	8	8
160	а также	4	8
161	и потому	3	8
162	отношение к	3	8
163	отношению к	3	8
164	или иной	1	8
165	в целом	5	8
166	в той	9	7
167	еще более	5	7
168	не как	2	7
169	между собой	1	7
170	связанных с	1	7
171	к ним	1	7
172	к этому	4	7
173	из этих	7	7
174	в себе	3	7
175	но он	5	7
176	не знает	2	7
177	в которой	13	7
178	в форме	2	7
179	героев и	1	7
180	в процессе	3	7
181	например в	8	7
182	и он	2	7
183	то время	2	7
184	себя и	1	7
185	было бы	21	7
186	не могло	4	7
187	в отличие	1	7
188	том же	3	7
189	т д	25	7
190	у них	1	7
191	того что	14	7
192	этом отношении	13	7
193	ее в	2	7
194	отличие от	1	7
195	место в	2	7
196	что было	3	6
197	все что	1	6
198	с самим	1	6
199	именно в	8	6
200	уже на	1	6
201	с тем	3	6
202	о том	30	6
203	ни одного	4	6
204	сказать что	9	6
205	в основу	5	6
206	во всей	1	6
207	время и	1	6
208	в качестве	7	6
209	xviii века	1	6
210	в таком	4	6
211	мы можем	1	6
212	до нас	1	6
213	ту же	1	6
214	и речи	3	6
215	за пределы	2	6
216	одной стороны	2	6
217	бы ни	3	6
218	а как	5	6
219	смысле слова	1	6
220	в сущности	2	6
221	в отношении	11	6
222	не могут	2	6
223	в которых	5	6
224	друг от	1	6
225	не является	5	6
226	тех же	1	6
227	литературы в	1	6
228	нет и	1	6
229	одной из	4	6
230	мы не	3	6
231	мы находим	4	6
232	от друга	1	6
233	но эта	1	6
234	в эпоху	3	6
235	только и	1	6
236	особенно в	2	6
237	не оставляет	2	6
238	в начале	5	6
239	могло быть	3	6
240	событий и	1	6
241	более того	1	6
242	новое и	1	5
243	нет здесь	1	5
244	вообще не	5	5
245	с этой	5	5
246	о чем	4	5
247	одно из	3	5
248	исторического романа	2	5
249	тем что	6	5
250	в своей	12	5
251	почти все	2	5
252	в это	3	5
253	отсюда и	1	5
254	хотя бы	8	5
255	только на	1	5
256	но они	3	5
257	борьбе с	1	5
258	что все	3	5
259	точка зрения	1	5
260	xix века	2	5
261	от этого	2	5
262	той или	1	5
263	так что	8	5
264	одно и	1	5
265	не были	2	5
266	и является	1	5
267	большое значение	2	5
268	по своей	2	5
269	в этой	13	5
270	и от	2	5
271	там где	6	5
272	в какой-то	1	5
273	мы встречаем	1	5
274	был бы	1	5
275	что они	9	5
276	романа и	1	5
277	не на	3	5
278	конечно и	5	5
279	с ними	1	5
280	далеко не	1	5
281	они не	2	5
282	не имеет	5	5
283	да и	4	5
284	не имеют	2	5
285	и уже	3	5
286	ни были	2	5
287	чем не	2	5
288	той же	5	5
289	он должен	2	5
290	мы имеем	2	5
291	но на	2	5
292	или в	1	5
293	места в	3	5
294	об этом	9	5
295	и вообще	5	5
296	в ряду	1	5
297	и почти	1	5
298	стороны и	1	5
299	числе и	2	5
300	бы он	1	5
301	и только	3	5
302	от него	1	4
303	же и	4	4
304	по всему	1	4
305	даже в	5	4
306	а затем	1	4
307	не являются	3	4
308	его от	1	4
309	другой стороны	9	4
310	по себе	3	4
311	в своих	2	4
312	в корне	1	4
313	из народа	1	4
314	в одно	1	4
315	и смерти	1	4
316	в данном	16	4
317	он был	5	4
318	в другом	5	4
319	по отношению	3	4
320	и те	4	4
321	в глаза	1	4
322	не становится	1	4
323	в нашем	1	4
324	не был	1	4
325	все в	2	4
326	несмотря на	4	4
327	проявляется в	1	4
328	чем в	3	4
329	прежде чем	1	4
330	что не	3	4
331	с жизнью	1	4
332	о которых	3	4
333	к вопросу	1	4
334	себе и	1	4
335	в чем	4	4
336	именно как	1	4
337	времени но	2	4
338	совсем не	3	4
339	в один	1	4
340	и вот	1	4
341	борьба с	2	4
342	в последнем	1	4
343	которых мы	1	4
344	и при	1	4
345	большую роль	1	4
346	из того	2	4
347	для них	2	4
348	их и	2	4
349	к будущему	1	4
350	что он	23	4
351	вследствие этого	1	4
352	быть конечно	1	4
353	перед нами	1	4
354	это и	5	4
355	наконец и	1	4
356	и более	4	4
357	языка и	4	4
358	всяком случае	8	4
359	связан с	3	4
360	этом случае	3	4
361	одних и	1	4
362	и было	1	4
363	не для	3	4
364	бы на	1	4
365	как у	1	4
366	у нас	12	4
367	раз в	4	4
368	как она	1	4
369	так в	1	4
370	к концу	3	4
371	на его	2	4
372	в одной	3	4
373	тем более	4	4
374	времени то	1	4
375	и тех	1	4
376	всего необходимо	1	4
377	быть и	2	4
378	как он	3	4
379	всей его	1	4
380	с большой	1	4
381	в тексте	12	4
382	и о	4	4
383	которыми он	3	4
384	включает в	1	4
385	и совершенно	1	4
386	в лице	1	4
387	с которыми	3	3
388	и имеет	1	3
389	здесь является	1	3
390	тому что	8	3
391	из всех	1	3
392	время не	1	3
393	далее в	4	3
394	их не	1	3
395	в борьбе	1	3
396	можно говорить	1	3
397	жизнь в	1	3
398	из нее	3	3
399	похож на	1	3
400	в соответствии	1	3
401	другом месте	2	3
402	в более	1	3
403	элементы этого	1	3
404	культуры в	3	3
405	на материале	1	3
406	не могли	1	3
407	вопрос о	9	3
408	которой он	1	3
409	вот почему	1	3
410	самого начала	3	3
411	в прошлом	1	3
412	как на	10	3
413	она ни	1	3
414	с этими	1	3
415	место для	1	3
416	в зависимости	2	3
417	не мог	3	3
418	на почве	2	3
419	внимание на	5	3
420	узком смысле	1	3
421	как можно	2	3
422	п но	1	3
423	же как	5	3
424	одна из	1	3
425	и характер	1	3
426	в двух	4	3
427	на границе	1	3
428	бы в	2	3
429	связь с	1	3
430	очень часто	3	3
431	выражение в	2	3
432	на этом	1	3
433	как это	6	3
434	в тех	5	3
435	но только	2	3
436	не место	1	3
437	литературы и	3	3
438	реального исторического	1	3
439	не могла	2	3
440	нашей точки	1	3
441	и есть	1	3
442	и самый	2	3
443	и здесь	2	3
444	народа в	1	3
445	эти особенности	1	3
446	и дает	1	3
447	мы в	1	3
448	борьбы с	3	3
449	нет никакого	3	3
450	сами по	2	3
451	если не	4	3
452	произведения в	2	3
453	в прямом	2	3
454	пор еще	1	3
455	очень важный	1	3
456	в слове	5	3
457	и так	3	3
458	правда не	1	3
459	бы не	2	3
460	том как	4	3
461	сравнению с	1	3
462	зависимости от	2	3
463	нет в	1	3
464	к другому	1	3
465	но оно	1	3
466	еще и	5	3
467	ни к	1	3
468	его и	1	3
469	бы и	4	3
470	время оно	1	3
471	что мы	5	3
472	в течение	7	3
473	в значительной	2	3
474	наконец в	2	3
475	не быть	1	3
476	значение для	2	3
477	не будем	1	3
478	целый ряд	3	3
479	в творчестве	1	3
480	что здесь	2	3
481	без всякого	2	3
482	в данной	2	3
483	если мы	1	3
484	тем же	3	3
485	формы для	1	3
486	но это	9	3
487	в трагедии	13	3
488	точку зрения	3	3
489	что есть	1	3
490	которые в	2	3
491	и также	1	3
492	нет ни	3	3
493	ни с	3	3
494	или с	2	3
495	и соответствующие	1	3
496	с нашей	2	3
497	совершенно не	7	3
498	и всегда	2	3
499	на одной	1	3
500	как нечто	1	3
501	них и	2	3
502	а на	4	3
503	в таких	1	3
504	без всяких	2	3
505	от всех	1	3
506	у всех	1	3
507	дело в	9	3
508	не похож	1	3
509	очень большое	4	3
510	в исторический	1	3
511	есть только	2	3
512	по своему	2	3
513	не столько	6	3
514	в новом	4	3
515	это было	2	3
516	бы совершенно	1	3
517	и эти	2	3
518	только к	2	3
519	с самого	4	3
520	она не	3	3
521	но при	1	3
522	место и	1	3
523	ни один	2	3
524	для чего	1	3
525	конечно в	1	3
526	при всем	1	3
527	по сравнению	1	3
528	этот большой	1	3
529	существенным и	1	3
530	к ней	1	3
531	можно сказать	2	3
532	всеми его	1	3
533	вплоть до	6	3
534	ни был	1	3
535	что на	3	3
536	в чисто	2	3
537	не к	2	3
538	момент его	1	3
539	и всего	1	2
540	всего это	1	2
541	случае в	4	2
542	и очень	5	2
543	и лишь	2	2
544	чего не	1	2
545	более что	2	2
546	без исключения	1	2
547	и рядом	1	2
548	остановиться на	1	2
549	ясно что	10	2
550	с собой	1	2
551	в духе	2	2
552	значения в	1	2
553	представление о	5	2
554	самому и	1	2
555	для своей	2	2
556	правда в	1	2
557	притом в	1	2
558	но очень	1	2
559	отличается от	2	2
560	ни для	2	2
561	и дело	2	2
562	даны все	1	2
563	которые мы	1	2
564	было в	2	2
565	эти проблемы	1	2
566	к своей	1	2
567	особое место	1	2
568	говорить о	3	2
569	связь между	1	2
570	отметить что	4	2
571	до того	4	2
572	но этот	1	2
573	своем романе	1	2
574	жизни то	1	2
575	во всякой	1	2
576	он так	1	2
577	они должны	1	2
578	как я	1	2
579	нигде не	2	2
580	причем в	2	2
581	в каждом	3	2
582	это прежде	2	2
583	он сам	1	2
584	от них	1	2
585	тут же	1	2
586	на котором	1	2
587	речи в	1	2
588	с настоящим	1	2
589	и неизвестно	1	2
590	к нему	2	2
591	он имел	1	2
592	то в	3	2
593	не зная	2	2
594	еще одну	1	2
595	что у	8	2
596	война между	1	2
597	и всей	2	2
598	указать на	1	2
599	притом не	1	2
600	в исторических	1	2
601	были эти	1	2
602	подчеркнуть что	5	2
603	гл iii	1	2
604	и этим	1	2
605	для своего	2	2
606	тому же	2	2
607	видит в	1	2
608	собой разумеется	1	2
609	и притом	1	2
610	столько же	3	2
611	в несколько	1	2
612	и некоторые	1	2
613	как по	1	2
614	распространены в	1	2
615	сказал что	1	2
616	всех его	1	2
617	читателей и	1	2
618	не исчерпываются	1	2
619	на себя	3	2
620	но для	3	2
621	о смерти	1	2
622	кто хотел	1	2
623	времени как	1	2
624	я не	13	2
625	лишь на	1	2
626	также в	2	2
627	между прочим	10	2
628	одном из	4	2
629	и вместе	1	2
630	путь в	1	2
631	если я	1	2
632	больше и	1	2
633	а только	1	2
634	каждом из	1	2
635	себя прежде	1	2
636	могло бы	3	2
637	но к	2	2
638	в знаменитой	1	2
639	характере и	1	2
640	были в	1	2
641	на другой	1	2
642	но как	1	2
643	в уста	3	2
644	ряду с	1	2
645	того в	1	2
646	вообще в	1	2
647	где бы	1	2
648	бы она	1	2
649	в отдельных	2	2
650	него самого	2	2
651	зрелости и	1	2
652	лишь что	1	2
653	ни была	2	2
654	и та	1	2
655	никто не	4	2
656	хотя в	2	2
657	и тот	1	2
