N	3gram	Vygotskiy_	Istorich
1	и т д	6	142
2	с другой стороны	8	46
3	мы видим что	5	30
4	до сих пор	9	30
5	в этом случае	2	29
6	с одной стороны	15	28
7	так же как	3	27
8	мы знаем что	3	26
9	в том что	30	25
10	не может быть	4	24
11	вместе с тем	4	23
12	о том что	15	22
13	мы имеем в	1	19
14	не только в	5	19
15	мы видели что	1	16
16	о том как	1	15
17	в данном случае	3	15
18	после того как	1	15
19	по отношению к	2	14
20	на то что	25	14
21	в то время	4	13
22	таким образом мы	2	13
23	мы увидим что	7	13
24	то время как	4	13
25	не что иное	2	11
26	во всех этих	2	11
27	что иное как	2	11
28	можно было бы	4	10
29	что и в	1	10
30	друг с другом	6	9
31	уже знаем что	1	9
32	но так как	1	9
33	более или менее	1	9
34	же как и	1	9
35	надо сказать что	2	8
36	образом мы видим	2	8
37	то же самое	8	8
38	на этот вопрос	5	8
39	и то что	4	8
40	но вместе с	1	8
41	что у него	1	8
42	подобно тому как	1	8
43	в зависимости от	7	8
44	смысле этого слова	1	7
45	во время боя	1	7
46	то что в	4	7
47	с тем что	3	7
48	во всяком случае	1	7
49	что он не	3	7
50	здесь мы видим	2	7
51	и в русской	1	7
52	потому что он	3	7
53	если бы мы	5	7
54	что и здесь	2	7
55	на том что	1	6
56	и здесь мы	1	6
57	к тому же	1	6
58	этой точки зрения	3	6
59	все же не	1	6
60	с этой точки	3	6
61	мы должны будем	3	6
62	с самого начала	5	6
63	мы не можем	2	6
64	то что он	5	5
65	том что в	2	5
66	на задний план	1	5
67	между героем и	1	5
68	для того чтобы	41	5
69	мы еще не	1	5
70	т д мы	1	5
71	и когда он	2	5
72	для наших целей	1	5
73	в отличие от	3	5
74	так как это	6	5
75	мы видим в	2	5
76	в том чтобы	6	5
77	и что он	2	5
78	т д и	1	5
79	в другом месте	1	5
80	на самом деле	8	5
81	мы имеем здесь	1	5
82	перед нами как	1	4
83	влечет за собой	1	4
84	образом и здесь	1	4
85	по ходу действия	1	4
86	только в одном	1	4
87	и может быть	2	4
88	только то что	1	4
89	с точки зрения	5	4
90	состоит в том	2	4
91	в одной из	1	4
92	тем что он	1	4
93	вопрос о том	3	4
94	оно может быть	2	4
95	то что она	2	4
96	иметь в виду	3	4
97	по себе не	2	4
98	нам кажется что	2	4
99	о том чтобы	1	4
100	сами по себе	2	4
101	в это время	1	4
102	можно сказать что	3	4
103	и только после	1	4
104	только после этого	1	4
105	это и есть	1	4
106	он должен был	2	3
107	одной стороны и	1	3
108	все то что	6	3
109	как будто бы	1	3
110	как один из	1	3
111	никак не может	3	3
112	один из них	1	3
113	и то же	4	3
114	мы сейчас увидим	3	3
115	то это означает	1	3
116	не только не	4	3
117	что в этом	6	3
118	по этому поводу	4	3
119	к тому что	8	3
120	даже там где	1	3
121	за то что	3	3
122	это так то	1	3
123	это не так	3	3
124	один и тот	1	3
125	о смерти но	1	3
126	дело в том	2	3
127	что мы видим	1	3
128	и тот же	2	3
129	что он умер	1	3
130	знает что он	1	3
131	по сравнению с	4	3
132	в средние века	1	3
133	в ответ на	1	3
134	это только одна	1	3
135	и что они	3	3
136	но далеко не	1	3
137	не в том	1	3
138	мы перейдем к	1	3
139	само по себе	3	3
140	не могло быть	1	3
141	это означает что	1	3
142	то ни было	1	3
143	если это так	2	3
144	бы то ни	1	3
145	говорит об этом	1	3
146	сих пор не	1	3
147	но он не	2	3
148	таким образом в	2	3
149	но и здесь	1	3
150	в противоречие с	1	3
151	в том смысле	1	3
152	каждый из этих	1	3
153	как только мы	1	3
154	не в состоянии	3	3
155	видели что в	1	3
156	здесь могут быть	1	3
157	что в нем	3	3
158	по его мнению	4	3
159	мы знаем о	1	3
160	он умер и	1	3
161	и не только	1	3
162	с собой в	1	3
163	и здесь можно	1	2
164	а может быть	1	2
165	своего отца он	1	2
166	не только то	1	2
167	он как бы	1	2
168	и т п	5	2
169	другой стороны она	1	2
170	она все же	1	2
171	в себя и	1	2
172	не в этом	1	2
173	не забудем что	1	2
174	в самом деле	8	2
175	и тем более	1	2
176	указывает на то	3	2
177	и из его	1	2
178	быть не может	1	2
179	друг от друга	2	2
180	что для того	2	2
181	что в них	1	2
182	в частности в	1	2
183	но для наших	1	2
184	так что она	1	2
185	сам по себе	4	2
186	видим таким образом	2	2
187	в особенности в	1	2
188	сказать что в	2	2
189	ничего общего с	1	2
190	во все время	3	2
191	и таким образом	3	2
192	во многих случаях	1	2
193	а в том	1	2
194	как если бы	1	2
195	что это не	2	2
196	это означало бы	1	2
197	сама по себе	3	2
198	то мы можем	1	2
199	все дело в	1	2
200	из того что	3	2
201	сказывается и в	1	2
202	а не только	1	2
203	и для нас	3	2
204	мы имеем дело	1	2
205	же обстоит дело	2	2
206	же не может	1	2
207	покажет нам что	1	2
208	в силу того	1	2
209	что эти три	1	2
210	вместе с героем	1	2
211	на первый план	2	2
212	может быть в	1	2
213	к тому чтобы	1	2
214	как раз наоборот	2	2
215	данном случае в	1	2
216	указывают на то	1	2
217	но еще не	1	2
218	не просто в	1	2
219	того что царь	1	2
220	главным образом в	1	2
221	вместо того чтобы	1	2
222	мы ничего не	1	2
223	у него нет	1	2
224	не могут быть	1	2
225	в его крови	1	2
226	и здесь с	1	2
227	мы с одной	1	2
228	но как только	1	2
229	одной стороны он	2	2
230	может быть и	2	2
231	может быть это	2	2
232	только с одним	1	2
233	в которых это	1	2
234	но если это	1	2
235	в то самое	1	2
236	почти никогда не	1	2
237	вовсе не в	2	2
238	ни к каким	1	2
239	это не может	1	2
240	том что она	1	2
241	совершенно очевидно что	2	2
242	может быть только	1	2
243	мы должны признать	2	2
244	но уже сейчас	1	2
245	здесь дело происходит	1	2
246	для нас это	1	2
247	и прежде всего	1	2
248	а не в	1	2
249	на то чтобы	1	2
250	казалось бы что	1	2
251	показывает что в	2	2
252	как только он	1	2
253	и в том	2	2
254	то что было	1	2
255	гораздо шире и	1	2
256	в свою очередь	1	2
257	том что при	1	2
258	силу того что	1	2
259	на другой день	1	2
260	и др в	1	2
261	равно как и	2	2
262	так же обстоит	2	2
263	другой стороны он	2	2
264	совершенно ясно что	7	2
265	дело конечно не	1	2
266	одна из них	2	2
267	и той же	4	2
268	чтобы ответить на	1	2
269	ответ на этот	2	2
270	одно и то	3	2
271	так как они	1	2
272	одной и той	4	2
273	таким образом что	6	2
274	данном случае к	1	2
275	бы показать что	2	2
276	только потому что	1	2
277	они никогда не	1	2
278	том что он	4	2
279	мы видим таким	2	2
280	и смысл этого	1	2
281	то обстоятельство что	2	2
282	по этому вопросу	1	2
283	к себе и	1	2
284	потому что мы	1	2
285	имеем дело с	1	2
286	это было бы	1	2
287	лежит в основе	1	2
288	где мы имеем	1	1
289	отношение как к	1	1
290	он является в	1	1
291	начала до конца	1	1
292	та же самая	2	1
293	приблизительно следующим образом	1	1
294	конечно не просто	1	1
295	в день свадьбы	1	1
296	но то же	1	1
297	потому что оно	1	1
298	он говорит что	4	1
299	что у нас	1	1
300	это как бы	1	1
301	и для этого	2	1
302	его тем что	1	1
303	но не могут	1	1
304	можем поставить вопрос	1	1
305	он не должен	1	1
306	в какой связи	1	1
307	сказано выше о	1	1
308	с другом мы	1	1
309	цель к которой	1	1
310	том что искусство	1	1
311	а не как	1	1
312	и в другом	1	1
313	примеров из области	1	1
314	о характере героя	1	1
315	при каких условиях	1	1
316	д и т	1	1
317	ни в каких	1	1
318	в первый раз	1	1
319	и на этом	1	1
320	что на нем	1	1
321	это приводит к	1	1
322	она уклоняется от	1	1
323	еще почти не	1	1
324	в результате мы	1	1
325	совершается не в	1	1
326	что между этими	1	1
327	из этих трех	1	1
328	то что им	2	1
329	об этом не	1	1
330	отличает его от	1	1
331	то что вообще	1	1
332	она и не	1	1
333	увидим что это	1	1
334	достаточно сослаться на	1	1
335	у него в	1	1
336	один из исследователей	1	1
337	и наконец самое	1	1
338	можем заключить что	1	1
339	обстановки в которой	1	1
340	как это мы	2	1
341	сводится к тому	3	1
342	именно в этой	1	1
343	при помощи этого	1	1
344	только одна она	1	1
345	каждый из них	1	1
346	на которые ссылается	1	1
347	форм социальной жизни	1	1
348	от начала до	1	1
349	хуже обстоит дело	1	1
350	речь идет о	1	1
351	мы никогда не	5	1
352	состоят в том	1	1
353	с тем и	1	1
354	только предположить что	1	1
355	исходя из этого	1	1
356	не согласиться с	1	1
357	от нее на	1	1
358	о котором говорит	4	1
359	таким образом становится	1	1
360	он исходит из	1	1
361	но если бы	1	1
362	мы узнаем что	1	1
363	неверно потому что	1	1
364	что действующие лица	1	1
365	что можно с	1	1
366	что они находятся	1	1
367	бы в этих	1	1
368	в первой главе	1	1
369	и этим он	1	1
370	ничего не может	2	1
371	но в этом	1	1
372	и как он	1	1
373	на наших глазах	1	1
374	было бы назвать	1	1
375	от него и	1	1
376	то что у	1	1
377	что мы нашли	1	1
378	образом в виде	1	1
379	что он имел	1	1
380	замечательно что эта	1	1
381	с тем как	1	1
382	что между героем	1	1
383	с ними в	1	1
384	этот материал как	1	1
385	к ней и	1	1
386	с тем мы	1	1
387	о котором говорится	1	1
388	уже о том	1	1
389	по существу мы	1	1
390	из которых как	1	1
391	это то что	1	1
392	с ним не	1	1
393	показывает нам что	1	1
394	то этим он	1	1
395	в самых общих	1	1
396	если мы сравним	1	1
397	к которым приходят	1	1
398	вместе с ним	1	1
399	в узком смысле	1	1
400	а на самом	1	1
401	и что от	1	1
402	но и это	2	1
403	не только это	1	1
404	что они должны	1	1
405	быть выделена в	1	1
406	причины почему бы	1	1
407	в себе и	1	1
408	в этом смысле	3	1
409	знаем о нем	1	1
410	могут быть два	1	1
411	и что самое	5	1
412	другой стороны мы	2	1
413	но столь же	1	1
414	для нас важно	1	1
415	то что здесь	1	1
416	видит в них	1	1
417	с достаточной ясностью	2	1
418	что он должен	1	1
419	несмотря на то	1	1
420	до тех пор	2	1
421	и почему он	1	1
422	он может быть	2	1
423	той обстановки в	1	1
424	и в частности	2	1
425	свое тело на	1	1
426	что так же	1	1
427	не понимает причин	1	1
428	мы будем иметь	1	1
429	течение которых он	1	1
430	так же нельзя	1	1
431	быть сравниваема с	1	1
432	когда он говорит	1	1
433	в виду то	1	1
434	весь этот материал	1	1
435	он знает что	2	1
436	вдруг совершенно неожиданно	1	1
437	и это не	2	1
438	наших целей это	1	1
439	будем иметь случай	2	1
440	стало ясно что	1	1
441	означает не что	1	1
442	много но все	1	1
443	что оно есть	2	1
444	сих пор в	1	1
445	и в каких	1	1
446	наконец самое важное	1	1
447	и что в	5	1
448	с ним и	1	1
449	не говорится и	1	1
450	он видит что	3	1
451	не мог бы	1	1
452	какой связи стоят	1	1
453	бы мы имели	1	1
454	только с этой	1	1
455	из которых мы	1	1
456	что может быть	2	1
457	сказать что и	1	1
458	всем его объеме	1	1
459	к этому мы	1	1
460	этого слова может	1	1
461	как бы в	3	1
462	то что мы	2	1
463	по существу в	1	1
464	из которых каждый	1	1
465	средние века в	1	1
466	нет места для	1	1
467	происходит так что	1	1
468	же самое и	2	1
469	мы все же	3	1
470	в каком отношении	5	1
471	он при этом	1	1
472	он наконец достиг	1	1
473	именно это и	1	1
474	то это еще	1	1
475	он думает что	1	1
476	он впадает в	1	1
477	это значило бы	1	1
478	до известной степени	1	1
479	ничего нельзя было	1	1
480	как и вообще	1	1
481	только для того	1	1
482	не прямо а	1	1
483	в совершенно новом	1	1
484	о том не	1	1
485	то или иное	1	1
486	ходу действия это	1	1
487	есть как бы	2	1
488	той же причине	1	1
489	мы таким образом	1	1
490	должно было бы	2	1
491	свое начало от	1	1
492	видим что и	1	1
493	потому что как	1	1
494	мы еще будем	1	1
495	быть отнесены к	1	1
496	бы в том	1	1
497	в жизни и	1	1
498	ответить на этот	1	1
499	для этого нужно	1	1
500	сводится к следующему	1	1
501	что все это	1	1
502	героя ниже мы	1	1
503	спрашивается почему же	1	1
504	мы могли бы	4	1
505	они не могут	1	1
506	перед нами в	1	1
507	с такой силой	2	1
508	именно на этом	2	1
509	то что все	2	1
510	достигает своего апогея	2	1
511	и есть то	1	1
512	сказано только что	1	1
513	что он был	1	1
514	в этом отношении	3	1
515	является то что	2	1
516	что один из	1	1
517	и рассматривается в	1	1
518	и если бы	1	1
519	в том случае	1	1
520	для чего в	1	1
521	потому что в	4	1
522	именно потому что	3	1
523	он нисколько не	1	1
524	нужно было бы	1	1
525	ссылается на то	1	1
526	жизни и на	1	1
527	том что именно	1	1
528	сказать что эта	1	1
529	один из самых	1	1
530	в приложении к	2	1
531	если бы в	1	1
532	по своей воле	1	1
533	но в сущности	1	1
534	как бы он	1	1
535	котором говорится что	1	1
536	на том месте	1	1
537	а с другой	5	1
538	в которых он	1	1
539	то что не	1	1
540	как нам кажется	1	1
541	на поле битвы	1	1
542	не сам он	1	1
543	в высшей степени	1	1
544	мы видим как	1	1
545	что при помощи	1	1
546	на вопросе о	1	1
547	и в его	1	1
548	в этом имении	1	1
549	он был бы	1	1
550	то же время	1	1
551	да и не	1	1
552	что даже и	1	1
553	это могло бы	1	1
554	мы найдем достаточно	1	1
555	нечто такое что	3	1
556	и в этом	2	1
557	показать что и	2	1
558	там где он	1	1
559	что он делает	1	1
560	сейчас увидим что	2	1
561	надо однако сказать	1	1
562	останавливаться на этом	1	1
563	того или иного	1	1
564	что им не	1	1
565	он должен быть	1	1
566	существу мы можем	1	1
567	мы находим в	1	1
568	что они имеют	1	1
569	а не сам	1	1
570	и показывают что	1	1
571	в какой мере	1	1
572	хотя бы одного	1	1
573	и несомненно что	1	1
574	от того что	1	1
575	обратим внимание на	1	1
576	а в виде	1	1
577	то новое что	1	1
578	и сейчас же	3	1
579	с той же	1	1
580	во всем его	1	1
581	в какой бы	2	1
582	не может и	2	1
583	поэтому совершенно прав	1	1
584	том мотиве который	1	1
585	и одна из	1	1
