N	2gram	Bakhtin_Pr	Formalny
1	и в	59	95
2	и не	66	78
3	может быть	38	66
4	в этом	40	61
5	не может	31	57
6	и пр	3	53
7	вовсе не	13	53
8	таким образом	22	52
9	и его	21	51
10	так и	13	50
11	точки зрения	36	47
12	в нем	38	42
13	в его	44	42
14	прежде всего	17	41
15	с точки	21	40
16	как и	21	39
17	художественного произведения	1	36
18	в самом	19	35
19	не в	10	35
20	а не	30	34
21	в процессе	4	34
22	но и	22	33
23	то же	15	32
24	самом деле	9	32
25	не только	26	30
26	в пределах	13	28
27	в том	17	26
28	если бы	12	26
29	то что	21	25
30	художественной конструкции	1	25
31	при этом	5	24
32	в своей	17	24
33	на почве	5	24
34	лишь в	4	24
35	на самом	5	24
36	с помощью	1	23
37	было бы	10	23
38	связи с	1	23
39	в ней	8	23
40	в то	15	22
41	и ее	5	22
42	и с	10	21
43	что в	14	21
44	в истории	3	21
45	как бы	40	21
46	между ними	4	20
47	не менее	3	20
48	входит в	11	20
49	как мы	10	20
50	и от	3	20
51	же время	10	20
52	место в	2	20
53	в их	5	20
54	по себе	13	19
55	хотя бы	5	19
56	не могут	6	19
57	все это	12	19
58	все же	9	18
59	должна быть	4	18
60	только в	15	18
61	и все	4	18
62	с его	14	18
63	все эти	12	18
64	и их	7	18
65	идеологического творчества	2	17
66	именно как	1	17
67	как раз	9	17
68	социальной жизни	2	17
69	произведения в	2	17
70	как в	10	17
71	более того	5	17
72	во всяком	5	16
73	с другой	3	16
74	так же	10	16
75	всяком случае	3	16
76	в искусстве	2	16
77	совершенно не	2	16
78	потому что	20	16
79	именно в	8	15
80	все время	4	15
81	должно быть	4	15
82	с другими	11	15
83	его в	6	15
84	бы в	7	15
85	во всех	8	15
86	и на	15	15
87	так как	11	15
88	но в	7	15
89	в литературе	7	15
90	в жизни	7	14
91	только на	1	14
92	в своем	12	14
93	в ее	4	14
94	в этой	5	14
95	в единстве	7	14
96	что он	16	14
97	вместе с	2	14
98	еще не	11	14
99	если мы	1	14
100	произведения и	2	14
101	и потому	9	14
102	жизни и	21	14
103	в целом	8	14
104	в результате	6	13
105	тем что	5	13
106	что и	10	13
107	говорит он	9	13
108	ни в	5	13
109	как его	2	13
110	могут быть	5	13
111	независимо от	1	13
112	как таковой	2	13
113	для них	3	13
114	со стороны	6	13
115	что же	5	13
116	до конца	11	13
117	того что	4	13
118	как ее	2	13
119	она не	9	13
120	а в	9	13
121	там где	12	12
122	уже не	14	12
123	к тому	1	12
124	в действительности	1	12
125	по отношению	17	12
126	как это	2	12
127	и здесь	5	12
128	оно не	2	12
129	того чтобы	5	12
130	и для	5	12
131	лишь как	6	12
132	отношению к	17	12
133	социальной действительности	2	11
134	никогда не	19	11
135	что они	3	11
136	так сказать	8	11
137	лишь для	1	11
138	то ни	3	11
139	между тем	5	11
140	зависимости от	5	11
141	литературы в	1	11
142	они не	5	11
143	это и	10	11
144	для него	23	11
145	этом отношении	7	11
146	в основе	6	11
147	но не	13	11
148	в большинстве	3	11
149	слова и	2	11
150	не как	15	10
151	другой стороны	3	10
152	в своих	5	10
153	в первом	3	10
154	в художественном	5	10
155	в дальнейшем	2	10
156	раз и	4	10
157	конечно не	7	10
158	в зависимости	5	10
159	бы то	3	10
160	каждый элемент	1	10
161	не было	5	10
162	большинстве случаев	3	10
163	не есть	2	10
164	здесь и	2	10
165	он не	11	10
166	если же	3	10
167	материала в	1	10
168	с ее	5	10
169	мы видели	3	10
170	в слове	1	10
171	дело идет	12	10
172	конструкции и	1	10
173	не является	2	10
174	и теперь	1	10
175	тем же	1	10
176	друг друга	10	10
177	формы и	1	10
178	и др	1	10
179	мы не	3	10
180	по существу	5	10
181	и как	10	10
182	не о	3	10
183	его целом	8	10
184	еще более	1	9
185	и даже	4	9
186	говорить о	3	9
187	для понимания	5	9
188	не могло	1	9
189	ни было	4	9
190	но ведь	4	9
191	в каждом	11	9
192	совсем не	1	9
193	бы ни	1	9
194	или иного	1	9
195	отношения к	4	9
196	со всею	3	9
197	в свою	1	9
198	и до	5	9
199	здесь не	2	9
200	но это	7	9
201	ничего не	8	9
202	от всех	1	9
203	менее всего	4	9
204	является лишь	5	9
205	у нас	2	9
206	быть и	1	9
207	и к	5	8
208	в них	5	8
209	в данном	3	8
210	была бы	5	8
211	следует что	1	8
212	как такового	1	8
213	с одной	1	8
214	ясно что	1	8
215	же как	5	8
216	в сторону	1	8
217	в других	1	8
218	сих пор	3	8
219	и речи	1	8
220	и является	1	8
221	из этого	1	8
222	всех этих	3	8
223	до сих	3	8
224	и должно	1	8
225	что это	1	8
226	с этим	2	8
227	роль в	2	8
228	не должна	1	8
229	это не	13	8
230	должен быть	1	8
231	не следует	1	8
232	для того	3	8
233	в области	3	8
234	для этого	4	8
235	в той	9	7
236	можно говорить	2	7
237	же и	2	7
238	более или	1	7
239	в художественную	1	7
240	но все	8	7
241	становится в	1	7
242	является для	2	7
243	мы увидим	1	7
244	даже и	2	7
245	в применении	1	7
246	сказать что	9	7
247	что именно	2	7
248	к этому	6	7
249	вот как	1	7
250	в сущности	11	7
251	из них	8	7
252	оценки и	2	7
253	художественном произведении	1	7
254	следовательно и	2	7
255	от этого	2	7
256	смысл и	2	7
257	значение и	1	7
258	в себе	9	7
259	бы быть	3	7
260	в особенности	2	7
261	единство произведения	2	7
262	во втором	1	7
263	в содержании	1	7
264	не на	6	7
265	творчества и	2	7
266	сами по	4	7
267	жизни в	3	7
268	том что	15	7
269	что бы	1	7
270	не входит	3	7
271	чем же	2	7
272	известной степени	1	7
273	а вовсе	1	7
274	высшей степени	2	7
275	ничем не	2	7
276	в первый	1	7
277	он и	9	7
278	и более	2	7
279	и всякое	1	7
280	в какой	2	7
281	и понимания	3	7
282	среды в	1	7
283	только и	1	7
284	войти в	2	7
285	или менее	1	7
286	в одной	9	7
287	того или	1	7
288	стороны и	1	7
289	как их	3	7
290	как к	3	7
291	в высшей	2	7
292	как таковое	1	7
293	и только	2	7
294	за счет	2	7
295	и наконец	5	7
296	своей статье	1	6
297	кроме того	3	6
298	те же	3	6
299	в живом	1	6
300	в этих	5	6
301	как она	2	6
302	например в	5	6
303	их в	8	6
304	отличается от	3	6
305	о том	5	6
306	художественного восприятия	1	6
307	действительности в	1	6
308	и отчасти	1	6
309	познания и	1	6
310	материал в	1	6
311	жизнь и	3	6
312	только не	1	6
313	по преимуществу	3	6
314	от его	1	6
315	и других	8	6
316	в которой	6	6
317	но для	2	6
318	в конце	9	6
319	и это	5	6
320	в смысле	4	6
321	на этом	1	6
322	материал и	2	6
323	и тем	2	6
324	должны быть	1	6
325	за пределы	10	6
326	в статье	1	6
327	от нее	1	6
328	один из	4	6
329	они и	3	6
330	его с	2	6
331	на ее	2	6
332	с ним	13	6
333	ее и	2	6
334	в плоскости	5	6
335	к его	1	6
336	и навсегда	2	6
337	в россии	1	6
338	его и	4	6
339	из этих	2	6
340	в произведении	4	6
341	именно на	2	6
342	литературных произведений	1	6
343	нет и	4	6
344	той же	7	6
345	этого слова	3	6
346	у них	1	6
347	не из	3	6
348	совершенно недопустимо	2	6
349	данном случае	3	6
350	уже в	9	6
351	к истории	1	6
352	ее в	2	6
353	смысле этого	2	6
354	как таковая	1	6
355	так в	1	6
356	нисколько не	2	6
357	его не	2	6
358	не по	3	6
359	в частности	2	6
360	тем самым	3	6
361	искусства и	1	6
362	отношение к	4	6
363	такой же	1	6
364	тому что	3	6
365	случае в	1	5
366	с этой	1	5
367	даже в	7	5
368	художественная конструкция	1	5
369	какой бы	2	5
370	в виду	2	5
371	в рамки	2	5
372	равно как	1	5
373	значительной степени	1	5
374	в мире	10	5
375	правда в	2	5
376	так например	1	5
377	и со	3	5
378	перестает быть	4	5
379	отвлечемся от	1	5
380	можно сказать	3	5
381	восприятия и	1	5
382	в котором	6	5
383	то это	1	5
384	вопрос о	4	5
385	и формы	1	5
386	как на	4	5
387	в нашем	3	5
388	к которому	1	5
389	она есть	1	5
390	характерно что	2	5
391	к нему	13	5
392	всего в	2	5
393	то в	1	5
394	на язык	1	5
395	время и	2	5
396	хотя и	1	5
397	не от	2	5
398	не столько	3	5
399	этом романе	1	5
400	что не	6	5
401	а только	3	5
402	в эту	1	5
403	могло бы	1	5
404	слово как	1	5
405	видения и	10	5
406	мы можем	3	5
407	мы уже	4	5
408	или же	2	5
409	в роман	1	5
410	не приходится	1	5
411	и что	2	5
412	этом смысле	12	5
413	совершенно справедливо	2	5
414	конструкции в	1	5
415	его как	6	5
416	друг другу	3	5
417	художественной воли	4	5
418	и по	4	5
419	а как	8	5
420	и самый	1	5
421	не так	3	5
422	и свою	2	5
423	эти определения	2	5
424	в основном	2	5
425	же является	1	5
426	в отношении	3	5
427	функции в	1	5
428	что оно	2	5
429	показать что	1	5
430	даже не	1	5
431	может стать	1	5
432	подхода к	2	5
433	приводит к	4	5
434	не имеет	2	5
435	да и	3	5
436	ни на	2	5
437	то он	3	5
438	бы и	6	5
439	художественная структура	1	5
440	то и	2	5
441	высказывания и	1	5
442	в значительной	1	5
443	как проблема	1	5
444	а лишь	3	5
445	как например	2	5
446	о языке	1	5
447	в отличие	3	5
448	одной из	1	5
449	до известной	1	5
450	к предмету	1	5
451	в самой	10	5
452	и то	1	5
453	произведении как	1	5
454	значение в	1	5
455	элементов произведения	1	5
456	очень характерно	1	5
457	он становится	1	5
458	для нас	3	5
459	однако не	2	5
460	непосредственно в	2	5
461	а о	4	5
462	становления и	1	5
463	и эта	3	5
464	в условиях	4	5
465	отличие от	3	5
466	тому как	5	5
467	мы должны	6	5
468	таким же	4	5
469	борьба с	2	5
470	еще в	1	5
471	от того	4	5
472	произведения не	1	5
473	слова в	4	5
474	же в	3	5
475	может и	1	5
476	не можем	1	5
477	что было	4	4
478	от него	3	4
479	и другие	4	4
480	является в	1	4
481	мы и	2	4
