N	3gram	Vygotskiy_	VrazhdaK
1	и все же	1	5
2	как и у	1	3
3	в связи с	8	3
4	в том что	41	2
5	не может быть	5	2
6	с точки зрения	11	2
7	и что в	2	2
8	что в начале	1	2
9	это то что	1	1
10	все же в	2	1
11	в этот период	1	1
12	а также в	1	1
13	в свою очередь	3	1
14	с помощью которых	8	1
15	в то время	5	1
16	далеко не все	1	1
17	в конце концов	1	1
18	одно и то	6	1
19	друг друга при	1	1
20	речь идет о	2	1
21	последовательность в развитии	1	1
22	о том как	1	1
23	точно так же	4	1
24	так же как	9	1
25	что уже в	2	1
26	на то что	5	1
27	по нашему мнению	2	1
28	с которым он	1	1
29	уже в начале	1	1
30	шаг за шагом	1	1
31	в этом смысле	7	1
32	заключается в том	18	1
33	а с другой	4	1
34	и то что	3	1
35	не только не	1	1
36	о том что	3	1
37	при этом он	1	1
38	основания предполагать что	1	1
39	от того как	2	1
40	до сих пор	3	1
41	в высшей степени	11	1
42	мы знаем о	4	1
43	на этот раз	2	1
44	в том же	1	1
45	во всяком случае	10	1
46	тем не менее	6	1
47	к вопросу о	1	1
48	и в самом	1	1
49	как бы в	1	1
50	на первый план	5	1
51	с другой стороны	5	1
52	в известном смысле	2	1
53	могут быть приняты	1	1
54	то что они	3	1
55	связи с этим	2	1
56	независимо от того	3	1
57	и то же	6	1
58	в этом отношении	9	1
59	и что он	1	1
60	все же не	2	1
61	он отличается от	1	1
62	и в этом	2	1
63	в истории человечества	1	1
