N	3gram	Bakhtin_Pr	Morfolog
1	мы видим что	2	11
2	в этом случае	1	10
3	не может быть	8	9
4	таким образом мы	1	7
5	по отношению к	17	7
6	с точки зрения	21	6
7	тем не менее	1	6
8	то перед нами	2	5
9	подобно тому как	5	5
10	с другой стороны	3	5
11	в том что	10	4
12	независимо от того	1	4
13	на самом деле	4	4
14	не могут быть	1	4
15	к тому что	1	4
16	но все же	3	4
17	в большинстве случаев	3	3
18	о том что	5	3
19	для того чтобы	3	3
20	в то время	3	3
21	бы то ни	3	3
22	в первом случае	1	3
23	далеко не все	1	3
24	на первый взгляд	1	3
25	то время как	2	3
26	это не значит	3	2
27	то что в	1	2
28	ни одной из	1	2
29	говорить о том	1	2
30	более или менее	1	2
31	он может быть	2	2
32	хотя и не	1	2
33	к другу и	1	2
34	друг за другом	1	2
35	можно было бы	4	2
36	точно так же	1	2
37	в данном случае	3	2
38	мы имеем в	2	2
39	и в других	1	2
40	то ни было	2	2
41	не входит в	3	2
42	а вовсе не	1	2
43	во всяком случае	3	2
44	в этом отношении	7	2
45	от другого и	1	2
46	оно может быть	2	2
47	друг к другу	4	2
48	может быть и	1	2
49	отличие от других	1	1
50	остановимся лишь на	1	1
51	тому что в	1	1
52	имеет ничего общего	1	1
53	между героем и	1	1
54	и могут быть	1	1
55	том что все	2	1
56	вспомним хотя бы	1	1
57	и даже не	1	1
58	как один из	1	1
59	он как бы	2	1
60	к нему в	1	1
61	до начала действия	1	1
62	до известной степени	1	1
63	то что он	1	1
64	постараемся показать что	1	1
65	герой не может	1	1
66	в чем же	1	1
67	они и не	2	1
68	самом деле в	1	1
69	перед нами в	3	1
70	тому или другому	1	1
71	а в плоскости	1	1
72	от того как	1	1
73	что же касается	1	1
74	с этой точки	1	1
75	эта форма является	1	1
76	отношении друг к	1	1
77	и независимо от	1	1
78	точки зрения их	1	1
79	можно сказать что	3	1
80	во что бы	1	1
81	как таковое не	1	1
82	что о нем	1	1
83	в то же	10	1
84	тех или иных	1	1
85	в этих условиях	1	1
86	на этот вопрос	1	1
87	как мы уже	2	1
88	и есть то	1	1
89	так как не	2	1
90	они ни были	1	1
91	может быть или	1	1
92	важно не то	1	1
93	в противном случае	1	1
94	друг с другом	4	1
95	что бы то	1	1
96	до сих пор	3	1
97	не потому что	3	1
98	ни одна из	1	1
99	могут быть поняты	1	1
100	же время и	1	1
101	другой вопрос в	1	1
102	той или иной	3	1
103	один из любимейших	1	1
104	во всех этих	1	1
105	а потому что	1	1
106	она может быть	1	1
107	не стремится к	1	1
108	с самого начала	3	1
109	типа а не	2	1
110	из них не	1	1
111	том что он	4	1
112	и у него	1	1
113	не имеет ничего	1	1
114	так как его	1	1
115	в е годы	1	1
116	сам он не	1	1
117	в высшей степени	2	1
118	героя а не	1	1
119	этой формы в	1	1
120	этой точки зрения	3	1
121	мы увидим дальше	1	1
122	один из них	1	1
123	мы постараемся показать	1	1
124	как бы в	3	1
125	и до известной	1	1
126	и по существу	1	1
127	и пр как	1	1
128	то же время	10	1
129	перед ним как	1	1
130	является одним из	2	1
131	но это не	3	1
132	уже не только	1	1
133	что и в	1	1
134	на первом месте	1	1
135	мы не можем	1	1
136	он не может	2	1
137	потому что они	2	1
138	было бы сказать	1	1
139	они вступают в	1	1
140	мы видим не	1	1
141	то ни стало	1	1
