N	3gram	Voloshinov	DiskursI
1	в том что	1	28
2	по отношению к	2	17
3	не может быть	2	12
4	то же время	7	10
5	той или иной	4	10
6	о том что	2	9
7	в то же	9	8
8	в этом отношении	2	8
9	как и в	1	7
10	и все же	1	7
11	в конечном счете	1	6
12	по крайней мере	1	6
13	с точки зрения	5	6
14	и как бы	2	5
15	несет в себе	1	5
16	но при этом	2	5
17	то же самое	4	5
18	с другой стороны	1	5
19	в значительной степени	2	5
20	в свою очередь	4	5
21	в русской литературе	1	5
22	не только в	3	5
23	тем не менее	1	4
24	можно сказать что	2	4
25	одного и того	1	4
26	и т.п но	2	4
27	и того же	1	4
28	и не может	1	4
29	в этом случае	3	4
30	тот или иной	2	4
31	и вследствие этого	2	3
32	более или менее	1	3
33	в качестве примера	1	3
34	и то же	5	3
35	того или иного	5	3
36	на первый взгляд	2	3
37	не говоря уже	1	3
38	одно и то	5	3
39	содержит в себе	1	3
40	это прежде всего	1	3
41	все то что	2	2
42	речевого общения в	2	2
43	заключать в себе	1	2
44	в большинстве случаев	1	2
45	решающую роль в	1	2
46	заключает в себе	4	2
47	одних и тех	1	2
48	из них в	1	2
49	и в то	2	2
50	по себе не	1	2
51	к которому он	1	2
52	и т.п то	1	2
53	в том и	1	2
54	в одном из	1	2
55	и тем же	2	2
56	мысль о том	1	2
57	дело не с	1	2
58	но и в	3	2
59	и в особенности	1	2
60	по большей части	1	2
61	только в том	1	2
62	и той же	4	2
63	и тех же	1	2
64	одним и тем	1	2
65	это еще не	1	2
66	же время и	1	2
67	как мы видели	3	2
68	одной и той	4	2
69	которое может быть	3	2
70	с самого начала	4	2
71	и т.д в	1	2
72	тех случаях когда	2	2
73	в хх веке	1	2
74	тем что он	1	2
75	это отнюдь не	1	2
76	в тех случаях	2	2
77	то есть к	1	2
78	и не только	2	2
79	прежде всего в	4	2
80	этого высказывания в	1	1
81	благодаря тому что	1	1
82	к мысли что	1	1
83	но все эти	1	1
84	себе не может	1	1
85	между тем слово	1	1
86	и тем самым	3	1
87	его точка зрения	1	1
88	отнюдь не является	1	1
89	как и вообще	1	1
90	определенной точки зрения	1	1
91	на наш взгляд	1	1
92	к одному и	1	1
93	что в одном	1	1
94	по сравнению с	1	1
95	в одной и	1	1
96	в этой структуре	1	1
97	то или иное	4	1
98	одни и те	2	1
99	хотя бы и	1	1
100	так и от	1	1
101	в самом деле	2	1
102	не только его	1	1
103	объективной действительности ведь	1	1
104	для того чтобы	7	1
105	принадлежащих к той	1	1
106	с целым рядом	1	1
107	при всем желании	1	1
108	до сих пор	1	1
109	и т.п или	1	1
110	ближе к тому	1	1
111	иметь в виду	1	1
112	если и не	1	1
113	как и всякий	1	1
114	тех или иных	3	1
115	тому или иному	1	1
116	точкой зрения на	1	1
117	даже и в	1	1
118	задаваясь вопросом о	1	1
119	в душе человека	1	1
120	не только на	1	1
121	не только о	1	1
122	есть не что	2	1
123	и т.п и	3	1
124	не может не	1	1
125	как раз и	1	1
126	в связи с	2	1
127	одной из сторон	1	1
128	вовсе не является	1	1
129	языка и не	1	1
130	но все же	3	1
131	в другом месте	1	1
132	несколько позже на	1	1
133	и т.п как	1	1
134	между внутренним и	1	1
135	одном и том	2	1
136	не должно быть	2	1
137	с точкой зрения	1	1
138	и в этом	1	1
139	прежде всего на	1	1
140	мы все же	1	1
141	мы видели не	1	1
142	друг друга и	1	1
143	вместе с тем	2	1
144	и том же	2	1
145	высказывания таким образом	1	1
146	равно как и	2	1
147	к чему не	2	1
148	и те же	2	1
149	вследствие этого как	1	1
150	речевое взаимодействие в	1	1
151	и тому же	1	1
152	складывается из двух	1	1
153	внутренним и внешним	1	1
154	об одном и	1	1
155	ту или иную	4	1
156	в себе и	1	1
157	в самый момент	1	1
158	одного из героев	1	1
159	в котором они	1	1
160	не является ни	1	1
161	и тем более	1	1
162	уже как бы	1	1
163	и для того	2	1
164	при этом не	1	1
165	связанных между собой	1	1
166	событие но и	1	1
167	перед нами не	1	1
168	хотя бы на	1	1
169	на самом деле	3	1
170	в нашем языке	1	1
171	именно так и	1	1
172	не что иное	2	1
173	и т.п могут	1	1
174	двух точек зрения	1	1
175	о том какое	1	1
176	то все же	1	1
177	существовать не может	1	1
178	мы не знаем	2	1
179	можно было бы	1	1
180	только потому что	2	1
181	к которому мы	1	1
182	автор и читатель	1	1
183	одному и тому	1	1
184	но отчасти и	1	1
185	прежде всего с	1	1
186	в пределах одного	1	1
187	и при этом	1	1
188	и есть не	1	1
189	всю совокупность этих	1	1
190	единица речевого общения	1	1
191	с определенной точки	1	1
192	между тем в	1	1
193	что представляет собой	1	1
194	даже если в	1	1
195	та или иная	1	1
196	что иное как	2	1
197	до наших дней	1	1
198	ни к чему	2	1
199	и на его	2	1
200	как бы в	3	1
201	могло бы стать	1	1
202	в виду что	1	1
203	нет и не	1	1
204	речи в ее	1	1
