N	2gram	Tiupa_Narr	TeoriaLi
1	в качестве	27	33
2	в мире	8	26
3	не только	50	24
4	и в	22	24
5	в частности	23	23
6	то есть	15	22
7	состоит в	19	22
8	может быть	24	22
9	при этом	31	20
10	в том	20	20
11	в тексте	17	19
12	тогда как	23	18
13	я в	7	18
14	и не	34	17
15	а в	19	15
16	но и	39	14
17	а не	27	14
18	так и	12	14
19	в себе	14	14
20	представляет собой	21	13
21	в рамках	6	13
22	такого рода	17	13
23	внутренней речи	3	13
24	но не	7	13
25	в этом	23	12
26	сводится к	10	12
27	но в	10	12
28	от лат	1	12
29	в его	12	12
30	то же	12	12
31	своего рода	17	11
32	литературного произведения	1	11
33	том что	15	11
34	точки зрения	8	11
35	внутреннего зрения	2	11
36	и его	12	11
37	что в	6	10
38	по отношению	5	10
39	как это	7	10
40	лишь в	3	10
41	отношению к	5	10
42	коммуникативного события	9	10
43	в душе	3	9
44	только в	23	9
45	в данном	17	9
46	с другой	6	9
47	не сводится	8	9
48	в искусстве	1	9
49	не в	12	9
50	в то	9	9
51	в своей	8	8
52	же время	7	8
53	как бы	11	8
54	присутствия в	3	8
55	всего лишь	8	8
56	по своей	3	8
57	не может	16	8
58	в самом	8	7
59	в принципе	6	7
60	не столько	2	7
61	или иной	6	7
62	и т.п	11	7
63	в отличие	6	7
64	в своем	7	7
65	кадров внутреннего	1	7
66	себя в	4	7
67	художественного письма	4	7
68	присутствия я	2	7
69	мы имеем	6	7
70	а также	11	7
71	отличие от	6	7
72	во второй	2	7
73	отношение к	2	7
74	однако в	4	7
75	место в	3	7
76	в области	4	7
77	в нем	9	7
78	другой стороны	2	6
79	в состав	5	6
80	более или	2	6
81	конечном счете	4	6
82	как и	15	6
83	не менее	6	6
84	приводит к	2	6
85	еще не	6	6
86	в основе	1	6
87	то что	14	6
88	со стороны	14	6
89	знаковой системы	1	6
90	уже не	11	6
91	с его	6	6
92	в ее	4	6
93	с другими	1	6
94	в конечном	6	6
95	или иначе	2	6
96	между ними	3	6
97	или менее	2	6
98	героя и	4	6
99	в русской	3	6
100	того или	3	6
101	тем самым	9	6
102	в первой	3	6
103	или иного	3	6
104	кто говорит	2	5
105	ни в	1	5
106	в виду	2	5
107	мыслится как	2	5
108	так или	1	5
109	не предполагает	1	5
110	как в	9	5
111	воспринимающего сознания	1	5
112	можно сказать	11	5
113	не является	7	5
