N	2gram	Vygotskiy_	KFilosof
1	может быть	20	45
2	в его	7	42
3	в нем	6	32
4	не может	23	29
5	и не	27	28
6	и в	47	28
7	по отношению	10	26
8	в котором	6	24
9	не есть	4	22
10	для меня	1	22
11	отношению к	9	22
12	в себе	14	21
13	только в	24	18
14	и его	14	18
15	в своем	3	17
16	в ее	7	17
17	а не	7	17
18	в этом	47	15
19	для него	6	13
20	не в	7	13
21	точки зрения	39	13
22	к нему	5	12
23	ни в	3	12
24	но не	13	12
25	и это	2	12
26	в своей	4	11
27	все эти	7	11
28	во всех	9	11
29	все это	5	10
30	это не	6	10
31	с точки	31	10
32	и есть	4	10
33	бытия и	1	10
34	и для	5	10
35	в целом	7	10
36	в их	4	9
37	и все	5	9
38	но и	19	9
39	как бы	13	9
40	для нее	3	9
41	момент его	1	9
42	не было	1	8
43	если бы	8	8
44	было бы	12	8
45	лишь в	3	8
46	в себя	4	8
47	во всем	4	7
48	и здесь	5	7
49	что и	4	7
50	должен быть	1	7
51	вовсе не	3	7
52	уже не	1	7
53	совершенно не	2	7
54	то что	40	7
55	конечно не	2	7
56	на основе	5	7
57	для себя	24	7
58	момент в	3	7
59	и только	7	7
60	отнюдь не	2	7
61	должно быть	3	6
62	но все	2	6
63	в моем	1	6
64	но эта	2	6
65	менее всего	3	6
66	я не	3	6
67	не имеет	6	6
68	и я	1	6
69	в смысле	9	6
70	смысловое содержание	1	6
71	в том	38	6
72	и их	7	6
73	отношение к	8	6
74	место в	1	6
75	он не	5	6
76	но это	4	6
77	от его	2	5
78	то же	16	5
79	ко всему	2	5
80	мы имеем	3	5
81	не только	36	5
82	с ним	5	5
83	я могу	2	5
84	но как	3	5
85	его в	7	5
86	не знает	3	5
87	в основе	5	5
88	но в	9	5
89	именно в	9	5
90	но ведь	1	5
91	как и	19	5
92	все же	7	5
93	себя и	2	5
94	еще не	5	5
95	что я	1	5
96	время и	1	5
97	в одном	4	5
98	ни одно	1	5
99	от своей	1	5
100	а в	3	5
101	его как	1	5
102	там где	7	5
103	никогда не	7	5
104	что в	23	4
105	отношению ко	1	4
106	и весь	3	4
107	при этом	4	4
108	что это	7	4
109	о нем	1	4
110	не как	1	4
111	для нас	4	4
112	прежде всего	9	4
113	с другим	3	4
114	в своих	2	4
115	места в	1	4
116	как его	1	4
117	том что	28	4
