N	4gram	Bakhtin_Pr	Problemy
1	в то же время	10	26
2	но в то же	5	11
3	и в то же	3	7
4	бы то ни было	2	6
5	то же время не	3	6
6	к себе самому и	1	5
7	сознаний с их мирами	4	5
8	бы он ни был	2	5
9	но на самом деле	1	5
10	в том что он	4	5
11	о себе самом и	4	5
12	в той или иной	2	5
13	по себе еще не	2	4
14	в одной плоскости с	4	4
15	себе самом и о	3	4
16	героя о себе самом	4	4
17	в кругозор самого героя	3	4
18	кругозор самого героя и	2	3
19	не как объект а	3	3
20	с точки зрения монологического	3	3
21	как мы уже говорили	1	3
22	сами по себе еще	2	3
23	личного стиля и тона	3	3
24	потому что она не	3	3
25	как объект а как	3	3
26	видения и понимания мира	2	3
27	а в то же	2	3
28	я не как объект	3	3
29	объект а как другой	3	3
30	в то время как	2	3
31	и в этом смысле	2	3
32	утвердить чужое я не	3	3
33	а как другой субъект	3	3
34	в художественном мире достоевского	2	3
35	на вопрос кто он?	2	3
36	с другой стороны и	1	3
37	из подполья не только	1	3
38	самом и о своем	2	3
39	чужое я не как	3	3
40	лежит в одной плоскости	1	2
41	в целом ряде других	2	2
42	достоевского утвердить чужое я	2	2
43	его к тому что	1	2
44	но потому что она	2	2
45	и человек из подполья	2	2
46	потому что у вас	2	2
47	отношению к себе самому	1	2
48	в полифоническом романе достоевского	4	2
49	даже тон рассказа изменяется	1	2
50	изменяется сравнительно с беспорядочным	1	2
51	точки зрения монологического понимания	2	2
52	как и благодаря чему	2	2
53	не нарушает строгой определенности	2	2
54	с самого начала все	2	2
55	в пространстве а не	2	2
56	и в том и	1	2
57	и не входит в	2	2
58	в первых произведениях достоевского	1	2
59	в этом смысле глубоко	1	2
60	во всяком случае не	1	2
61	каков бы он ни	1	2
62	от какой бы то	1	2
63	множественность равноправных сознаний с	2	2
64	дело идет о сочетании	1	2
65	мы можем сказать что	2	2
66	определение романа достоевского как	2	2
67	но и не служит	2	2
68	слово героя о себе	2	2
69	его личного стиля и	2	2
70	понимаете ли вы что	2	2
71	собрать свои мысли в	1	2
72	но тем не менее	1	2
73	не значит конечно что	3	2
74	материале произведений достоевского мы	2	2
75	в самой структуре романа	2	2
76	но все же не	1	2
77	как не выдуман герой	2	2
78	человека по отношению к	1	2
79	неотразимо возвышает его ум	1	2
80	о себе самом с	1	2
81	на материале произведений достоевского	2	2
82	в речах хромоножки в	1	2
83	является лишь одним из	2	2
84	голосов в пределах одного	1	2
85	сердце к концу даже	1	2
86	с беспорядочным началом его	1	2
87	оставаясь содержательно теми же	1	2
88	не появляется в его	1	2
89	человек из подполья но	1	2
90	и во всяком случае	1	2
91	словом о себе самом	1	2
92	дело в том что	1	2
93	к правде правда неотразимо	1	2
94	и наконец в житии	1	2
95	в разрезе данного мгновения	2	2
96	становится живым существом и	2	2
97	мы остановимся лишь на	1	2
98	на мир и на	3	2
99	и сердце к концу	1	2
100	возвышает его ум и	1	2
101	дело идет не об	6	2
102	но с другой стороны	2	2
103	в большинстве случаев в	1	2
104	ни в одном из	1	2
105	то же время оно	1	2
106	как и всякое иное	1	2
107	у достоевского никогда не	1	2
108	до конца может развить	2	2
109	пространстве а не во	2	2
110	отпечаток его личного стиля	2	2
111	по отношению к себе	1	2
112	точка зрения на мир	2	2
113	не входит в творческий	2	2
114	видения и изображения мира	2	2
115	могут быть весьма различны	1	2
116	лежащими в их основе	2	2
117	приходит в столкновение с	1	2
118	характера типа и темперамента	2	2
119	достоевский в своей записной	1	2
120	правде правда неотразимо возвышает	1	2
121	слово о себе самом	1	2
122	правда неотразимо возвышает его	1	2
123	моменту нашего тезиса к	1	2
124	это не значит конечно	3	2
125	отрицаемая чужая мысль не	2	2
126	чужим словом но в	1	2
127	критической литературы о достоевском	2	2
128	сравнительно с беспорядочным началом	1	2
129	с начала и до	2	2
130	той или иной степени	2	2
131	только в этой форме	2	2
132	с самим собою но	1	2
133	той же основной особенности	2	2
134	самосознание как доминанта построения	1	2
135	героя а не как	1	2
136	достоевского в этом смысле	1	2
137	тон рассказа изменяется сравнительно	1	2
138	и по отношению к	1	2
139	на протяжении всего романа	2	2
140	макара долгорукого и наконец	1	2
141	раскольникова ивана карамазова и	3	2
142	принципом видения и понимания	1	2
143	что может быть осмысленно	2	2
144	от характера типа и	2	2
145	и в этом отношении	2	2
146	рассказа изменяется сравнительно с	1	2
147	они уже не могут	2	2
148	звенья единого диалектического ряда	2	2
149	роман роман с идеей	2	2
150	его ум и сердце	1	2
151	самосознание и слово героя	1	2
152	отношении друг к другу	1	2
153	и о своем мире	1	2
154	лентяй да ведь это	2	2
155	ум и сердце к	1	2
156	наконец в житии зосимы	1	2
157	начала и до конца	2	2
158	среды почвы и земли	2	2
159	долгорукого и наконец в	1	2
160	идея как предмет изображения	2	2
161	концу даже тон рассказа	1	2
162	все эти композиционные приемы	2	2
163	в пределы одного сознания	3	2
164	по отношению к нему	1	2
165	в самом построении романа	2	2
166	как точка зрения как	1	2
167	как чужое слово как	1	2
168	и в целом ряде	2	2
169	глубокий отпечаток его личного	2	2
170	в своей записной книжке	1	2
171	а не во времени	2	2
172	в пределах отдельных сознаний	2	2
173	человек из подполья не	1	2
174	полноценных сознаний с их	1	2
175	к концу даже тон	1	2
176	как звенья единого диалектического	2	2
177	как в дантовском мире	2	2
178	его о себе самом	2	2
179	самосознание как художественная доминанта	3	2
180	рядом с другими чертами	2	2
181	какой бы то ни	1	2
182	человека из подполья и	1	2
183	достоевского в его целом	1	2
184	а может быть даже	2	2
185	тем что он есть	1	2
