N	3gram	Vygotskiy_	formyVre
1	то же время	1	21
2	в то же	2	18
3	как мы уже	2	15
4	с точки зрения	31	15
5	друг с другом	6	13
6	для того чтобы	24	12
7	но и в	1	12
8	не только в	2	11
9	до сих пор	6	10
10	и того же	3	9
11	одного и того	3	9
12	мы уже говорили	2	9
13	в большинстве случаев	2	8
14	в том числе	2	8
15	не может быть	6	7
16	в отличие от	4	7
17	в этом отношении	7	7
18	прежде всего в	2	7
19	в том же	3	6
20	друг от друга	3	6
21	и в этом	2	6
22	во всех этих	1	6
23	с одной стороны	7	6
24	в том что	24	5
25	одной стороны и	4	5
26	в то время	8	5
27	том числе и	2	5
28	на первый план	1	5
29	той или иной	2	5
30	как и в	4	5
31	одно и то	3	5
32	и то же	3	5
33	по отношению к	9	4
34	и во всех	2	4
35	о которых мы	3	4
36	друг на друга	2	4
37	но все же	1	4
38	с другой стороны	3	4
39	включает в себя	2	4
40	как раз в	3	4
41	в этом случае	15	4
42	во всяком случае	1	4
43	то время как	7	4
44	бы он ни	1	3
45	о том как	1	3
46	до известной степени	2	3
47	точки зрения не	1	3
48	по сравнению с	20	3
49	все же в	1	3
50	но при этом	1	3
51	в зависимости от	6	3
52	что в этом	2	3
53	как мы увидим	1	3
54	как раз и	1	3
55	то же самое	11	3
56	вместе с тем	6	3
57	а следовательно и	1	3
58	же как и	3	3
59	о том что	4	3
60	так же как	13	3
61	в одно и	1	3
62	понятно что в	1	3
63	с самого начала	13	3
64	так и в	1	3
65	из того же	1	3
66	также и в	1	3
67	друг к другу	3	3
68	они входят в	1	2
69	новой ступени развития	1	2
70	первый план выдвигается	1	2
71	связаны друг с	1	2
72	можно сказать что	7	2
73	от друга и	1	2
74	совершенно так же	1	2
75	но для того	1	2
76	вместе с этим	1	2
77	вообще не может	1	2
78	могут быть названы	1	2
79	и вместе с	2	2
80	в соответствии с	1	2
81	в данном случае	5	2
82	к тому же	1	2
83	это значит что	1	2
84	то что было	1	2
85	в свою очередь	3	2
86	не только для	1	2
87	в значительной мере	2	2
88	и должно быть	1	2
89	мы находим в	2	2
90	как и для	1	2
91	здесь как и	1	2
92	на этой стадии	2	2
93	со всеми ее	1	2
94	тем более что	1	2
95	как и все	1	2
96	и в их	1	2
97	и ничего не	1	2
98	к тому что	10	2
99	по самому своему	1	2
100	с другом и	1	2
101	и через него	1	2
102	том что они	2	2
103	оно не может	1	2
104	с тем что	1	2
105	по своей природе	4	2
106	и до конца	1	2
107	что и в	1	2
108	все эти особенности	1	2
109	потому что они	2	2
110	в первых двух	1	1
111	что он не	1	1
112	это имеет место	1	1
113	мы и в	2	1
114	все больше и	2	1
115	в самом начале	5	1
116	данный момент в	1	1
117	же самое время	1	1
118	но вместе с	2	1
119	в себе в	2	1
120	для себя и	2	1
121	в той же	2	1
122	больше и больше	2	1
123	как это делают	1	1
124	том что в	3	1
125	но и просто	1	1
126	и тогда когда	2	1
127	совершенно понятно что	3	1
128	в этом смысле	2	1
129	о чем мы	2	1
130	самого начала не	1	1
131	в сущности все	1	1
132	то что является	1	1
133	и неразрывно связаны	1	1
134	только в том	2	1
135	про себя а	1	1
136	обстоит дело с	1	1
137	с этой точки	4	1
138	его отношение к	1	1
139	в совершенно ином	1	1
140	между словом и	8	1
141	в самом деле	4	1
142	в котором он	1	1
143	не могут не	4	1
144	тем не менее	4	1
145	здесь как мы	1	1
146	что происходит в	1	1
147	здесь мы видим	1	1
148	иной ступени развития	1	1
149	по своему содержанию	1	1
150	кроме того что	1	1
151	прямо и непосредственно	3	1
152	в основе ее	1	1
153	что это развитие	1	1
154	того что их	2	1
155	и иного рода	1	1
156	дело идет о	1	1
157	ее отличиями от	1	1
158	что ему нужно	2	1
159	так и по	2	1
160	не могут слиться	1	1
161	же в них	1	1
162	с тем и	2	1
163	вместо того чтобы	2	1
164	по аналогии с	1	1
165	но только в	1	1
166	которых мы говорили	3	1
167	надо сказать что	1	1
168	остановиться на одной	1	1
169	имеет место слияние	1	1
170	каждой из них	1	1
171	до некоторой степени	1	1
172	это же самое	1	1
173	роли которую играют	1	1
174	с полной ясностью	1	1
175	после всего сказанного	2	1
176	потому что не	1	1
177	не может не	1	1
178	в высшей степени	1	1
179	в целом и	1	1
180	одну и ту	1	1
181	и вопрос о	1	1
182	все что ему	1	1
183	мы не только	1	1
184	сама по себе	1	1
185	в конечном счете	2	1
186	в его образе	1	1
187	но все это	1	1
188	новых и новых	1	1
189	и во всяком	1	1
190	так и во	1	1
191	основе ее лежит	1	1
192	у нас и	1	1
193	друг друга то	1	1
194	как бы не	1	1
195	рядом друг с	1	1
196	себя как бы	1	1
197	одном и том	3	1
198	в значительной степени	1	1
199	проявляется не только	1	1
200	так как в	2	1
201	он утверждает что	1	1
202	важно было показать	2	1
203	и не может	2	1
204	что те же	1	1
205	но в смысле	1	1
206	неразрывно связана с	1	1
207	находится в состоянии	1	1
208	то время когда	1	1
209	в определенном направлении	1	1
210	находятся в разных	1	1
211	и никак не	1	1
212	что мы и	1	1
213	и том же	3	1
214	что в основе	1	1
215	как то что	1	1
216	прежде всего на	1	1
217	становится ясным и	1	1
218	этот ряд в	1	1
219	является в то	1	1
220	и может быть	1	1
221	так как по	1	1
222	мы видим в	3	1
223	там где они	2	1
224	и ту же	1	1
225	как мы знаем	1	1
226	таким образом все	1	1
227	то новое что	2	1
228	конца так как	2	1
229	тому что мы	1	1
230	не до конца	2	1
231	связанными между собой	1	1
232	эта точка зрения	1	1
233	этой точки зрения	4	1
234	что то же	1	1
235	то что в	1	1
236	и речи в	2	1
237	но и не	3	1
238	тот факт что	2	1
239	без всякого труда	1	1
240	к выводу что	3	1
241	остается тем же	1	1
242	не связанных между	1	1
243	и той же	5	1
244	до конца так	2	1
245	была бы совершенно	1	1
246	в этом и	2	1
247	в момент его	1	1
248	друг другу и	1	1
249	связанных между собой	2	1
250	которой мы остановимся	1	1
251	с которыми он	1	1
252	в одной из	1	1
253	на самом деле	2	1
254	одно из самых	1	1
255	до последнего времени	1	1
256	ясно что в	1	1
257	никогда не могут	1	1
258	на которой мы	1	1
259	смысле этого слова	4	1
260	еще не существует	1	1
261	в лучшем случае	3	1
262	так и здесь	1	1
263	в конце концов	1	1
264	речи но и	2	1
265	этим объясняется и	1	1
266	подобно тому как	2	1
267	к изменению и	1	1
268	зависимости от того	1	1
269	и притом в	1	1
270	этом случае он	1	1
271	в котором совершается	1	1
272	в этом ее	1	1
273	к которому мы	1	1
274	к более общим	1	1
275	в основе этого	1	1
276	в нее и	1	1
277	которые могут быть	1	1
278	как и сами	1	1
279	может и должен	1	1
280	но отнюдь не	1	1
281	к предмету и	1	1
282	главным образом в	1	1
283	когда дело идет	1	1
284	так что в	2	1
285	в пределах одного	1	1
286	есть прежде всего	1	1
287	как мы видели	7	1
288	и является в	2	1
289	том что он	2	1
290	как обстоит дело	1	1
