N	4gram	Bakhtin_Fr	Istorich
1	в то время как	1	13
2	не что иное как	1	11
3	есть не что иное	1	5
4	таким образом и здесь	1	4
5	один и тот же	3	3
6	мы увидим дальше что	1	3
7	до сих пор не	1	3
8	с одной стороны и	2	3
9	бы то ни было	1	3
10	о том что в	1	3
11	не только то что	1	2
12	далее мы видим что	1	2
13	в данном случае в	1	2
14	одной и той же	2	2
15	с другой стороны он	1	2
16	дело вовсе не в	2	2
17	на самом же деле	1	2
18	дело в том что	2	2
19	и не может быть	1	2
20	ничего не говорят о	1	2
21	в том числе и	3	2
22	из этого описания мы	1	1
23	это может быть и	1	1
24	изо рта из носа	1	1
25	но это конечно не	1	1
26	рта из носа из	1	1
27	при всем их разнообразии	1	1
28	в связи с этим	1	1
29	же как мы знаем	1	1
30	до сих пор в	1	1
31	свидетельствует о том что	1	1
32	переходят друг в друга	2	1
33	социальной и культурной жизни	1	1
34	говорит об этом так	1	1
35	во всяком случае в	1	1
36	это один и тот	1	1
37	а также и с	1	1
38	в данном случае у	1	1
39	и в другом месте	1	1
40	элементы при всем их	1	1
41	говорят о том что	1	1
42	с большей или меньшей	1	1
43	все дело в том	1	1
44	в особенности в связи	1	1
45	особенности в связи с	1	1
46	и после того как	1	1
47	коня с другой стороны	1	1
48	между жизнью и смертью	3	1
49	поскольку это позволяют нам	1	1
50	как мы видели и	1	1
51	в своей книге о	1	1
52	в средние века и	1	1
53	мы видели какую роль	1	1
54	не подлежит никакому сомнению	2	1
55	в большей или меньшей	2	1
56	какой бы то ни	1	1
57	подобно тому как в	1	1
58	в то же время	13	1
