N	3gram	Vygotskiy_	Vvedenie
1	для того чтобы	24	22
2	в том что	24	15
3	о том что	4	13
4	не может быть	6	10
5	в этом смысле	2	10
6	но также и	1	10
7	тем не менее	4	9
8	до сих пор	6	7
9	мере в какой	2	6
10	в той мере	2	6
11	в самом деле	4	6
12	к выводу что	3	6
13	в то же	2	6
14	в этом случае	15	6
15	той мере в	2	6
16	то же время	1	6
17	в том чтобы	1	5
18	на этот вопрос	1	5
19	не что иное	1	5
20	что иное как	1	5
21	с другой стороны	3	5
22	во всяком случае	1	5
23	вопрос о том	1	5
24	по отношению к	9	4
25	с точки зрения	31	4
26	по сравнению с	20	4
27	на вопрос о	1	4
28	само по себе	1	4
29	можно было бы	5	4
30	не только в	2	4
31	в данном случае	5	4
32	в отличие от	4	4
33	но все же	1	4
34	с одной стороны	7	4
35	в этом отношении	7	4
36	и в этом	2	4
37	одной стороны и	4	3
38	той или иной	2	3
39	вместе с тем	6	3
40	заключается в том	9	3
41	и именно в	1	3
42	в собственном смысле	4	3
43	можно сказать что	7	3
44	того чтобы понять	1	3
45	именно в этом	3	3
46	как мы видели	7	3
47	в зависимости от	6	3
48	о чем говорится	4	3
49	и то что	5	3
50	есть не что	1	3
51	с тем что	1	3
52	также и в	1	3
53	то же самое	11	3
54	сама по себе	1	3
55	что представляет собой	1	3
56	по этому поводу	3	3
57	в известном смысле	2	3
58	ответ на вопрос	1	2
59	в свою очередь	3	2
60	каждой из двух	2	2
61	но вместе с	2	2
62	в значительной мере	2	2
63	но не может	2	2
64	только после того	1	2
65	по своему значению	3	2
66	таким образом по	1	2
67	не до конца	2	2
68	этой точки зрения	4	2
69	с этой точки	4	2
70	может быть в	1	2
71	не могут не	4	2
72	только в том	2	2
73	и той же	5	2
74	и то же	3	2
75	как мы уже	2	2
76	состоит в том	3	2
77	каждой из них	1	2
78	сам по себе	2	2
79	в центре внимания	1	2
80	вообще не может	1	2
81	если таким образом	2	2
82	смысле этого слова	4	2
83	в первом случае	5	2
84	в конце концов	1	2
85	потому что он	4	2
86	одно и то	3	2
87	самой своей природе	4	2
88	одной и той	5	2
89	могут быть названы	1	2
90	точно так же	3	2
91	в соответствии с	1	2
92	в том или	1	2
93	что в этом	2	2
94	в большей мере	2	2
95	и того же	3	2
96	и не могут	1	2
97	подобно тому как	2	2
98	не могут быть	3	2
99	имеет дело с	1	2
100	же самое что	3	2
101	представить себе что	2	2
102	той же области	1	2
103	одного и того	3	2
104	сомнений в том	1	2
105	по самой своей	5	2
106	после того как	1	2
107	что несмотря на	1	2
108	языка и его	1	2
109	в каждом данном	1	2
110	заключенного в нем	3	1
111	не просто как	1	1
112	и т.д и	1	1
113	представляет собой еще	1	1
114	не только по	1	1
115	тех пор пока	1	1
116	что оно имеет	2	1
117	собственном смысле слова	1	1
118	внимание на то	2	1
119	в слове но	2	1
120	таким образом мы	2	1
121	возможно только потому	1	1
122	что было сказано	1	1
123	в том же	3	1
124	как оно будет	1	1
125	и могут быть	1	1
126	не могли не	1	1
127	и том же	3	1
128	том же направлении	2	1
129	никак не может	1	1
130	чем говорится в	3	1
131	прийти к выводу	1	1
132	который мог бы	1	1
133	из этих двух	1	1
134	но и в	1	1
135	бы сказать что	4	1
136	от того что	2	1
137	было бы в	1	1
138	как мы знаем	1	1
139	языка по сравнению	1	1
140	в том смысле	2	1
141	и тогда когда	2	1
142	том что если	1	1
143	на самом деле	2	1
144	и что поэтому	1	1
145	в одном отношении	1	1
146	своему значению для	1	1
147	здесь как и	1	1
148	наконец в том	1	1
149	прямо а опосредствованно	1	1
150	в гораздо большей	1	1
151	в целом но	1	1
152	его отношение к	1	1
153	виде в самом	1	1
154	имеют первостепенное значение	1	1
155	вопрос о природе	2	1
156	тот факт что	2	1
157	ответить на этот	1	1
158	в том числе	2	1
159	иного рода и	1	1
160	он мог бы	2	1
161	один из важнейших	1	1
162	что в каждой	1	1
163	которой как мы	1	1
164	только по видимости	1	1
165	смотреть как на	1	1
166	и наоборот в	1	1
167	в лучшем случае	3	1
168	имеют в виду	1	1
169	что внутренняя связь	1	1
170	до тех пор	1	1
171	и есть то	1	1
172	в одном случае	2	1
173	и можно было	1	1
174	той же мысли	1	1
175	для объяснения того	1	1
176	возможность судить о	1	1
177	так как она	4	1
178	форм только в	1	1
179	находит свое выражение	3	1
180	все же в	1	1
181	всегда заключает в	1	1
182	собой одно и	1	1
183	на этом пути	1	1
184	находящим свое выражение	1	1
185	как и везде	1	1
186	и в конце	2	1
187	совершенно то же	1	1
188	так как эта	2	1
189	потому что в	1	1
190	не потому что	1	1
191	не только о	1	1
192	именно потому что	1	1
193	отношению к отдельным	1	1
194	сказать что в	1	1
195	то о чем	5	1
196	ясность в этот	1	1
197	тем что она	1	1
198	потому что все	1	1
199	нужно было бы	2	1
200	в настоящее время	1	1
201	может быть не	1	1
202	в обоих случаях	1	1
203	значение в истории	1	1
204	что мы можем	1	1
205	в их развитии	1	1
206	в этом пункте	1	1
207	только в одной	1	1
208	как раз в	3	1
209	же в них	1	1
210	слова таким образом	1	1
211	зависимости от того	1	1
212	с теми или	1	1
213	и его объектом	1	1
214	в слове в	1	1
215	то положение что	1	1
216	то что этот	1	1
217	в известной части	1	1
218	того чтобы ее	1	1
219	дело заключается в	1	1
220	так же как	13	1
221	в этом ее	1	1
222	самое что и	1	1
223	об отношениях между	1	1
224	не иначе как	6	1
225	только потому что	3	1
226	связей которые существуют	1	1
227	как одна из	1	1
228	том что в	3	1
229	свое выражение в	5	1
230	а потому что	1	1
231	с самого начала	13	1
232	другой стороны как	1	1
233	сравнить ее с	1	1
234	только на основании	1	1
235	том что он	2	1
236	мы говорим только	1	1
237	того чтобы сделать	2	1
238	с полной ясностью	1	1
239	не может не	1	1
240	на одно из	2	1
241	объясняется и то	1	1
242	представление о том	2	1
243	приводят к тому	1	1
244	собой движение от	1	1
245	и вопрос о	1	1
246	лучшем случае она	1	1
247	но с точки	3	1
248	но и обратно	1	1
249	заключает в себе	2	1
250	языка но и	1	1
251	же время в	1	1
252	это в свою	1	1
253	к тому что	10	1
254	вопрос о связи	1	1
255	вопроса о природе	1	1
256	от целого к	1	1
257	должны быть у	1	1
258	теми или иными	1	1
259	и обратно в	2	1
260	того что представляет	1	1
261	из того что	5	1
262	показывает что в	1	1
263	в этот вопрос	1	1
264	одном и том	3	1
265	идет речь в	1	1
266	том смысле что	2	1
267	только тогда когда	1	1
268	из которых каждый	1	1
269	не прямо а	1	1
270	в значительной степени	1	1
271	может быть никакой	1	1
272	прежде всего в	2	1
273	то что в	1	1
274	представляет собой движение	1	1
275	собственном смысле этого	3	1
276	только в одном	1	1
277	так как в	2	1
278	гораздо большей мере	1	1
279	имеем дело с	1	1
280	каждой из этих	2	1
281	в каждой из	1	1
282	потому что они	2	1
283	мы имеем дело	2	1
284	но с другой	1	1
285	о природе и	1	1
