N	4gram	Propp_Russ	FransuaR
1	на самом же деле	2	10
2	и в других местах	1	3
3	ни с одним из	1	3
4	одного и того же	1	3
5	не что иное как	3	3
6	о том что в	1	3
7	одна и та же	1	2
8	может быть и не	1	2
9	в том что это	2	2
10	можно сказать что в	1	2
11	говорит о том что	1	2
12	в целом ряде других	1	2
13	во второй половине xix	1	2
14	так же как и	3	2
15	но это все же	1	1
16	новый год в день	1	1
17	во всяком случае не	1	1
18	но все же она	1	1
19	от зимы к весне	1	1
20	в тех местах где	2	1
21	в том что в	6	1
22	это все же не	1	1
23	о чем свидетельствует ряд	1	1
24	и того же явления	1	1
25	в тех случаях когда	2	1
26	в то время как	1	1
27	элементы входящие в сложный	1	1
28	на новый год в	1	1
29	самом же деле эти	1	1
30	в одном из своих	1	1
31	во время которого носили	1	1
32	не может так как	1	1
33	в одном и том	1	1
34	одном и том же	1	1
35	во время этого праздника	1	1
36	имеет ничего общего с	1	1
37	в одном ряду с	1	1
38	в том чтобы установить	1	1
39	состоит в том что	16	1
40	которые имели место в	1	1
41	новый год и в	1	1
42	вместе с тем и	2	1
43	а в связи с	1	1
44	что в некоторых местах	1	1
45	как мы видели такие	1	1
46	как это ни странно	1	1
47	и связанные с ним	1	1
48	не имеет ничего общего	1	1
49	это подтверждается и другими	1	1
50	в том что они	1	1
51	но вместе с тем	3	1
52	вместе с тем он	1	1
53	подобно тому как в	1	1
54	и в некоторых других	1	1
