N	2gram	Bakhtin_Fr	Literetu
1	а не	1	50
2	и не	34	47
3	не только	24	46
4	и в	105	44
5	может быть	11	43
6	при этом	10	41
7	но и	20	41
8	в том	17	39
9	в этом	22	38
10	своего рода	2	37
11	том что	9	32
12	в частности	6	30
13	то что	7	29
14	в мире	1	28
15	в качестве	1	27
16	то же	6	26
17	в году	13	26
18	как и	15	23
19	в то	5	23
20	не в	4	22
21	того что	3	22
22	так и	16	22
23	не может	9	22
24	же время	5	21
25	и т.п	26	20
26	в себе	7	20
27	прежде всего	26	19
28	как бы	33	18
29	с другой	3	17
30	точки зрения	10	17
31	то есть	71	17
32	в его	24	17
33	в жизни	7	16
34	сознания в	1	16
35	в этой	11	16
36	не менее	2	15
37	я не	1	15
38	только в	16	15
39	в стихах	1	15
40	со стороны	1	15
41	тем самым	1	15
42	в целом	3	15
43	и даже	10	14
44	по отношению	2	14
45	что он	5	14
46	уже не	3	13
47	в своем	11	13
48	с одной	2	13
49	как это	1	13
50	но не	7	13
51	и его	24	13
52	в своей	8	12
53	о том	5	12
54	одной стороны	2	12
55	к себе	3	12
56	одним из	4	12
57	еще не	8	12
58	отношению к	2	12
59	не столько	1	11
60	в другом	2	11
61	никогда не	11	11
62	и сам	2	11
63	еще в	3	11
64	вместе с	1	11
65	как в	6	11
66	в основе	8	11
67	в отличие	4	11
68	с его	9	11
69	это не	4	11
70	отличие от	5	11
71	а в	4	11
72	даже в	6	10
73	по мысли	2	10
74	в противовес	1	10
75	из них	7	10
76	в ее	5	10
77	что в	4	10
78	и на	25	10
79	для себя	1	10
80	жизни в	8	10
81	потому что	6	10
82	этом отношении	5	10
83	жизни и	14	10
84	в области	10	10
85	с этой	1	9
86	на смену	1	9
87	к тому	3	9
88	искусства и	6	9
89	связи с	5	9
90	один из	5	9
91	одно из	7	9
92	в начале	4	9
93	и т.д	2	9
94	лишь в	4	9
95	же в	4	9
96	в своих	8	8
97	тем что	5	8
98	все же	10	8
99	одна из	5	8
100	того же	1	8
101	ли не	1	8
102	с точки	6	8
103	как раз	3	8
104	что не	3	8
105	в конце	3	8
106	особого рода	1	8
107	слова и	1	8
108	той же	1	8
109	но в	16	8
110	уже в	5	8
111	для него	12	8
112	xix века	6	8
113	по существу	2	8
114	и как	2	8
115	в искусстве	3	8
116	вплоть до	2	8
117	мира в	3	8
118	в самом	7	7
119	в одном	8	7
120	другой стороны	1	7
121	для всех	1	7
122	именно в	6	7
123	на фоне	4	7
124	для этого	1	7
125	в противоположность	3	7
126	по преимуществу	3	7
127	тому же	1	7
128	он не	3	7
129	и с	8	7
130	в нем	16	7
131	по своей	3	7
132	наконец в	2	7
133	до конца	4	7
134	друг друга	3	7
135	и для	3	7
136	перестает быть	3	7
137	он и	3	7
138	у нас	1	7
139	в их	6	7
140	так в	4	7
141	человека в	1	7
142	и других	6	7
143	это как	5	7
144	тому как	2	7
145	а затем	4	6
146	в виду	5	6
147	например в	3	6
148	культуры в	4	6
149	при всей	2	6
150	как на	4	6
151	и он	3	6
152	у него	2	6
153	его в	7	6
154	не было	3	6
155	во всех	13	6
156	перед лицом	2	6
157	было бы	4	6
158	подобно тому	2	6
159	с ее	3	6
160	но одновременно	3	6
161	с миром	3	6
162	разумеется не	1	6
163	самом деле	3	6
164	самим собой	1	6
165	как о	1	6
166	еще и	6	6
167	то и	1	6
168	тем же	1	6
169	одного из	1	6
170	и др	32	6
171	том числе	10	6
172	в жизнь	1	6
173	в ней	7	6
174	далеко не	6	6
175	при всем	1	6
176	и только	1	6
177	и наконец	2	6
178	и к	7	5
179	в связи	2	5
180	с собой	1	5
181	хотя бы	2	5
182	жизни как	3	5
183	в нашем	3	5
184	как я	1	5
185	всего в	1	5
186	том чтобы	1	5
187	несмотря на	5	5
188	и за	2	5
189	к жизни	2	5
190	не знает	6	5
191	одном из	1	5
192	в себя	9	5
193	между тем	5	5
194	так что	1	5
195	все более	1	5
196	эти слова	1	5
197	в силу	1	5
198	в сущности	20	5
199	и одновременно	6	5
200	в романе	8	5
201	себя и	2	5
202	и если	1	5
203	автора и	2	5
204	так как	11	5
205	мир в	3	5
206	мы не	1	5
207	в художественной	1	5
208	в литературе	9	5
209	что и	2	5
210	но с	2	5
211	но уже	1	5
212	однако не	1	5
213	на свете	1	5
214	как он	1	5
215	место в	4	5
216	или иной	5	5
217	не к	2	5
218	более того	3	5
219	что было	1	4
220	и само	2	4
221	в них	13	4
222	героя как	1	4
223	с тем	1	4
224	только для	1	4
