N	2gram	Bakhtin_Fr	Istorich
1	и в	67	181
2	может быть	4	115
3	не только	23	114
4	что он	7	111
5	что в	14	90
6	но и	23	85
7	в этом	27	81
8	так как	16	75
9	то что	9	73
10	таким образом	20	72
11	вместе с	5	71
12	и не	23	67
13	мы видим	6	65
14	все же	7	65
15	еще не	5	63
16	не может	9	61
17	так же	13	57
18	то же	18	56
19	никогда не	6	56
20	в том	16	53
21	том что	13	53
22	а в	4	52
23	с другой	3	52
24	потому что	8	52
25	и что	3	51
26	и здесь	6	51
27	что и	8	51
28	мы видели	11	49
29	а не	6	48
30	о том	8	48
31	связь с	3	47
32	его в	10	47
33	не в	8	47
34	другой стороны	2	46
35	превращается в	5	45
36	и пр	1	44
37	но в	20	44
38	это не	5	43
39	и его	19	43
40	мы знаем	1	42
41	в нем	20	42
42	только в	6	42
43	как в	4	42
44	или в	3	39
45	тем что	3	38
46	и на	12	38
47	в его	17	38
48	как и	19	37
49	уже не	1	37
50	мы уже	13	37
51	он не	9	37
52	что здесь	3	37
53	так и	14	37
54	знаем что	1	36
55	мы увидим	1	36
56	мы можем	5	36
57	что они	3	35
58	с тем	3	35
59	мы не	6	35
60	все эти	12	35
61	связи с	7	34
62	но не	6	34
63	а именно	2	34
64	у него	4	34
65	во время	15	34
66	что это	4	34
67	видим что	2	34
68	представления о	1	33
69	же как	4	33
70	там где	10	33
71	об этом	5	33
72	сих пор	3	32
73	в качестве	5	32
74	один из	6	31
75	прежде всего	19	31
76	то это	1	31
77	так в	3	31
78	ничего не	5	31
79	с этим	6	30
80	с одной	2	30
81	до сих	3	30
82	к нему	5	30
83	этот мотив	2	30
84	но все	2	29
85	одной стороны	2	29
86	как мы	16	29
87	но это	10	29
88	и другие	5	28
89	что она	4	28
90	и с	18	28
91	например в	6	28
92	так что	1	27
93	могут быть	1	27
94	в образе	9	27
95	того что	4	27
96	как он	3	27
97	как это	5	26
98	на него	2	26
99	мы здесь	1	26
100	и др	11	26
101	в ней	10	26
102	в дальнейшем	2	25
103	и он	4	25
104	не менее	4	24
105	видно что	1	24
106	к этому	4	24
107	было бы	5	24
108	того как	1	24
109	в виде	1	24
110	если бы	2	24
111	представлений о	3	23
112	их в	2	23
113	в доме	4	23
114	как бы	18	23
115	и это	5	23
116	тем не	1	23
117	в этой	13	23
118	не будем	3	23
119	все это	15	23
120	когда он	2	23
121	в частности	4	23
122	и по	3	22
123	с ним	6	22
124	при этом	5	22
125	связано с	3	21
126	в другом	4	21
127	в одном	7	21
128	сказать что	12	21
129	совершенно ясно	1	21
130	в связи	5	21
131	связан с	2	21
132	должны были	1	21
133	здесь не	7	21
134	к тому	4	21
135	они не	5	21
136	ее в	1	21
137	в мифе	1	20
138	из них	5	20
139	из этих	4	20
140	эта связь	4	20
141	одна из	1	20
142	в свете	3	20
143	в других	2	20
144	очень часто	4	20
145	в силу	1	20
146	видели что	2	20
147	после чего	1	20
148	другими словами	3	20
149	а затем	7	19
150	так например	3	19
151	что у	2	19
152	на том	2	19
153	но он	5	19
154	в тех	1	19
155	в другой	1	19
156	не совсем	1	19
157	есть и	8	19
158	на то	2	19
159	и как	7	19
160	после того	1	19
161	и говорит	1	18
162	в то	17	18
163	что этот	1	18
164	не все	2	18
165	в данном	4	18
166	вовсе не	19	18
167	в них	12	17
168	нас к	1	17
169	очень много	1	17
170	и этим	2	17
171	том как	2	17
172	по существу	4	17
173	дело не	1	17
174	и только	2	17
175	и она	3	16
176	во всех	20	16
177	этот вопрос	1	16
178	всех этих	9	16
179	и они	2	16
180	то мы	1	16
181	в котором	3	16
182	между двумя	1	16
183	не вполне	1	16
184	и все	18	16
185	перед нами	6	16
186	связана с	5	16
187	даже в	5	15
188	в пределах	2	15
189	что при	1	15
190	в особенности	7	15
191	уже знаем	1	15
192	и то	2	15
193	в своей	6	15
194	в которых	3	15
195	данном случае	4	15
196	его и	2	15
197	и там	4	15
198	в одной	3	15
199	как будто	2	15
200	и даже	6	15
201	на его	2	15
202	детей в	1	15
203	он в	4	15
204	друг друга	1	15
205	тот кто	1	15
206	в целом	2	15
207	с этой	1	14
208	от него	2	14
209	но мы	3	14
210	по отношению	1	14
211	находится в	2	14
212	можно было	5	14
213	мы еще	2	14
214	в него	1	14
215	и ее	2	14
216	одной из	6	14
217	на вопрос	1	14
218	у нас	3	14
219	право на	10	14
220	его на	1	14
221	должна быть	1	14
222	но они	6	14
223	и есть	5	14
224	с того	1	14
225	должен был	1	14
226	а также	4	14
227	отношение к	1	14
228	отношению к	1	14
229	и наконец	5	14
230	или на	2	13
231	на ней	1	13
232	в своем	13	13
233	на котором	2	13
234	то время	4	13
235	и для	4	13
236	в себе	3	13
237	все что	3	13
238	своего рода	7	13
239	не просто	1	13
240	и у	7	13
241	на этом	7	13
242	в форме	2	13
243	в нее	1	13
244	и от	6	13
245	с ними	1	13
246	не имеет	4	13
247	смерти и	2	13
248	в книге	2	13
249	к своему	2	13
250	его не	5	13
251	и если	3	13
252	что иное	1	13
253	во всем	1	12
254	кроме того	11	12
255	на землю	2	12
256	хотя бы	2	12
257	утверждать что	1	12
258	о нем	2	12
259	в их	4	12
260	к ней	2	12
261	как только	1	12
262	не знает	1	12
263	одним из	7	12
264	что не	4	12
265	между прочим	1	12
266	чаще всего	1	12
267	с мотивом	1	12
268	в более	1	12
269	и их	6	12
270	у нее	3	12
271	только после	1	12
272	в этот	3	11
273	некоторое время	1	11
274	к которому	1	11
275	точки зрения	7	11
276	ясно что	1	11
277	от этого	2	11
