N	2gram	Trubetskoy	Dialekti
1	не есть	4	181
2	и не	9	120
3	а не	1	78
4	и в	24	77
5	точки зрения	14	72
6	может быть	17	71
7	не только	10	66
8	то что	18	59
9	ничего не	1	54
10	не может	18	53
11	и даже	1	47
12	с точки	8	46
13	что это	5	46
14	есть нечто	1	46
15	так как	7	46
16	потому что	9	45
17	как бы	10	43
18	и что	9	42
19	не имеет	2	41
20	вовсе не	2	41
21	в том	31	40
22	в этом	13	39
23	то же	4	39
24	что такое	1	39
25	что она	2	38
26	это есть	4	38
27	в себе	5	38
28	что он	7	37
29	том что	20	37
30	прежде всего	3	37
31	так что	6	36
32	это не	3	36
33	что в	9	34
34	в нем	3	34
35	и все	9	33
36	того что	7	33
37	но и	11	32
38	ясно что	8	31
39	все это	13	31
40	сказать что	1	30
41	отнюдь не	2	30
42	и как	1	30
43	было бы	3	29
44	так и	10	29
45	как и	10	28
46	никогда не	4	27
47	в виду	2	26
48	крайней мере	1	26
49	не в	9	26
50	по крайней	1	26
51	говорить о	2	25
52	и то	4	25
53	и пр	1	25
54	есть только	2	25
55	есть не	1	25
56	если бы	8	24
57	есть всегда	1	24
58	таким образом	34	23
59	в то	6	23
60	это и	1	23
61	что оно	3	23
62	и вот	1	23
63	я не	2	22
64	должна быть	6	21
65	она не	2	21
66	и с	5	20
67	о том	7	20
68	что и	7	20
69	что все	5	20
70	в таком	4	20
71	только в	6	20
72	совершенно не	4	20
73	только тогда	2	20
74	уже не	1	20
75	и вообще	3	20
76	в самом	8	19
77	не менее	7	19
78	в своем	12	19
79	как же	1	19
80	и притом	1	19
81	и это	3	19
82	тогда когда	3	19
83	что мы	4	19
84	и его	2	19
85	же время	2	18
86	хотя бы	4	18
87	с другой	6	18
88	ни на	1	18
89	что же	2	18
90	жизни и	2	18
91	иное как	1	18
92	в сущности	2	17
93	должно быть	5	17
94	в основе	2	17
95	он есть	1	17
96	но если	2	17
97	кроме того	1	16
98	то это	1	16
99	одно и	1	16
100	к нему	2	16
101	только не	2	16
102	тем не	4	16
103	или не	1	16
104	в своей	1	16
105	да и	1	16
106	нет ничего	1	16
107	конечно не	3	16
108	мы не	1	16
109	другими словами	2	16
110	же и	1	15
111	только что	3	15
112	все же	15	15
113	так же	8	15
114	то в	2	15
115	несмотря на	6	15
116	мы уже	4	15
117	самом деле	12	15
118	хотя и	4	15
119	в виде	4	15
120	также и	2	15
121	быть и	5	15
122	на то	9	15
123	или нет	1	14
124	а именно	1	14
125	даже и	1	14
126	с ним	6	14
127	не было	2	14
128	и ее	2	14
129	жизнь и	3	14
130	и потому	3	14
131	и только	2	14
132	и к	5	13
133	другой стороны	5	13
134	отличается от	6	13
135	что именно	1	13
136	не то	3	13
137	что они	2	13
138	время как	1	13
139	и следовательно	1	13
140	он не	4	13
141	и та	1	13
142	в силу	7	13
143	с ее	2	13
144	но в	5	13
145	мы находим	1	13
146	не могу	1	13
147	в ней	3	13
148	именно в	5	12
149	с этим	12	12
150	вопрос о	3	12
151	но как	2	12
152	но тогда	3	12
153	но не	3	12
154	могут быть	1	12
155	никак не	1	12
156	не могут	4	12
157	перед нами	1	12
158	еще не	6	12
159	и если	6	12
160	и тут	1	12
161	все эти	19	12
162	тем более	3	12
163	и может	3	12
164	и жизни	1	12
165	а в	3	12
166	что если	3	11
167	в них	2	11
168	в данном	3	11
169	только на	1	11
170	что я	1	11
171	быть в	1	11
172	и тем	1	11
173	должны быть	3	11
174	из них	5	11
175	есть ли	1	11
176	можно только	1	11
177	та же	4	11
178	от того	3	11
179	ничем не	5	11
180	есть в	2	11
181	мы должны	4	11
182	только то	2	11
183	в одну	4	11
184	во всем	3	10
185	с этой	3	10
186	одно из	3	10
187	в результате	9	10
188	в жизни	3	10
189	к тому	8	10
190	во всяком	2	10
191	для того	8	10
192	можно ли	2	10
193	на себе	2	10
194	мы видим	1	10
195	в ее	1	10
196	от этого	1	10
197	себе и	1	10
198	а потом	1	10
199	и для	6	10
200	если же	3	10
201	что для	4	10
202	то и	2	10
203	наука не	1	10
204	если мы	4	10
205	в его	5	10
206	в их	4	10
207	это было	1	10
208	идеи и	1	10
209	в частности	2	10
210	как мы	3	10
211	как будто	5	10
212	и уже	2	10
213	при этом	9	9
214	тому что	2	9
215	случае не	1	9
216	быть может	1	9
217	в этих	3	9
218	и на	6	9
219	в котором	2	9
220	мы можем	6	9
221	же как	3	9
222	бы в	3	9
223	на этом	2	9
224	иметь в	1	9
225	общего с	2	9
226	и по	3	9
227	была бы	1	9
228	с ними	2	9
229	то время	2	9
230	как о	1	9
231	и более	2	9
232	той же	2	9
233	всех этих	4	9
234	тут не	1	9
235	и от	5	9
236	или иной	1	9
237	смысл и	1	9
238	а если	1	9
239	между собою	5	9
240	лишь как	1	9
241	в истории	3	9
242	та или	1	9
243	от него	3	8
244	даже в	3	8
245	в разных	3	8
246	и говорить	3	8
247	в отношении	1	8
248	но все	5	8
249	теперь мы	2	8
250	в дальнейшем	4	8
251	при условии	2	8
252	уже о	1	8
253	уже и	3	8
254	всегда и	1	8
255	нет и	1	8
256	с одной	3	8
257	или иная	1	8
258	по одному	3	8
259	не будет	5	8
260	что эта	4	8
261	в этой	7	8
262	или иначе	5	8
263	один из	1	8
264	и из	2	8
265	как не	2	8
266	ничего общего	3	8
267	при помощи	3	8
268	у нас	3	8
269	на самом	7	8
270	как нечто	1	8
271	и без	5	8
272	если она	1	8
273	все что	10	7
274	мы и	2	7
275	говоря уже	1	7
276	надо чтобы	2	7
277	тем что	1	7
278	зависимости от	2	7
279	мы получаем	1	7
280	но он	1	7
281	без веры	1	7
282	на первый	2	7
283	об отношении	1	7
284	точно так	1	7
285	как на	6	7
286	он сам	1	7
287	от себя	2	7
288	и сама	1	7
289	это конечно	2	7
290	связи с	4	7
291	не знает	2	7
292	во внимание	2	7
293	но для	2	7
294	в конце	4	7
295	в связи	3	7
296	в мире	6	7
297	а только	1	7
298	то ни	4	7
299	истории и	1	7
300	даже если	3	7
301	и при	6	7
302	из которых	4	7
303	так или	5	7
304	от чего	1	7
305	заключается в	3	7
306	отношения к	1	7
307	как в	1	7
308	со стороны	1	7
309	только одно	3	7
310	для меня	4	7
311	говорят что	1	7
312	не потому	2	7
313	без всякого	1	7
314	с его	1	7
315	он должен	2	7
316	будет ли	1	7
317	и где	2	7
318	очень много	3	7
319	что этот	1	7
320	эти две	1	7
321	и я	1	7
322	не говоря	1	7
323	и их	5	7
324	она должна	1	7
325	из этих	8	7
326	так чтобы	2	7
327	тем самым	3	7
328	то не	1	6
329	говорить что	3	6
330	более или	8	6
331	уже в	1	6
332	одной стороны	2	6
333	в другом	2	6
334	в себя	2	6
335	когда она	1	6
336	в зависимости	1	6
337	одна из	2	6
338	во всех	10	6
339	она и	1	6
340	по своей	7	6
341	в которой	5	6
342	я и	1	6
343	себя как	1	6
344	именно как	1	6
345	от самого	1	6
346	можно было	1	6
347	того кто	1	6
348	всякого другого	1	6
349	друг другу	1	6
350	не отличается	1	6
351	с тем	4	6
352	вместе с	7	6
353	никто не	2	6
354	себя и	2	6
355	может не	3	6
356	о котором	7	6
357	еще и	1	6
358	того чтобы	8	6
359	это все	1	6
360	не быть	1	6
361	но лишь	1	6
362	на основании	1	6
363	всяком случае	2	6
364	если только	1	6
365	не будучи	1	6
366	для него	2	6
367	они не	2	6
368	того как	1	6
369	ее в	1	6
370	но с	2	6
371	по существу	7	6
372	чтобы быть	2	6
373	может только	1	6
374	по своему	5	6
375	его в	5	6
376	или менее	8	6
377	как все	1	6
378	бы ни	1	6
379	в науке	1	6
380	оказывается что	5	6
381	на всю	1	6
382	и часто	1	6
383	идет речь	8	6
384	этой точки	1	6
385	в один	2	6
386	отношение к	4	6
387	для этого	7	6
388	а есть	1	5
389	до сих	15	5
390	в своих	2	5
391	если он	2	5
392	например в	1	5
393	что по	3	5
394	их в	2	5
395	в одно	2	5
396	мы только	1	5
397	и истории	5	5
398	но мы	1	5
399	но даже	3	5
400	и той	1	5
401	одной и	2	5
402	двух или	3	5
403	может ли	1	5
404	и еще	1	5
405	к этому	5	5
406	гораздо более	2	5
