N	3gram	Trubetskoy	RusskieA
1	в том что	3	49
2	состоит в том	1	29
3	тем не менее	3	14
4	вместе с тем	8	11
5	о том что	4	10
6	для того чтобы	5	8
7	в данном случае	1	8
8	в настоящее время	1	7
9	не может быть	1	6
10	так же как	3	6
11	после того как	1	6
12	в связи с	3	5
13	мы видели что	1	5
14	в отличие от	1	4
15	что в этом	1	4
16	только тогда когда	1	4
17	в то время	1	4
18	во всяком случае	6	4
19	но вместе с	2	3
20	по отношению к	1	3
21	мы должны признать	2	3
22	более или менее	5	3
23	до сих пор	5	3
24	с тем и	2	3
25	в свою очередь	1	3
26	и потому что	2	3
27	на то что	2	3
28	с точки зрения	6	3
29	в разные стороны	1	3
30	с тем что	1	3
31	может быть и	2	3
32	друг к другу	1	3
33	некоторые из них	2	2
34	о том как	1	2
35	и некоторые другие	1	2
36	друг с другом	5	2
37	ничего общего с	2	2
38	но и как	1	2
39	но все же	4	2
40	с другой стороны	1	2
41	могут рассматриваться как	1	2
42	но и потому	1	2
43	можно сказать что	2	2
44	иметь в виду	1	2
45	и во время	1	2
46	и в этом	2	2
47	но тем не	1	2
48	всяком случае не	3	2
49	с одной стороны	7	2
50	в этом отношении	2	2
51	не только как	1	2
52	и связанные с	2	2
53	с этого момента	1	2
54	в одном и	1	1
55	или менее точную	1	1
56	на русской почве	2	1
57	что и те	2	1
58	так как эти	1	1
59	связан и другой	1	1
60	и по своим	1	1
61	но далеко не	1	1
62	как видно из	1	1
63	потому что в	1	1
64	его жизнь в	1	1
65	в таком случае	1	1
66	одного и того	1	1
67	имеется и в	1	1
68	прибавить к этому	1	1
69	связанные с ним	1	1
70	а между тем	1	1
71	с одним из	2	1
72	религии в которых	1	1
73	в то что	1	1
74	точно так же	3	1
75	и таким образом	3	1
76	в этой роли	1	1
77	к которому восходят	1	1
78	но не с	1	1
79	к тому же	4	1
80	из них не	1	1
81	как бы олицетворение	1	1
82	мы видим что	1	1
83	уже не имеет	1	1
84	совершенно иной характер	1	1
85	и того же	1	1
86	не может не	1	1
87	его уже не	1	1
88	то же самое	2	1
89	того момента когда	1	1
90	что здесь имеется	1	1
91	несмотря на все	1	1
92	во всех других	1	1
93	одном и том	1	1
94	если прибавить к	1	1
95	в одном из	1	1
96	что в течение	1	1
97	те и другие	2	1
98	не только для	2	1
99	и том же	1	1
100	тем что в	1	1
101	есть один из	1	1
102	а вместе с	1	1
103	так как по	1	1
104	и на то	1	1
105	не совсем так	1	1
106	к новой жизни	1	1
107	как эти боги	1	1
108	не более как	1	1
109	не потому что	1	1
110	она живет в	1	1
111	а следовательно и	1	1
112	сказать что в	1	1
113	тем и другим	1	1
114	но не всегда	1	1
115	одном из своих	1	1
116	при этом не	1	1
117	сливаются в одно	1	1
118	таким образом в	2	1
119	но все это	2	1
120	не отличаются от	1	1
121	смысле этого слова	1	1
122	и в китае	1	1
123	на них как	1	1
124	несколько иной характер	1	1
125	ни с одним	1	1
126	данном случае мы	1	1
127	с ней и	1	1
128	в первую очередь	1	1
129	только некоторые из	1	1
130	том что они	1	1
131	в связь с	1	1
132	а так как	3	1
133	в чем именно	1	1
134	это и есть	1	1
135	что и в	1	1
136	греков и римлян	1	1
137	на первое место	1	1
