N	4gram	Bakhtin_Pr	Tvorches
1	в то же время	10	24
2	в преступлении и наказании	2	16
3	и в то же	3	6
4	но в то же	5	6
5	дело в том что	1	4
6	романа преступление и наказание	1	3
7	и не может быть	1	3
8	идей в романах достоевского	1	2
9	пространстве а не во	2	2
10	нет и не может	1	2
11	в том числе и	1	2
12	место в творчестве достоевского	1	2
13	заключается в том что	1	2
14	в пространстве а не	2	2
15	а не во времени	2	2
16	действительно овладела глубинным ядром	1	1
17	не торжество времени а	1	1
18	том и другом случае	2	1
19	и стремление достоевского следовать	1	1
20	одновременные и угадать их	1	1
21	чего он не знал	1	1
22	овладела глубинным ядром их	1	1
23	в предисловии к роману	1	1
24	в бедных людях достоевский	1	1
25	в полифоническом мире достоевского	1	1
26	полном реализме найти в	1	1
27	их поступков бескорыстие выражает	1	1
28	идея действительно овладела глубинным	1	1
29	мы видим героя в	1	1
30	может быть перенесено и	1	1
31	но для того чтобы	1	1
32	следовать в романе драматическому	1	1
33	бескорыстны поскольку идея действительно	1	1
34	генетических и каузальных категорий	1	1
35	миллионов а надобно мысль	2	1
36	зрения извне как бы	1	1
37	содержания как одновременные и	1	1
38	не внешнее определение их	1	1
39	что в романах достоевского	1	1
40	а идею видим в	1	1
41	идею видим в нем	1	1
42	лишь реалист в высшем	1	1
43	значило для него помыслить	1	1
44	драматическому принципу единства времени	1	1
45	быстрота единственный способ преодолеть	1	1
46	для достоевского не существует	1	1
47	только то что может	1	1
48	романе драматическому принципу единства	1	1
49	идей в полифоническом мире	1	1
50	в этом романе и	1	1
51	достоевского нет генетических и	1	1
52	в вечность ибо в	1	1
53	него помыслить все его	1	1
54	что в мире достоевского	2	1
55	не потому что он	1	1
56	идеи абсолютно бескорыстны поскольку	1	1
57	катастрофическая быстрота действия вихревое	1	1
58	определение романа достоевского как	2	1
59	в изолированном индивидуальном сознании	1	1
60	нет генетических и каузальных	1	1
61	торжество времени а преодоление	1	1
62	его содержания как одновременные	1	1
63	реализме найти в человеке	1	1
64	все ведущие герои достоевского	1	1
65	работе идеологический роман достоевского	1	1
66	сказать чего он не	1	1
67	не знал бы уже	1	1
68	бы заранее обессилена и	1	1
69	надобно миллионов а надобно	2	1
70	движение динамика достоевского динамика	1	1
71	их личности это бескорыстие	1	1
72	выражает их действительную жизнь	1	1
73	который является одним из	1	1
74	это бескорыстие не черта	1	1
75	вечность ибо в вечности	1	1
76	бескорыстие не черта их	1	1
77	не надобно миллионов а	2	1
78	на мир и на	3	1
79	и угадать их взаимоотношения	1	1
80	и бескорыстие как бы	1	1
81	в творчестве достоевского но	1	1
82	преодоление его ибо быстрота	1	1
83	его героиней была идея	1	1
84	абсолютно бескорыстны поскольку идея	1	1
85	все его содержания как	1	1
86	внешнее определение их поступков	1	1
87	то что может быть	1	1
88	их взаимоотношения в разрезе	1	1
89	отсюда же катастрофическая быстрота	1	1
90	как бы заранее обессилена	1	1
91	с точки зрения их	1	1
92	раскольников и иван карамазов	1	1
93	видим в нем и	1	1
94	сфере идеи им не	1	1
95	единства времени отсюда же	1	1
96	заранее обессилена и лишена	1	1
97	отсюда же и стремление	1	1
98	стремление достоевского следовать в	1	1
99	и лишена завершающего слова	1	1
100	бы он ни был	2	1
101	о герое записок из	1	1
102	одного и того же	1	1
103	все глубины души человеческой	2	1
104	но это не значит	1	1
105	обессилена и лишена завершающего	1	1
106	им не надобно миллионов	1	1
107	в сфере идеи им	1	1
108	преодолеть время во времени	1	1
109	идеи им не надобно	1	1
110	герои достоевского как люди	1	1
111	бескорыстие как бы синонимы	1	1
112	в том что это	1	1
113	поскольку идея действительно овладела	1	1
114	не укладывается ни в	1	1
115	достоевского как люди идеи	1	1
116	уже в е годы	1	1
117	угадать их взаимоотношения в	1	1
118	достоевского как и для	1	1
119	герое записок из подполья	1	1
120	же катастрофическая быстрота действия	1	1
121	разрешить идейность и бескорыстие	1	1
122	в романе достоевского нет	1	1
123	поступков бескорыстие выражает их	1	1
124	действительную жизнь в сфере	1	1
125	записок из подполья нам	1	1
126	нечего сказать чего он	1	1
127	извне как бы заранее	1	1
128	взаимоотношения в разрезе одного	1	1
129	том что это не	1	1
130	нем и через него	1	1
131	принципу единства времени отсюда	1	1
132	в романах достоевского но	1	1
133	вихревое движение динамика достоевского	1	1
134	добродетели если нет бессмертия	1	1
135	в мире значило для	1	1
136	буквально нечего сказать чего	1	1
137	найти в человеке человека	1	1
138	а надобно мысль разрешить	2	1
139	единственный способ преодолеть время	1	1
140	таким образом уже в	2	1
141	все одновременно все сосуществует	1	1
142	в художественном мире достоевского	2	1
143	изолированном индивидуальном сознании человека	1	1
