N	2gram	Ircho_Kome	KulturaY
1	и т	5	143
2	т е	18	102
3	т п	5	93
4	и в	37	84
5	в том	24	74
6	потому что	19	68
7	не только	13	60
8	точки зрения	8	59
9	в этом	18	57
10	было бы	7	53
11	и не	28	52
12	может быть	14	47
13	что в	11	44
14	том что	22	44
15	того чтобы	9	44
16	т д	1	42
17	в самом	17	41
18	для того	9	41
19	у нас	1	38
20	хотя бы	5	37
21	самом деле	13	37
22	так как	16	36
23	с точки	6	36
24	в области	3	34
25	таким образом	16	33
26	а не	5	33
27	если бы	18	32
28	можно было	3	32
29	не в	7	30
30	в его	12	30
31	прежде всего	7	30
32	все же	9	29
33	не менее	9	28
34	того что	1	28
35	все эти	1	28
36	в силу	2	26
37	то что	5	25
38	вовсе не	6	25
39	не может	9	25
40	вопрос о	2	24
41	с другой	5	24
42	еще не	10	24
43	то же	14	23
44	с помощью	4	23
45	только в	3	23
46	так и	4	23
47	тем не	3	21
48	по себе	1	20
49	во всяком	3	20
50	и что	8	20
51	но и	18	20
52	тем что	12	19
53	о том	21	19
54	обстоятельство что	3	19
55	что он	15	19
56	зависимости от	1	19
57	что же	2	19
58	всяком случае	3	19
59	но в	7	19
60	то обстоятельство	3	19
61	и с	5	18
62	с тем	6	18
63	к тому	11	18
64	в сущности	3	18
65	в качестве	4	18
66	связи с	5	18
67	между тем	6	18
68	вместе с	16	18
69	как бы	7	18
70	все это	7	18
71	в той	2	17
72	другой стороны	2	17
73	как это	5	17
74	слова и	1	17
75	как раз	9	17
76	это не	3	17
77	в виду	3	16
78	в зависимости	1	16
79	что и	12	16
80	что не	5	16
81	тот же	11	16
82	ничего не	6	16
83	в русском	1	16
84	но не	9	16
85	при этом	11	15
86	как на	1	15
87	в нашем	1	15
88	русский язык	1	15
89	том чтобы	4	15
90	не было	6	15
91	и тем	4	15
92	один из	6	15
93	по отношению	6	15
94	ни к	1	15
95	целый ряд	5	15
96	того как	5	15
97	а в	12	15
98	в них	6	14
99	и на	6	14
100	сказать что	4	14
101	хотя и	6	14
102	в связи	4	14
103	я не	4	14
104	сих пор	12	14
105	в ней	7	14
106	до сих	12	14
107	если мы	2	14
108	как мы	6	14
109	мы имеем	4	14
110	отношению к	4	14
111	что она	10	13
112	крайней мере	1	13
113	в этой	7	13
114	не случайно	3	13
115	не могут	2	13
116	в которых	7	13
117	по крайней	1	13
118	той же	2	13
119	для нас	7	13
120	по существу	4	13
121	в пределах	3	13
122	и его	10	13
123	с этой	5	12
124	говорить о	6	12
125	в результате	2	12
126	того же	9	12
127	ясно что	12	12
128	этот вопрос	2	12
129	могут быть	3	12
130	как в	4	12
131	однако не	1	12
132	для этого	3	12
133	те же	1	11
134	должен быть	2	11
135	в своем	9	11
136	на себе	2	11
137	речи и	1	11
138	он не	11	11
139	в нем	8	11
140	и здесь	11	11
141	должна быть	2	11
142	совершенно не	2	11
143	из этих	2	11
144	и если	3	11
145	этом отношении	2	11
146	уже в	3	11
147	в их	5	11
148	в какой	4	11
149	в первом	2	10
150	как и	10	10
151	речь идет	5	10
152	так же	8	10
153	конечно не	4	10
154	к этому	11	10
155	несмотря на	7	10
156	бы в	5	10
157	не просто	1	10
158	в то	14	10
159	после того	3	10
160	со стороны	16	10
161	в каком	1	10
162	с этим	5	10
163	они не	2	10
164	бы и	1	10
165	на фоне	2	10
166	тем более	9	10
167	тех же	3	10
168	в нашей	1	10
169	тем самым	1	10
170	от того	2	10
171	в своей	6	9
172	можно сказать	1	9
173	что все	1	9
174	в которой	6	9
175	очевидно что	1	9
176	рядом с	1	9
177	здесь не	2	9
178	и есть	3	9
179	ни в	14	9
180	не имеет	6	9
181	что мы	4	9
182	и для	7	9
183	дает нам	1	9
184	и вот	3	9
185	то мы	2	9
186	а также	3	9
187	ли не	6	9
188	на то	3	9
189	в целом	4	9
190	в этих	2	8
191	но все	5	8
